gene_symbol,ensembl_id,log2FoldChange,padj
BCAT1,ENSG00000060982.15,-0.81550043282689,2.52174537462542e-06
DIP2B,ENSG00000066084.13,-0.996707142936007,3.9172444740789596e-12
DCTN2,ENSG00000175203.17,-0.488334938264163,0.0051516438465263
SRGAP1,ENSG00000196935.10,-1.34801247916171,2.3741887156021e-17
TSPAN8,ENSG00000127324.9,-2.01190297985151,9.23394200438924e-07
NTN4,ENSG00000074527.13,-0.665596281322555,0.0061286112709645
ANKS1B,ENSG00000185046.20,-2.16197507257609,1.99057772118632e-26
NT5DC3,ENSG00000111696.12,-0.950639097999794,8.68482631022344e-11
SLC41A2,ENSG00000136052.10,-0.512063139760532,0.0074576596044614
TAOK3,ENSG00000135090.14,-0.829779027276181,7.05160803216638e-05
NCOR2,ENSG00000196498.14,-0.617724957853082,0.0013988310214856
RIMBP2,ENSG00000060709.17,-1.22938698513312,0.0001697496232895
TNFRSF19,ENSG00000127863.16,-3.22805163445155,5.13748193800904e-99
SLC7A1,ENSG00000139514.13,-0.768973274010441,0.0005386605802068
UBL3,ENSG00000122042.10,-0.573047694471106,0.0045151295719344
CAB39L,ENSG00000102547.19,-0.654814332532299,0.0032529311208218
WDFY2,ENSG00000139668.9,-0.664451637668052,1.06289676001e-05
DACH1,ENSG00000276644.5,-3.1059028821652,1.5513516112329799e-55
EFNB2,ENSG00000125266.8,-2.01704175556672,6.62452892265931e-31
PAX9,ENSG00000198807.13,-0.666350800937851,0.0088074808116301
GNG2,ENSG00000186469.9,-1.49390947203597,3.71033674405967e-14
DAAM1,ENSG00000100592.16,-1.23362439529802,4.64559457926435e-12
KCNH5,ENSG00000140015.20,-2.01092050134194,9.12634663533546e-08
SYNE2,ENSG00000054654.20,-0.827706522962099,1.1081009796104e-05
RDH11,ENSG00000072042.13,-0.778315375322732,8.96073157677455e-06
EML1,ENSG00000066629.19,-1.19074333125442,3.01893722087914e-08
CKB,ENSG00000166165.14,-0.835813088807414,3.4612205614434705e-09
THBS1,ENSG00000137801.11,-2.76664081851519,1.55286571960647e-26
FSIP1,ENSG00000150667.8,-1.46912889352903,7.693091687586771e-09
CHAC1,ENSG00000128965.13,-1.90867941063497,1.74913874090694e-16
TMEM62,ENSG00000137842.7,-1.00833275665099,1.0313372285827e-05
FRMD5,ENSG00000171877.21,-2.07909587368013,5.0175940770567796e-30
SHC4,ENSG00000185634.12,-1.25384039750079,1.66311586315219e-05
WDR72,ENSG00000166415.15,-3.31449947676019,9.23075376107984e-28
NEDD4,ENSG00000069869.17,-2.30295820957667,1.67819911062189e-28
CGNL1,ENSG00000128849.11,-1.33323469647643,7.31975744386097e-10
ALDH1A2,ENSG00000128918.15,-2.3148651586872,0.008781769152642
MYO1E,ENSG00000157483.9,-1.06793323581605,2.48118266740102e-10
LARP6,ENSG00000166173.11,-0.689343790102443,0.0008817061929001
LRRC49,ENSG00000137821.12,-0.611154517528894,0.0004795525304611
HMG20A,ENSG00000140382.15,-0.757324293926561,3.69920635107599e-06
ACSBG1,ENSG00000103740.10,-1.05474340586005,0.0018462039365227
ARNT2,ENSG00000172379.22,-0.935473173562189,3.1361355096273e-09
PDE8A,ENSG00000073417.15,-0.591253695055727,0.0016000302001833
AKAP13,ENSG00000170776.22,-0.578612537164301,0.0014228097646035
CHD2,ENSG00000173575.24,-0.658755970715186,0.0005273781200363
IGF1R,ENSG00000140443.15,-0.775759215234781,0.0003340182287284
TTC23,ENSG00000103852.13,-2.07308013933845,4.2441618077324203e-38
CHD9,ENSG00000177200.18,-0.921431474265202,4.65419631443384e-07
CFAP20,ENSG00000070761.8,-0.764068847171036,0.0001496988681272
CDH8,ENSG00000150394.14,-2.45222494475432,0.0013371258091114
TXNL4B,ENSG00000140830.9,-0.684021266929999,0.0021363216700293
ZCCHC14,ENSG00000140948.13,-0.425632319269199,0.0097773785599217
SLC7A5,ENSG00000103257.9,-1.02657753810188,4.5678829168835e-05
KDM6B,ENSG00000132510.11,-0.985787023641656,1.00334216343356e-05
GAS7,ENSG00000007237.19,-1.08971617606161,2.14645008236614e-08
ADPRM,ENSG00000170222.12,-0.993320670869159,2.69970947500975e-05
DNAH9,ENSG00000007174.18,-1.92897071847294,9.38140649499433e-13
HS3ST3A1,ENSG00000153976.3,-0.950947689607771,0.0001809121649685
PIPOX,ENSG00000179761.12,-1.67596520316144,1.91991711395224e-17
SSH2,ENSG00000141298.19,-0.58518503638543,0.0007989422411657
MYO1D,ENSG00000176658.17,-0.983465110464384,1.61928548071751e-08
CCL2,ENSG00000108691.10,-0.942680932361773,0.0072881908687383
SMARCE1,ENSG00000073584.20,-1.17527462540252,1.02365638774303e-12
EIF1,ENSG00000173812.11,-0.467879223155502,0.0025461935615714
KANSL1,ENSG00000120071.15,-0.498372805912086,0.0059645721542145
ITGB3,ENSG00000259207.10,-0.971446367668272,1.42495680016223e-05
HLF,ENSG00000108924.14,-0.620194441968431,0.009195071017862
MSI2,ENSG00000153944.12,-1.12228051716458,6.44056397834402e-05
SKA2,ENSG00000182628.13,-0.515133746645194,0.0050688710310513
VMP1,ENSG00000062716.13,-1.43404149836411,7.358727113805051e-17
TANC2,ENSG00000170921.16,-0.682792366426611,0.0009714851720825
PRKCA,ENSG00000154229.12,-0.564850299469307,0.0011222858014584
MAP2K6,ENSG00000108984.15,-0.717027075560224,0.002278670688985
KCNJ2,ENSG00000123700.5,-3.33214763322399,9.406575039401699e-29
SRP68,ENSG00000167881.15,-0.494786523288553,0.0096183903282972
EPB41L3,ENSG00000082397.18,-1.23688581173188,1.3705959191827e-13
L3MBTL4,ENSG00000154655.16,-0.622739029071324,0.0007158051212885
MTCL1,ENSG00000168502.18,-0.926597905505691,1.5382360338267002e-10
LDLRAD4,ENSG00000168675.19,-1.73859081058674,7.232167486550719e-28
KCTD1,ENSG00000134504.14,-1.08232957817766,2.83040219685272e-08
FHOD3,ENSG00000134775.16,-0.53007775258413,0.0079740825237125
MYO5B,ENSG00000167306.21,-1.51413464292327,3.9257866485401196e-12
PHLPP1,ENSG00000081913.14,-1.3673876606749,5.735041640341989e-22
GADD45B,ENSG00000099860.9,-1.33886927415593,5.53699139195483e-07
DAPK3,ENSG00000167657.14,-0.81474169833751,8.28755061499705e-06
ZNF44,ENSG00000197857.16,-0.697362783804131,7.91368136239188e-05
KLHL26,ENSG00000167487.12,-0.735447903246359,6.8967654164247e-05
ZNF254,ENSG00000213096.11,-0.721988582990786,0.0001169434167367
ZNF536,ENSG00000198597.10,-1.07935276683064,4.02903706955208e-08
TSHZ3,ENSG00000121297.8,-1.22370365014845,5.47850175192452e-12
CEBPG,ENSG00000153879.9,-1.14408094205797,8.09482718763678e-12
KCTD15,ENSG00000153885.15,-0.506271210914349,0.0073163713230016
MYADM,ENSG00000179820.16,-0.550834996325587,0.0074297787554295
ZIK1,ENSG00000171649.12,-0.692262024407748,0.0048624531640925
ZNF211,ENSG00000121417.14,-0.647258966119209,0.0012689157115353
ZBTB45,ENSG00000119574.13,-0.558140104296031,0.0062334141740789
SIRPA,ENSG00000198053.12,-1.33365056316877,5.4086873523498895e-11
ADRA1D,ENSG00000171873.8,-0.930900744808538,1.1332230661212301e-09
PLCB1,ENSG00000182621.18,-1.73286821996849,1.31996813043348e-25
SNAP25,ENSG00000132639.15,-1.26334990870719,7.13355463758929e-05
SLX4IP,ENSG00000149346.15,-1.01440453233997,1.35414946648674e-05
JAG1,ENSG00000101384.12,-1.61265168392868,9.18578296798795e-08
BTBD3,ENSG00000132640.15,-2.00583642749097,1.17744093034846e-27
FLRT3,ENSG00000125848.10,-3.62189429846722,8.989513356662339e-22
PYGB,ENSG00000100994.12,-0.711685979085739,2.61764541288942e-07
ID1,ENSG00000125968.9,-1.08915276589833,2.44967355294293e-09
TFAP2C,ENSG00000087510.7,-0.82207499376369,3.82209406116966e-07
PMEPA1,ENSG00000124225.16,-0.734570643934158,0.0002648341251258
HSPA13,ENSG00000155304.6,-0.633186711712635,0.0024520354274868
MIR99AHG,ENSG00000215386.15,-2.74024639731646,1.7474847055066697e-36
APP,ENSG00000142192.22,-0.632098249710327,0.0013928643863563
RCAN1,ENSG00000159200.18,-1.65419496816737,4.69532203329582e-15
RUNX1,ENSG00000159216.19,-0.87198000386585,5.89680513715269e-05
SLC37A1,ENSG00000160190.14,-0.694695165187068,0.0010364436904871
ADARB1,ENSG00000197381.18,-0.554521772947878,0.0022402712066237
NF2,ENSG00000186575.19,-1.36978420279354,6.187914040617861e-19
RBFOX2,ENSG00000100320.24,-0.701201385748247,0.0003112674545273
CDC42EP1,ENSG00000128283.7,-0.814766972023865,3.44068267163265e-06
TEF,ENSG00000167074.15,-0.736839493576349,1.88807546078477e-06
MID1,ENSG00000101871.17,-1.57799163035768,2.23817382763013e-13
SMS,ENSG00000102172.16,-0.602355069126753,0.0024044285378149
PHEX,ENSG00000102174.10,-1.38302383519783,1.5037271748320301e-10
CITED1,ENSG00000125931.11,-2.52338741377543,7.28231575484767e-06
HMGN5,ENSG00000198157.11,-2.57745457782502,0.0004273121774249
PAK3,ENSG00000077264.17,-1.64523070618911,6.37771777955798e-13
AMOT,ENSG00000126016.17,-1.28378725858411,3.7877913155420705e-09
RBMX,ENSG00000147274.14,-0.489245048955078,0.0008094203288452
FGF13,ENSG00000129682.16,-1.31698849816193,2.83742646231e-10
