ensembl_id,gene_symbol,log2FoldChange,padj
ENSG00000141429,GALNT1,-0.828562920179613,7.05267986772336e-07
ENSG00000163017,ACTG2,-1.33789062946037,7.45655765831677e-07
ENSG00000128487,SPECC1,-0.740015590269871,7.60469835206482e-07
ENSG00000159459,UBR1,-0.692928376758732,7.66524755478989e-07
ENSG00000258711,AL358334.2,-1.6430621532618,7.73659022522391e-07
ENSG00000162614,NEXN,-0.920839087404307,7.7592280283684e-07
ENSG00000111011,RSRC2,-0.749827746895354,7.9476280797357e-07
ENSG00000198963,RORB,-1.59422172729948,7.99685216410111e-07
ENSG00000274964,AC026356.1,-1.27700375714138,8.07399234477171e-07
ENSG00000287811,,-1.3517264956015,8.27708141199957e-07
ENSG00000156689,GLYATL2,-1.38195440472236,8.7186171404247e-07
ENSG00000260025,AC009414.2,-1.60937331742467,8.72114352522237e-07
ENSG00000064393,HIPK2,-1.19898536417641,9.1213161118075e-07
ENSG00000177283,FZD8,-1.02343976038002,9.12828024707064e-07
ENSG00000127324,TSPAN8,-2.01190297985151,9.23394200438924e-07
ENSG00000162694,EXTL2,-0.958963641559919,9.30965999748109e-07
ENSG00000082996,RNF13,-0.813070175557538,9.33250696082278e-07
ENSG00000173406,DAB1,-2.193792682086,9.38417804725505e-07
ENSG00000170191,NANP,-0.865766290224405,9.45441482566809e-07
ENSG00000154845,PPP4R1,-0.725983362579839,9.4569304659573e-07
ENSG00000168615,ADAM9,-0.905831658600816,9.51019134211424e-07
ENSG00000101935,AMMECR1,-0.820882686486632,9.76306962108301e-07
ENSG00000111860,CEP85L,-1.04643055660453,9.7999475792137e-07
ENSG00000231322,RPL13AP17,-3.37239816733949,9.8178374339901e-07
ENSG00000152778,IFIT5,-1.44348028812213,9.87647984616772e-07
ENSG00000272674,PCDHB16,-2.0969505350236,9.89498549457469e-07
ENSG00000127954,STEAP4,-2.39808971252023,9.89498549457469e-07
ENSG00000167460,TPM4,-0.721186817939954,9.89498549457469e-07
ENSG00000048405,ZNF800,-0.721033619873378,1.00332305710851e-06
ENSG00000198833,UBE2J1,-0.785808011721208,1.0132643453716e-06
ENSG00000271605,MILR1,-1.29583794120102,1.04473981450401e-06
ENSG00000134569,LRP4,-0.768969332224225,1.05219790325671e-06
ENSG00000196967,ZNF585A,-1.05129095042067,1.0564771000731e-06
ENSG00000164308,ERAP2,-0.832793110429475,1.06357377148604e-06
ENSG00000067248,DHX29,-0.764548339896126,1.12855918105347e-06
ENSG00000152240,HAUS1,-0.954296516808925,1.15142028456601e-06
ENSG00000285587,,-2.17417027388011,1.20725450741357e-06
ENSG00000122644,ARL4A,-0.986544989681935,1.25616060014258e-06
ENSG00000137760,ALKBH8,-1.07925661623998,1.2588546619355e-06
ENSG00000250156,LINC02060,-2.99447379593439,1.2720853434778e-06
ENSG00000020577,SAMD4A,-0.899037923658058,1.27352220245146e-06
ENSG00000148735,PLEKHS1,-1.6202327617059,1.28580511619047e-06
ENSG00000107614,TRDMT1,-1.21904145181714,1.28647429420062e-06
ENSG00000174136,RGMB,-0.912580464481274,1.28702056424008e-06
ENSG00000166260,COX11,-0.819092742070342,1.29446375396144e-06
ENSG00000168003,SLC3A2,-1.0908550048541,1.31126597746701e-06
ENSG00000085832,EPS15,-0.723481297158787,1.31481262099237e-06
ENSG00000216331,HIST1H1PS1,-1.88504198349861,1.32994307497788e-06
ENSG00000146463,ZMYM4,-0.762233194937228,1.3508170189938e-06
ENSG00000273802,HIST1H2BG,-1.2358464903342,1.35243205270993e-06
ENSG00000285971,,-2.05423938990594,1.36383248439514e-06
ENSG00000137710,RDX,-0.953459321610885,1.41775000188831e-06
ENSG00000205413,SAMD9,-3.96118727122268,1.44043319655424e-06
ENSG00000144560,VGLL4,-0.851703000249144,1.44132747715461e-06
ENSG00000171617,ENC1,-0.728205722486361,1.45368232572762e-06
ENSG00000145012,LPP,-1.13213964075193,1.48971684778039e-06
ENSG00000166311,SMPD1,-0.854356903949467,1.4972002127874e-06
ENSG00000169599,NFU1,-1.01639978831862,1.50312340798971e-06
ENSG00000121440,PDZRN3,-0.92443293738444,1.54180276740326e-06
ENSG00000136021,SCYL2,-0.749578486173016,1.55994579337923e-06
ENSG00000107789,MINPP1,-0.864206428439123,1.57602785453272e-06
ENSG00000224594,RPL29P19,-1.77079124490945,1.60059697535699e-06
ENSG00000235902,AC108472.1,-3.62301450449056,1.63692324604024e-06
ENSG00000119397,CNTRL,-0.794025426582502,1.63816886119055e-06
ENSG00000249304,AC104779.1,-1.50553188973592,1.64589355394109e-06
ENSG00000287551,,-2.30896315899264,1.64836744170443e-06
ENSG00000248431,AC005150.1,-3.70048225422846,1.68166087818551e-06
ENSG00000220205,VAMP2,-1.30103708664564,1.70244612520706e-06
ENSG00000263293,AC068234.2,-1.52858220763097,1.7197927167266e-06
ENSG00000227036,LINC00511,-0.81954920039967,1.72526757164937e-06
ENSG00000006530,AGK,-0.829936117691387,1.7297962256418e-06
ENSG00000163069,SGCB,-0.781162640310907,1.75836266223633e-06
ENSG00000169372,CRADD,-1.224666554708,1.75917080512808e-06
ENSG00000033867,SLC4A7,-0.868023273840726,1.78125931020206e-06
ENSG00000173451,THAP2,-1.2435845192291,1.78604212501069e-06
ENSG00000183955,KMT5A,-0.875855196593024,1.80126633461445e-06
ENSG00000152894,PTPRK,-0.749279623194476,1.83161734754102e-06
ENSG00000081177,EXD2,-0.777952190209407,1.84865903906046e-06
ENSG00000129151,BBOX1,-2.87397183194767,1.87558286852158e-06
ENSG00000167074,TEF,-0.736839493576349,1.88807546078477e-06
ENSG00000131023,LATS1,-0.776957045752573,1.89361051109642e-06
ENSG00000165449,SLC16A9,-0.921538289525077,1.91141589896369e-06
ENSG00000132950,ZMYM5,-0.933919999226886,1.92474043994017e-06
ENSG00000130958,SLC35D2,-1.07289426354744,1.94425020286111e-06
ENSG00000127990,SGCE,-0.943316809971296,1.94905151816889e-06
ENSG00000123095,BHLHE41,-0.751415809329718,1.94905151816889e-06
ENSG00000138032,PPM1B,-0.910089282332406,1.94931823866195e-06
ENSG00000117533,VAMP4,-0.896485230187945,2.01522502756923e-06
ENSG00000279456,AL353763.1,-1.43659607639186,2.01522502756923e-06
ENSG00000149948,HMGA2,-1.37262563826855,2.08888611058248e-06
ENSG00000137193,PIM1,-0.770744762488608,2.10152835480836e-06
ENSG00000110619,CARS,-0.741482576621927,2.11689433326321e-06
ENSG00000253616,AC107959.3,-2.15784520271289,2.13039755347143e-06
ENSG00000148444,COMMD3,-1.52440378603995,2.13363928068194e-06
ENSG00000172466,ZNF24,-0.802585213939828,2.14604239895249e-06
ENSG00000197128,ZNF772,-0.778753318163014,2.14604239895249e-06
ENSG00000232492,NPM1P13,-3.67653711664756,2.1544489987646e-06
ENSG00000088179,PTPN4,-0.790591353771356,2.16642471500741e-06
ENSG00000123094,RASSF8,-0.77984781014018,2.17305252730076e-06
ENSG00000140396,NCOA2,-0.881079929769423,2.18805346117306e-06
ENSG00000130508,PXDN,-0.767491998500452,2.19879106551976e-06
ENSG00000163320,CGGBP1,-0.74202873351844,2.19879106551976e-06
ENSG00000165259,HDX,-1.18454293537582,2.22322541642403e-06
ENSG00000137965,IFI44,-3.85008849922741,2.23509716208057e-06
ENSG00000145780,FEM1C,-0.857142294697739,2.25564298320458e-06
ENSG00000256564,AC007552.2,-1.74011325597041,2.33168521651029e-06
ENSG00000279020,C18orf15,-1.23996816295885,2.34107862441041e-06
ENSG00000166012,TAF1D,-0.766763060992065,2.38296770600312e-06
ENSG00000116120,FARSB,-0.758362047060772,2.43503227294294e-06
ENSG00000165105,RASEF,-1.24584963164613,2.45897085348633e-06
ENSG00000166262,FAM227B,-1.41193688812654,2.49061517462996e-06
ENSG00000120324,PCDHB10,-1.85905270214048,2.50863634472058e-06
ENSG00000272138,LINC01607,-1.89779559041167,2.51634115488385e-06
ENSG00000277586,NEFL,-1.3381470127118,2.52174537462542e-06
ENSG00000060982,BCAT1,-0.81550043282689,2.52174537462542e-06
ENSG00000085433,WDR47,-0.754168900767818,2.52421474645669e-06
ENSG00000136560,TANK,-0.88119680236504,2.54504640220924e-06
ENSG00000226886,AC093787.1,-1.85537659635054,2.59095384953368e-06
ENSG00000240775,AC021205.1,-1.99539680188796,2.5918928329514e-06
ENSG00000163840,DTX3L,-1.47832671190987,2.6122297190776e-06
ENSG00000117625,RCOR3,-0.821697488492927,2.64917380146524e-06
ENSG00000104093,DMXL2,-0.842437811929765,2.68799555227895e-06
ENSG00000176887,SOX11,-0.880836942840782,2.72049306010936e-06
ENSG00000234840,LINC01239,-1.44693316583331,2.72083557901498e-06
ENSG00000173210,ABLIM3,-0.848285022222041,2.75915560313245e-06
ENSG00000287414,,-2.40734358675569,2.84624283581548e-06
ENSG00000130449,ZSWIM6,-0.917184360689076,2.87215557620518e-06
ENSG00000105810,CDK6,-0.763726206696508,2.90628791264882e-06
ENSG00000167470,MIDN,-0.689561875186777,2.90988981898741e-06
ENSG00000197782,ZNF780A,-0.767334433137999,2.91316599605481e-06
ENSG00000120327,PCDHB14,-1.50321453906733,2.94471659865842e-06
ENSG00000080200,CRYBG3,-1.06718616346993,2.95222286797909e-06
ENSG00000171681,ATF7IP,-0.688271389558034,2.9581751014218e-06
ENSG00000259977,AL121578.3,-1.73556520132289,2.96834352107146e-06
ENSG00000213468,FIRRE,-1.06269559935269,3.01018278827741e-06
ENSG00000249216,AC105389.2,-1.84927486246156,3.06037174248958e-06
ENSG00000183671,GPR1,-2.43531622358846,3.06505064032946e-06
ENSG00000107771,CCSER2,-0.72877710100419,3.11368461923221e-06
ENSG00000264472,AC096708.2,-3.43919574401633,3.11368461923221e-06
ENSG00000144802,NFKBIZ,-0.769303429634925,3.13452510131107e-06
ENSG00000164331,ANKRA2,-0.86098607943328,3.24026972293562e-06
ENSG00000118961,LDAH,-0.775560109062652,3.3786400281266e-06
ENSG00000139083,ETV6,-0.842620918032645,3.39662615424029e-06
ENSG00000128283,CDC42EP1,-0.814766972023865,3.44068267163265e-06
ENSG00000120688,WBP4,-0.851518070491655,3.65226768686343e-06
ENSG00000230316,FEZF1-AS1,-1.47411549641558,3.6571911348684e-06
ENSG00000089123,TASP1,-0.805194812445338,3.6585468351029e-06
ENSG00000108100,CCNY,-0.803375112663571,3.66021628596774e-06
ENSG00000203952,CCDC160,-2.06407031656276,3.67366780720346e-06
ENSG00000140382,HMG20A,-0.757324293926561,3.69920635107599e-06
ENSG00000175746,C15orf54,-2.48287291903001,3.71323492188955e-06
ENSG00000114739,ACVR2B,-0.896983241216333,3.86086327640213e-06
ENSG00000167912,AC090152.1,-2.73647071918356,3.87556081248652e-06
ENSG00000104325,DECR1,-0.846751048940109,3.89179417196234e-06
ENSG00000056586,RC3H2,-0.720324365680632,4.01785706484085e-06
ENSG00000157625,TAB3,-0.802959418556335,4.13730784394611e-06
ENSG00000153975,ZUFSP,-0.787686563747734,4.26561005589788e-06
ENSG00000257093,KIAA1147,-0.744030693791295,4.29867255194082e-06
ENSG00000271917,AL357568.2,-1.81325612188764,4.35002332793276e-06
ENSG00000184530,C6orf58,-6.98621725122176,4.38591532883407e-06
ENSG00000134698,AGO4,-0.689378721356803,4.4031888560739e-06
ENSG00000070778,PTPN21,-0.754915759823899,4.4083348725468e-06
ENSG00000286318,,-1.51548109466526,4.41742772758361e-06
ENSG00000175505,CLCF1,-1.13495506277839,4.44946165095718e-06
ENSG00000267745,AC060766.7,-1.75414801083353,4.64606527136359e-06
ENSG00000235257,ITGA9-AS1,-1.12403478571977,4.79650299749556e-06
ENSG00000026508,CD44,-1.10464730069842,4.97845096664919e-06
ENSG00000160469,BRSK1,-0.85175017325703,4.98998507111177e-06
ENSG00000106346,USP42,-0.779481205703457,5.01216813554678e-06
ENSG00000291033,,-1.14554368409888,5.02350766987618e-06
ENSG00000273007,AC021205.3,-1.04005358151555,5.02529652648182e-06
ENSG00000244128,LINC01322,-2.01698999064225,5.10805536565406e-06
ENSG00000155545,MIER3,-0.774680090490463,5.16187020545414e-06
ENSG00000185278,ZBTB37,-0.907011952675665,5.21451511848971e-06
ENSG00000118515,SGK1,-0.91852295594485,5.27306782619414e-06
ENSG00000131203,IDO1,-1.950200015779,5.28906051270414e-06
ENSG00000267529,AP005131.4,-1.21548472269815,5.28906051270414e-06
ENSG00000285269,AL160269.1,-1.84327793581214,5.48042700520918e-06
ENSG00000170365,SMAD1,-0.842249944337576,5.6894027649114e-06
ENSG00000103460,TOX3,-1.29442050511932,5.7687530979769e-06
ENSG00000008256,CYTH3,-0.783128273410122,5.79856380987525e-06
ENSG00000072401,UBE2D1,-0.891782832442155,5.86916035927243e-06
ENSG00000104537,ANXA13,-2.89688354675029,5.98758408609455e-06
ENSG00000218336,TENM3,-0.718820460892325,6.16938402885822e-06
ENSG00000122691,TWIST1,-1.01743145455915,6.17038168067391e-06
ENSG00000154451,GBP5,-2.90539262827668,6.21464811502291e-06
ENSG00000291106,,-1.21960677406715,6.34677601089279e-06
ENSG00000093167,LRRFIP2,-0.715323072128684,6.37820716888322e-06
ENSG00000241956,AC109466.1,-3.05160147438035,6.42555219682083e-06
ENSG00000170955,CAVIN3,-1.91571426585465,6.45044629456383e-06
ENSG00000181450,ZNF678,-0.924253435951736,6.65128674193157e-06
ENSG00000168297,PXK,-0.808755106459158,6.72735389440274e-06
ENSG00000151116,UEVLD,-0.846283546299254,7.11918614590737e-06
ENSG00000154380,ENAH,-0.700100116929206,7.14588361582591e-06
ENSG00000207935,MIR204,-7.01430450920963,7.20215926826062e-06
ENSG00000177485,ZBTB33,-0.741954831392301,7.21147114954138e-06
ENSG00000121274,PAPD5,-0.804345705690514,7.23167500173197e-06
ENSG00000125931,CITED1,-2.52338741377543,7.28231575484767e-06
ENSG00000198604,BAZ1A,-0.732987431821834,7.35534096735973e-06
ENSG00000173193,PARP14,-0.851309609576744,7.45175465939601e-06
ENSG00000143612,C1orf43,-0.675452764103457,7.70531592048816e-06
ENSG00000261451,AC104964.3,-1.40630938041603,7.7066426232094e-06
ENSG00000203727,SAMD5,-1.09611099442295,7.78534425182648e-06
ENSG00000101596,SMCHD1,-0.650857367345577,8.00180291540555e-06
ENSG00000168994,PXDC1,-0.911806248622082,8.02280619395812e-06
ENSG00000106780,MEGF9,-0.934052108091659,8.03445101743802e-06
ENSG00000066777,ARFGEF1,-0.647846607226313,8.05126419680894e-06
ENSG00000128881,TTBK2,-0.746578664361796,8.06019332250349e-06
ENSG00000115183,TANC1,-0.732811396725115,8.24354916445424e-06
ENSG00000260578,AC110597.1,-1.75981736969758,8.25953425092984e-06
ENSG00000167657,DAPK3,-0.81474169833751,8.28755061499705e-06
ENSG00000206712,RNU6-26P,-1.76576933638827,8.34034020522838e-06
ENSG00000139350,NEDD1,-0.780493654449655,8.42415545024653e-06
ENSG00000289847,,-3.44586863410506,8.55598159426318e-06
ENSG00000164975,SNAPC3,-0.720089845128395,8.60302389609091e-06
ENSG00000025156,HSF2,-0.732876098105894,8.74916417699832e-06
ENSG00000273584,AC096708.3,-3.3563155395699,8.77864823462243e-06
ENSG00000269902,AC234772.3,-1.79014112401485,8.79676500356589e-06
ENSG00000169604,ANTXR1,-0.887866214581848,8.93169401041949e-06
ENSG00000072042,RDH11,-0.778315375322732,8.96073157677455e-06
ENSG00000162702,ZNF281,-0.954041710312579,8.99918838683976e-06
ENSG00000143971,ETAA1,-1.03783873115407,9.15231944795082e-06
ENSG00000151332,MBIP,-0.871951443396621,9.15231944795082e-06
ENSG00000109458,GAB1,-0.858669648001342,9.25232986370314e-06
ENSG00000197006,METTL9,-0.743888581450029,9.30555264607403e-06
ENSG00000010219,DYRK4,-1.18297285547908,9.37284259664526e-06
ENSG00000038382,TRIO,-0.668336549198038,9.50906848884023e-06
ENSG00000126947,ARMCX1,-1.2919353204092,9.52401417910747e-06
ENSG00000183850,ZNF730,-1.38409774005404,9.54230643402622e-06
ENSG00000259724,LINC01581,-2.34060082211479,9.57995826779547e-06
ENSG00000173542,MOB1B,-0.846915183813611,9.5860509684509e-06
ENSG00000233010,RPEP4,-1.4703225402469,9.779228833339e-06
ENSG00000075426,FOSL2,-0.799404591898387,9.85119580488103e-06
ENSG00000049618,ARID1B,-0.857898044727813,9.91669607889004e-06
ENSG00000156011,PSD3,-1.23965812301575,9.96597336262576e-06
ENSG00000132510,KDM6B,-0.985787023641656,1.00334216343356e-05
ENSG00000137842,TMEM62,-1.00833275665099,1.0313372285827e-05
ENSG00000166037,CEP57,-0.665670334748941,1.04065989431804e-05
ENSG00000175745,NR2F1,-1.16993586692858,1.04108601764247e-05
ENSG00000225889,AC012368.1,-1.82611063149956,1.06289676001e-05
ENSG00000139668,WDFY2,-0.664451637668052,1.06289676001e-05
ENSG00000155755,TMEM237,-0.873081535453323,1.08807593643543e-05
ENSG00000104695,PPP2CB,-0.72520650604082,1.09211056077471e-05
ENSG00000082213,C5orf22,-0.929219535643869,1.1056155842357e-05
ENSG00000054654,SYNE2,-0.827706522962099,1.1081009796104e-05
ENSG00000279518,AC083843.4,-1.25636035948437,1.1099086064831e-05
ENSG00000094975,SUCO,-0.693272123863212,1.1572231646935e-05
ENSG00000183878,UTY,-0.708929828376786,1.15871674482554e-05
ENSG00000133302,SLF1,-0.756640408438764,1.16618938752023e-05
ENSG00000075945,KIFAP3,-0.875036124714351,1.16881725861566e-05
ENSG00000175426,PCSK1,-0.964430493126403,1.20214172917315e-05
ENSG00000234147,AL035446.1,-1.65565607812817,1.21121995815337e-05
ENSG00000181458,TMEM45A,-0.842666007167153,1.2190974658507e-05
ENSG00000107282,APBA1,-0.937782758222276,1.22771244025636e-05
ENSG00000146263,MMS22L,-0.713891819339286,1.22785384553335e-05
ENSG00000069020,MAST4,-0.740443406101613,1.23017489308909e-05
ENSG00000073737,DHRS9,-2.15698793206876,1.23722132996448e-05
ENSG00000287777,,-2.17402377858172,1.23977644657029e-05
ENSG00000236526,AL035448.1,-1.28551812235255,1.24421031564854e-05
ENSG00000008311,AASS,-0.82787724987243,1.25052034088281e-05
ENSG00000154114,TBCEL,-0.791334150022616,1.25214405191415e-05
ENSG00000106560,GIMAP2,-1.58111449399135,1.27944609540964e-05
ENSG00000230300,STARD13-IT1,-1.80990081213842,1.28121492360039e-05
ENSG00000166503,HDGFL3,-0.741307221461794,1.2892069822888e-05
ENSG00000135709,KIAA0513,-0.771382751295226,1.31108020556013e-05
ENSG00000276115,AC026356.2,-1.15912948536987,1.31507677462455e-05
ENSG00000133069,TMCC2,-0.86666029247753,1.32108978896511e-05
ENSG00000126878,AIF1L,-1.11295553610174,1.32838921131638e-05
ENSG00000129484,PARP2,-0.781025055329581,1.33955256861246e-05
ENSG00000151729,SLC25A4,-0.743227129217486,1.35414946648674e-05
ENSG00000111961,SASH1,-0.802189846876438,1.35414946648674e-05
ENSG00000182165,TP53TG1,-1.49485352651194,1.35414946648674e-05
ENSG00000149346,SLX4IP,-1.01440453233997,1.35414946648674e-05
ENSG00000100403,ZC3H7B,-0.714468435286756,1.35414946648674e-05
ENSG00000143952,VPS54,-0.699298184318316,1.35926616701096e-05
ENSG00000152404,CWF19L2,-0.832669492811673,1.35926616701096e-05
ENSG00000166398,KIAA0355,-0.703442511327159,1.36995883192995e-05
ENSG00000267366,AP005131.2,-1.2665290667093,1.39017084707865e-05
ENSG00000103404,USP31,-0.761730508282009,1.39199459576971e-05
ENSG00000287881,,-4.28279308332229,1.40032574170343e-05
ENSG00000168826,ZBTB49,-0.979844975785784,1.40032574170343e-05
ENSG00000251456,AC113398.2,-1.75025598607381,1.41482945390691e-05
ENSG00000237928,NFIA-AS2,-2.50616810844412,1.42460481129135e-05
ENSG00000259207,ITGB3,-0.971446367668272,1.42495680016223e-05
ENSG00000082146,STRADB,-0.736176934685634,1.43218169811097e-05
ENSG00000109572,CLCN3,-0.948039002728762,1.45238021817442e-05
ENSG00000184677,ZBTB40,-0.749589091588873,1.47250427225818e-05
ENSG00000054965,FAM168A,-0.796500349894323,1.51285022313694e-05
ENSG00000170961,HAS2,-2.65989160761186,1.5530227739551e-05
ENSG00000038274,MAT2B,-0.742188666286863,1.55567884116077e-05
ENSG00000196214,ZNF766,-0.699467772034875,1.5812452639359e-05
ENSG00000121989,ACVR2A,-0.812784016794806,1.58668330221358e-05
ENSG00000188021,UBQLN2,-0.797591897954514,1.58960333725009e-05
ENSG00000289405,,-1.56580390840091,1.59639286501848e-05
ENSG00000183696,UPP1,-1.08397806487537,1.60102717520571e-05
ENSG00000143013,LMO4,-0.848498584293049,1.6148189641826e-05
ENSG00000226522,AC004994.1,-3.47746739690806,1.64600976112893e-05
ENSG00000141682,PMAIP1,-1.0551216569212,1.64882032607861e-05
ENSG00000185634,SHC4,-1.25384039750079,1.66311586315219e-05
ENSG00000152443,ZNF776,-0.702633168528615,1.66540881828994e-05
ENSG00000116786,PLEKHM2,-0.68765622432251,1.66807076838844e-05
ENSG00000154734,ADAMTS1,-1.04942304931959,1.68373991006948e-05
ENSG00000285892,,-2.80185255637994,1.69236589359988e-05
ENSG00000138785,INTS12,-0.843670073053076,1.71656131000787e-05
ENSG00000179833,SERTAD2,-0.807009727094536,1.77200089521213e-05
ENSG00000061676,NCKAP1,-0.748148114433106,1.77632601150669e-05
ENSG00000181004,BBS12,-1.04597375624285,1.78215806235734e-05
ENSG00000151575,TEX9,-0.981478820104585,1.8178430716015e-05
ENSG00000166682,TMPRSS5,-1.32652118631458,1.81906403111757e-05
ENSG00000006042,TMEM98,-0.888986874688933,1.82331722268993e-05
ENSG00000138336,TET1,-0.955511590637217,1.84493026254102e-05
ENSG00000257458,AC069437.1,-2.88674034191834,1.8483973000773e-05
ENSG00000100505,TRIM9,-1.46577851713943,1.8483973000773e-05
ENSG00000135446,CDK4,-0.795706652287423,1.89896175027572e-05
ENSG00000188342,GTF2F2,-0.673226569937527,1.90585524704493e-05
ENSG00000251136,AF117829.1,-0.746104924634249,1.91574142705085e-05
ENSG00000107960,STN1,-0.890139881450859,1.95846377748896e-05
ENSG00000166575,TMEM135,-0.686632031649696,1.98020047196883e-05
ENSG00000234567,AL024497.2,-1.33415414522969,2.0089263654957e-05
ENSG00000059758,CDK17,-0.831999258798317,2.03283391349593e-05
ENSG00000105894,PTN,-0.913762937123756,2.04045636614212e-05
ENSG00000288018,,-1.79011961058036,2.04570857325161e-05
ENSG00000111237,VPS29,-0.775959024317767,2.04570857325161e-05
ENSG00000142556,ZNF614,-0.82634577717732,2.05142051463148e-05
ENSG00000188641,DPYD,-0.759483175974178,2.0755171589143e-05
ENSG00000290976,,-2.08545325876363,2.08314072950544e-05
ENSG00000228073,AC133106.1,-2.65667114633027,2.08788045466625e-05
ENSG00000114745,GORASP1,-0.693080583767311,2.08788045466625e-05
ENSG00000068383,INPP5A,-0.783523306948413,2.0909701487746e-05
ENSG00000138231,DBR1,-0.820054463096471,2.11528820990696e-05
ENSG00000278291,AL161772.1,-1.08184762797904,2.11528820990696e-05
ENSG00000240445,FOXO3B,-0.795107375606801,2.14684352160135e-05
ENSG00000184083,FAM120C,-0.760255322199803,2.16419942660692e-05
ENSG00000152465,NMT2,-0.746603013142692,2.17968484658958e-05
ENSG00000134014,ELP3,-0.820402382731363,2.19804727003453e-05
ENSG00000117543,DPH5,-0.76859641594211,2.21155086686015e-05
ENSG00000124181,PLCG1,-0.658364110005237,2.21817293818795e-05
ENSG00000286976,,-6.71732637078103,2.29312707031676e-05
ENSG00000188295,ZNF669,-0.875439783593039,2.29373529191851e-05
ENSG00000138823,MTTP,-1.840471577466,2.30481364814504e-05
ENSG00000224493,AC093156.1,-2.08397917918896,2.33472190411922e-05
ENSG00000283342,AC241584.2,-3.78302238828579,2.35581917034036e-05
ENSG00000181007,ZFP82,-0.752385489929676,2.3595261475489e-05
ENSG00000146938,NLGN4X,-0.805703446822279,2.36471271373013e-05
ENSG00000143324,XPR1,-0.722720384081663,2.36611824214273e-05
ENSG00000176018,LYSMD3,-0.768576533225438,2.36611824214273e-05
ENSG00000185947,ZNF267,-0.753884016228077,2.38263279388675e-05
ENSG00000164171,ITGA2,-0.759132236056645,2.4054013680214e-05
ENSG00000110066,KMT5B,-0.805072952808022,2.40702211933779e-05
ENSG00000137707,BTG4,-5.74074954568687,2.42721851667867e-05
ENSG00000164266,SPINK1,-2.90992492272246,2.50663390015147e-05
ENSG00000254357,AC090200.1,-2.55762353410283,2.5293177545009e-05
ENSG00000232040,ZBED9,-0.999348471920374,2.53533347417849e-05
ENSG00000213062,AL021068.1,-1.26642078660777,2.56391984750295e-05
ENSG00000289501,,-1.73988942479456,2.57102228914831e-05
ENSG00000155858,LSM11,-0.82345668030017,2.58696072158702e-05
ENSG00000117009,KMO,-2.0141025165677,2.6196202397e-05
ENSG00000082458,DLG3,-0.753713981025493,2.63129537891878e-05
ENSG00000145247,OCIAD2,-0.617869072016999,2.6470612562621e-05
ENSG00000008083,JARID2,-0.937297499891788,2.67460759142763e-05
ENSG00000146729,NIPSNAP2,-0.649560725542557,2.67460759142763e-05
ENSG00000064225,ST3GAL6,-0.924045446474309,2.69034592048737e-05
ENSG00000170222,ADPRM,-0.993320670869159,2.69970947500975e-05
ENSG00000253983,AC087627.1,-3.9543393784394,2.7502129575656e-05
ENSG00000065882,TBC1D1,-0.723316969883884,2.77593860250182e-05
ENSG00000267503,AP005131.3,-1.62381536435234,2.77723387149879e-05
ENSG00000281392,LINC00506,-2.35425225200599,2.81250618278226e-05
ENSG00000116128,BCL9,-1.13737626987091,2.85080854739332e-05
ENSG00000117477,CCDC181,-1.33583559368852,2.8596325875874e-05
ENSG00000290399,,-1.15670289485896,2.87725457045581e-05
ENSG00000170242,USP47,-0.62909851303737,2.88907717294849e-05
ENSG00000270571,AC007681.1,-1.28182073079462,2.89048615796336e-05
ENSG00000197779,ZNF81,-0.814907952913265,2.96121707079939e-05
ENSG00000189308,LIN54,-0.678096392210263,2.97972041867422e-05
ENSG00000252222,RNU7-13P,-2.26865855120438,2.98597741631264e-05
ENSG00000182218,HHIPL1,-1.84432737344452,2.98830624966871e-05
ENSG00000147027,TMEM47,-0.867374890911142,3.01803679235668e-05
ENSG00000131943,C19orf12,-0.711798133526118,3.11416753093497e-05
ENSG00000143622,RIT1,-0.752040074577919,3.14391128925374e-05
ENSG00000253485,PCDHGA5,-0.89321448491727,3.18735587332403e-05
ENSG00000145781,COMMD10,-0.751879188947509,3.20020963405591e-05
ENSG00000198642,KLHL9,-0.756724295795774,3.2164048845971e-05
ENSG00000156273,BACH1,-0.681945059642291,3.22747284649312e-05
ENSG00000165512,ZNF22,-0.832906739250878,3.25105856912815e-05
ENSG00000022840,RNF10,-0.679438475352281,3.27706437874238e-05
ENSG00000117697,NSL1,-0.696214057321975,3.33092435604441e-05
ENSG00000231999,LRRC8C-DT,-1.03060300205996,3.34418434112804e-05
ENSG00000177803,AC112247.1,-1.83797098253295,3.39796143880378e-05
ENSG00000160551,TAOK1,-0.780969667678254,3.44158924731245e-05
ENSG00000070731,ST6GALNAC2,-1.61370383917683,3.46299737858646e-05
ENSG00000248571,AC106882.1,-1.64311579153865,3.47967100200201e-05
ENSG00000096717,SIRT1,-0.710629155377908,3.49765236124352e-05
ENSG00000186130,ZBTB6,-0.80322055332076,3.51160809634517e-05
ENSG00000172602,RND1,-1.46591692800233,3.57422120129494e-05
ENSG00000112297,CRYBG1,-0.669366961340407,3.60131538240461e-05
ENSG00000233110,AC093797.1,-1.80512853622586,3.60420940362143e-05
ENSG00000105750,ZNF85,-0.787730132591027,3.61030981345611e-05
ENSG00000153071,DAB2,-1.02141164300682,3.64343234585362e-05
ENSG00000267547,AC060766.4,-1.74790080190296,3.65359346676529e-05
ENSG00000198160,MIER1,-0.713005020788972,3.67035004892004e-05
