ensembl_id,gene_symbol
ENSG00000110900,TSPAN11
ENSG00000140382,HMG20A
ENSG00000175746,C15orf54
ENSG00000278920,AC005005.4
ENSG00000066923,STAG3
ENSG00000142530,FAM71E1
ENSG00000186529,CYP4F3
ENSG00000133985,TTC9
ENSG00000107338,SHB
ENSG00000114739,ACVR2B
ENSG00000167912,AC090152.1
ENSG00000104325,DECR1
ENSG00000140807,NKD1
ENSG00000161944,ASGR2
ENSG00000056586,RC3H2
ENSG00000157625,TAB3
ENSG00000188878,FBF1
ENSG00000289557,
ENSG00000287326,
ENSG00000004939,SLC4A1
ENSG00000125872,LRRN4
ENSG00000153975,ZUFSP
ENSG00000213438,YBX2P1
ENSG00000257093,KIAA1147
ENSG00000043355,ZIC2
ENSG00000271917,AL357568.2
ENSG00000149527,PLCH2
ENSG00000184530,C6orf58
ENSG00000134698,AGO4
ENSG00000070778,PTPN21
ENSG00000286318,
ENSG00000173269,MMRN2
ENSG00000175505,CLCF1
ENSG00000196581,AJAP1
ENSG00000267551,AC005264.1
ENSG00000087088,BAX
ENSG00000166546,BEAN1
ENSG00000054356,PTPRN
ENSG00000267745,AC060766.7
ENSG00000052344,PRSS8
ENSG00000261803,LINC02140
ENSG00000235257,ITGA9-AS1
ENSG00000272668,AL590560.2
ENSG00000136689,IL1RN
ENSG00000026508,CD44
ENSG00000160469,BRSK1
ENSG00000099399,MAGEB2
ENSG00000106346,USP42
ENSG00000291033,
ENSG00000273007,AC021205.3
ENSG00000184574,LPAR5
ENSG00000237371,AL355803.1
ENSG00000244128,LINC01322
ENSG00000172349,IL16
ENSG00000103485,QPRT
ENSG00000155545,MIER3
ENSG00000285888,
ENSG00000171385,KCND3
ENSG00000185278,ZBTB37
ENSG00000244625,MIATNB
ENSG00000118515,SGK1
ENSG00000131203,IDO1
ENSG00000267529,AP005131.4
ENSG00000143554,SLC27A3
ENSG00000139714,MORN3
ENSG00000102109,PCSK1N
ENSG00000162946,DISC1
ENSG00000285269,AL160269.1
ENSG00000236283,AC019197.1
ENSG00000129244,ATP1B2
ENSG00000121281,ADCY7
ENSG00000143318,CASQ1
ENSG00000170365,SMAD1
ENSG00000147234,FRMPD3
ENSG00000103460,TOX3
ENSG00000008256,CYTH3
ENSG00000072401,UBE2D1
ENSG00000104537,ANXA13
ENSG00000148848,ADAM12
ENSG00000136425,CIB2
ENSG00000158062,UBXN11
ENSG00000120937,NPPB
ENSG00000157927,RADIL
ENSG00000218336,TENM3
ENSG00000122691,TWIST1
ENSG00000133321,RARRES3
ENSG00000225968,ELFN1
ENSG00000154451,GBP5
ENSG00000137225,CAPN11
ENSG00000144821,MYH15
ENSG00000258884,LINC02321
ENSG00000291106,
ENSG00000093167,LRRFIP2
ENSG00000241956,AC109466.1
ENSG00000170955,CAVIN3
ENSG00000290937,
ENSG00000165816,VWA2
ENSG00000176438,SYNE3
ENSG00000115556,PLCD4
ENSG00000181450,ZNF678
ENSG00000187475,HIST1H1T
ENSG00000287562,
ENSG00000165730,STOX1
ENSG00000168297,PXK
ENSG00000183780,SLC35F3
ENSG00000182870,GALNT9
ENSG00000154783,FGD5
ENSG00000151116,UEVLD
ENSG00000154380,ENAH
ENSG00000207935,MIR204
ENSG00000177485,ZBTB33
ENSG00000121274,PAPD5
ENSG00000125931,CITED1
ENSG00000108947,EFNB3
ENSG00000198604,BAZ1A
ENSG00000138100,TRIM54
ENSG00000173826,KCNH6
ENSG00000173193,PARP14
ENSG00000154328,NEIL2
ENSG00000268401,AC007785.3
ENSG00000196208,GREB1
ENSG00000189334,S100A14
ENSG00000143612,C1orf43
ENSG00000261451,AC104964.3
ENSG00000008118,CAMK1G
ENSG00000005001,PRSS22
ENSG00000203727,SAMD5
ENSG00000114023,FAM162A
ENSG00000016391,CHDH
ENSG00000159166,LAD1
ENSG00000280339,AP001528.3
ENSG00000188191,PRKAR1B
ENSG00000189433,GJB4
ENSG00000266088,AC004585.1
ENSG00000225556,C2CD4D
ENSG00000101596,SMCHD1
ENSG00000100628,ASB2
ENSG00000168994,PXDC1
ENSG00000106780,MEGF9
ENSG00000066777,ARFGEF1
ENSG00000128881,TTBK2
ENSG00000277152,AC110048.2
ENSG00000196990,FAM163B
ENSG00000161638,ITGA5
ENSG00000147573,TRIM55
ENSG00000147813,NAPRT
ENSG00000115183,TANC1
ENSG00000260578,AC110597.1
ENSG00000126458,RRAS
ENSG00000156427,FGF18
ENSG00000167657,DAPK3
ENSG00000206712,RNU6-26P
ENSG00000139350,NEDD1
ENSG00000019169,MARCO
ENSG00000289847,
ENSG00000164975,SNAPC3
ENSG00000170965,PLAC1
ENSG00000161513,FDXR
ENSG00000185522,LMNTD2
ENSG00000025156,HSF2
ENSG00000273584,AC096708.3
ENSG00000269902,AC234772.3
ENSG00000267265,AC011476.3
ENSG00000169604,ANTXR1
ENSG00000072042,RDH11
ENSG00000162702,ZNF281
ENSG00000183971,NPW
ENSG00000163704,PRRT3
ENSG00000162522,KIAA1522
ENSG00000143971,ETAA1
ENSG00000151332,MBIP
ENSG00000280011,AL031595.2
ENSG00000146904,EPHA1
ENSG00000168748,CA7
ENSG00000109458,GAB1
ENSG00000197006,METTL9
ENSG00000262003,AC087392.1
ENSG00000075043,KCNQ2
ENSG00000180176,TH
ENSG00000119630,PGF
ENSG00000010219,DYRK4
ENSG00000235790,AC114488.2
ENSG00000235207,TUBBP6
ENSG00000256542,AC148477.2
ENSG00000038382,TRIO
ENSG00000167619,TMEM145
ENSG00000126947,ARMCX1
ENSG00000242048,AC093583.1
ENSG00000285591,
ENSG00000183850,ZNF730
ENSG00000259724,LINC01581
ENSG00000173542,MOB1B
ENSG00000226321,CROCC2
ENSG00000233010,RPEP4
ENSG00000104848,KCNA7
ENSG00000075426,FOSL2
ENSG00000049618,ARID1B
ENSG00000162460,TMEM82
ENSG00000179583,CIITA
ENSG00000156011,PSD3
ENSG00000118495,PLAGL1
ENSG00000132510,KDM6B
ENSG00000137841,PLCB2
ENSG00000287603,
ENSG00000227467,LINC01537
ENSG00000137842,TMEM62
ENSG00000183828,NUDT14
ENSG00000166037,CEP57
ENSG00000175745,NR2F1
ENSG00000232762,AL355483.3
ENSG00000112759,SLC29A1
ENSG00000236963,LINC01141
ENSG00000225889,AC012368.1
ENSG00000139668,WDFY2
ENSG00000118971,CCND2
ENSG00000267305,AL592148.2
ENSG00000155755,TMEM237
ENSG00000174567,GOLT1A
ENSG00000104695,PPP2CB
ENSG00000172867,KRT2
ENSG00000082213,C5orf22
ENSG00000054654,SYNE2
ENSG00000261997,AC007336.1
ENSG00000279518,AC083843.4
ENSG00000260577,AC126773.2
ENSG00000276633,AJ011931.1
ENSG00000249639,AC022092.1
ENSG00000137825,ITPKA
ENSG00000094975,SUCO
ENSG00000183878,UTY
ENSG00000247317,LY6E-DT
ENSG00000133302,SLF1
ENSG00000075945,KIFAP3
ENSG00000144218,AFF3
ENSG00000141401,IMPA2
ENSG00000105223,PLD3
ENSG00000278195,SSTR3
ENSG00000175426,PCSK1
ENSG00000141497,ZMYND15
ENSG00000125170,DOK4
ENSG00000234147,AL035446.1
ENSG00000279036,AC015656.1
ENSG00000181458,TMEM45A
ENSG00000107282,APBA1
ENSG00000183535,COL18A1-AS1
ENSG00000146263,MMS22L
ENSG00000231638,LUARIS
ENSG00000069020,MAST4
ENSG00000073737,DHRS9
ENSG00000287777,
ENSG00000236526,AL035448.1
ENSG00000008311,AASS
ENSG00000154114,TBCEL
ENSG00000085185,BCORL1
ENSG00000106560,GIMAP2
ENSG00000230300,STARD13-IT1
ENSG00000166503,HDGFL3
ENSG00000100600,LGMN
ENSG00000135709,KIAA0513
ENSG00000154727,GABPA
ENSG00000276115,AC026356.2
ENSG00000133069,TMCC2
ENSG00000126878,AIF1L
ENSG00000007516,BAIAP3
ENSG00000175920,DOK7
ENSG00000129484,PARP2
ENSG00000099864,PALM
ENSG00000287164,
ENSG00000163818,LZTFL1
ENSG00000151729,SLC25A4
ENSG00000111961,SASH1
ENSG00000182165,TP53TG1
ENSG00000149346,SLX4IP
ENSG00000100403,ZC3H7B
ENSG00000143952,VPS54
ENSG00000152404,CWF19L2
ENSG00000204949,FAM83A-AS1
ENSG00000267073,AC005256.1
ENSG00000166398,KIAA0355
ENSG00000102144,PGK1
ENSG00000267366,AP005131.2
ENSG00000103404,USP31
ENSG00000287881,
ENSG00000168826,ZBTB49
ENSG00000251456,AC113398.2
ENSG00000237928,NFIA-AS2
ENSG00000259207,ITGB3
ENSG00000230077,MTAPP2
ENSG00000082146,STRADB
ENSG00000260135,MMP2-AS1
ENSG00000109572,CLCN3
ENSG00000160999,SH2B2
ENSG00000064201,TSPAN32
ENSG00000171115,GIMAP8
ENSG00000137135,ARHGEF39
ENSG00000184677,ZBTB40
ENSG00000162174,ASRGL1
ENSG00000116032,GRIN3B
ENSG00000170426,SDR9C7
ENSG00000054965,FAM168A
ENSG00000170961,HAS2
ENSG00000038274,MAT2B
ENSG00000214248,AC010336.1
ENSG00000196214,ZNF766
ENSG00000121989,ACVR2A
ENSG00000188021,UBQLN2
ENSG00000289405,
ENSG00000183696,UPP1
ENSG00000143013,LMO4
ENSG00000226522,AC004994.1
ENSG00000141682,PMAIP1
ENSG00000178026,LRRC75B
ENSG00000185634,SHC4
ENSG00000228140,AL031283.1
ENSG00000152443,ZNF776
ENSG00000121900,TMEM54
ENSG00000116786,PLEKHM2
ENSG00000230712,GGTLC4P
ENSG00000154734,ADAMTS1
ENSG00000285892,
ENSG00000228420,LINC01768
ENSG00000273123,AC020634.1
ENSG00000289914,
ENSG00000081181,ARG2
ENSG00000138785,INTS12
ENSG00000278100,RF00017
ENSG00000167880,EVPL
ENSG00000177238,TRIM72
ENSG00000179833,SERTAD2
ENSG00000061676,NCKAP1
ENSG00000181004,BBS12
ENSG00000260910,LINC00565
ENSG00000174871,CNIH2
ENSG00000151575,TEX9
ENSG00000166682,TMPRSS5
ENSG00000006042,TMEM98
ENSG00000159713,TPPP3
ENSG00000138336,TET1
ENSG00000166347,CYB5A
ENSG00000257458,AC069437.1
ENSG00000100505,TRIM9
ENSG00000146205,ANO7
ENSG00000269019,HOMER3-AS1
ENSG00000102312,PORCN
ENSG00000169314,C22orf15
ENSG00000221963,APOL6
ENSG00000135446,CDK4
ENSG00000188342,GTF2F2
ENSG00000139641,ESYT1
ENSG00000272473,AC006273.1
ENSG00000184828,ZBTB7C
ENSG00000251136,AF117829.1
ENSG00000162069,BICDL2
ENSG00000107960,STN1
ENSG00000149654,CDH22
ENSG00000166575,TMEM135
ENSG00000187068,C3orf70
ENSG00000224545,AC008264.1
ENSG00000234567,AL024497.2
ENSG00000203722,RAET1G
ENSG00000059758,CDK17
ENSG00000136883,KIF12
ENSG00000152104,PTPN14
ENSG00000105894,PTN
ENSG00000288018,
ENSG00000111237,VPS29
ENSG00000272695,GAS6-AS2
ENSG00000177675,CD163L1
ENSG00000142556,ZNF614
ENSG00000205220,PSMB10
ENSG00000188641,DPYD
ENSG00000290976,
ENSG00000228073,AC133106.1
ENSG00000114745,GORASP1
ENSG00000068383,INPP5A
ENSG00000138231,DBR1
ENSG00000287332,
ENSG00000278291,AL161772.1
ENSG00000030582,GRN
ENSG00000184058,TBX1
ENSG00000180767,CHST13
ENSG00000240445,FOXO3B
ENSG00000205755,CRLF2
ENSG00000273238,AC116565.1
ENSG00000122367,LDB3
ENSG00000184083,FAM120C
ENSG00000179046,TRIML2
ENSG00000187486,KCNJ11
ENSG00000272789,AC010976.2
ENSG00000152465,NMT2
ENSG00000134014,ELP3
ENSG00000117543,DPH5
ENSG00000070985,TRPM5
ENSG00000124181,PLCG1
ENSG00000258412,AL355102.1
ENSG00000149651,SPINT4
ENSG00000183691,NOG
ENSG00000286976,
ENSG00000188295,ZNF669
ENSG00000125618,PAX8
ENSG00000138823,MTTP
ENSG00000163803,PLB1
ENSG00000224493,AC093156.1
ENSG00000274370,AC130371.2
ENSG00000089847,ANKRD24
ENSG00000283342,AC241584.2
ENSG00000254844,AP000757.2
ENSG00000181007,ZFP82
ENSG00000146938,NLGN4X
ENSG00000143324,XPR1
ENSG00000176018,LYSMD3
ENSG00000196420,S100A5
ENSG00000185947,ZNF267
ENSG00000164398,ACSL6
ENSG00000164171,ITGA2
ENSG00000110066,KMT5B
ENSG00000160199,PKNOX1
ENSG00000137707,BTG4
ENSG00000156886,ITGAD
ENSG00000259242,AC002306.1
ENSG00000260386,LINC01225
ENSG00000279633,AL137918.1
ENSG00000133466,C1QTNF6
ENSG00000115155,OTOF
ENSG00000267530,LINC01836
ENSG00000168135,KCNJ4
ENSG00000165757,JCAD
ENSG00000101474,APMAP
ENSG00000164266,SPINK1
ENSG00000259666,LINGO1-AS1
ENSG00000254357,AC090200.1
ENSG00000232040,ZBED9
ENSG00000262884,AC015921.1
ENSG00000213062,AL021068.1
ENSG00000289501,
ENSG00000137731,FXYD2
ENSG00000155858,LSM11
ENSG00000117009,KMO
ENSG00000082458,DLG3
ENSG00000168807,SNTB2
ENSG00000145247,OCIAD2
ENSG00000167645,YIF1B
ENSG00000008083,JARID2
ENSG00000146729,NIPSNAP2
ENSG00000064225,ST3GAL6
ENSG00000104899,AMH
ENSG00000170222,ADPRM
ENSG00000253983,AC087627.1
ENSG00000178772,CPN2
ENSG00000183688,RFLNB
ENSG00000065882,TBC1D1
ENSG00000267503,AP005131.3
ENSG00000281392,LINC00506
ENSG00000125910,S1PR4
ENSG00000105695,MAG
ENSG00000116128,BCL9
ENSG00000117477,CCDC181
ENSG00000185666,SYN3
ENSG00000089820,ARHGAP4
ENSG00000274721,RF02039
ENSG00000162144,CYB561A3
ENSG00000290399,
ENSG00000170242,USP47
ENSG00000270571,AC007681.1
ENSG00000253837,AC090197.1
ENSG00000099282,TSPAN15
ENSG00000059915,PSD
ENSG00000197779,ZNF81
ENSG00000213839,TMX2P1
ENSG00000015285,WAS
ENSG00000189308,LIN54
ENSG00000252222,RNU7-13P
ENSG00000182218,HHIPL1
ENSG00000147027,TMEM47
ENSG00000163357,DCST1
ENSG00000237886,NALT1
ENSG00000128578,STRIP2
ENSG00000131477,RAMP2
ENSG00000124107,SLPI
ENSG00000162367,TAL1
ENSG00000131943,C19orf12
ENSG00000143622,RIT1
ENSG00000253485,PCDHGA5
ENSG00000162817,C1orf115
ENSG00000145781,COMMD10
ENSG00000198642,KLHL9
ENSG00000156273,BACH1
ENSG00000165512,ZNF22
ENSG00000022840,RNF10
ENSG00000117697,NSL1
ENSG00000231999,LRRC8C-DT
ENSG00000177803,AC112247.1
ENSG00000254632,AP003119.1
ENSG00000168754,FAM178B
ENSG00000160551,TAOK1
ENSG00000185650,ZFP36L1
ENSG00000070731,ST6GALNAC2
ENSG00000204161,C10orf128
ENSG00000248571,AC106882.1
ENSG00000158816,VWA5B1
ENSG00000096717,SIRT1
ENSG00000204291,COL15A1
ENSG00000024422,EHD2
ENSG00000002726,AOC1
ENSG00000186130,ZBTB6
ENSG00000167281,RBFOX3
ENSG00000168676,KCTD19
ENSG00000145040,UCN2
ENSG00000172819,RARG
ENSG00000241163,LINC00877
ENSG00000099889,ARVCF
ENSG00000172602,RND1
ENSG00000112297,CRYBG1
ENSG00000233110,AC093797.1
ENSG00000166619,BLCAP
ENSG00000105750,ZNF85
ENSG00000286647,
ENSG00000153071,DAB2
ENSG00000267547,AC060766.4
ENSG00000198160,MIER1
ENSG00000289633,
ENSG00000217236,SP9
ENSG00000134317,GRHL1
ENSG00000119227,PIGZ
ENSG00000148908,RGS10
ENSG00000112200,ZNF451
ENSG00000164867,NOS3
ENSG00000225521,AC005237.1
ENSG00000164236,ANKRD33B
ENSG00000123416,TUBA1B
ENSG00000234358,AC003080.1
ENSG00000187189,TSPYL4
ENSG00000152219,ARL14EP
ENSG00000290166,
ENSG00000179546,HTR1D
ENSG00000224307,AL161785.1
ENSG00000227963,RBM15-AS1
ENSG00000125734,GPR108
ENSG00000164327,RICTOR
ENSG00000068308,OTUD5
ENSG00000012223,LTF
ENSG00000203999,LINC01270
ENSG00000097096,SYDE2
ENSG00000279908,AC026748.1
ENSG00000087116,ADAMTS2
ENSG00000175550,DRAP1
ENSG00000158716,DUSP23
ENSG00000286805,
ENSG00000110318,CEP126
ENSG00000271101,AC005181.1
ENSG00000173212,MAB21L3
ENSG00000073711,PPP2R3A
ENSG00000152767,FARP1
ENSG00000140090,SLC24A4
ENSG00000096060,FKBP5
ENSG00000254710,AP001970.1
ENSG00000203706,SERTAD4-AS1
ENSG00000124343,XG
ENSG00000159403,C1R
ENSG00000178163,ZNF518B
ENSG00000137185,ZSCAN9
ENSG00000166004,CEP295
ENSG00000005020,SKAP2
ENSG00000162542,TMCO4
ENSG00000144306,SCRN3
ENSG00000170476,MZB1
ENSG00000188647,PTAR1
ENSG00000130176,CNN1
ENSG00000170876,TMEM43
ENSG00000249378,LINC01060
ENSG00000171595,DNAI2
ENSG00000283178,BX119927.1
ENSG00000233557,NFU1P2
ENSG00000130167,TSPAN16
ENSG00000226496,LINC00323
ENSG00000196358,NTNG2
ENSG00000072182,ASIC4
ENSG00000248019,FAM13A-AS1
ENSG00000164296,TIGD6
ENSG00000233175,AC008105.1
ENSG00000111087,GLI1
ENSG00000159173,TNNI1
ENSG00000103257,SLC7A5
ENSG00000185847,LINC01405
ENSG00000175877,TMEM270
ENSG00000286058,
ENSG00000066056,TIE1
ENSG00000154917,RAB6B
ENSG00000185100,ADSSL1
ENSG00000237914,SIRPG-AS1
ENSG00000008283,CYB561
ENSG00000184489,PTP4A3
ENSG00000229512,AC068580.1
ENSG00000249341,AC124017.1
ENSG00000104808,DHDH
ENSG00000145734,BDP1
ENSG00000249601,LINC01187
ENSG00000168993,CPLX1
ENSG00000249278,AC112249.1
ENSG00000265491,RNF115
ENSG00000254004,ZNF260
ENSG00000188004,SNHG28
ENSG00000119965,C10orf88
ENSG00000159899,NPR2
ENSG00000049323,LTBP1
ENSG00000278464,AC068506.1
ENSG00000103544,VPS35L
ENSG00000099822,HCN2
ENSG00000259517,LINC02169
ENSG00000165443,PHYHIPL
ENSG00000248522,SBF1P1
ENSG00000289175,
ENSG00000214999,AC129492.1
ENSG00000279619,AC020907.5
ENSG00000189369,GSPT2
ENSG00000085491,SLC25A24
ENSG00000189410,SH2D5
ENSG00000186815,TPCN1
ENSG00000155265,GOLGA7B
ENSG00000288969,
ENSG00000226823,SUGT1P1
ENSG00000025434,NR1H3
ENSG00000224001,AL360081.1
ENSG00000149591,TAGLN
ENSG00000181378,CFAP65
ENSG00000229569,AL356753.1
ENSG00000275591,XKR5
ENSG00000291007,
ENSG00000006118,TMEM132A
ENSG00000186652,PRG2
ENSG00000232160,RAP2C-AS1
ENSG00000175087,PDIK1L
ENSG00000280080,TBC1D22A-AS1
ENSG00000164089,ETNPPL
ENSG00000168542,COL3A1
ENSG00000131378,RFTN1
ENSG00000120860,WASHC3
ENSG00000188833,ENTPD8
ENSG00000234520,AC018464.1
ENSG00000130396,AFDN
ENSG00000226188,HNRNPA1P3
ENSG00000229559,AL353597.2
ENSG00000204946,ZNF783
ENSG00000198455,ZXDB
ENSG00000162738,VANGL2
ENSG00000184545,DUSP8
ENSG00000148426,PROSER2
ENSG00000254364,AP000424.2
ENSG00000089682,RBM41
ENSG00000243566,UPK3B
ENSG00000149968,MMP3
ENSG00000142233,NTN5
ENSG00000240922,LSAMP-AS1
ENSG00000137709,POU2F3
ENSG00000128694,OSGEPL1
ENSG00000203506,RBMS3-AS2
ENSG00000138639,ARHGAP24
ENSG00000182132,KCNIP1
ENSG00000073605,GSDMB
ENSG00000142798,HSPG2
ENSG00000203867,RBM20
ENSG00000131885,KRT17P1
ENSG00000279030,AC007336.3
ENSG00000182771,GRID1
ENSG00000157450,RNF111
ENSG00000171989,LDHAL6B
ENSG00000140463,BBS4
ENSG00000159216,RUNX1
ENSG00000185101,ANO9
ENSG00000110092,CCND1
ENSG00000171298,GAA
ENSG00000198711,SSBP3-AS1
ENSG00000170160,CCDC144A
ENSG00000196923,PDLIM7
ENSG00000105953,OGDH
ENSG00000105379,ETFB
ENSG00000198246,SLC29A3
ENSG00000187800,PEAR1
ENSG00000154162,CDH12
ENSG00000265096,C1QTNF1-AS1
ENSG00000261453,LINC01735
ENSG00000054611,TBC1D22A
ENSG00000108231,LGI1
ENSG00000069812,HES2
ENSG00000073792,IGF2BP2
ENSG00000291124,
ENSG00000274578,AC006249.1
ENSG00000101204,CHRNA4
ENSG00000117385,P3H1
ENSG00000132793,LPIN3
ENSG00000071051,NCK2
ENSG00000290602,
ENSG00000153944,MSI2
ENSG00000175806,MSRA
ENSG00000287072,
ENSG00000260695,AC022164.1
ENSG00000162572,SCNN1D
ENSG00000122756,CNTFR
ENSG00000272166,RF01161
ENSG00000253348,AC008514.1
ENSG00000250091,DNAH10OS
ENSG00000272888,LINC01578
ENSG00000167371,PRRT2
ENSG00000147642,SYBU
ENSG00000184481,FOXO4
ENSG00000172493,AFF1
ENSG00000286443,
ENSG00000258741,H2AFVP1
ENSG00000160471,COX6B2
ENSG00000214976,VDAC2P1
ENSG00000148219,ASTN2
ENSG00000198824,CHAMP1
ENSG00000102265,TIMP1
ENSG00000228277,AC112518.1
ENSG00000142627,EPHA2
ENSG00000261970,AL391840.1
ENSG00000172175,MALT1
ENSG00000167487,KLHL26
ENSG00000233693,AL357568.1
ENSG00000280233,AC015813.7
ENSG00000078898,BPIFB2
ENSG00000285904,
ENSG00000106976,DNM1
ENSG00000161082,CELF5
ENSG00000135090,TAOK3
ENSG00000163297,ANTXR2
ENSG00000164674,SYTL3
ENSG00000132639,SNAP25
ENSG00000125633,CCDC93
ENSG00000198467,TPM2
ENSG00000111962,UST
ENSG00000077380,DYNC1I2
ENSG00000215045,GRID2IP
ENSG00000005469,CROT
ENSG00000229558,SACS-AS1
ENSG00000164619,BMPER
ENSG00000236790,LINC00299
ENSG00000255980,AP000439.3
ENSG00000198832,SELENOM
ENSG00000179698,WDR97
ENSG00000159399,HK2
ENSG00000267801,AC087289.5
ENSG00000233521,LINC01638
ENSG00000071054,MAP4K4
ENSG00000236305,SLC12A9-AS1
ENSG00000290387,
ENSG00000271483,AC108676.2
ENSG00000248206,AC074194.1
ENSG00000224687,RASAL2-AS1
ENSG00000249923,AC007663.2
ENSG00000106483,SFRP4
ENSG00000255203,OR7E2P
ENSG00000225778,PROSER2-AS1
ENSG00000122694,GLIPR2
ENSG00000160323,ADAMTS13
ENSG00000254530,AC090124.1
ENSG00000116574,RHOU
ENSG00000213199,ASIC3
ENSG00000124212,PTGIS
ENSG00000162999,DUSP19
ENSG00000290039,
ENSG00000106603,COA1
ENSG00000126010,GRPR
ENSG00000197857,ZNF44
ENSG00000185156,MFSD6L
ENSG00000258279,LINC00592
ENSG00000109944,JHY
ENSG00000287586,
ENSG00000170293,CMTM8
ENSG00000235961,PNMA6A
ENSG00000131196,NFATC1
ENSG00000197321,SVIL
ENSG00000157693,TMEM268
ENSG00000165861,ZFYVE1
ENSG00000106236,NPTX2
ENSG00000153802,TMPRSS11D
ENSG00000170835,CEL
ENSG00000252982,RN7SKP234
ENSG00000117152,RGS4
ENSG00000229272,AL157788.1
ENSG00000272563,AC016745.2
ENSG00000258943,AL049871.1
ENSG00000198788,MUC2
ENSG00000275491,LINC01730
ENSG00000188112,C6orf132
ENSG00000231924,PSG1
ENSG00000138376,BARD1
ENSG00000233828,LINC01949
ENSG00000164707,SLC13A4
ENSG00000169435,RASSF6
ENSG00000139146,SINHCAF
ENSG00000167914,GSDMA
ENSG00000263680,AC007639.1
ENSG00000116095,PLEKHA3
ENSG00000186918,ZNF395
ENSG00000257219,LINC02407
ENSG00000121486,TRMT1L
ENSG00000184809,B3GALT5-AS1
ENSG00000186448,ZNF197
ENSG00000105255,FSD1
ENSG00000147852,VLDLR
ENSG00000185950,IRS2
ENSG00000139323,POC1B
ENSG00000269898,AC018695.2
ENSG00000227496,AC099066.2
ENSG00000133138,TBC1D8B
ENSG00000225768,AL161646.1
ENSG00000253641,AC104964.1
ENSG00000172350,ABCG4
ENSG00000227170,AF178030.1
ENSG00000154639,CXADR
ENSG00000129194,SOX15
ENSG00000285169,AL358117.1
ENSG00000272219,AC005072.1
ENSG00000170915,PAQR8
ENSG00000165424,ZCCHC24
ENSG00000117155,SSX2IP
ENSG00000180530,NRIP1
ENSG00000103241,FOXF1
ENSG00000122136,OBP2A
ENSG00000188517,COL25A1
ENSG00000176597,B3GNT5
ENSG00000165138,ANKS6
ENSG00000148680,HTR7
ENSG00000145715,RASA1
ENSG00000172594,SMPDL3A
ENSG00000254526,AC090791.1
ENSG00000163793,DNAJC5G
ENSG00000006555,TTC22
ENSG00000144355,DLX1
ENSG00000228521,AC099552.3
ENSG00000189060,H1F0
ENSG00000065371,ROPN1
ENSG00000233198,RNF224
ENSG00000157657,ZNF618
ENSG00000189280,GJB5
ENSG00000135334,AKIRIN2
ENSG00000166704,ZNF606
ENSG00000236281,NDUFB9P2
ENSG00000226872,AC002472.1
ENSG00000137338,PGBD1
ENSG00000151445,VIPAS39
ENSG00000154822,PLCL2
ENSG00000170909,OSCAR
ENSG00000082014,SMARCD3
ENSG00000263466,AC006441.1
ENSG00000204475,NCR3
ENSG00000291093,
ENSG00000110777,POU2AF1
ENSG00000221886,ZBED8
ENSG00000221038,RNU6ATAC7P
ENSG00000155850,SLC26A2
ENSG00000127081,ZNF484
ENSG00000027075,PRKCH
ENSG00000112031,MTRF1L
ENSG00000152076,CCDC74B
ENSG00000158458,NRG2
ENSG00000136754,ABI1
ENSG00000232245,AL035415.1
ENSG00000275066,SYNRG
ENSG00000273225,FAM25BP
ENSG00000065615,CYB5R4
ENSG00000188039,NWD1
ENSG00000147162,OGT
ENSG00000161850,KRT82
ENSG00000234426,AL139042.1
ENSG00000052795,FNIP2
ENSG00000225138,SLC9A3-AS1
ENSG00000138119,MYOF
ENSG00000166352,C11orf74
ENSG00000137941,TTLL7
ENSG00000102468,HTR2A
ENSG00000286251,
ENSG00000287188,
ENSG00000139626,ITGB7
ENSG00000069482,GAL
ENSG00000269374,AC011497.2
ENSG00000251576,LINC01267
ENSG00000177943,MAMDC4
ENSG00000253196,AC083841.1
ENSG00000259495,AC016705.2
ENSG00000279443,AL513497.1
ENSG00000128609,NDUFA5
ENSG00000239279,RN7SL184P
ENSG00000171444,MCC
ENSG00000249112,AC112196.1
ENSG00000187079,TEAD1
ENSG00000183644,C11orf88
ENSG00000250064,AC097480.1
ENSG00000166225,FRS2
ENSG00000165959,CLMN
ENSG00000133657,ATP13A3
ENSG00000171467,ZNF318
ENSG00000220472,AL139095.2
ENSG00000113658,SMAD5
ENSG00000233246,AL513327.2
ENSG00000136888,ATP6V1G1
ENSG00000259194,AC020891.1
ENSG00000272989,LINC02012
ENSG00000084676,NCOA1
ENSG00000259345,AC013652.1
ENSG00000152292,SH2D6
ENSG00000260793,AC003102.1
ENSG00000232973,CYP1B1-AS1
ENSG00000287917,
ENSG00000260862,AC099506.1
ENSG00000198586,TLK1
ENSG00000263325,AC003965.2
ENSG00000213096,ZNF254
ENSG00000257497,AC121761.1
ENSG00000141858,SAMD1
ENSG00000179348,GATA2
ENSG00000163798,SLC4A1AP
ENSG00000198478,SH3BGRL2
ENSG00000180316,PNPLA1
ENSG00000248690,HAS2-AS1
ENSG00000159335,PTMS
ENSG00000236098,AC097059.2
ENSG00000257178,AC103702.1
ENSG00000173757,STAT5B
ENSG00000100003,SEC14L2
ENSG00000158748,HTR6
ENSG00000172915,NBEA
ENSG00000052802,MSMO1
ENSG00000162643,WDR63
ENSG00000111199,TRPV4
ENSG00000257698,AC084033.3
ENSG00000161618,ALDH16A1
ENSG00000236389,AL121970.1
ENSG00000181652,ATG9B
ENSG00000134308,YWHAQ
