"seqnames","start","end","width","strand","name","score","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr10",113537904,113540153,2250,"*","consensus_peak_8136_overlaps2",2,"Distal Intergenic",10,113550837,113589602,38766,1,"3026","ENST00000542051.5",-10684
"chr10",113563396,113565561,2166,"*","consensus_peak_8139_overlaps2",2,"Promoter (1-2kb)",10,113567484,113570158,2675,1,"3026","ENST00000460714.1",-1923
"chr10",114303653,114304933,1281,"*","consensus_peak_8143_overlaps2,consensus_peak_8144_overlaps3,consensus_peak_8145_overlaps2",2.333333333,"Promoter (<=1kb)",10,114300516,114305133,4618,2,"84632","ENST00000486300.1",200
"chr10",114306385,114314487,8103,"*","consensus_peak_8147_overlaps2,consensus_peak_8148_overlaps3,consensus_peak_8149_overlaps2",2.333333333,"Promoter (1-2kb)",10,114300516,114305133,4618,2,"84632","ENST00000486300.1",-1252
"chr10",114526432,114527209,778,"*","consensus_peak_8154_overlaps2",2,"Promoter (<=1kb)",10,114431113,114526931,95819,2,"3983","ENST00000392952.7",0
"chr10",114683195,114684702,1508,"*","consensus_peak_8159_overlaps2,consensus_peak_8160_overlaps3,consensus_peak_8161_overlaps2",2.333333333,"Promoter (<=1kb)",10,114431113,114684457,253345,2,"3983","ENST00000392955.7",0
"chr10",116113990,116115994,2005,"*","consensus_peak_8165_overlaps2",2,"Intron (ENST00000369236.5/2674, intron 4 of 8)",10,116064211,116255795,191585,2,"2674","ENST00000682724.1",139801
"chr10",117165942,117167331,1390,"*","consensus_peak_8170_overlaps2",2,"Promoter (<=1kb)",10,117167678,117167774,97,2,"100500893","ENST00000583207.1",443
"chr10",117489754,117493169,3416,"*","consensus_peak_8174_overlaps2",2,"Promoter (1-2kb)",10,117490649,117494688,4040,2,"196047","ENST00000423419.1",1519
"chr10",119022769,119023916,1148,"*","consensus_peak_8182_overlaps2",2,"Intron (ENST00000663084.1/ENST00000663084.1, intron 2 of 3)",10,119029714,119033730,4017,1,"340719","ENST00000425699.3",-5798
"chr10",119025079,119027681,2603,"*","consensus_peak_8184_overlaps2",2,"Promoter (2-3kb)",10,119029714,119033730,4017,1,"340719","ENST00000425699.3",-2033
"chr10",119028796,119031033,2238,"*","consensus_peak_8186_overlaps2",2,"Promoter (<=1kb)",10,119029714,119033730,4017,1,"340719","ENST00000425699.3",0
"chr10",119443731,119445763,2033,"*","consensus_peak_8194_overlaps2",2,"Exon (ENST00000392870.3/2869, exon 12 of 16)",10,119452448,119459742,7295,1,"2869","ENST00000369108.4",-6685
"chr10",119446720,119450683,3964,"*","consensus_peak_8196_overlaps2",2,"Promoter (1-2kb)",10,119452448,119459742,7295,1,"2869","ENST00000369108.4",-1765
"chr10",119657175,119659131,1957,"*","consensus_peak_8202_overlaps2,consensus_peak_8203_overlaps3,consensus_peak_8204_overlaps2",2.333333333,"Promoter (<=1kb)",10,119656610,119676707,20098,1,"9531","ENST00000450186.1",565
"chr10",119666370,119669547,3178,"*","consensus_peak_8207_overlaps2,consensus_peak_8208_overlaps3,consensus_peak_8209_overlaps2",2.333333333,"Intron (ENST00000369085.8/9531, intron 1 of 3)",10,119656610,119676707,20098,1,"9531","ENST00000450186.1",9760
"chr10",119692808,119693951,1144,"*","consensus_peak_8213_overlaps2,consensus_peak_8214_overlaps3,consensus_peak_8215_overlaps2",2.333333333,"Distal Intergenic",10,119726042,119829130,103089,1,"22876","ENST00000649297.1",-32091
"chr10",120942953,120943501,549,"*","consensus_peak_8219_overlaps2",2,"Intron (ENST00000414774.1/105378519, intron 1 of 1)",10,120925547,120980700,55154,2,"105378519","ENST00000414774.1",37199
"chr10",122286353,122289148,2796,"*","consensus_peak_8226_overlaps2",2,"Promoter (1-2kb)",10,122291081,122291690,610,1,"118663","ENST00000507495.1",-1933
"chr10",122504368,122506963,2596,"*","consensus_peak_8234_overlaps2,consensus_peak_8235_overlaps3,consensus_peak_8236_overlaps2",2.333333333,"Promoter (<=1kb)",10,122506691,122514907,8217,1,"5654","ENST00000420892.1",0
"chr10",123128890,123137825,8936,"*","consensus_peak_8245_overlaps2,consensus_peak_8246_overlaps3,consensus_peak_8247_overlaps2",2.333333333,"Promoter (<=1kb)",10,123135970,123139423,3454,1,"340784","ENST00000357878.7",0
"chr10",123138941,123151496,12556,"*","consensus_peak_8250_overlaps2,consensus_peak_8251_overlaps3,consensus_peak_8252_overlaps2",2.333333333,"Promoter (<=1kb)",10,123148136,123150672,2537,1,"3167","ENST00000339992.4",0
"chr10",123153936,123155335,1400,"*","consensus_peak_8255_overlaps2,consensus_peak_8256_overlaps3,consensus_peak_8257_overlaps2",2.333333333,"Promoter (<=1kb)",10,123154402,123165212,10811,1,"9184","ENST00000368859.6",0
"chr10",123196722,123205940,9219,"*","consensus_peak_8260_overlaps2,consensus_peak_8261_overlaps3,consensus_peak_8262_overlaps2",2.333333333,"Distal Intergenic",10,123162254,123163241,988,1,"9184","ENST00000481952.1",34468
"chr10",123269228,123271091,1864,"*","consensus_peak_8265_overlaps2",2,"Distal Intergenic",10,123356450,123517708,161259,1,"105378531","ENST00000448347.5",-85359
"chr10",123300191,123302007,1817,"*","consensus_peak_8268_overlaps2",2,"Distal Intergenic",10,123356450,123517708,161259,1,"105378531","ENST00000448347.5",-54443
"chr10",123993065,124007623,14559,"*","consensus_peak_8274_overlaps2,consensus_peak_8275_overlaps3,consensus_peak_8276_overlaps2,consensus_peak_8277_overlaps3,consensus_peak_8278_overlaps2,consensus_peak_8279_overlaps3,consensus_peak_8280_overlaps2",2.428571429,"Exon (ENST00000693636.1/ENST00000693636.1, exon 1 of 1)",10,124021082,124038619,17538,2,"51363","ENST00000476765.1",30996
"chr10",124042540,124044816,2277,"*","consensus_peak_8283_overlaps2,consensus_peak_8284_overlaps3,consensus_peak_8285_overlaps2",2.333333333,"Exon (ENST00000346248.7/51363, exon 3 of 8)",10,124021082,124038619,17538,2,"51363","ENST00000476765.1",-3921
"chr10",124063555,124064937,1383,"*","consensus_peak_8289_overlaps2,consensus_peak_8290_overlaps3,consensus_peak_8291_overlaps2",2.333333333,"Intron (ENST00000346248.7/51363, intron 1 of 7)",10,124021082,124038619,17538,2,"51363","ENST00000476765.1",-24936
"chr10",124075322,124076424,1103,"*","consensus_peak_8294_overlaps2",2,"Intron (ENST00000346248.7/51363, intron 1 of 7)",10,124019653,124092414,72762,2,"51363","ENST00000628426.1",15990
"chr10",124101352,124110007,8656,"*","consensus_peak_8298_overlaps2",2,"Distal Intergenic",10,124007668,124093598,85931,2,"51363","ENST00000435907.6",-7754
"chr10",124150460,124154350,3891,"*","consensus_peak_8302_overlaps2,consensus_peak_8303_overlaps3,consensus_peak_8304_overlaps2",2.333333333,"Distal Intergenic",10,124007668,124093598,85931,2,"51363","ENST00000435907.6",-56862
"chr10",124353071,124355352,2282,"*","consensus_peak_8310_overlaps2",2,"Distal Intergenic",10,124398021,124403336,5316,2,"4942","ENST00000471127.1",47984
"chr10",124723599,124725737,2139,"*","consensus_peak_8315_overlaps2",2,"Intron (ENST00000494792.1/9679, intron 6 of 9)",10,124621671,124742970,121300,2,"9679","ENST00000392754.7",17233
"chr10",124736062,124737123,1062,"*","consensus_peak_8318_overlaps2",2,"Intron (ENST00000494792.1/9679, intron 6 of 9)",10,124621671,124742970,121300,2,"9679","ENST00000392754.7",5847
"chr10",125048041,125050130,2090,"*","consensus_peak_8321_overlaps2",2,"Intron (ENST00000337195.9/1488, intron 2 of 10)",10,125032783,125032870,88,2,"100423041","ENST00000581038.1",-15171
"chr10",126468588,126470121,1534,"*","consensus_peak_8337_overlaps2",2,"Intron (ENST00000424927.5/118611, intron 1 of 5)",10,126425552,126463376,37825,2,"118611","ENST00000480379.5",-5212
"chr10",127146683,127147766,1084,"*","consensus_peak_8343_overlaps2",2,"Intron (ENST00000280333.9/1793, intron 27 of 51)",10,127136194,127177009,40816,2,"642938","ENST00000424811.2",29243
"chr10",127181596,127182887,1292,"*","consensus_peak_8346_overlaps2,consensus_peak_8347_overlaps3,consensus_peak_8348_overlaps2",2.333333333,"Intron (ENST00000280333.9/1793, intron 27 of 51)",10,127136194,127177009,40816,2,"642938","ENST00000424811.2",-4587
"chr10",127904421,127910729,6309,"*","consensus_peak_8355_overlaps2,consensus_peak_8356_overlaps3,consensus_peak_8357_overlaps2,consensus_peak_8358_overlaps3,consensus_peak_8359_overlaps2",2.4,"Promoter (<=1kb)",10,127907103,128085855,178753,1,"5791","ENST00000254667.8",0
"chr10",127919430,127923271,3842,"*","consensus_peak_8362_overlaps2,consensus_peak_8363_overlaps3,consensus_peak_8364_overlaps2",2.333333333,"Intron (ENST00000254667.8/5791, intron 1 of 20)",10,127907152,128049666,142515,1,"5791","ENST00000442830.5",12278
"chr10",128035623,128037504,1882,"*","consensus_peak_8365_overlaps2",2,"Intron (ENST00000254667.8/5791, intron 2 of 20)",10,128047406,128056171,8766,1,"5791","ENST00000467366.1",-9902
"chr10",128077034,128079070,2037,"*","consensus_peak_8369_overlaps2",2,"3' UTR",10,128068382,128072682,4301,1,"5791","ENST00000463727.1",8652
"chr10",129030955,129031962,1008,"*","consensus_peak_8374_overlaps2",2,"Distal Intergenic",10,128912879,128916271,3393,1,"728327","ENST00000446589.1",118076
"chr10",129889072,129890445,1374,"*","consensus_peak_8377_overlaps2",2,"Intron (ENST00000440978.2/253738, intron 6 of 16)",10,129857638,129867384,9747,1,"105378558","ENST00000653993.1",31434
"chr10",131885324,131886569,1246,"*","consensus_peak_8389_overlaps2,consensus_peak_8390_overlaps3,consensus_peak_8391_overlaps2",2.333333333,"Distal Intergenic",10,131901008,131959834,58827,1,"55844","ENST00000455566.6",-14439
"chr10",131891039,131893610,2572,"*","consensus_peak_8394_overlaps2",2,"Exon (ENST00000634373.1/ENST00000634373.1, exon 1 of 2)",10,131901008,131959834,58827,1,"55844","ENST00000455566.6",-7398
"chr10",131959945,131962964,3020,"*","consensus_peak_8397_overlaps2,consensus_peak_8398_overlaps3,consensus_peak_8399_overlaps2",2.333333333,"Downstream (<=300bp)",10,131967684,131981923,14240,2,"664","ENST00000368636.9",18959
"chr10",131981374,131983031,1658,"*","consensus_peak_8402_overlaps2",2,"Promoter (<=1kb)",10,131967684,131981923,14240,2,"664","ENST00000368636.9",0
"chr10",131983522,131984249,728,"*","consensus_peak_8404_overlaps2",2,"Promoter (1-2kb)",10,131969650,131981967,12318,2,"664","ENST00000633835.2",-1555
"chr10",132064300,132066423,2124,"*","consensus_peak_8409_overlaps2",2,"Promoter (<=1kb)",10,132064432,132184806,120375,1,"282973","ENST00000669493.1",0
"chr10",132222447,132253921,31475,"*","consensus_peak_8418_overlaps2,consensus_peak_8419_overlaps3,consensus_peak_8420_overlaps2,consensus_peak_8421_overlaps3,consensus_peak_8422_overlaps2",2.4,"Promoter (<=1kb)",10,132207492,132249108,41617,2,"282974","ENST00000462160.5",0
"chr10",132254799,132261319,6521,"*","consensus_peak_8424_overlaps2",2,"Intron (ENST00000368622.5/282974, intron 1 of 11)",10,132207492,132249108,41617,2,"282974","ENST00000462160.5",-5691
"chr10",132263487,132267480,3994,"*","consensus_peak_8427_overlaps2",2,"Intron (ENST00000368622.5/282974, intron 1 of 11)",10,132207492,132249108,41617,2,"282974","ENST00000462160.5",-14379
"chr10",132298737,132300155,1419,"*","consensus_peak_8430_overlaps2",2,"Intron (ENST00000368622.5/282974, intron 1 of 11)",10,132207492,132307214,99723,2,"282974","ENST00000368622.5",7059
"chr10",132304581,132311308,6728,"*","consensus_peak_8432_overlaps2",2,"Promoter (<=1kb)",10,132207492,132307214,99723,2,"282974","ENST00000368622.5",0
"chr10",132387893,132392030,4138,"*","consensus_peak_8439_overlaps2,consensus_peak_8440_overlaps3,consensus_peak_8441_overlaps2",2.333333333,"Distal Intergenic",10,132397168,132417528,20361,1,"170394","ENST00000631148.2",-5138
"chr10",132393192,132403967,10776,"*","consensus_peak_8443_overlaps2",2,"Promoter (<=1kb)",10,132397168,132417528,20361,1,"170394","ENST00000631148.2",0
"chr10",132450561,132468439,17879,"*","consensus_peak_8447_overlaps2,consensus_peak_8448_overlaps3,consensus_peak_8449_overlaps2",2.333333333,"Distal Intergenic",10,132446985,132448940,1956,1,"170393","ENST00000701813.1",3576
"chr10",132516564,132518217,1654,"*","consensus_peak_8453_overlaps2",2,"Promoter (<=1kb)",10,132511623,132517139,5517,2,"107984282","ENST00000455414.2",0
"chr10",132536606,132537908,1303,"*","consensus_peak_8458_overlaps2",2,"Promoter (<=1kb)",10,132537787,132783480,245694,1,"3632","ENST00000368594.8",0
"chr10",132570381,132572960,2580,"*","consensus_peak_8461_overlaps2,consensus_peak_8462_overlaps3,consensus_peak_8463_overlaps2",2.333333333,"Intron (ENST00000368594.8/3632, intron 1 of 15)",10,132538139,132710456,172318,1,"3632","ENST00000423490.5",32242
"chr10",132574847,132579880,5034,"*","consensus_peak_8465_overlaps2,consensus_peak_8466_overlaps3,consensus_peak_8467_overlaps2",2.333333333,"Intron (ENST00000368594.8/3632, intron 1 of 15)",10,132607926,132777782,169857,1,"3632","ENST00000342652.6",-28046
"chr10",132706731,132717456,10726,"*","consensus_peak_8472_overlaps2,consensus_peak_8473_overlaps3,consensus_peak_8474_overlaps2",2.333333333,"Promoter (<=1kb)",10,132710348,132753972,43625,1,"3632","ENST00000498337.1",0
"chr10",132831331,132839788,8458,"*","consensus_peak_8478_overlaps2",2,"Promoter (<=1kb)",10,132832616,132835353,2738,2,"54777","ENST00000448925.1",0
"chr10",132864984,132869479,4496,"*","consensus_peak_8483_overlaps2",2,"Exon (ENST00000368586.10/54777, exon 33 of 58)",10,132872528,132876908,4381,2,"54777","ENST00000417862.2",7429
"chr10",132876081,132887126,11046,"*","consensus_peak_8486_overlaps2,consensus_peak_8487_overlaps3,consensus_peak_8488_overlaps2,consensus_peak_8489_overlaps3,consensus_peak_8490_overlaps2",2.4,"Promoter (<=1kb)",10,132872528,132876908,4381,2,"54777","ENST00000417862.2",0
"chr10",132897500,132900802,3303,"*","consensus_peak_8494_overlaps2",2,"Exon (ENST00000368586.10/54777, exon 23 of 58)",10,132908348,132910096,1749,2,"54777","ENST00000466834.1",9294
"chr10",132937989,132948768,10780,"*","consensus_peak_8499_overlaps2",2,"Promoter (<=1kb)",10,132808392,132942570,134179,2,"54777","ENST00000368586.10",0
"chr10",132957157,132962668,5512,"*","consensus_peak_8502_overlaps2",2,"Promoter (<=1kb)",10,132961340,132962237,898,2,"103695432","ENST00000423232.1",0
"chr10",132970895,132988162,17268,"*","consensus_peak_8505_overlaps2",2,"Exon (ENST00000461291.2/399829, exon 2 of 3)",10,132965585,132968700,3116,1,"399829","ENST00000664098.1",5310
"chr10",133008504,133010092,1589,"*","consensus_peak_8508_overlaps2",2,"Distal Intergenic",10,133013653,133015790,2138,1,"112268067","ENST00000691599.1",-3561
"chr10",133038161,133052995,14835,"*","consensus_peak_8512_overlaps2,consensus_peak_8513_overlaps3,consensus_peak_8514_overlaps2",2.333333333,"Distal Intergenic",10,133013700,133015767,2068,1,"112268067","ENST00000690495.1",24461
"chr10",133139758,133145281,5524,"*","consensus_peak_8518_overlaps2",2,"Exon (ENST00000418634.1/ENST00000418634.1, exon 1 of 1)",10,133160219,133174555,14337,1,"85442","ENST00000478074.6",-14938
"chr10",133157733,133159859,2127,"*","consensus_peak_8521_overlaps2",2,"Promoter (<=1kb)",10,133160219,133174555,14337,1,"85442","ENST00000478074.6",-360
"chr10",133160897,133170937,10041,"*","consensus_peak_8523_overlaps2",2,"Promoter (<=1kb)",10,133164187,133179149,14963,1,"85442","ENST00000530127.1",0
"chr10",133318624,133320072,1449,"*","consensus_peak_8534_overlaps2,consensus_peak_8535_overlaps3,consensus_peak_8536_overlaps2",2.333333333,"Promoter (<=1kb)",10,133278657,133318823,40167,2,"10844","ENST00000682123.1",0
"chr10",133324661,133330183,5523,"*","consensus_peak_8539_overlaps2,consensus_peak_8540_overlaps3,consensus_peak_8541_overlaps2",2.333333333,"Promoter (<=1kb)",10,133325428,133326175,748,2,"50632","ENST00000467433.5",0
"chr10",133346304,133358927,12624,"*","consensus_peak_8545_overlaps2",2,"Promoter (<=1kb)",10,133347368,133352548,5181,1,"118471","ENST00000463201.2",0
"chr11",280324,286834,6511,"*","consensus_peak_8548_overlaps2",2,"Promoter (<=1kb)",11,287305,288298,994,1,"80162","ENST00000533924.1",-471
"chr11",287922,300760,12839,"*","consensus_peak_8550_overlaps2",2,"Promoter (<=1kb)",11,298200,299526,1327,2,"387733","ENST00000382614.2",0
"chr11",364197,369196,5000,"*","consensus_peak_8553_overlaps2,consensus_peak_8554_overlaps3,consensus_peak_8555_overlaps2",2.333333333,"Promoter (<=1kb)",11,369499,382117,12619,1,"338707","ENST00000329962.11",-303
"chr11",370092,374414,4323,"*","consensus_peak_8557_overlaps2,consensus_peak_8558_overlaps3,consensus_peak_8559_overlaps2",2.333333333,"Promoter (<=1kb)",11,369796,372807,3012,1,"338707","ENST00000530717.1",296
"chr11",390981,397784,6804,"*","consensus_peak_8562_overlaps2,consensus_peak_8563_overlaps3,consensus_peak_8564_overlaps2,consensus_peak_8565_overlaps3,consensus_peak_8566_overlaps2",2.4,"Promoter (<=1kb)",11,392614,397198,4585,1,"11187","ENST00000534401.5",0
"chr11",403062,410530,7469,"*","consensus_peak_8569_overlaps2",2,"Promoter (<=1kb)",11,404087,404681,595,1,"11187","ENST00000525642.1",0
"chr11",412726,420072,7347,"*","consensus_peak_8572_overlaps2",2,"Promoter (<=1kb)",11,418541,419415,875,2,"338440","ENST00000524802.1",0
"chr11",431771,435407,3637,"*","consensus_peak_8576_overlaps2,consensus_peak_8577_overlaps3,consensus_peak_8578_overlaps2",2.333333333,"Promoter (1-2kb)",11,429543,430113,571,2,"338440","ENST00000525857.1",-1658
"chr11",528353,535936,7584,"*","consensus_peak_8585_overlaps2",2,"Promoter (<=1kb)",11,532242,533773,1532,2,"3265","ENST00000397594.6",0
"chr11",548841,564652,15812,"*","consensus_peak_8588_overlaps2",2,"Promoter (<=1kb)",11,554850,560738,5889,2,"256329","ENST00000329451.8",0
"chr11",719167,728946,9780,"*","consensus_peak_8594_overlaps2,consensus_peak_8595_overlaps3,consensus_peak_8596_overlaps2",2.333333333,"Promoter (<=1kb)",11,720606,722584,1979,1,"64787","ENST00000524474.5",0
"chr11",762400,766342,3943,"*","consensus_peak_8599_overlaps2,consensus_peak_8600_overlaps3,consensus_peak_8601_overlaps2",2.333333333,"Promoter (<=1kb)",11,763982,764947,966,1,"6888","ENST00000530666.1",0
"chr11",771640,774160,2521,"*","consensus_peak_8604_overlaps2",2,"Promoter (<=1kb)",11,767222,774068,6847,2,"347862","ENST00000528309.5",0
"chr11",781861,784164,2304,"*","consensus_peak_8607_overlaps2",2,"Exon (ENST00000530083.3/171391, exon 2 of 2)",11,777608,784297,6690,1,"171391","ENST00000525941.1",4253
"chr11",785475,805488,20014,"*","consensus_peak_8609_overlaps2",2,"Promoter (<=1kb)",11,797511,799190,1680,1,"101927423","ENST00000678030.1",0
"chr11",815827,822799,6973,"*","consensus_peak_8612_overlaps2,consensus_peak_8613_overlaps3,consensus_peak_8614_overlaps2",2.333333333,"Promoter (<=1kb)",11,818914,825573,6660,1,"57104","ENST00000336615.9",0
"chr11",827586,835291,7706,"*","consensus_peak_8616_overlaps2",2,"Promoter (<=1kb)",11,827919,831986,4068,1,"283229","ENST00000525077.2",0
"chr11",836447,842309,5863,"*","consensus_peak_8618_overlaps2",2,"Promoter (<=1kb)",11,836803,838016,1214,1,"977","ENST00000532075.1",0
"chr11",843370,851792,8423,"*","consensus_peak_8620_overlaps2",2,"Promoter (<=1kb)",11,844081,867116,23036,1,"7106","ENST00000397406.5",0
"chr11",970288,979734,9447,"*","consensus_peak_8628_overlaps2",2,"Exon (ENST00000529818.6/161, exon 3 of 7)",11,984191,987097,2907,1,"161","ENST00000690846.1",-4457
"chr11",980610,982025,1416,"*","consensus_peak_8630_overlaps2",2,"Promoter (2-3kb)",11,984191,987097,2907,1,"161","ENST00000690846.1",-2166
"chr11",1047578,1056713,9136,"*","consensus_peak_8634_overlaps2,consensus_peak_8635_overlaps3,consensus_peak_8636_overlaps2",2.333333333,"Promoter (<=1kb)",11,1049880,1055749,5870,1,"101927503","ENST00000534584.2",0
"chr11",1148815,1154599,5785,"*","consensus_peak_8642_overlaps2,consensus_peak_8643_overlaps3,consensus_peak_8644_overlaps2",2.333333333,"Distal Intergenic",11,1157953,1201138,43186,1,"4586","ENST00000621226.2",-3354
"chr11",1202137,1209470,7334,"*","consensus_peak_8648_overlaps2,consensus_peak_8649_overlaps3,consensus_peak_8650_overlaps2",2.333333333,"Distal Intergenic",11,1223066,1239541,16476,1,"727897","ENST00000525715.5",-13596
"chr11",1381750,1383417,1668,"*","consensus_peak_8653_overlaps2,consensus_peak_8654_overlaps3,consensus_peak_8655_overlaps2",2.333333333,"Distal Intergenic",11,1389899,1462685,72787,1,"9024","ENST00000308219.13",-6482
"chr11",1387419,1393845,6427,"*","consensus_peak_8658_overlaps2",2,"Promoter (<=1kb)",11,1389899,1462685,72787,1,"9024","ENST00000308219.13",0
"chr11",1396882,1397887,1006,"*","consensus_peak_8661_overlaps2",2,"Intron (ENST00000308219.13/9024, intron 1 of 19)",11,1390285,1457040,66756,1,"9024","ENST00000526678.5",6597
"chr11",1433172,1440892,7721,"*","consensus_peak_8664_overlaps2",2,"Promoter (<=1kb)",11,1440799,1461136,20338,1,"9024","ENST00000529951.5",0
"chr11",1442293,1461577,19285,"*","consensus_peak_8667_overlaps2,consensus_peak_8668_overlaps3,consensus_peak_8669_overlaps2",2.333333333,"Promoter (<=1kb)",11,1442445,1445593,3149,1,"9024","ENST00000531078.1",0
"chr11",1539842,1550618,10777,"*","consensus_peak_8673_overlaps2,consensus_peak_8674_overlaps3,consensus_peak_8675_overlaps2,consensus_peak_8676_overlaps3,consensus_peak_8677_overlaps2",2.4,"Distal Intergenic",11,1557523,1559443,1921,2,"1850","ENST00000528778.1",8825
"chr11",1557805,1571317,13513,"*","consensus_peak_8680_overlaps2,consensus_peak_8681_overlaps3,consensus_peak_8682_overlaps2",2.333333333,"Promoter (<=1kb)",11,1554051,1565936,11886,2,"1850","ENST00000331588.4",0
"chr11",1572449,1572535,87,"*","consensus_peak_8684_overlaps2",2,"Promoter (<=1kb)",11,1554051,1572271,18221,2,"1850","ENST00000397374.8",-178
"chr11",1573424,1575474,2051,"*","consensus_peak_8686_overlaps2,consensus_peak_8687_overlaps3,consensus_peak_8688_overlaps2",2.333333333,"Promoter (<=1kb)",11,1573649,1597441,23793,1,"338651","ENST00000534077.1",0
"chr11",1623797,1637092,13296,"*","consensus_peak_8691_overlaps2",2,"Promoter (<=1kb)",11,1629775,1630930,1156,1,"439915","ENST00000399676.4",0
"chr11",1638553,1641623,3071,"*","consensus_peak_8694_overlaps3,consensus_peak_8695_overlaps2",2.5,"Distal Intergenic",11,1629775,1630930,1156,1,"439915","ENST00000399676.4",8778
"chr11",1648120,1656848,8729,"*","consensus_peak_8698_overlaps2",2,"Distal Intergenic",11,1665597,1667856,2260,1,"387742","ENST00000382167.2",-8749
"chr11",1659646,1660884,1239,"*","consensus_peak_8701_overlaps2",2,"Distal Intergenic",11,1665597,1667856,2260,1,"387742","ENST00000382167.2",-4713
"chr11",1690908,1697958,7051,"*","consensus_peak_8705_overlaps2",2,"Promoter (<=1kb)",11,1697195,1697755,561,1,"440023","ENST00000382160.1",0
"chr11",1742559,1764465,21907,"*","consensus_peak_8708_overlaps2",2,"Promoter (<=1kb)",11,1734821,1763954,29134,2,"1509","ENST00000636615.1",0
"chr11",1772376,1775041,2666,"*","consensus_peak_8711_overlaps2",2,"Exon (ENST00000658619.1/ENST00000658619.1, exon 1 of 2)",11,1776930,1778388,1459,2,"105376517","ENST00000449749.1",3347
"chr11",1776696,1786190,9495,"*","consensus_peak_8713_overlaps2,consensus_peak_8714_overlaps3,consensus_peak_8715_overlaps2",2.333333333,"Promoter (<=1kb)",11,1776930,1778388,1459,2,"105376517","ENST00000449749.1",0
"chr11",1822331,1852346,30016,"*","consensus_peak_8718_overlaps2,consensus_peak_8719_overlaps3,consensus_peak_8720_overlaps2",2.333333333,"Promoter (<=1kb)",11,1838981,1841678,2698,1,"7136","ENST00000381911.6",0
"chr11",1853217,1859941,6725,"*","consensus_peak_8722_overlaps2",2,"Promoter (<=1kb)",11,1859464,1859536,73,2,"100423021","ENST00000584380.1",0
"chr11",1862650,1871659,9010,"*","consensus_peak_8725_overlaps2,consensus_peak_8726_overlaps3,consensus_peak_8727_overlaps2",2.333333333,"Promoter (<=1kb)",11,1863246,1883428,20183,1,"4046","ENST00000421485.5",0
"chr11",1872879,1885084,12206,"*","consensus_peak_8730_overlaps2,consensus_peak_8731_overlaps3,consensus_peak_8732_overlaps2",2.333333333,"Promoter (<=1kb)",11,1880045,1880147,103,1,"102465993","ENST00000610912.1",0
"chr11",1885683,1892564,6882,"*","consensus_peak_8734_overlaps2",2,"Promoter (<=1kb)",11,1888078,1891895,3818,2,"102724536","ENST00000640310.2",0
"chr11",1915921,1930636,14716,"*","consensus_peak_8737_overlaps2",2,"Promoter (<=1kb)",11,1919703,1938702,19000,1,"7140","ENST00000278317.11",0
"chr11",2088100,2106225,18126,"*","consensus_peak_8740_overlaps2,consensus_peak_8741_overlaps3,consensus_peak_8742_overlaps2",2.333333333,"Distal Intergenic",11,2134134,2134209,76,2,"619552","ENST00000385070.3",27984
"chr11",2120177,2124591,4415,"*","consensus_peak_8745_overlaps2,consensus_peak_8746_overlaps3,consensus_peak_8747_overlaps2",2.333333333,"Distal Intergenic",11,2134134,2134209,76,2,"619552","ENST00000385070.3",9618
"chr11",2127376,2131076,3701,"*","consensus_peak_8750_overlaps2",2,"3' UTR",11,2134134,2134209,76,2,"619552","ENST00000385070.3",3133
"chr11",2296248,2306166,9919,"*","consensus_peak_8758_overlaps2,consensus_peak_8759_overlaps3,consensus_peak_8760_overlaps2",2.333333333,"Promoter (<=1kb)",11,2301997,2310018,8022,1,"10077","ENST00000437313.1",0
"chr11",2307108,2312842,5735,"*","consensus_peak_8762_overlaps2",2,"Promoter (<=1kb)",11,2306945,2316187,9243,1,"10077","ENST00000484523.1",163
"chr11",2510585,2542216,31632,"*","consensus_peak_8767_overlaps2",2,"Exon (ENST00000496887.6/3784, exon 3 of 7)",11,2461887,2527973,66087,1,"3784","ENST00000380776.4",48698
"chr11",2566024,2567905,1882,"*","consensus_peak_8770_overlaps2",2,"Intron (ENST00000496887.6/3784, intron 3 of 6)",11,2461887,2527973,66087,1,"3784","ENST00000380776.4",104137
"chr11",2698524,2702044,3521,"*","consensus_peak_8773_overlaps2",2,"Promoter (<=1kb)",11,2608328,2699994,91667,2,"10984","ENST00000597346.1",0
"chr11",2768453,2781476,13024,"*","consensus_peak_8777_overlaps2,consensus_peak_8778_overlaps3,consensus_peak_8779_overlaps2,consensus_peak_8780_overlaps3,consensus_peak_8781_overlaps2,consensus_peak_8782_overlaps3,consensus_peak_8783_overlaps2",2.428571429,"Promoter (<=1kb)",11,2777575,2848293,70719,1,"3784","ENST00000526095.2",0
"chr11",2823890,2828086,4197,"*","consensus_peak_8786_overlaps2,consensus_peak_8787_overlaps3,consensus_peak_8788_overlaps2",2.333333333,"Intron (ENST00000155840.12/3784, intron 15 of 15)",11,2840135,2861568,21434,2,"338653","ENST00000440887.2",33482
"chr11",2880337,2883900,3564,"*","consensus_peak_8794_overlaps2",2,"Promoter (<=1kb)",11,2883675,2884701,1027,2,"1028","ENST00000471157.2",801
