"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr11",94885054,94885677,"YAF_1_peak_669",20,".",3.93472,5.08241,2.02296
"chr11",95453833,95454610,"YAF_1_peak_670",32,".",4.50887,6.63682,3.27282
"chr11",96187909,96188623,"YAF_1_peak_671",17,".",3.95336,4.80423,1.77375
"chr11",100151252,100152263,"YAF_1_peak_672",18,".",3.95966,4.839,1.85525
"chr11",102552113,102553189,"YAF_1_peak_673",17,".",3.72744,4.63453,1.70612
"chr11",106398689,106399421,"YAF_1_peak_674",19,".",4.05627,4.99,1.90697
"chr11",106961357,106961935,"YAF_1_peak_675",25,".",4.39314,5.67859,2.50094
"chr11",108009895,108010574,"YAF_1_peak_676",16,".",3.75395,4.52416,1.63035
"chr11",109435183,109435814,"YAF_1_peak_677",16,".",3.871,4.65473,1.66238
"chr11",110431092,110431609,"YAF_1_peak_678",30,".",4.61234,6.42599,3.04396
"chr11",112016439,112017150,"YAF_1_peak_679",17,".",3.81856,4.7073,1.71418
"chr11",112226083,112226855,"YAF_1_peak_680",18,".",3.95027,4.90862,1.85995
"chr11",112564326,112565019,"YAF_1_peak_681",18,".",3.79479,4.85725,1.85442
"chr11",112697394,112698055,"YAF_1_peak_682",17,".",3.88208,4.76845,1.77752
"chr11",113048993,113049669,"YAF_1_peak_683",18,".",3.92789,4.88263,1.88225
"chr11",113261923,113262546,"YAF_1_peak_684",30,".",3.75108,6.34916,3.04559
"chr11",113504945,113506154,"YAF_1_peak_685",16,".",3.63598,4.51462,1.62673
"chr11",113578960,113580070,"YAF_1_peak_686",17,".",3.57072,4.64714,1.70055
"chr11",113674751,113675397,"YAF_1_peak_687",13,".",3.33528,4.14767,1.37385
"chr11",113690562,113691179,"YAF_1_peak_688",14,".",3.4852,4.23426,1.42695
"chr11",115462089,115462742,"YAF_1_peak_689",16,".",3.74517,4.59789,1.66238
"chr11",115488940,115489897,"YAF_1_peak_690",21,".",4.19869,5.25371,2.11144
"chr11",115626186,115626765,"YAF_1_peak_691",28,".",3.67718,6.12478,2.81235
"chr11",115893396,115893903,"YAF_1_peak_692",34,".",4.1349,6.87936,3.42904
"chr11",115941278,115942089,"YAF_1_peak_693",14,".",3.51885,4.30943,1.47053
"chr11",116742607,116743204,"YAF_1_peak_694",14,".",3.51936,4.29436,1.46597
"chr11",116852555,116853655,"YAF_1_peak_695",23,".",4.04965,5.48524,2.3083
"chr11",118528633,118529171,"YAF_1_peak_696",17,".",3.48416,4.65002,1.71542
"chr11",120431865,120432555,"YAF_1_peak_697",25,".",4.4101,5.79569,2.55264
"chr11",120773470,120774030,"YAF_1_peak_698",19,".",3.87685,5.02592,1.98324
"chr11",121185379,121185892,"YAF_1_peak_699",48,".",5.51851,8.26806,4.80172
"chr11",121238037,121238590,"YAF_1_peak_700",14,".",3.53855,4.28341,1.47007
"chr11",121596216,121597164,"YAF_1_peak_701",20,".",3.77747,5.16666,2.05593
"chr11",124481934,124482671,"YAF_1_peak_702",15,".",3.67145,4.39588,1.52748
"chr11",124813043,124813543,"YAF_1_peak_703",22,".",4.01666,5.42401,2.25855
"chr11",126072597,126073224,"YAF_1_peak_704",31,".",4.58356,6.45726,3.15267
"chr11",126317965,126318844,"YAF_1_peak_705",18,".",3.86512,4.90071,1.89014
"chr11",128039412,128039993,"YAF_1_peak_706",28,".",4.30889,6.18815,2.86992
"chr11",128336348,128337001,"YAF_1_peak_707",16,".",3.54909,4.47841,1.60594
"chr11",129846630,129847703,"YAF_1_peak_708",22,".",4.01607,5.33067,2.22199
"chr11",130407564,130408293,"YAF_1_peak_709",23,".",3.80678,5.55542,2.38138
"chr11",130478414,130478919,"YAF_1_peak_710",20,".",3.83498,5.19762,2.08656
"chr11",130580526,130581265,"YAF_1_peak_711",19,".",3.87872,5.00883,1.95738
"chr11",132318339,132318951,"YAF_1_peak_712",26,".",4.29767,5.90917,2.65306
"chr11",134119324,134120339,"YAF_1_peak_713",16,".",3.51227,4.55694,1.64523
"chr11",134126073,134126627,"YAF_1_peak_714",20,".",3.98428,5.16475,2.07987
"chr12",468917,469498,"YAF_1_peak_715",15,".",3.72215,4.47434,1.59254
"chr12",9364944,9365590,"YAF_1_peak_716",23,".",4.30656,5.52013,2.38849
"chr12",11652247,11653031,"YAF_1_peak_717",16,".",3.53314,4.48617,1.6076
"chr12",12890660,12891449,"YAF_1_peak_718",14,".",3.49219,4.21405,1.41919
"chr12",13165826,13166842,"YAF_1_peak_719",15,".",3.72123,4.41999,1.56337
"chr12",23084272,23084985,"YAF_1_peak_720",32,".",4.79845,6.59456,3.25166
"chr12",26010157,26010687,"YAF_1_peak_721",24,".",4.35258,5.71869,2.46089
"chr12",37237632,37238649,"YAF_1_peak_722",104,".",5.73475,14.425,10.4832
"chr12",37245922,37247256,"YAF_1_peak_723",72,".",6.27337,10.8214,7.21507
"chr12",42790405,42791272,"YAF_1_peak_724",22,".",4.24881,5.48572,2.28214
"chr12",50620663,50621774,"YAF_1_peak_725",14,".",3.52259,4.25927,1.45151
"chr12",51631527,51632579,"YAF_1_peak_726",17,".",3.82657,4.61459,1.70092
"chr12",52259720,52260397,"YAF_1_peak_727",18,".",3.79382,4.85582,1.82586
"chr12",54032467,54033236,"YAF_1_peak_728",18,".",3.95352,4.83662,1.85069
"chr12",65891264,65892212,"YAF_1_peak_729",13,".",3.33653,4.16691,1.38317
"chr12",69096885,69097758,"YAF_1_peak_730",15,".",3.66744,4.37082,1.52047
"chr12",70619453,70620216,"YAF_1_peak_731",20,".",3.95419,5.06474,2.00839
"chr12",71710168,71710772,"YAF_1_peak_732",17,".",3.85938,4.64857,1.70811
"chr12",75944475,75945104,"YAF_1_peak_733",22,".",4.28213,5.41804,2.26986
"chr12",79897669,79898189,"YAF_1_peak_734",21,".",4.20004,5.25943,2.11685
"chr12",79983576,79984318,"YAF_1_peak_735",18,".",3.95298,4.88252,1.87777
"chr12",88298979,88300203,"YAF_1_peak_736",19,".",4.06569,5.00704,1.91941
"chr12",93818895,93819424,"YAF_1_peak_737",13,".",3.5152,4.10907,1.34236
"chr12",94560700,94561200,"YAF_1_peak_738",21,".",4.09194,5.29402,2.18011
"chr12",98221718,98222524,"YAF_1_peak_739",21,".",4.2581,5.35899,2.18157
"chr12",99455206,99455786,"YAF_1_peak_740",21,".",4.15183,5.26831,2.14582
"chr12",104219210,104220171,"YAF_1_peak_741",17,".",3.84754,4.6332,1.71246
"chr12",108482556,108483335,"YAF_1_peak_742",17,".",3.89194,4.78118,1.79858
"chr12",108691313,108692178,"YAF_1_peak_743",17,".",3.78102,4.73232,1.77811
"chr12",110578173,110578823,"YAF_1_peak_744",22,".",4.15365,5.464,2.28978
"chr12",110835766,110836652,"YAF_1_peak_745",16,".",3.77179,4.49877,1.62097
"chr12",115597409,115598037,"YAF_1_peak_746",13,".",3.46081,4.18951,1.39675
"chr12",117528192,117529078,"YAF_1_peak_747",14,".",3.59638,4.22709,1.42855
"chr12",130374331,130374936,"YAF_1_peak_748",17,".",3.86355,4.7069,1.75234
"chr12",131579765,131580617,"YAF_1_peak_749",18,".",3.25481,4.85017,1.83007
"chr12",131582234,131583028,"YAF_1_peak_750",17,".",3.33974,4.78324,1.77905
"chr12",132241159,132242012,"YAF_1_peak_751",52,".",4.96442,8.84506,5.27114
"chr12",132684524,132685102,"YAF_1_peak_752",25,".",4.29337,5.7907,2.54408
"chr13",16485727,16487099,"YAF_1_peak_753",82,".",6.67039,11.9735,8.28111
"chr13",16514426,16515208,"YAF_1_peak_754",30,".",4.63854,6.42044,3.0943
"chr13",16543373,16544380,"YAF_1_peak_755",18,".",3.96564,4.93954,1.89966
"chr13",16573420,16574902,"YAF_1_peak_756",31,".",4.76371,6.50602,3.14117
"chr13",17170436,17171001,"YAF_1_peak_757",89,".",6.96209,12.663,8.99378
"chr13",17304378,17305251,"YAF_1_peak_758",75,".",6.35628,11.1127,7.50986
"chr13",17413172,17414053,"YAF_1_peak_759",28,".",4.39159,6.11174,2.84764
"chr13",18211754,18212530,"YAF_1_peak_760",230,".",9.31998,27.2596,23.0113
"chr13",19137485,19138319,"YAF_1_peak_761",48,".",5.6421,8.51631,4.87245
"chr13",21402549,21403053,"YAF_1_peak_762",16,".",3.871,4.65473,1.66238
"chr13",24270820,24272020,"YAF_1_peak_763",17,".",3.88148,4.78452,1.77896
"chr13",25753081,25753728,"YAF_1_peak_764",16,".",3.77053,4.57375,1.64558
"chr13",29582743,29583392,"YAF_1_peak_765",14,".",3.65068,4.31067,1.48793
"chr13",34943369,34944152,"YAF_1_peak_766",17,".",3.86598,4.65735,1.71792
"chr13",38946674,38947380,"YAF_1_peak_767",16,".",3.81465,4.61815,1.69179
"chr13",40190432,40191073,"YAF_1_peak_768",18,".",3.80771,4.94152,1.88272
"chr13",44219749,44220760,"YAF_1_peak_769",26,".",4.48292,5.83798,2.60587
"chr13",44331692,44332537,"YAF_1_peak_770",18,".",3.95636,4.85874,1.86523
"chr13",46295811,46297449,"YAF_1_peak_771",16,".",3.77225,4.54573,1.64214
"chr13",49314198,49314837,"YAF_1_peak_772",19,".",4.10904,5.09017,1.98675
"chr13",50411584,50412400,"YAF_1_peak_773",18,".",3.88351,4.84854,1.81136
"chr13",51774717,51775414,"YAF_1_peak_774",18,".",3.87492,4.92015,1.89709
"chr13",59112004,59112900,"YAF_1_peak_775",16,".",3.871,4.65473,1.66238
"chr13",72205464,72206283,"YAF_1_peak_776",18,".",3.94245,4.86727,1.85654
"chr13",97003469,97004557,"YAF_1_peak_777",18,".",3.94876,4.88075,1.85428
"chr13",104654253,104654753,"YAF_1_peak_778",17,".",3.96996,4.83381,1.79302
"chr13",109840265,109841033,"YAF_1_peak_779",16,".",3.67307,4.55181,1.65297
"chr13",110122822,110123381,"YAF_1_peak_780",16,".",3.66552,4.47938,1.60707
"chr13",110419154,110419718,"YAF_1_peak_781",23,".",4.12801,5.55225,2.36015
"chr13",110546682,110547594,"YAF_1_peak_782",16,".",3.72459,4.58731,1.68183
"chr13",111094885,111095548,"YAF_1_peak_783",14,".",3.50971,4.23967,1.43836
"chr13",113380569,113381515,"YAF_1_peak_784",17,".",3.54305,4.75446,1.79124
"chr13",113411206,113411743,"YAF_1_peak_785",15,".",3.65631,4.34248,1.50397
"chr13",113436137,113437237,"YAF_1_peak_786",15,".",3.66638,4.33491,1.50596
"chr13",113747551,113748341,"YAF_1_peak_787",13,".",3.55996,4.17129,1.38985
"chr13",113784836,113785678,"YAF_1_peak_788",19,".",3.88276,5.06411,1.99345
"chr14",16608002,16609297,"YAF_1_peak_789",64,".",6.21275,10.1005,6.45829
"chr14",16636692,16638162,"YAF_1_peak_790",26,".",4.43275,5.89035,2.68888
"chr14",16661400,16662220,"YAF_1_peak_791",21,".",4.22332,5.29229,2.12751
"chr14",16695698,16697176,"YAF_1_peak_792",27,".",4.50314,5.9682,2.77314
"chr14",16760778,16761999,"YAF_1_peak_793",25,".",4.51935,5.84824,2.56221
"chr14",16848151,16849284,"YAF_1_peak_794",20,".",4.16553,5.19369,2.06407
"chr14",17207264,17207950,"YAF_1_peak_795",19,".",4.06164,5.04279,1.9944
"chr14",17354164,17354676,"YAF_1_peak_796",23,".",4.25761,5.52663,2.38587
"chr14",17426658,17427534,"YAF_1_peak_797",85,".",6.78446,12.2583,8.52001
"chr14",17524922,17525570,"YAF_1_peak_798",30,".",4.71466,6.48154,3.08785
"chr14",17535436,17536310,"YAF_1_peak_799",30,".",4.54199,6.3611,3.05385
"chr14",20904969,20905960,"YAF_1_peak_800",16,".",3.80026,4.54337,1.64389
"chr14",21084438,21085345,"YAF_1_peak_801",18,".",3.92599,4.87609,1.87422
"chr14",22432685,22433221,"YAF_1_peak_802",14,".",3.58728,4.24155,1.42682
"chr14",55740254,55741062,"YAF_1_peak_803",15,".",3.66576,4.33416,1.50321
"chr14",61524679,61525229,"YAF_1_peak_804",15,".",3.49492,4.39476,1.5493
"chr14",61609103,61609822,"YAF_1_peak_805",17,".",3.72701,4.66412,1.72776
"chr14",61615921,61616544,"YAF_1_peak_806",13,".",3.41767,4.10015,1.33962
"chr14",61891207,61891725,"YAF_1_peak_807",54,".",5.72543,9.14671,5.4626
"chr14",70707183,70707701,"YAF_1_peak_808",19,".",3.91013,5.06537,1.9987
"chr14",72154202,72155001,"YAF_1_peak_809",15,".",3.6707,4.38359,1.52519
"chr14",72545637,72546215,"YAF_1_peak_810",14,".",3.65628,4.31934,1.49328
"chr14",73724297,73724967,"YAF_1_peak_811",18,".",3.82109,4.78225,1.81542
"chr14",74671003,74671875,"YAF_1_peak_812",16,".",3.84249,4.60973,1.66238
"chr14",75822514,75823085,"YAF_1_peak_813",18,".",3.99172,4.90203,1.89491
"chr14",75876133,75877623,"YAF_1_peak_814",16,".",3.76834,4.54423,1.64668
"chr14",77158437,77159047,"YAF_1_peak_815",26,".",4.50781,5.87703,2.64088
"chr14",90455855,90456550,"YAF_1_peak_816",14,".",3.62026,4.29516,1.466
"chr14",92600089,92600696,"YAF_1_peak_817",15,".",3.74087,4.45063,1.58729
"chr14",93959645,93960209,"YAF_1_peak_818",16,".",3.59974,4.55864,1.6615
"chr14",98909440,98910044,"YAF_1_peak_819",25,".",3.94245,5.74496,2.52721
"chr14",103518532,103519447,"YAF_1_peak_820",18,".",3.88306,4.86757,1.83903
"chr14",105032324,105032872,"YAF_1_peak_821",21,".",4.21522,5.27763,2.11682
"chr15",19777634,19779364,"YAF_1_peak_822",29,".",3.2247,6.30137,2.99863
"chr15",20795457,20796296,"YAF_1_peak_823",23,".",3.4683,5.44398,2.30577
"chr15",20991572,20992390,"YAF_1_peak_824",30,".",4.43917,6.2644,3.03056
"chr15",21272539,21273200,"YAF_1_peak_825",15,".",3.2693,4.4486,1.5811
"chr15",22451771,22452622,"YAF_1_peak_826",20,".",3.1702,5.21103,2.09482
"chr15",23191332,23192558,"YAF_1_peak_827",29,".",3.707,6.26317,2.93898
"chr15",23219453,23220061,"YAF_1_peak_828",18,".",3.72468,4.89401,1.8737
"chr15",28327506,28328527,"YAF_1_peak_829",21,".",3.85591,5.27739,2.15572
"chr15",30984800,30985450,"YAF_1_peak_830",27,".",4.33941,6.03883,2.74382
"chr15",31091721,31092884,"YAF_1_peak_831",21,".",3.99276,5.20683,2.11647
"chr15",31236041,31236859,"YAF_1_peak_832",17,".",3.83971,4.76414,1.74966
"chr15",32802096,32802825,"YAF_1_peak_833",20,".",3.93533,5.18388,2.09062
"chr15",33279195,33279938,"YAF_1_peak_834",15,".",3.736,4.49191,1.59997
"chr15",35293490,35294052,"YAF_1_peak_835",20,".",4.01723,5.05492,2.01798
"chr15",36521887,36522643,"YAF_1_peak_836",19,".",4.0266,5.01449,1.95013
"chr15",39177568,39178113,"YAF_1_peak_837",34,".",4.55007,6.86853,3.46143
"chr15",40239611,40241086,"YAF_1_peak_838",17,".",3.57887,4.66254,1.71307
"chr15",41929909,41930618,"YAF_1_peak_839",25,".",3.92529,5.72443,2.53898
"chr15",42130539,42131465,"YAF_1_peak_840",16,".",3.36029,4.57528,1.6564
"chr15",44102617,44103170,"YAF_1_peak_841",36,".",4.56323,7.18866,3.6994
"chr15",44295757,44297231,"YAF_1_peak_842",17,".",3.75392,4.67453,1.73535
"chr15",47553777,47554292,"YAF_1_peak_843",18,".",3.96753,4.84424,1.84707
"chr15",48096450,48097186,"YAF_1_peak_844",21,".",3.99183,5.30084,2.172
"chr15",48373544,48374379,"YAF_1_peak_845",29,".",4.46836,6.28708,2.97844
"chr15",48811091,48811778,"YAF_1_peak_846",15,".",3.5202,4.43373,1.57642
"chr15",52076884,52077428,"YAF_1_peak_847",19,".",3.86068,4.91445,1.91064
"chr15",52464033,52464611,"YAF_1_peak_848",15,".",3.69995,4.38695,1.54135
"chr15",58331557,58332734,"YAF_1_peak_849",24,".",4.32521,5.64156,2.44227
"chr15",59569497,59570275,"YAF_1_peak_850",17,".",3.8592,4.72039,1.75583
"chr15",60690614,60691386,"YAF_1_peak_851",14,".",3.49685,4.22028,1.42492
"chr15",60932513,60933095,"YAF_1_peak_852",19,".",3.57718,5.0239,1.98732
"chr15",61459950,61460561,"YAF_1_peak_853",26,".",4.45238,5.89519,2.63921
"chr15",62307020,62307925,"YAF_1_peak_854",14,".",3.63477,4.28695,1.47008
"chr15",62444446,62445388,"YAF_1_peak_855",17,".",3.58253,4.69403,1.74419
"chr15",62896153,62896852,"YAF_1_peak_856",15,".",3.35045,4.36381,1.52548
"chr15",62928949,62929486,"YAF_1_peak_857",21,".",3.87154,5.20731,2.12427
"chr15",64344823,64345327,"YAF_1_peak_858",17,".",3.85412,4.78873,1.76572
"chr15",64380669,64381658,"YAF_1_peak_859",21,".",3.97071,5.22021,2.14136
"chr15",65057152,65057676,"YAF_1_peak_860",50,".",4.04507,8.66262,5.0201
"chr15",65939858,65940908,"YAF_1_peak_861",21,".",3.49095,5.26262,2.14482
"chr15",66390077,66390902,"YAF_1_peak_862",13,".",3.30915,4.10711,1.34472
"chr15",66750183,66751582,"YAF_1_peak_863",14,".",3.04347,4.29209,1.47409
"chr15",67089463,67090442,"YAF_1_peak_864",18,".",3.20472,4.79912,1.81409
"chr15",67413675,67414511,"YAF_1_peak_865",20,".",3.87847,5.13648,2.05089
"chr15",67446655,67447716,"YAF_1_peak_866",17,".",3.87343,4.78189,1.76968
"chr15",67690306,67691432,"YAF_1_peak_867",20,".",3.97488,5.17807,2.09573
"chr15",68228367,68228941,"YAF_1_peak_868",15,".",3.57012,4.33135,1.50266
"chr15",68384424,68385011,"YAF_1_peak_869",28,".",4.20145,6.01302,2.80977
"chr15",69046251,69047213,"YAF_1_peak_870",18,".",3.59467,4.81636,1.82465
"chr15",69468385,69469339,"YAF_1_peak_871",27,".",4.15508,6.03597,2.73336
"chr15",69578684,69579851,"YAF_1_peak_872",16,".",3.39924,4.56733,1.63971
"chr15",70022904,70023430,"YAF_1_peak_873",17,".",3.37031,4.62615,1.70545
"chr15",70093266,70093771,"YAF_1_peak_874",19,".",3.61335,5.03791,1.98996
"chr15",70127085,70127930,"YAF_1_peak_875",16,".",3.40154,4.64392,1.66238
"chr15",70289026,70289608,"YAF_1_peak_876",18,".",3.57646,4.92827,1.89614
"chr15",70327923,70328718,"YAF_1_peak_877",20,".",3.80803,5.13119,2.03674
"chr15",70374650,70376255,"YAF_1_peak_878",17,".",3.23619,4.73043,1.77155
"chr15",70426556,70427636,"YAF_1_peak_879",16,".",3.33579,4.59784,1.68364
"chr15",70596539,70597191,"YAF_1_peak_881",19,".",3.72912,4.92178,1.90822
"chr15",70852364,70853103,"YAF_1_peak_882",30,".",4.28938,6.38573,3.00903
"chr15",71187343,71187997,"YAF_1_peak_883",32,".",4.33612,6.6243,3.2744
"chr15",71730491,71731002,"YAF_1_peak_884",27,".",4.1086,6.02713,2.75379
"chr15",71747384,71747895,"YAF_1_peak_885",24,".",3.92183,5.71867,2.46845
"chr15",71926958,71927728,"YAF_1_peak_886",19,".",4.09787,5.06528,1.9619
"chr15",72154173,72154851,"YAF_1_peak_887",16,".",3.67194,4.63681,1.67168
"chr15",74407313,74407893,"YAF_1_peak_888",23,".",3.70175,5.53259,2.35256
"chr15",74530951,74531711,"YAF_1_peak_889",15,".",3.3397,4.33166,1.50404
"chr15",74782980,74783989,"YAF_1_peak_890",15,".",3.20105,4.35597,1.50501
"chr15",74920542,74921051,"YAF_1_peak_891",21,".",4.17001,5.23483,2.12001
"chr15",75150115,75150629,"YAF_1_peak_892",16,".",3.56425,4.58759,1.67974
"chr15",78072258,78072837,"YAF_1_peak_893",15,".",3.21329,4.38819,1.52784
"chr15",78075695,78076278,"YAF_1_peak_894",21,".",3.623,5.26897,2.16435
"chr15",78216341,78217120,"YAF_1_peak_895",14,".",3.19499,4.33761,1.49826
"chr15",78798773,78799428,"YAF_1_peak_896",17,".",3.64199,4.72369,1.77354
"chr15",79853719,79854275,"YAF_1_peak_897",16,".",3.67019,4.48356,1.61031
"chr15",80275900,80276560,"YAF_1_peak_898",20,".",3.8465,5.20217,2.09783
"chr15",80436502,80437121,"YAF_1_peak_899",22,".",3.93128,5.3712,2.21733
"chr15",81338463,81339156,"YAF_1_peak_900",19,".",3.69778,4.95508,1.91159
"chr15",82132348,82133141,"YAF_1_peak_901",21,".",3.5133,5.17423,2.10093
"chr15",82343484,82344360,"YAF_1_peak_902",15,".",3.18728,4.36133,1.50239
"chr15",82356588,82357122,"YAF_1_peak_903",20,".",3.59075,5.17778,2.09378
"chr15",82495326,82495909,"YAF_1_peak_904",27,".",3.97738,5.97914,2.73322
"chr15",82728986,82729594,"YAF_1_peak_905",18,".",3.92654,4.86731,1.87293
"chr15",83445910,83447010,"YAF_1_peak_906",20,".",3.69577,5.09019,2.03013
"chr15",83732756,83733456,"YAF_1_peak_907",25,".",4.36485,5.75021,2.50037
"chr15",84422332,84423473,"YAF_1_peak_908",18,".",3.55562,4.92743,1.89498
"chr15",84587915,84588468,"YAF_1_peak_909",28,".",4.30002,6.15161,2.82645
"chr15",85607844,85608538,"YAF_1_peak_910",16,".",3.80958,4.69639,1.6942
"chr15",86624292,86624944,"YAF_1_peak_911",34,".",4.41787,6.86605,3.46224
"chr15",86916893,86917474,"YAF_1_peak_912",21,".",3.9192,5.25017,2.12471
"chr15",87556484,87557243,"YAF_1_peak_913",15,".",3.69568,4.38029,1.53571
"chr15",87777136,87777705,"YAF_1_peak_914",29,".",4.2385,6.34415,2.99986
"chr15",88088855,88089843,"YAF_1_peak_915",16,".",3.66497,4.50863,1.62327
"chr15",88385304,88386075,"YAF_1_peak_916",14,".",3.32097,4.31267,1.48987
"chr15",88940228,88941157,"YAF_1_peak_917",16,".",3.53562,4.4848,1.60692
"chr15",90158115,90158696,"YAF_1_peak_918",22,".",4.06618,5.40481,2.24537
"chr15",90412710,90413365,"YAF_1_peak_919",17,".",3.67884,4.6277,1.70321
"chr15",90462427,90463361,"YAF_1_peak_920",17,".",3.73245,4.76107,1.74606
"chr15",90560351,90560903,"YAF_1_peak_921",20,".",3.7499,5.11445,2.09221
"chr15",90570597,90571430,"YAF_1_peak_922",19,".",3.97259,4.94813,1.92839
"chr15",91194289,91194911,"YAF_1_peak_923",15,".",3.57762,4.36119,1.52109
"chr15",91974477,91974977,"YAF_1_peak_924",18,".",3.80653,4.83501,1.85073
"chr15",92011540,92012072,"YAF_1_peak_925",29,".",4.20125,6.3092,2.98698
"chr15",92312209,92312815,"YAF_1_peak_926",15,".",3.66444,4.37996,1.51983
"chr15",94174176,94174700,"YAF_1_peak_927",18,".",3.89063,4.80473,1.80248
"chr15",98778793,98779785,"YAF_1_peak_928",34,".",4.63357,6.8938,3.49068
"chr15",98890234,98890737,"YAF_1_peak_929",26,".",4.44781,5.9657,2.67193
"chr15",99085674,99086276,"YAF_1_peak_930",14,".",3.60115,4.23442,1.43272
"chr15",99718896,99719434,"YAF_1_peak_931",31,".",4.5505,6.40854,3.11109
"chr15",100242050,100242557,"YAF_1_peak_932",13,".",3.44332,4.1444,1.36973
"chr15",100719160,100720069,"YAF_1_peak_933",41,".",4.36943,7.61511,4.19007
"chr15",100958378,100959341,"YAF_1_peak_934",23,".",4.14433,5.59298,2.39912
"chr15",101168337,101168881,"YAF_1_peak_935",33,".",4.6613,6.73811,3.31794
"chr15",101242468,101243369,"YAF_1_peak_936",24,".",4.05029,5.67946,2.45284
"chr15",101267502,101268090,"YAF_1_peak_937",22,".",3.84612,5.38907,2.24262
"chr15",101446154,101446819,"YAF_1_peak_938",18,".",3.52861,4.9446,1.89273
"chr16",952781,953944,"YAF_1_peak_939",45,".",5.36011,8.11215,4.59998
"chr16",4859478,4860051,"YAF_1_peak_940",21,".",4.05393,5.31645,2.17989
"chr16",8741672,8742305,"YAF_1_peak_941",16,".",3.871,4.65473,1.66238
"chr16",11362451,11363637,"YAF_1_peak_942",25,".",4.28965,5.80677,2.56702
"chr16",14511597,14512148,"YAF_1_peak_943",19,".",4.12187,5.10872,1.99359
"chr16",15435307,15435885,"YAF_1_peak_944",14,".",3.63464,4.29194,1.47241
"chr16",19473956,19474574,"YAF_1_peak_945",13,".",3.51377,4.10065,1.33881
"chr16",21799281,21800197,"YAF_1_peak_946",15,".",3.70189,4.38998,1.54303
"chr16",30950120,30950692,"YAF_1_peak_947",14,".",3.58498,4.20961,1.41562
"chr16",34572585,34574236,"YAF_1_peak_948",462,".",6.32058,50.7466,46.2838
"chr16",34576157,34576697,"YAF_1_peak_949",406,".",5.67608,45.0892,40.6329
"chr16",34581388,34583818,"YAF_1_peak_950",326,".",3.64209,36.9407,32.6359
"chr16",34588009,34588593,"YAF_1_peak_951",399,".",3.94446,44.2629,39.9197
"chr16",34592594,34593685,"YAF_1_peak_952",351,".",4.69418,39.6203,35.1687
"chr16",34594862,34595766,"YAF_1_peak_953",106,".",3.20102,14.488,10.6414
"chr16",38266319,38267355,"YAF_1_peak_954",52,".",4.66209,8.77975,5.25525
"chr16",38276063,38276789,"YAF_1_peak_955",1000,".",11.6344,175.156,170.238
"chr16",46394492,46395130,"YAF_1_peak_957",525,".",3.15511,57.171,52.517
"chr16",46398494,46401564,"YAF_1_peak_958",366,".",3.03325,41.097,36.6186
"chr16",47018071,47018602,"YAF_1_peak_959",17,".",3.56565,4.70326,1.70199
"chr16",47358817,47359321,"YAF_1_peak_960",17,".",3.8247,4.6779,1.73487
"chr16",47565229,47566041,"YAF_1_peak_961",24,".",4.29829,5.64265,2.41783
"chr16",47731321,47732315,"YAF_1_peak_962",14,".",3.30523,4.29593,1.47741
"chr16",48013361,48014557,"YAF_1_peak_963",14,".",3.26142,4.22721,1.42738
"chr16",48053391,48053942,"YAF_1_peak_964",14,".",3.16144,4.30654,1.46638
"chr16",48081289,48082123,"YAF_1_peak_965",17,".",3.46285,4.67236,1.71875
"chr16",50155007,50155699,"YAF_1_peak_966",19,".",3.69203,4.93489,1.91333
"chr16",50301977,50302921,"YAF_1_peak_967",15,".",3.42724,4.38855,1.51918
"chr16",51431642,51432213,"YAF_1_peak_968",25,".",4.04765,5.6787,2.51472
"chr16",51538867,51539487,"YAF_1_peak_969",25,".",4.05437,5.8572,2.59252
"chr16",52813060,52813789,"YAF_1_peak_970",19,".",3.97097,4.98321,1.9078
"chr16",53055869,53056599,"YAF_1_peak_971",17,".",3.48985,4.62135,1.70486
"chr16",53080420,53081239,"YAF_1_peak_972",27,".",3.99634,5.96741,2.72218
"chr16",53090168,53091248,"YAF_1_peak_973",14,".",3.14379,4.293,1.47264
"chr16",53745615,53746165,"YAF_1_peak_974",31,".",4.26619,6.53676,3.17302
"chr16",53755810,53756383,"YAF_1_peak_975",15,".",3.32805,4.38591,1.52779
"chr16",54373363,54374115,"YAF_1_peak_977",30,".",4.17337,6.4338,3.0965
"chr16",55470487,55471124,"YAF_1_peak_978",20,".",3.26281,5.08204,2.01577
"chr16",55712506,55713313,"YAF_1_peak_979",22,".",3.65515,5.41291,2.25884
"chr16",56245402,56246564,"YAF_1_peak_980",20,".",3.42795,5.08579,2.02005
"chr16",56371186,56371833,"YAF_1_peak_981",19,".",3.81506,5.07389,1.99808
"chr16",56558235,56559153,"YAF_1_peak_982",18,".",3.62386,4.90386,1.8906
"chr16",56783359,56783981,"YAF_1_peak_983",19,".",3.7351,4.95216,1.91001
"chr16",57187181,57187685,"YAF_1_peak_984",23,".",3.94868,5.47384,2.34887
"chr16",57590999,57591547,"YAF_1_peak_985",29,".",4.15114,6.20481,2.91832
"chr16",59698277,59698801,"YAF_1_peak_986",21,".",4.09692,5.30803,2.17747
"chr16",61925999,61926624,"YAF_1_peak_987",20,".",4.11172,5.19578,2.09975
"chr16",64478314,64478846,"YAF_1_peak_988",27,".",4.21838,6.07383,2.76697
"chr16",65044280,65044969,"YAF_1_peak_989",14,".",3.54292,4.29005,1.47435
