"seqnames","start","end","width","strand","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",24149796,24150877,1082,"*",138.199612970954,-2.25845910813573,0.470382812658641,-4.8013214925323,1.57621978792018e-06,0.000189442281982726,"Distal Intergenic",1,24119771,24143140,23370,2,"58985","ENST00000270800.2",-6656
"chr1",24169358,24169969,612,"*",20.638421114234,4.43202645567634,0.923235081930279,4.80053947517891,1.58238778809188e-06,0.000189740824736417,"5' UTR",1,24157130,24187248,30119,2,"163702","ENST00000374421.7",17279
"chr1",24236414,24237199,786,"*",31.941839731467,-3.66176701858789,0.762826303628767,-4.80026318071212,1.58457254539313e-06,0.000189740824736417,"5' UTR",1,24200240,24211693,11454,1,"284632","ENST00000439059.2",36174
"chr1",24265241,24267115,1875,"*",43.4318292218964,2.92156007289124,0.608812867234918,4.79878174415114,1.59633632814048e-06,0.000190444102055151,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-51649
"chr1",24274729,24275639,911,"*",130.559214745731,-1.64212323486772,0.342169612612065,-4.79914982026613,1.59340569786122e-06,0.000190444102055151,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-43125
"chr1",24278548,24279102,555,"*",49.7343155946844,2.551487412696,0.531773814749975,4.79806891938753,1.60202659517328e-06,0.000190770979135358,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-39662
"chr1",24289647,24290427,781,"*",468.87535741013,-1.13046955206134,0.235654167710359,-4.79715492853407,1.60935124369585e-06,0.000191000026080392,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-28337
"chr1",24309626,24310399,774,"*",53.967539411957,2.50530835345281,0.52225565446165,4.79709186880001,1.60985778465866e-06,0.000191000026080392,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-8365
"chr1",24362903,24363472,570,"*",117.83471413675,1.88133019668976,0.392405542612732,4.79435174172975,1.63201706899727e-06,0.00019327446098614,"Intron (ENST00000350501.9/57822, intron 15 of 15)",1,24369043,24379823,10781,2,"90529","ENST00000438866.1",16351
"chr1",24364554,24365572,1019,"*",25.8658713716368,6.10934800490373,1.27444392833938,4.79373620843743,1.63703503408194e-06,0.000193514300436512,"Intron (ENST00000337248.9/90529, intron 7 of 8)",1,24369043,24379823,10781,2,"90529","ENST00000438866.1",14251
"chr1",24392269,24393916,1648,"*",95.544372878774,1.91017776444457,0.398655340946188,4.79155192029,1.65496180170407e-06,0.000195276432591217,"Promoter (<=1kb)",1,24391203,24392071,869,2,"90529","ENST00000483261.1",-198
"chr1",24419095,24419647,553,"*",166.563732778719,-1.38991758261647,0.290150897925497,-4.7903266629675,1.66510011671253e-06,0.000196114824493167,"Promoter (2-3kb)",1,24357005,24416934,59930,2,"90529","ENST00000468303.5",-2161
"chr1",24472192,24473440,1249,"*",139.918124630489,1.52004051977003,0.317489732754523,4.78768401920353,1.68717011960249e-06,0.000198352922006575,"3' UTR",1,24456166,24466378,10213,1,"57185","ENST00000432012.1",16026
"chr1",24483650,24484501,852,"*",128.078893604116,-1.56747414271944,0.327435381399108,-4.78712512991643,1.6918735604196e-06,0.000198544893448805,"Distal Intergenic",1,24502351,24536800,34450,1,"11123","ENST00000538532.6",-17850
"chr1",24493018,24493698,681,"*",191.953638492398,1.32462805099025,0.276743261565744,4.78648709817119,1.69725844539846e-06,0.000198815993365779,"Distal Intergenic",1,24502351,24536800,34450,1,"11123","ENST00000538532.6",-8653
"chr1",24501498,24504380,2883,"*",119.255968417688,2.22819958525707,0.465777611521982,4.78382715299727,1.71988596425054e-06,0.000201102253769267,"Promoter (<=1kb)",1,24496254,24502360,6107,2,"100750325","ENST00000652048.1",0
"chr1",24521531,24522420,890,"*",74.0340198050205,2.28365334777049,0.477493124058253,4.78258896874061,1.7305175241168e-06,0.000201616204733182,"Intron (ENST00000538532.6/11123, intron 2 of 4)",1,24514373,24535279,20907,1,"11123","ENST00000374393.4",7158
"chr1",24540349,24541730,1382,"*",37.2342450309397,2.71560473916894,0.567798469662373,4.78269119109058,1.7296374144772e-06,0.000201616204733182,"3' UTR",1,24496270,24535400,39131,2,"100750325","ENST00000651630.1",-4949
"chr1",24559195,24559817,623,"*",66.6064574179198,2.00786479406482,0.419966231108402,4.7810148658037,1.74412463099596e-06,0.000202453713196952,"Intron (ENST00000374392.3/400746, intron 1 of 3)",1,24556087,24609328,53242,1,"400746","ENST00000374392.3",3108
"chr1",24607738,24608862,1125,"*",72.1950224859575,2.18117295390153,0.456234813360286,4.78081218273686,1.74588414988365e-06,0.000202453713196952,"3' UTR",1,24589464,24609328,19865,1,"400746","ENST00000486262.1",18274
"chr1",24618450,24620636,2187,"*",66.8772116859434,2.01406090731581,0.421292395721466,4.78067234958445,1.74709905451353e-06,0.000202453713196952,"Distal Intergenic",1,24633066,24650032,16967,1,"10250","ENST00000478890.5",-12430
"chr1",24669461,24670222,762,"*",51.5200035757935,2.47623198644257,0.518086117914285,4.77957602186177,1.75665241374822e-06,0.000203196604159882,"Promoter (<=1kb)",1,24669583,24671469,1887,1,"10250","ENST00000474843.1",0
"chr1",24682730,24684110,1381,"*",115.79122840068,1.7631934414246,0.368992598835162,4.77839785131371,1.76697490623323e-06,0.000203661968648746,"Distal Intergenic",1,24669583,24671469,1887,1,"10250","ENST00000474843.1",13147
"chr1",24695698,24696417,720,"*",227.59711013939,1.56677235356045,0.327882773022821,4.77845279615042,1.76649221622925e-06,0.000203661968648746,"Distal Intergenic",1,24669583,24671469,1887,1,"10250","ENST00000474843.1",26115
"chr1",24705380,24706085,706,"*",86.9433460018184,1.8980254399113,0.397276571468415,4.77759217689535,1.77406732229462e-06,0.000203753049958957,"Intron (ENST00000641176.1/ENST00000641176.1, intron 2 of 3)",1,24669583,24671469,1887,1,"10250","ENST00000474843.1",35797
"chr1",24724665,24725623,959,"*",133.494309881135,1.88286736111316,0.394091064840476,4.77774689430049,1.77270321377965e-06,0.000203753049958957,"Distal Intergenic",1,24745382,24839907,94526,1,"25932","ENST00000497755.1",-19759
"chr1",24742346,24743855,1510,"*",78.1542473067987,1.91503642955646,0.400898376481486,4.77686252152957,1.78051413695924e-06,0.000204130894698442,"Promoter (1-2kb)",1,24745382,24839907,94526,1,"25932","ENST00000497755.1",-1527
"chr1",24837822,24838658,837,"*",97.4022991058079,1.75393563778674,0.367385992126207,4.77409502642173,1.80517136345005e-06,0.000206591478817776,"Intron (ENST00000497755.1/25932, intron 5 of 5)",1,24919345,24919416,72,2,"102465437","ENST00000614863.1",80758
"chr1",24887530,24889605,2076,"*",60.5607390646659,2.6087547889407,0.54650221616361,4.77354841715719,1.81008007505264e-06,0.000206787257478761,"Distal Intergenic",1,24919345,24919416,72,2,"102465437","ENST00000614863.1",29811
"chr1",24897906,24898578,673,"*",98.3212509882032,2.03006702667725,0.425384456373726,4.77231124988195,1.82123761287465e-06,0.000207694965231195,"Distal Intergenic",1,24919345,24919416,72,2,"102465437","ENST00000614863.1",20838
"chr1",25098388,25099550,1163,"*",157.220658274576,-1.59040267765433,0.333374558088439,-4.77061803028297,1.83661527898906e-06,0.000208712443857138,"Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)",1,25041136,25047404,6269,1,"105376879","ENST00000648363.1",57252
"chr1",25148396,25149156,761,"*",99.5415477068268,-1.64866684807846,0.345563887303633,-4.77094658513851,1.83362165131066e-06,0.000208712443857138,"Distal Intergenic",1,25229015,25232432,3418,2,"25949","ENST00000474160.1",83276
"chr1",25167079,25168765,1687,"*",117.543593330595,-1.57109141711023,0.329387250472957,-4.76973961455505,1.84464204415034e-06,0.000209256840731237,"Distal Intergenic",1,25229015,25232432,3418,2,"25949","ENST00000474160.1",63667
"chr1",25217565,25219478,1914,"*",63.2917581405045,2.200634530818,0.461444482747618,4.76901255317773,1.85131125266954e-06,0.000209279085505009,"Distal Intergenic",1,25229015,25232432,3418,2,"25949","ENST00000474160.1",12954
"chr1",25232755,25233493,739,"*",230.591909257145,-1.26195599454113,0.264615512654648,-4.76901743923123,1.85126635651653e-06,0.000209279085505009,"Promoter (<=1kb)",1,25230309,25232502,2194,2,"25949","ENST00000476231.1",-253
"chr1",25239669,25241156,1488,"*",175.609460128119,-1.38908231353119,0.291310980259938,-4.76838295724968,1.85710513954468e-06,0.000209567670904186,"Promoter (2-3kb)",1,25242291,25243654,1364,2,"57035","ENST00000564223.5",2498
"chr1",25247647,25248624,978,"*",109.437033891147,1.79698118780543,0.376926411072345,4.76745893898247,1.86564002091476e-06,0.000210164023331654,"Promoter (<=1kb)",1,25242255,25247457,5203,2,"57035","ENST00000568254.5",-190
"chr1",25270497,25272580,2084,"*",84.0795347624583,1.98529436338373,0.41682414460952,4.76290634565699,1.90824419262735e-06,0.000214589526503439,"Promoter (<=1kb)",1,25272393,25306942,34550,1,"6007","ENST00000564398.5",0
"chr1",25286377,25287511,1135,"*",73.2021419748379,2.42254268952336,0.508919851100433,4.76016544507964,1.93434328378087e-06,0.000217146824778741,"Intron (ENST00000564398.5/6007, intron 2 of 6)",1,25272548,25329211,56664,1,"6007","ENST00000568195.5",13829
"chr1",25336915,25337831,917,"*",36.2198582559552,3.54748435996106,0.745458236229457,4.75879692188299,1.94750250211225e-06,0.000218245163412617,"Promoter (<=1kb)",1,25304387,25337233,32847,2,"57035","ENST00000568399.1",0
"chr1",25343674,25344183,510,"*",42.3551460980904,2.57179591908157,0.540515046693191,4.75804685700338,1.9547512931651e-06,0.000218678500635551,"Promoter (1-2kb)",1,25342592,25351654,9063,1,"23585","ENST00000487234.1",1082
"chr1",25411991,25414113,2123,"*",64.7867718402613,2.45577163592506,0.516328592147638,4.75621856560456,1.97252905374148e-06,0.000220286185050048,"Intron (ENST00000294413.13/6006, intron 1 of 9)",1,25362363,25420792,58430,2,"6006","ENST00000346452.8",6679
"chr1",25441545,25442059,515,"*",95.1759352599591,1.81330926755576,0.381500337201949,4.75310003879728,2.00321166648159e-06,0.000222276300357516,"Intron (ENST00000399766.7/55219, intron 1 of 8)",1,25448893,25458783,9891,1,"55219","ENST00000470035.1",-6834
"chr1",25449780,25450505,726,"*",82.2517438811103,2.41330282664769,0.507741953895972,4.75301047733026,2.00409958256804e-06,0.000222276300357516,"Promoter (<=1kb)",1,25448893,25458783,9891,1,"55219","ENST00000470035.1",887
"chr1",25513941,25514851,911,"*",211.831434057237,-2.17975567549058,0.458574844423414,-4.75332587907494,2.00097435420452e-06,0.000222276300357516,"Distal Intergenic",1,25543606,25568886,25281,1,"26119","ENST00000374338.5",-28755
"chr1",25618652,25619467,816,"*",203.880397921446,-1.41623519137748,0.297961057596124,-4.75308821496108,2.00332886682724e-06,0.000222276300357516,"Promoter (<=1kb)",1,25617850,25784450,166601,1,"57134","ENST00000263979.7",802
"chr1",25683285,25684087,803,"*",191.677131094422,1.44505807798761,0.30409874141708,4.75193705588434,2.0147709898758e-06,0.000223077237973217,"Promoter (2-3kb)",1,25686502,25761684,75183,1,"57134","ENST00000473891.1",-2415
"chr1",25804216,25804884,669,"*",75.4064329961624,-1.84332603183668,0.388056342113064,-4.75015051113275,2.03265303253395e-06,0.000224672440575518,"Intron (ENST00000361547.7/57190, intron 3 of 12)",1,25800231,25815990,15760,1,"57190","ENST00000494537.2",3985
"chr1",25820871,25821871,1001,"*",104.515175273588,1.71067758224591,0.360251462034876,4.74856527322103,2.04864770612954e-06,0.000226053940829423,"Promoter (<=1kb)",1,25821523,25832936,11414,1,"56181","ENST00000466284.1",0
"chr1",25858373,25858930,558,"*",229.801695431302,1.59687309046597,0.336352825468189,4.74761312988286,2.05831264507887e-06,0.00022673348201609,"Promoter (<=1kb)",1,25834006,25859457,25452,2,"79000","ENST00000374298.4",527
"chr1",25906577,25907376,800,"*",444.409412090314,-1.55175705221109,0.327074860864133,-4.7443482758392,2.09178692590648e-06,0.000230028970095304,"Promoter (<=1kb)",1,25900595,25906991,6397,2,"3925","ENST00000357865.6",0
"chr1",25908919,25909731,813,"*",155.246221703109,-1.76165385063842,0.371415552001378,-4.7430804691557,2.1049260717688e-06,0.000231080856921295,"Promoter (1-2kb)",1,25900595,25906991,6397,2,"3925","ENST00000357865.6",-1928
"chr1",25997523,25998258,736,"*",140.738767560827,2.07227477785608,0.436955128283529,4.74253451606462,2.1106085406222e-06,0.000231311964144359,"Promoter (<=1kb)",1,25959767,25998063,38297,2,"5051","ENST00000374282.8",0
"chr1",26072253,26072978,726,"*",111.516316971975,1.59280318432374,0.335907240468515,4.74179473506475,2.1183319503771e-06,0.000231765587552172,"Distal Intergenic",1,26061244,26068436,7193,2,"84676","ENST00000483052.1",-3817
"chr1",26110522,26112345,1824,"*",111.432499064433,1.74442097452334,0.367971800297009,4.74063766059065,2.13046641476812e-06,0.000232699474400881,"Promoter (<=1kb)",1,26111165,26125530,14366,1,"149420","ENST00000619836.4",0
"chr1",26182767,26183424,658,"*",81.1331193702004,2.01026028787109,0.424083924250423,4.74024166660944,2.13463459262977e-06,0.000232761563902249,"Promoter (<=1kb)",1,26183204,26188457,5254,1,"10256","ENST00000528281.5",0
"chr1",26233705,26235333,1629,"*",170.101998947712,1.6709591143696,0.352668028043335,4.73805103241251,2.15783478393879e-06,0.000234895210377553,"Promoter (<=1kb)",1,26234200,26277687,43488,1,"64793","ENST00000640292.2",0
"chr1",26243370,26243880,511,"*",266.611395698544,1.59002091384074,0.335658276601435,4.73702281361813,2.16880759049613e-06,0.000234903295827588,"Intron (ENST00000640292.2/64793, intron 2 of 12)",1,26234202,26278808,44607,1,"64793","ENST00000252992.8",9168
"chr1",26331300,26331942,643,"*",215.396274079623,-1.70480314663727,0.359872889694915,-4.7372369396387,2.16651810079198e-06,0.000234903295827588,"Exon (ENST00000475866.3/55057, exon 17 of 22)",1,26328609,26336383,7775,2,"55057","ENST00000520372.5",4441
"chr1",26350960,26351960,1001,"*",121.796858309041,-1.62209205267608,0.342383235029906,-4.73765034825492,2.16210439598693e-06,0.000234903295827588,"Promoter (2-3kb)",1,26342754,26354096,11343,2,"55057","ENST00000374207.4",2136
"chr1",26378212,26378839,628,"*",299.743081970667,-1.3614049385206,0.287446701561385,-4.73619954977937,2.17763179554591e-06,0.00023546463132407,"Distal Intergenic",1,26364722,26374522,9801,2,"257101","ENST00000455900.5",-3690
"chr1",26450571,26451147,577,"*",178.31494119301,-1.88997819913598,0.399122210226571,-4.73533707398315,2.18691327469085e-06,0.000236073454515501,"Intron (ENST00000434391.6/79947, intron 6 of 8)",1,26446364,26467527,21164,1,"79947","ENST00000416052.1",4207
"chr1",26484817,26485883,1067,"*",171.517653713638,-1.46897756639128,0.310381180883541,-4.73281776365963,2.21424274304482e-06,0.000237832475096381,"Distal Intergenic",1,26473429,26475360,1932,1,"3151","ENST00000493418.1",11388
"chr1",26500099,26501611,1513,"*",71.6796793242992,2.17625908430801,0.459792444868249,4.73313363148367,2.21079831320832e-06,0.000237832475096381,"Distal Intergenic",1,26473429,26475360,1932,1,"3151","ENST00000493418.1",26670
"chr1",26524289,26525063,775,"*",288.108166025384,-1.45379970227404,0.307158571018631,-4.73305920604072,2.21160943337503e-06,0.000237832475096381,"Distal Intergenic",1,26529761,26546983,17223,1,"6195","ENST00000525525.5",-4698
"chr1",26530273,26531564,1292,"*",357.878713590156,-1.52215609356486,0.321723614307255,-4.73125386472613,2.23137258235098e-06,0.000239274929597673,"Promoter (<=1kb)",1,26531218,26574431,43214,1,"6195","ENST00000526792.5",0
"chr1",26630672,26631974,1303,"*",159.069292001903,1.84190294586232,0.389376107673206,4.73039539295046,2.24082969908803e-06,0.000239879900515979,"Distal Intergenic",1,26642286,26642389,104,2,"124904813","ENST00000459201.1",10415
"chr1",26676626,26677983,1358,"*",63.8555127899752,-2.13835166674578,0.452108244685713,-4.72973384555788,2.24814369887078e-06,0.000239879900515979,"Distal Intergenic",1,26693236,26781177,87942,1,"8289","ENST00000430799.7",-15253
"chr1",26697879,26698524,646,"*",134.656475682454,1.63214227086385,0.345061916318923,4.72999828052699,2.24521738707006e-06,0.000239879900515979,"Promoter (1-2kb)",1,26696404,26780817,84414,1,"8289","ENST00000457599.6",1475
"chr1",26722150,26723936,1787,"*",213.137316331649,1.50994036540813,0.319301748963771,4.72888222600825,2.25759287175745e-06,0.000240491289424561,"Intron (ENST00000430799.7/8289, intron 1 of 19)",1,26727708,26731318,3611,1,"8289","ENST00000524572.1",-3772
"chr1",26743344,26745089,1746,"*",22.1911502877132,4.46193960804145,0.943799104119546,4.72763704538999,2.27147748947066e-06,0.000241572378201747,"Intron (ENST00000430799.7/8289, intron 4 of 19)",1,26752952,26765080,12129,1,"8289","ENST00000636958.1",-7863
"chr1",26761360,26762298,939,"*",39.5830024433768,2.65236918579531,0.561093637665052,4.72714179549949,2.27702262600093e-06,0.000241764466370848,"Exon (ENST00000430799.7/8289, exon 6 of 20)",1,26766270,26771191,4922,1,"8289","ENST00000430291.2",-3972
"chr1",26771322,26773029,1708,"*",52.8143899017454,2.53550275298331,0.536448142680673,4.72646384851517,2.28463443583433e-06,0.000242098050606088,"Promoter (<=1kb)",1,26772963,26774962,2000,1,"8289","ENST00000636072.1",0
"chr1",26779449,26780214,766,"*",41.2268459683865,2.70380612916385,0.572089338001174,4.72619562988307,2.28765266420748e-06,0.000242098050606088,"3' UTR",1,26774870,26780983,6114,1,"8289","ENST00000532781.1",4579
"chr1",26799544,26800429,886,"*",191.070862727318,1.43889059909624,0.30454870874391,4.72466491495184,2.3049510044913e-06,0.000243132849757605,"3' UTR",1,26789309,26798302,8994,1,"55650","ENST00000674317.1",10235
"chr1",26827616,26828514,899,"*",164.013418037496,1.52679171951637,0.323137582057147,4.72489677553617,2.30232274137034e-06,0.000243132849757605,"Promoter (<=1kb)",1,26826688,26857604,30917,1,"84243","ENST00000374142.9",928
"chr1",26848915,26849777,863,"*",189.345926642514,-2.26139531443667,0.47874785657494,-4.72356227475388,2.3174894948342e-06,0.000244057309813476,"Promoter (<=1kb)",1,26850362,26857602,7241,1,"84243","ENST00000488397.3",-585
"chr1",26921353,26923326,1974,"*",144.862144212267,1.66476295509688,0.352617659702054,4.72115592992004,2.34508065751065e-06,0.000246561399016742,"Promoter (<=1kb)",1,26921743,26946871,25129,1,"10726","ENST00000321265.10",0
"chr1",27047199,27047748,550,"*",120.835174545368,-2.4326269342364,0.515382126052994,-4.72004520774992,2.35792233379731e-06,0.000247509116924786,"Distal Intergenic",1,27005020,27012850,7831,2,"115572","ENST00000289166.6",-34349
"chr1",27070114,27071278,1165,"*",29.4664453680635,3.12153391325023,0.661711903451422,4.71736097985939,2.38923551922376e-06,0.000249580545894229,"Distal Intergenic",1,27100345,27102795,2451,2,"6548","ENST00000447808.1",31517
"chr1",27111984,27112616,633,"*",257.178943979535,1.31375212911302,0.278469280886981,4.71776321225971,2.38451792941066e-06,0.000249580545894229,"Intron (ENST00000263980.8/6548, intron 2 of 11)",1,27098815,27104022,5208,2,"6548","ENST00000374089.5",-7962
"chr1",27135985,27137487,1503,"*",284.913500312055,1.34122983979574,0.284299986604418,4.71765706293176,2.38576203431894e-06,0.000249580545894229,"Intron (ENST00000263980.8/6548, intron 1 of 11)",1,27105451,27154598,49148,2,"6548","ENST00000374086.3",17111
"chr1",27152681,27154125,1445,"*",247.735501402422,-1.69996807318616,0.360518363258353,-4.71534392262825,2.41302806234653e-06,0.000251659366999014,"Promoter (<=1kb)",1,27105451,27154598,49148,2,"6548","ENST00000374086.3",473
"chr1",27192371,27192901,531,"*",45.8598253734097,2.43878265933577,0.517307250043164,4.71437943143514,2.42448511088752e-06,0.000252447072069401,"Distal Intergenic",1,27114233,27166981,52749,2,"6548","ENST00000374084.2",-25390
"chr1",27206244,27206883,640,"*",73.6046022153562,2.15547478037025,0.457404772454979,4.71240116013964,2.44814833233096e-06,0.000254501156457962,"Distal Intergenic",1,27229106,27234352,5247,2,"105376890","ENST00000425205.1",27469
"chr1",27235393,27236287,895,"*",62.721985843284,2.60163024420633,0.552197464263683,4.71141287777448,2.46005262856629e-06,0.000254919011243148,"Promoter (<=1kb)",1,27234668,27308244,73577,1,"23038","ENST00000361771.7",725
"chr1",27332627,27333495,869,"*",90.5972093556883,1.85530826983312,0.393764659720877,4.71171859645371,2.45636418898287e-06,0.000254919011243148,"Promoter (<=1kb)",1,27333463,27336399,2937,1,"84065","ENST00000470223.1",0
"chr1",27418392,27419215,824,"*",79.44972640353,1.99701477677794,0.424226031118029,4.70743101623183,2.50858131487549e-06,0.000258703949603132,"Exon (ENST00000618852.5/10163, exon 3 of 9)",1,27392622,27395814,3193,1,"2827","ENST00000374024.4",25770
"chr1",27475068,27476321,1254,"*",125.811442251288,1.5542059709139,0.330139979300024,4.70771814491899,2.50505142989934e-06,0.000258703949603132,"Intron (ENST00000618852.5/10163, intron 1 of 8)",1,27408197,27490051,81855,2,"10163","ENST00000536657.1",13730
"chr1",27490332,27490834,503,"*",167.2562532049,-1.40530655776142,0.298514315497902,-4.70766889493209,2.50565655739363e-06,0.000258703949603132,"Promoter (<=1kb)",1,27404230,27490167,85938,2,"10163","ENST00000618852.5",-165
"chr1",27542393,27542948,556,"*",61.0951172508682,2.52781716657066,0.537100702956453,4.70641194967048,2.52114803763953e-06,0.000259173216632448,"Intron (ENST00000247087.10/27245, intron 5 of 5)",1,27552773,27553545,773,2,"27245","ENST00000644833.1",10597
"chr1",27557369,27558358,990,"*",101.803933850233,1.78672165333675,0.379635496583559,4.7064135714809,2.52112799019406e-06,0.000259173216632448,"Promoter (<=1kb)",1,27551668,27558361,6694,2,"27245","ENST00000487743.3",3
"chr1",27563885,27564806,922,"*",23.9078763599267,4.35391646677733,0.925270568570796,4.70556031356595,2.53169640566182e-06,0.0002592512886924,"Intron (ENST00000247087.10/27245, intron 1 of 5)",1,27553141,27568260,15120,2,"27245","ENST00000644550.1",3454
"chr1",27568272,27569470,1199,"*",92.3072102774484,1.84990785365788,0.39310832458296,4.7058475691666,2.52813373082577e-06,0.0002592512886924,"Promoter (<=1kb)",1,27553141,27568260,15120,2,"27245","ENST00000644550.1",-12
"chr1",27655382,27656415,1034,"*",254.242894963291,-1.27911622745913,0.271841219586792,-4.7053799618889,2.53393567148044e-06,0.0002592512886924,"Distal Intergenic",1,27660328,27662722,2395,2,"111216282","ENST00000440492.1",6307
"chr1",27658703,27659733,1031,"*",63.0502335582372,2.18771559579797,0.464972475815047,4.70504322210286,2.53812175864781e-06,0.000259269338129425,"Promoter (2-3kb)",1,27660328,27662722,2395,2,"111216282","ENST00000440492.1",2989
"chr1",27713780,27714302,523,"*",310.197494336623,1.23190785414883,0.261941287653257,4.70299228191762,2.56376114548894e-06,0.000261063558155056,"Distal Intergenic",1,27725961,27763116,37156,1,"199870","ENST00000373954.11",-11659
"chr1",27725333,27725895,563,"*",105.608287913569,1.66611898336084,0.35425533347551,4.70315850156711,2.56167396316958e-06,0.000261063558155056,"Promoter (<=1kb)",1,27725961,27763116,37156,1,"199870","ENST00000373954.11",-66
"chr1",27773276,27773951,676,"*",117.116202977035,1.57296226387664,0.334483971927919,4.70265362734813,2.56801860564407e-06,0.000261085929338917,"Promoter (<=1kb)",1,27773255,27802039,28785,1,"23673","ENST00000468761.1",21
"chr1",27914590,27915302,713,"*",58.6558430781736,2.26135658180121,0.480975449635868,4.70160500606261,2.58124462902361e-06,0.000262018616887434,"Promoter (<=1kb)",1,27891924,27914746,22823,2,"6118","ENST00000373909.7",0
"chr1",27923188,27923871,684,"*",33.9616357286752,3.65738965688256,0.77817160248552,4.69997831480958,2.60189118365732e-06,0.000263700448003865,"Distal Intergenic",1,27891924,27914746,22823,2,"6118","ENST00000373909.7",-8442
"chr1",27934990,27936221,1232,"*",89.5699412365891,1.99171133487267,0.423986852620444,4.6975780559301,2.6326458780439e-06,0.00026556866633416,"Promoter (<=1kb)",1,27935000,27959152,24153,1,"27293","ENST00000373894.8",0
"chr1",27979876,27980864,989,"*",221.575390085959,1.27716533343965,0.271850437117638,4.69804406783785,2.62664766908798e-06,0.00026556866633416,"Intron (ENST00000373871.8/2140, intron 16 of 17)",1,27960262,27967572,7311,1,"55113","ENST00000675359.1",19614
"chr1",27990356,27991119,764,"*",50.7135993493852,2.79409170329106,0.594768999858607,4.6977762861805,2.63009277935145e-06,0.00026556866633416,"Exon (ENST00000426041.2/ENST00000426041.2, exon 1 of 1)",1,27988473,28011086,22614,2,"2140","ENST00000495923.5",19967
"chr1",27996009,27997734,1726,"*",62.3782997407203,2.32404761394125,0.494905487428451,4.69594230206882,2.65380449490226e-06,0.000266455982057259,"Exon (ENST00000373871.8/2140, exon 13 of 18)",1,27988473,28011086,22614,2,"2140","ENST00000495923.5",13352
"chr1",28055693,28056366,674,"*",146.158681689376,1.52843522946668,0.325450929738888,4.69636153964272,2.64836611932022e-06,0.000266455982057259,"Promoter (1-2kb)",1,27973468,28058087,84620,2,"2140","ENST00000373864.5",1721
"chr1",28065922,28067128,1207,"*",106.957520015571,-1.71866742618373,0.365978607171833,-4.69608712778335,2.65192459619915e-06,0.000266455982057259,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27973468,28058087,84620,2,"2140","ENST00000373864.5",-7835
"chr1",28078817,28080424,1608,"*",295.62760385822,-1.20122811942226,0.255823230404699,-4.69553964087618,2.65903793031057e-06,0.000266567521878778,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27977273,28088564,111292,2,"2140","ENST00000373863.3",8140
"chr1",28087968,28088774,807,"*",65.7796818715056,-2.08828468680495,0.44481191524213,-4.69475887503644,2.66921387394407e-06,0.000267173433905724,"Promoter (<=1kb)",1,27970344,28088610,118267,2,"2140","ENST00000373871.8",0
"chr1",28090577,28091617,1041,"*",60.8803400504273,2.5075267841678,0.534150058748739,4.69442386665978,2.67359158278381e-06,0.000267197998971227,"Promoter (1-2kb)",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-1940
"chr1",28110695,28111234,540,"*",58.3551098243956,2.70226825547064,0.575792550139181,4.69312820184535,2.6905875803696e-06,0.000267244367948201,"Distal Intergenic",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-22058
"chr1",28112886,28113449,564,"*",123.482697218785,1.99698748439522,0.425459693566276,4.69371720657281,2.6828484440096e-06,0.000267244367948201,"Distal Intergenic",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-24249
"chr1",28163585,28164531,947,"*",31.7584094802321,3.16159953967752,0.673648260526879,4.69324976391202,2.68898858187248e-06,0.000267244367948201,"Intron (ENST00000373857.8/5724, intron 1 of 1)",1,28147166,28176690,29525,2,"5724","ENST00000373857.8",12159
"chr1",28235909,28237448,1540,"*",125.629597064154,-1.58729032376655,0.338199283808018,-4.69335802812517,2.68756526800247e-06,0.000267244367948201,"Promoter (<=1kb)",1,28236109,28238105,1997,1,"93974","ENST00000497986.5",0
"chr1",28248294,28249364,1071,"*",208.764216671658,1.4651582545151,0.312310573707245,4.69135014265805,2.71408029069956e-06,0.000269164333860313,"Distal Intergenic",1,28259518,28282491,22974,1,"83667","ENST00000253063.4",-10154
"chr1",28273671,28274880,1210,"*",39.0750545096041,2.6235281685307,0.559531685393227,4.68879285484421,2.74821404797876e-06,0.000272132111112335,"Exon (ENST00000253063.4/83667, exon 7 of 10)",1,28259518,28282491,22974,1,"83667","ENST00000253063.4",14153
