"","seqnames","start","end","width","strand","GFP_1","GFP_3","YAF_2","YAF_3"
"2480","11",34301763,34305013,3251,"*",101,91,269,228
"2481","11",34341646,34347020,5375,"*",240,241,571,427
"2482","11",34353894,34359881,5988,"*",343,345,631,389
"2483","11",34438526,34441106,2581,"*",114,122,277,181
"2484","11",34483246,34484729,1484,"*",86,56,177,128
"2485","11",34630627,34636118,5492,"*",100,106,363,277
"2486","11",34637090,34645199,8110,"*",163,177,537,405
"2487","11",34652913,34656663,3751,"*",81,98,296,274
"2488","11",34791801,34793574,1774,"*",50,61,126,102
"2489","11",35081868,35086288,4421,"*",113,107,438,274
"2490","11",35110583,35112980,2398,"*",77,78,327,209
"2491","11",35134796,35147753,12958,"*",282,240,979,715
"2492","11",35212662,35217676,5015,"*",55,53,332,278
"2493","11",35280825,35283301,2477,"*",48,61,230,187
"2494","11",35288290,35291241,2952,"*",19,12,155,122
"2495","11",35363072,35366032,2961,"*",90,80,283,204
"2496","11",35483603,35488091,4489,"*",167,111,314,252
"2497","11",35529527,35531390,1864,"*",56,53,193,164
"2498","11",35592427,35593720,1294,"*",21,13,103,96
"2499","11",35597891,35600900,3010,"*",45,45,210,166
"2500","11",35793940,35797676,3737,"*",66,60,316,229
"2501","11",35820915,35822568,1654,"*",48,52,113,124
"2502","11",35918661,35920395,1735,"*",67,60,137,107
"2503","11",36147710,36153360,5651,"*",135,143,457,361
"2504","11",36155563,36157324,1762,"*",62,53,184,141
"2505","11",36248960,36250351,1392,"*",75,78,96,89
"2506","11",36256516,36267876,11361,"*",607,645,913,622
"2507","11",36371374,36373964,2591,"*",61,38,187,161
"2508","11",36375934,36379005,3072,"*",111,120,281,164
"2509","11",36446317,36456864,10548,"*",417,407,1161,781
"2510","11",36746313,36750020,3708,"*",170,179,257,190
"2511","11",43679813,43681468,1656,"*",79,61,192,122
"2512","11",43939840,43949295,9456,"*",678,595,582,415
"2513","11",43980722,43991379,10658,"*",577,551,907,589
"2514","11",44036678,44040136,3459,"*",154,120,228,174
"2515","11",44095566,44096703,1138,"*",54,49,114,64
"2516","11",44285863,44291505,5643,"*",242,221,501,314
"2517","11",44297800,44341758,43959,"*",2487,2301,4432,2834
"2518","11",44456680,44458522,1843,"*",107,91,178,111
"2519","11",44523599,44528811,5213,"*",262,283,398,251
"2520","11",44561247,44583017,21771,"*",1085,1055,1714,1161
"2521","11",44613024,44629588,16565,"*",1043,1073,1517,917
"2522","11",44631936,44636016,4081,"*",146,161,273,182
"2523","11",44649931,44657467,7537,"*",359,354,511,338
"2524","11",44719838,44737721,17884,"*",941,871,1198,776
"2525","11",44752934,44756271,3338,"*",190,169,301,223
"2526","11",44773590,44782972,9383,"*",441,469,828,497
"2527","11",44783731,44810134,26404,"*",1336,1321,1818,1198
"2528","11",44811797,44822008,10212,"*",488,472,778,538
"2529","11",44845379,44890168,44790,"*",3044,2748,3507,2282
"2530","11",44891274,44912813,21540,"*",1406,1390,1938,1270
"2531","11",44954242,44956152,1911,"*",119,90,196,143
"2532","11",44967623,44983147,15525,"*",757,725,1119,730
"2533","11",45091940,45101399,9460,"*",385,411,702,474
"2534","11",45102318,45112232,9915,"*",610,609,788,511
"2535","11",45177010,45185080,8071,"*",451,443,500,327
"2536","11",45250122,45258479,8358,"*",357,338,439,276
"2537","11",45258652,45260994,2343,"*",83,62,166,142
"2538","11",45280568,45282541,1974,"*",72,58,121,99
"2539","11",45337864,45340569,2706,"*",124,161,194,126
"2540","11",45378312,45387055,8744,"*",413,382,690,430
"2541","11",45403873,45415417,11545,"*",492,473,898,632
"2542","11",45443309,45448067,4759,"*",175,181,293,217
"2543","11",45551234,45563401,12168,"*",441,402,895,559
"2544","11",45602903,45613297,10395,"*",385,305,852,592
"2545","11",45649466,45673926,24461,"*",1391,1293,1927,1245
"2546","11",45800981,45807988,7008,"*",286,259,426,281
"2547","11",45815836,45819788,3953,"*",107,122,197,172
"2548","11",45845438,45850860,5423,"*",225,225,352,257
"2549","11",45879722,45888658,8937,"*",486,473,604,400
"2550","11",45889591,45911539,21949,"*",1504,1442,1414,957
"2551","11",45982892,45984490,1599,"*",45,37,183,127
"2552","11",46270940,46282672,11733,"*",572,527,774,512
"2553","11",46288653,46300492,11840,"*",714,778,1109,776
"2554","11",46315163,46321033,5871,"*",348,381,375,269
"2555","11",46329478,46337284,7807,"*",693,603,589,398
"2556","11",46343993,46354494,10502,"*",596,500,713,437
"2557","11",46361134,46398361,37228,"*",2793,2595,2932,1761
"2558","11",46504327,46506398,2072,"*",45,38,192,147
"2559","11",46826176,46827603,1428,"*",48,40,156,108
"2560","11",46894522,46897460,2939,"*",189,182,321,186
"2561","11",46912480,46921253,8774,"*",349,312,585,421
"2562","11",47176321,47181651,5331,"*",282,239,380,261
"2563","11",47182529,47189833,7305,"*",398,399,424,295
"2564","11",47232667,47236814,4148,"*",146,145,288,244
"2565","11",47328028,47361957,33930,"*",1826,1743,1846,1173
"2566","11",47371714,47379759,8046,"*",434,419,400,277
"2567","11",47412027,47416703,4677,"*",334,344,402,257
"2568","11",47523231,47525646,2416,"*",32,45,234,202
"2569","11",47585808,47596299,10492,"*",613,577,713,446
"2570","11",47857540,47858725,1186,"*",53,46,131,108
"2571","11",47917913,47921074,3162,"*",103,100,221,169
"2572","11",47946010,47949017,3008,"*",116,102,253,231
"2573","11",47973165,47975113,1949,"*",63,68,170,127
"2574","11",48004044,48008261,4218,"*",111,77,320,237
"2575","11",48055018,48058672,3655,"*",157,145,271,187
"2576","11",48077530,48083100,5571,"*",123,110,390,293
"2577","11",57286811,57290751,3941,"*",112,99,320,241
"2578","11",57292903,57296452,3550,"*",151,167,496,369
"2579","11",57307248,57315991,8744,"*",401,371,616,387
"2580","11",57344996,57351400,6405,"*",347,371,410,247
"2581","11",57423939,57441245,17307,"*",624,563,1262,800
"2582","11",57453013,57492107,39095,"*",2606,2432,2958,1920
"2583","11",57493139,57494824,1686,"*",106,94,128,91
"2584","11",57637464,57642972,5509,"*",285,262,473,284
"2585","11",57643898,57650877,6980,"*",507,432,616,439
"2586","11",57775867,57779873,4007,"*",45,64,338,245
"2587","11",58058121,58063167,5047,"*",106,106,332,300
"2588","11",58653399,58655194,1796,"*",55,75,100,82
"2589","11",58674917,58676538,1622,"*",79,75,110,86
"2590","11",58770622,58772412,1791,"*",78,73,201,212
"2591","11",58786599,58789524,2926,"*",118,91,314,227
"2592","11",59135857,59138132,2276,"*",81,80,150,115
"2593","11",59157258,59159349,2092,"*",72,79,197,128
"2594","11",59169621,59178084,8464,"*",483,484,742,476
"2595","11",59193988,59198748,4761,"*",193,175,293,193
"2596","11",59614485,59616836,2352,"*",54,65,159,105
"2597","11",59753933,59759533,5601,"*",215,180,456,279
"2598","11",59783998,59789109,5112,"*",163,133,345,241
"2599","11",60766912,60778100,11189,"*",622,544,1020,707
"2600","11",60782083,60796731,14649,"*",520,554,1011,709
"2601","11",60818500,60822630,4131,"*",174,195,343,240
"2602","11",60830731,60836119,5389,"*",179,161,420,306
"2603","11",60866651,60878476,11826,"*",535,495,960,562
"2604","11",60886847,60892574,5728,"*",155,132,438,327
"2605","11",60912127,60917537,5411,"*",209,192,427,326
"2606","11",60920824,60932119,11296,"*",650,625,799,516
"2607","11",60969687,60974269,4583,"*",292,246,301,205
"2608","11",61001985,61005615,3631,"*",193,159,225,177
"2609","11",61010906,61028873,17968,"*",1193,1140,1338,907
"2610","11",61160473,61161991,1519,"*",73,59,128,90
"2611","11",61193380,61196817,3438,"*",244,193,237,185
"2612","11",61246478,61260833,14356,"*",684,649,607,418
"2613","11",61266730,61312159,45430,"*",3066,2945,2335,1639
"2614","11",61384003,61386009,2007,"*",109,110,215,143
"2615","11",61390669,61395135,4467,"*",277,288,521,242
"2616","11",61444219,61448893,4675,"*",82,139,281,178
"2617","11",61473810,61500842,27033,"*",1857,1823,1562,1004
"2618","11",61605391,61614965,9575,"*",743,663,781,525
"2619","11",61618417,61630941,12525,"*",816,785,679,503
"2620","11",61631569,61641926,10358,"*",512,511,504,397
"2621","11",61665813,61671940,6128,"*",243,260,276,220
"2622","11",61673626,61685156,11531,"*",668,667,725,455
"2623","11",61693681,61720983,27303,"*",1660,1564,1868,1233
"2624","11",61814455,61818207,3753,"*",187,180,228,171
"2625","11",61825282,61830732,5451,"*",329,279,417,283
"2626","11",61831720,61835464,3745,"*",176,191,304,175
"2627","11",61860610,61880335,19726,"*",1181,1105,1231,735
"2628","11",61883469,61888946,5478,"*",283,266,381,274
"2629","11",61890037,61924860,34824,"*",2572,2408,2240,1463
"2630","11",61944957,61948095,3139,"*",212,171,270,177
"2631","11",61971179,61979632,8454,"*",347,283,633,474
"2632","11",62004500,62005759,1260,"*",38,25,106,103
"2633","11",62010808,62014165,3358,"*",151,162,311,210
"2634","11",62123590,62126314,2725,"*",108,81,256,199
"2635","11",62310094,62313911,3818,"*",216,204,242,177
"2636","11",62409518,62412130,2613,"*",88,108,176,114
"2637","11",62471030,62473053,2024,"*",101,77,213,173
"2638","11",62499600,62503519,3920,"*",164,179,323,244
"2639","11",62508418,62510514,2097,"*",81,69,154,119
"2640","11",62538176,62550400,12225,"*",985,942,1393,875
"2641","11",62551686,62557796,6111,"*",426,389,758,514
"2642","11",62572740,62575831,3092,"*",114,133,289,196
"2643","11",62590924,62595427,4504,"*",184,209,386,323
"2644","11",62597930,62606390,8461,"*",339,334,572,358
"2645","11",62607634,62616860,9227,"*",448,424,542,307
"2646","11",62645797,62649957,4161,"*",174,175,257,167
"2647","11",62671117,62673511,2395,"*",87,94,189,113
"2648","11",62752322,62755826,3505,"*",143,143,268,165
"2649","11",62761363,62762833,1471,"*",57,52,133,86
"2650","11",62769575,62772710,3136,"*",109,122,220,170
"2651","11",62853560,62857514,3955,"*",103,118,231,172
"2652","11",62879375,62884660,5286,"*",189,192,454,341
"2653","11",62905355,62913553,8199,"*",583,529,522,361
"2654","11",62916042,62924165,8124,"*",697,589,582,370
"2655","11",62925210,62934757,9548,"*",623,556,658,398
"2656","11",62973714,62978080,4367,"*",229,207,258,196
"2657","11",63489921,63492322,2402,"*",83,84,128,99
"2658","11",63535678,63540308,4631,"*",182,165,315,213
"2659","11",63597826,63600116,2291,"*",58,50,194,151
"2660","11",63605932,63611817,5886,"*",155,119,418,274
"2661","11",63612995,63614809,1815,"*",72,43,149,98
"2662","11",63667101,63668978,1878,"*",29,47,137,132
"2663","11",63834776,63842102,7327,"*",287,286,534,385
"2664","11",63868892,63876137,7246,"*",211,199,423,304
"2665","11",63897763,63924706,26944,"*",1419,1435,1425,957
"2666","11",63994177,64009970,15794,"*",1074,1073,1278,805
"2667","11",64066721,64106849,40129,"*",2836,2693,2965,1853
"2668","11",64115913,64158370,42458,"*",2559,2533,2547,1606
"2669","11",64162689,64168529,5841,"*",344,321,319,203
"2670","11",64178626,64187462,8837,"*",440,443,682,512
"2671","11",64202815,64213049,10235,"*",606,580,611,388
"2672","11",64218878,64227899,9022,"*",508,552,612,396
"2673","11",64228749,64274204,45456,"*",3156,2899,3182,1951
"2674","11",64284629,64302298,17670,"*",1205,1154,1028,644
"2675","11",64303129,64307747,4619,"*",390,381,460,260
"2676","11",64326903,64333997,7095,"*",282,296,413,276
"2677","11",64337725,64363405,25681,"*",1628,1613,1449,831
"2678","11",64371608,64375158,3551,"*",177,175,232,163
"2679","11",64378444,64396864,18421,"*",994,951,1268,876
"2680","11",64447352,64459723,12372,"*",872,806,1105,675
"2681","11",64472263,64480295,8033,"*",384,371,507,319
"2682","11",64482253,64491089,8837,"*",402,324,519,335
"2683","11",64553566,64572923,19358,"*",1294,1290,1105,734
"2684","11",64596550,64663640,67091,"*",4764,4699,4179,2748
"2685","11",64665343,64680844,15502,"*",956,837,1009,689
"2686","11",64681819,64701703,19885,"*",1478,1400,1325,922
"2687","11",64709827,64732570,22744,"*",1878,1707,1476,1014
"2688","11",64734782,64737481,2700,"*",240,245,238,141
"2689","11",64738259,64766418,28160,"*",1993,1977,1887,1171
"2690","11",64777480,64779320,1841,"*",51,64,127,77
"2691","11",64798743,64808377,9635,"*",648,608,601,342
"2692","11",64809416,64811219,1804,"*",111,129,144,91
"2693","11",64821874,64861559,39686,"*",2870,2740,2879,1743
"2694","11",64862487,64881753,19267,"*",1060,1030,1776,1181
"2695","11",64887345,64904010,16666,"*",1406,1314,1315,797
"2696","11",64905607,64918512,12906,"*",632,667,633,411
"2697","11",64922530,64928531,6002,"*",397,397,413,288
"2698","11",65006746,65008152,1407,"*",70,62,118,95
"2699","11",65012342,65014979,2638,"*",91,96,128,70
"2700","11",65023061,65024881,1821,"*",84,65,77,54
"2701","11",65051733,65055166,3434,"*",267,262,229,135
"2702","11",65106901,65118210,11310,"*",779,714,702,468
"2703","11",65148715,65153155,4441,"*",248,211,372,254
"2704","11",65180309,65185423,5115,"*",302,294,354,214
"2705","11",65224745,65227659,2915,"*",156,161,203,148
"2706","11",65290695,65292807,2113,"*",118,102,207,174
"2707","11",65307310,65312359,5050,"*",372,310,578,455
"2708","11",65313253,65318173,4921,"*",393,350,431,296
"2709","11",65353950,65360066,6117,"*",443,432,478,296
"2710","11",65368976,65401286,32311,"*",1761,1670,1783,1126
"2711","11",65413626,65421666,8041,"*",479,458,752,495
"2712","11",65470523,65472527,2005,"*",88,84,168,127
"2713","11",65485450,65494249,8800,"*",203,186,648,418
"2714","11",65529054,65549393,20340,"*",1050,1042,1079,650
"2715","11",65550933,65562416,11484,"*",883,903,1390,982
"2716","11",65569261,65600943,31683,"*",2145,2153,1922,1169
"2717","11",65609329,65617970,8642,"*",446,452,528,346
"2718","11",65649138,65660474,11337,"*",564,575,653,472
"2719","11",65691998,65700561,8564,"*",477,490,544,360
"2720","11",65710986,65715279,4294,"*",151,152,249,157
"2721","11",65716311,65721024,4714,"*",308,285,419,252
"2722","11",65743984,65745901,1918,"*",128,116,120,99
"2723","11",65774736,65804633,29898,"*",2486,2296,1776,1195
"2724","11",65831891,65836049,4159,"*",212,216,316,174
"2725","11",65857091,65874026,16936,"*",923,904,1070,681
"2726","11",65884330,65894701,10372,"*",619,525,651,412
"2727","11",65901913,65903758,1846,"*",106,116,168,121
"2728","11",65909196,65923277,14082,"*",783,769,995,635
"2729","11",65987313,65989696,2384,"*",117,122,180,151
"2730","11",66005839,66009201,3363,"*",189,169,328,236
"2731","11",66019796,66028495,8700,"*",514,488,435,321
"2732","11",66045004,66052441,7438,"*",501,457,531,315
"2733","11",66066639,66072639,6001,"*",260,222,478,329
"2734","11",66118286,66120183,1898,"*",35,29,163,95
"2735","11",66217206,66225429,8224,"*",266,289,459,270
"2736","11",66255265,66260577,5313,"*",249,213,275,163
"2737","11",66260648,66270708,10061,"*",637,611,675,450
"2738","11",66272010,66300948,28939,"*",1936,1850,1765,1110
"2739","11",66321672,66342695,21024,"*",1833,1694,1530,941
"2740","11",66359624,66373638,14015,"*",890,870,925,562
"2741","11",66384616,66390121,5506,"*",228,217,318,222
"2742","11",66402669,66425810,23142,"*",1186,1198,1371,893
"2743","11",66438302,66440919,2618,"*",151,150,167,140
"2744","11",66464986,66469155,4170,"*",194,166,245,147
"2745","11",66545802,66569573,23772,"*",1371,1386,1241,865
"2746","11",66676633,66678834,2202,"*",70,69,143,106
"2747","11",66684856,66695254,10399,"*",555,511,550,398
"2748","11",66719102,66730376,11275,"*",509,521,623,462
"2749","11",66878076,66884039,5964,"*",416,391,663,395
"2750","11",66892026,66895086,3061,"*",92,85,212,191
"2751","11",66950138,66959364,9227,"*",356,371,612,445
"2752","11",66967682,66971928,4247,"*",138,144,402,331
"2753","11",66973982,66979669,5688,"*",262,241,454,321
"2754","11",66981119,66990187,9069,"*",720,706,901,650
"2755","11",67018876,67035163,16288,"*",1438,1352,2001,1330
"2756","11",67038577,67063218,24642,"*",1987,1789,1661,1149
"2757","11",67064581,67084041,19461,"*",942,970,994,658
"2758","11",67238772,67241631,2860,"*",139,135,467,265
"2759","11",67260443,67273992,13550,"*",752,680,831,550
"2760","11",67299094,67316155,17062,"*",1165,1072,1014,640
"2761","11",67317203,67319152,1950,"*",105,121,140,110
"2762","11",67348155,67359439,11285,"*",640,665,1137,689
"2763","11",67363095,67385956,22862,"*",1263,1237,1999,1273
"2764","11",67386833,67394617,7785,"*",417,402,562,309
"2765","11",67403198,67425951,22754,"*",2127,1976,1540,1012
"2766","11",67431580,67460061,28482,"*",1756,1558,1393,842
"2767","11",67463880,67469619,5740,"*",297,305,339,200
"2768","11",67482783,67487256,4474,"*",280,271,300,225
"2769","11",67488289,67509891,21603,"*",1282,1128,1190,701
"2770","11",67514517,67528076,13560,"*",796,762,652,440
"2771","11",67574513,67581805,7293,"*",385,401,380,309
"2772","11",67610766,67620405,9640,"*",602,542,585,335
"2773","11",67626212,67637568,11357,"*",726,752,736,460
"2774","11",67638430,67651051,12622,"*",1093,1095,893,482
"2775","11",67660726,67669248,8523,"*",749,747,562,337
"2776","11",67670301,67672007,1707,"*",119,105,100,48
"2777","11",68001574,68046316,44743,"*",2380,2287,2808,1761
"2778","11",68140559,68152851,12293,"*",710,688,954,564
"2779","11",68162515,68164873,2359,"*",26,35,122,66
"2780","11",68214132,68227088,12957,"*",628,526,648,398
"2781","11",68295926,68300811,4886,"*",377,381,320,196
"2782","11",68309859,68312403,2545,"*",173,151,162,103
"2783","11",68313316,68318630,5315,"*",302,282,331,223
"2784","11",68327721,68334218,6498,"*",262,299,315,232
"2785","11",68346784,68359414,12631,"*",693,679,763,567
"2786","11",68647232,68670958,23727,"*",2055,1884,1714,1088
"2787","11",68676947,68696282,19336,"*",1231,1134,1165,712
"2788","11",68703381,68713087,9707,"*",406,383,564,369
"2789","11",68731179,68735940,4762,"*",239,236,286,202
"2790","11",68990420,68995403,4984,"*",244,274,194,120
"2791","11",68996392,69015972,19581,"*",1368,1292,1061,663
"2792","11",69070248,69082384,12137,"*",696,674,788,497
"2793","11",69083154,69090587,7434,"*",502,428,549,293
"2794","11",69093397,69124995,31599,"*",2181,2220,2251,1418
"2795","11",69129782,69133010,3229,"*",236,261,257,199
"2796","11",69165234,69174098,8865,"*",518,491,589,436
"2797","11",69196134,69205772,9639,"*",554,525,612,358
"2798","11",69243824,69253562,9739,"*",512,545,615,374
"2799","11",69263958,69278906,14949,"*",871,772,777,526
"2800","11",69280162,69291214,11053,"*",591,612,657,477
"2801","11",69292278,69304782,12505,"*",1246,1195,1315,843
"2802","11",69305759,69322575,16817,"*",1320,1226,1554,1096
"2803","11",69370451,69387416,16966,"*",976,913,909,588
"2804","11",69414659,69421763,7105,"*",308,276,383,269
"2805","11",69427465,69456898,29434,"*",1757,1579,1973,1191
"2806","11",69459927,69506220,46294,"*",3825,3721,3107,2137
"2807","11",69521042,69534719,13678,"*",720,645,671,412
"2808","11",69535852,69547305,11454,"*",685,649,860,534
"2809","11",69586860,69588792,1933,"*",65,64,202,132
"2810","11",69640338,69641480,1143,"*",79,73,97,61
"2811","11",69643008,69667059,24052,"*",1419,1452,1628,980
"2812","11",69682876,69687885,5010,"*",269,284,279,168
"2813","11",69693829,69695694,1866,"*",74,68,105,61
"2814","11",69695703,69713639,17937,"*",926,899,1041,652
"2815","11",69714407,69735120,20714,"*",1246,1294,1615,1005
"2816","11",69744368,69755049,10682,"*",701,687,725,438
"2817","11",69787523,69793227,5705,"*",353,333,312,247
"2818","11",69795839,69803586,7748,"*",373,371,418,243
"2819","11",69804429,69843958,39530,"*",2612,2530,2573,1631
"2820","11",69859984,69869982,9999,"*",623,551,673,369
"2821","11",69871262,69886269,15008,"*",989,908,883,568
"2822","11",69887129,69896409,9281,"*",700,609,829,467
"2823","11",69899331,69932815,33485,"*",2386,2361,2133,1295
"2824","11",69945836,69959437,13602,"*",731,721,1048,718
"2825","11",69960736,69971372,10637,"*",472,424,500,374
"2826","11",70013045,70024304,11260,"*",574,527,670,421
"2827","11",70072130,70118625,46496,"*",2933,2799,2912,1892
"2828","11",70119725,70121334,1610,"*",102,107,169,79
"2829","11",70122594,70124960,2367,"*",209,162,188,116
"2830","11",70127133,70138147,11015,"*",901,860,635,436
"2831","11",70139054,70175683,36630,"*",2399,2048,2397,1601
"2832","11",70176938,70188189,11252,"*",760,734,687,460
"2833","11",70189682,70193931,4250,"*",241,257,294,182
"2834","11",70195394,70196527,1134,"*",84,67,114,73
"2835","11",70201628,70204703,3076,"*",89,70,193,131
"2836","11",70230887,70236720,5834,"*",262,277,473,348
"2837","11",70244048,70249763,5716,"*",233,190,478,291
"2838","11",70250641,70253192,2552,"*",107,91,222,124
"2839","11",70420079,70426046,5968,"*",240,277,471,233
"2840","11",70460107,70469221,9115,"*",498,456,619,412
"2841","11",70471356,70511240,39885,"*",2277,2186,2680,1707
"2842","11",70518094,70519466,1373,"*",102,82,148,102
"2843","11",70520323,70556063,35741,"*",2313,2224,2478,1610
"2844","11",70557015,70559761,2747,"*",163,147,203,140
"2845","11",70566296,70587357,21062,"*",1212,1144,1617,932
"2846","11",70647367,70651694,4328,"*",170,179,230,158
"2847","11",70755304,70764029,8726,"*",481,521,586,341
"2848","11",70782728,70789986,7259,"*",326,323,424,290
"2849","11",70925719,70929014,3296,"*",86,98,116,90
"2850","11",71077705,71085228,7524,"*",351,372,397,281
"2851","11",71127790,71130364,2575,"*",157,187,172,136
"2852","11",71138123,71141895,3773,"*",193,165,175,122
"2853","11",71234693,71242895,8203,"*",462,405,564,384
"2854","11",71280392,71288179,7788,"*",357,325,546,411
"2855","11",71296213,71299881,3669,"*",182,170,234,181
"2856","11",71348525,71350328,1804,"*",111,101,134,80
"2857","11",71566183,71578731,12549,"*",667,642,646,472
"2858","11",72069034,72071022,1989,"*",26,31,140,97
"2859","11",72226990,72252006,25017,"*",1337,1276,1262,774
"2860","11",72429705,72432959,3255,"*",119,117,180,130
"2861","11",72463963,72471776,7814,"*",278,307,334,275
"2862","11",72570537,72571956,1420,"*",120,106,128,88
"2863","11",72573421,72621706,48286,"*",3884,3704,3931,2523
"2864","11",72622632,72689973,67342,"*",4701,4581,4790,3056
"2865","11",72735643,72760710,25068,"*",1286,1241,1412,991
"2866","11",72762564,72791411,28848,"*",1769,1772,1692,1133
"2867","11",72812672,72819716,7045,"*",453,467,621,391
"2868","11",72820258,72826974,6717,"*",396,396,413,259
"2869","11",72828214,72833805,5592,"*",315,281,351,254
"2870","11",73172629,73179171,6543,"*",349,335,400,284
"2871","11",73184985,73197559,12575,"*",679,673,1104,766
"2872","11",73232221,73243851,11631,"*",699,638,820,520
"2873","11",73262977,73275708,12732,"*",744,707,770,496
"2874","11",73279938,73298830,18893,"*",1053,945,1200,844
"2875","11",73305577,73318978,13402,"*",712,686,803,517
"2876","11",73330668,73336914,6247,"*",321,310,474,356
"2877","11",73371590,73396754,25165,"*",1435,1329,1394,850
"2878","11",73427866,73430612,2747,"*",53,47,149,129
"2879","11",73645659,73656654,10996,"*",434,415,705,460
"2880","11",73956004,73959506,3503,"*",176,182,233,159
"2881","11",73963432,73966538,3107,"*",211,173,246,178
"2882","11",74138168,74139766,1599,"*",21,18,118,105
"2883","11",74169807,74172480,2674,"*",77,78,259,152
"2884","11",74318086,74319586,1501,"*",25,38,125,118
"2885","11",74634026,74637033,3008,"*",44,42,166,130
"2886","11",74724053,74735161,11109,"*",576,541,605,438
"2887","11",74929075,74930964,1890,"*",48,66,153,117
"2888","11",74942590,74943823,1234,"*",54,53,141,139
"2889","11",75028175,75037066,8892,"*",319,300,605,379
"2890","11",75140384,75153766,13383,"*",697,655,822,578
"2891","11",75275827,75294295,18469,"*",999,980,1116,785
"2892","11",75323759,75326945,3187,"*",137,131,245,164
"2893","11",75328079,75330575,2497,"*",109,111,332,217
"2894","11",75333233,75353297,20065,"*",1155,1075,1781,1165
"2895","11",75425539,75453429,27891,"*",1838,1779,1832,1205
"2896","11",75460003,75474542,14540,"*",951,968,1039,756
"2897","11",75490031,75493287,3257,"*",128,107,247,170
"2898","11",75547663,75550895,3233,"*",184,171,238,162
"2899","11",75654487,75656840,2354,"*",88,75,140,127
"2900","11",75812664,75817360,4697,"*",158,181,349,281
"2901","11",76148773,76155728,6956,"*",313,258,374,243
"2902","11",76274339,76293887,19549,"*",1192,1066,911,605
"2903","11",76444419,76446320,1902,"*",64,68,195,135
"2904","11",76577091,76580985,3895,"*",178,169,246,163
"2905","11",76692220,76703705,11486,"*",580,559,733,532
"2906","11",76721256,76727461,6206,"*",378,383,455,328
"2907","11",76747316,76754409,7094,"*",324,338,430,300
"2908","11",76778521,76790479,11959,"*",827,777,931,659
"2909","11",76791873,76801839,9967,"*",610,572,751,474
"2910","11",76802787,76809429,6643,"*",276,267,449,286
"2911","11",76823481,76825839,2359,"*",76,64,254,176
"2912","11",76836053,76842130,6078,"*",226,223,468,343
"2913","11",77063653,77075755,12103,"*",733,608,905,568
"2914","11",77080778,77091934,11157,"*",616,552,679,435
"2915","11",77100336,77108778,8443,"*",558,505,703,446
"2916","11",77109700,77114291,4592,"*",223,207,416,278
"2917","11",77589500,77590996,1497,"*",68,75,163,95
"2918","11",78573616,78575909,2294,"*",45,56,155,116
"2919","11",78645169,78650375,5207,"*",210,220,319,213
"2920","11",78714069,78717170,3102,"*",135,112,229,161
"2921","11",79098231,79101042,2812,"*",111,130,143,120
"2922","11",79400198,79402765,2568,"*",65,92,115,83
"2923","11",79410912,79415767,4856,"*",125,123,331,238
"2924","11",79435453,79443815,8363,"*",524,498,547,324
"2925","11",79492686,79494611,1926,"*",95,106,157,91
"2926","11",82694682,82697012,2331,"*",103,101,151,98
"2927","11",82717052,82718843,1792,"*",51,59,125,85
"2928","11",82857885,82859233,1349,"*",25,19,130,82
"2929","11",82899235,82902864,3630,"*",112,112,289,199
"2930","11",83068369,83072630,4262,"*",61,93,293,211
"2931","11",83256671,83258311,1641,"*",43,35,115,104
"2932","11",85685374,85686572,1199,"*",52,53,136,97
"2933","11",85889799,85892392,2594,"*",63,59,169,130
"2934","11",86150306,86153059,2754,"*",61,56,212,202
"2935","11",86172350,86177629,5280,"*",111,104,379,310
"2936","11",86453412,86465888,12477,"*",332,300,931,692
"2937","11",86515337,86517983,2647,"*",42,43,160,136
"2938","11",86632105,86641774,9670,"*",220,194,662,427
"2939","11",86643724,86645597,1874,"*",49,39,183,127
"2940","11",87037122,87038285,1164,"*",56,51,130,82
"2941","11",87352646,87355645,3000,"*",179,135,222,150
"2942","11",90256185,90257728,1544,"*",108,106,185,86
"2943","11",91921701,91923811,2111,"*",39,31,165,132
"2944","11",91947181,91948512,1332,"*",75,73,159,113
"2945","11",93024265,93025815,1551,"*",18,7,105,75
"2946","11",93031154,93034913,3760,"*",60,86,274,204
"2947","11",93234287,93237167,2881,"*",139,134,267,163
"2948","11",94149052,94154505,5454,"*",142,135,348,254
"2949","11",94192410,94197314,4905,"*",120,109,322,219
"2950","11",94728766,94733097,4332,"*",107,104,305,213
"2951","11",94788011,94792997,4987,"*",134,132,386,263
"2952","11",94874755,94878072,3318,"*",62,86,223,131
"2953","11",94881475,94886935,5461,"*",235,214,381,255
"2954","11",95088883,95093909,5027,"*",193,185,446,281
"2955","11",95107479,95112266,4788,"*",108,104,404,265
"2956","11",95131774,95136040,4267,"*",96,98,324,227
"2957","11",95146776,95151981,5206,"*",99,115,348,237
"2958","11",95228281,95233803,5523,"*",81,104,335,258
"2959","11",95296407,95300285,3879,"*",137,129,311,248
"2960","11",95451875,95456669,4795,"*",131,136,395,281
"2961","11",95510936,95514134,3199,"*",49,44,203,177
"2962","11",96012110,96014654,2545,"*",45,44,192,150
"2963","11",96122184,96124360,2177,"*",45,56,201,169
"2964","11",96186918,96188911,1994,"*",31,26,130,135
"2965","11",96337884,96343855,5972,"*",121,153,558,429
"2966","11",96463945,96465123,1179,"*",30,35,83,46
"2967","11",96793008,96794574,1567,"*",72,63,71,51
