"","CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"2437",3,19199108,19201191,58,68,161,132
"2438",3,19274582,19278578,100,85,292,223
"2439",3,19342341,19350720,511,485,655,436
"2440",3,19428869,19432904,170,176,246,167
"2441",3,19440270,19444621,143,130,354,231
"2442",3,19505548,19508568,64,67,179,125
"2443",3,19646299,19648717,97,86,173,132
"2444",3,19679615,19682657,88,61,258,190
"2445",3,19711941,19715773,172,157,291,195
"2446",3,19760063,19783124,1115,1082,763,520
"2447",3,19889446,19890845,40,55,112,81
"2448",3,19934241,19935937,65,68,156,107
"2449",3,19999813,20001578,99,120,193,147
"2450",3,20109040,20113170,209,227,391,289
"2451",3,20609502,20612213,92,92,127,100
"2452",3,27208835,27211742,28,33,175,136
"2453",3,27227654,27235370,106,120,444,304
"2454",3,27468124,27473441,132,142,375,291
"2455",3,27698827,27703830,246,197,393,274
"2456",3,27717050,27721819,200,201,374,257
"2457",3,29305696,29307943,67,62,240,215
"2458",3,30322771,30324050,29,38,99,72
"2459",3,31805286,31820823,943,826,1016,606
"2460",3,32171381,32173973,89,109,185,118
"2461",3,32312939,32314935,85,99,133,111
"2462",3,32379306,32387468,311,282,493,335
"2463",3,32392099,32393663,31,37,122,77
"2464",3,32432334,32439822,395,368,402,262
"2465",3,33563605,33565297,57,47,89,52
"2466",3,33721241,33724990,125,134,516,330
"2467",3,33806150,33810525,217,175,319,212
"2468",3,33828042,33832640,188,192,314,234
"2469",3,33855807,33873034,892,765,960,684
"2470",3,33987411,33989875,69,67,132,103
"2471",3,33996247,33998327,125,146,208,137
"2472",3,34149529,34179522,1542,1500,1862,1211
"2473",3,34184461,34200105,746,743,1292,793
"2474",3,34201197,34207342,254,241,432,305
"2475",3,34212594,34216368,123,112,302,213
"2476",3,34238320,34246394,323,281,610,466
"2477",3,34249888,34254393,242,187,402,280
"2478",3,34262183,34269035,283,265,599,420
"2479",3,34273486,34276575,70,70,194,165
"2480",3,34301763,34305013,101,91,269,228
"2481",3,34341646,34347020,240,241,571,427
"2482",3,34353894,34359881,343,345,631,389
"2483",3,34438526,34441106,114,122,277,181
"2484",3,34483246,34484729,86,56,177,128
"2485",3,34630627,34636118,100,106,363,277
"2486",3,34637090,34645199,163,177,537,405
"2487",3,34652913,34656663,81,98,296,274
"2488",3,34791801,34793574,50,61,126,102
"2489",3,35081868,35086288,113,107,438,274
"2490",3,35110583,35112980,77,78,327,209
"2491",3,35134796,35147753,282,240,979,715
"2492",3,35212662,35217676,55,53,332,278
"2493",3,35280825,35283301,48,61,230,187
"2494",3,35288290,35291241,19,12,155,122
"2495",3,35363072,35366032,90,80,283,204
"2496",3,35483603,35488091,167,111,314,252
"2497",3,35529527,35531390,56,53,193,164
"2498",3,35592427,35593720,21,13,103,96
"2499",3,35597891,35600900,45,45,210,166
"2500",3,35793940,35797676,66,60,316,229
"2501",3,35820915,35822568,48,52,113,124
"2502",3,35918661,35920395,67,60,137,107
"2503",3,36147710,36153360,135,143,457,361
"2504",3,36155563,36157324,62,53,184,141
"2505",3,36248960,36250351,75,78,96,89
"2506",3,36256516,36267876,607,645,913,622
"2507",3,36371374,36373964,61,38,187,161
"2508",3,36375934,36379005,111,120,281,164
"2509",3,36446317,36456864,417,407,1161,781
"2510",3,36746313,36750020,170,179,257,190
"2511",3,43679813,43681468,79,61,192,122
"2512",3,43939840,43949295,678,595,582,415
"2513",3,43980722,43991379,577,551,907,589
"2514",3,44036678,44040136,154,120,228,174
"2515",3,44095566,44096703,54,49,114,64
"2516",3,44285863,44291505,242,221,501,314
"2517",3,44297800,44341758,2487,2301,4432,2834
"2518",3,44456680,44458522,107,91,178,111
"2519",3,44523599,44528811,262,283,398,251
"2520",3,44561247,44583017,1085,1055,1714,1161
"2521",3,44613024,44629588,1043,1073,1517,917
"2522",3,44631936,44636016,146,161,273,182
"2523",3,44649931,44657467,359,354,511,338
"2524",3,44719838,44737721,941,871,1198,776
"2525",3,44752934,44756271,190,169,301,223
"2526",3,44773590,44782972,441,469,828,497
"2527",3,44783731,44810134,1336,1321,1818,1198
"2528",3,44811797,44822008,488,472,778,538
"2529",3,44845379,44890168,3044,2748,3507,2282
"2530",3,44891274,44912813,1406,1390,1938,1270
"2531",3,44954242,44956152,119,90,196,143
"2532",3,44967623,44983147,757,725,1119,730
"2533",3,45091940,45101399,385,411,702,474
"2534",3,45102318,45112232,610,609,788,511
"2535",3,45177010,45185080,451,443,500,327
"2536",3,45250122,45258479,357,338,439,276
"2537",3,45258652,45260994,83,62,166,142
"2538",3,45280568,45282541,72,58,121,99
"2539",3,45337864,45340569,124,161,194,126
"2540",3,45378312,45387055,413,382,690,430
"2541",3,45403873,45415417,492,473,898,632
"2542",3,45443309,45448067,175,181,293,217
"2543",3,45551234,45563401,441,402,895,559
"2544",3,45602903,45613297,385,305,852,592
"2545",3,45649466,45673926,1391,1293,1927,1245
"2546",3,45800981,45807988,286,259,426,281
"2547",3,45815836,45819788,107,122,197,172
"2548",3,45845438,45850860,225,225,352,257
"2549",3,45879722,45888658,486,473,604,400
"2550",3,45889591,45911539,1504,1442,1414,957
"2551",3,45982892,45984490,45,37,183,127
"2552",3,46270940,46282672,572,527,774,512
"2553",3,46288653,46300492,714,778,1109,776
"2554",3,46315163,46321033,348,381,375,269
"2555",3,46329478,46337284,693,603,589,398
"2556",3,46343993,46354494,596,500,713,437
"2557",3,46361134,46398361,2793,2595,2932,1761
"2558",3,46504327,46506398,45,38,192,147
"2559",3,46826176,46827603,48,40,156,108
"2560",3,46894522,46897460,189,182,321,186
"2561",3,46912480,46921253,349,312,585,421
"2562",3,47176321,47181651,282,239,380,261
"2563",3,47182529,47189833,398,399,424,295
"2564",3,47232667,47236814,146,145,288,244
"2565",3,47328028,47361957,1826,1743,1846,1173
"2566",3,47371714,47379759,434,419,400,277
"2567",3,47412027,47416703,334,344,402,257
"2568",3,47523231,47525646,32,45,234,202
"2569",3,47585808,47596299,613,577,713,446
"2570",3,47857540,47858725,53,46,131,108
"2571",3,47917913,47921074,103,100,221,169
"2572",3,47946010,47949017,116,102,253,231
"2573",3,47973165,47975113,63,68,170,127
"2574",3,48004044,48008261,111,77,320,237
"2575",3,48055018,48058672,157,145,271,187
"2576",3,48077530,48083100,123,110,390,293
"2577",3,57286811,57290751,112,99,320,241
"2578",3,57292903,57296452,151,167,496,369
"2579",3,57307248,57315991,401,371,616,387
"2580",3,57344996,57351400,347,371,410,247
"2581",3,57423939,57441245,624,563,1262,800
"2582",3,57453013,57492107,2606,2432,2958,1920
"2583",3,57493139,57494824,106,94,128,91
"2584",3,57637464,57642972,285,262,473,284
"2585",3,57643898,57650877,507,432,616,439
"2586",3,57775867,57779873,45,64,338,245
"2587",3,58058121,58063167,106,106,332,300
"2588",3,58653399,58655194,55,75,100,82
"2589",3,58674917,58676538,79,75,110,86
"2590",3,58770622,58772412,78,73,201,212
"2591",3,58786599,58789524,118,91,314,227
"2592",3,59135857,59138132,81,80,150,115
"2593",3,59157258,59159349,72,79,197,128
"2594",3,59169621,59178084,483,484,742,476
"2595",3,59193988,59198748,193,175,293,193
"2596",3,59614485,59616836,54,65,159,105
"2597",3,59753933,59759533,215,180,456,279
"2598",3,59783998,59789109,163,133,345,241
"2599",3,60766912,60778100,622,544,1020,707
"2600",3,60782083,60796731,520,554,1011,709
"2601",3,60818500,60822630,174,195,343,240
"2602",3,60830731,60836119,179,161,420,306
"2603",3,60866651,60878476,535,495,960,562
"2604",3,60886847,60892574,155,132,438,327
"2605",3,60912127,60917537,209,192,427,326
"2606",3,60920824,60932119,650,625,799,516
"2607",3,60969687,60974269,292,246,301,205
"2608",3,61001985,61005615,193,159,225,177
"2609",3,61010906,61028873,1193,1140,1338,907
"2610",3,61160473,61161991,73,59,128,90
"2611",3,61193380,61196817,244,193,237,185
"2612",3,61246478,61260833,684,649,607,418
"2613",3,61266730,61312159,3066,2945,2335,1639
"2614",3,61384003,61386009,109,110,215,143
"2615",3,61390669,61395135,277,288,521,242
"2616",3,61444219,61448893,82,139,281,178
"2617",3,61473810,61500842,1857,1823,1562,1004
"2618",3,61605391,61614965,743,663,781,525
"2619",3,61618417,61630941,816,785,679,503
"2620",3,61631569,61641926,512,511,504,397
"2621",3,61665813,61671940,243,260,276,220
"2622",3,61673626,61685156,668,667,725,455
"2623",3,61693681,61720983,1660,1564,1868,1233
"2624",3,61814455,61818207,187,180,228,171
"2625",3,61825282,61830732,329,279,417,283
"2626",3,61831720,61835464,176,191,304,175
"2627",3,61860610,61880335,1181,1105,1231,735
"2628",3,61883469,61888946,283,266,381,274
"2629",3,61890037,61924860,2572,2408,2240,1463
"2630",3,61944957,61948095,212,171,270,177
"2631",3,61971179,61979632,347,283,633,474
"2632",3,62004500,62005759,38,25,106,103
"2633",3,62010808,62014165,151,162,311,210
"2634",3,62123590,62126314,108,81,256,199
"2635",3,62310094,62313911,216,204,242,177
"2636",3,62409518,62412130,88,108,176,114
"2637",3,62471030,62473053,101,77,213,173
"2638",3,62499600,62503519,164,179,323,244
"2639",3,62508418,62510514,81,69,154,119
"2640",3,62538176,62550400,985,942,1393,875
"2641",3,62551686,62557796,426,389,758,514
"2642",3,62572740,62575831,114,133,289,196
"2643",3,62590924,62595427,184,209,386,323
"2644",3,62597930,62606390,339,334,572,358
"2645",3,62607634,62616860,448,424,542,307
"2646",3,62645797,62649957,174,175,257,167
"2647",3,62671117,62673511,87,94,189,113
"2648",3,62752322,62755826,143,143,268,165
"2649",3,62761363,62762833,57,52,133,86
"2650",3,62769575,62772710,109,122,220,170
"2651",3,62853560,62857514,103,118,231,172
"2652",3,62879375,62884660,189,192,454,341
"2653",3,62905355,62913553,583,529,522,361
"2654",3,62916042,62924165,697,589,582,370
"2655",3,62925210,62934757,623,556,658,398
"2656",3,62973714,62978080,229,207,258,196
"2657",3,63489921,63492322,83,84,128,99
"2658",3,63535678,63540308,182,165,315,213
"2659",3,63597826,63600116,58,50,194,151
"2660",3,63605932,63611817,155,119,418,274
"2661",3,63612995,63614809,72,43,149,98
"2662",3,63667101,63668978,29,47,137,132
"2663",3,63834776,63842102,287,286,534,385
"2664",3,63868892,63876137,211,199,423,304
"2665",3,63897763,63924706,1419,1435,1425,957
"2666",3,63994177,64009970,1074,1073,1278,805
"2667",3,64066721,64106849,2836,2693,2965,1853
"2668",3,64115913,64158370,2559,2533,2547,1606
"2669",3,64162689,64168529,344,321,319,203
"2670",3,64178626,64187462,440,443,682,512
"2671",3,64202815,64213049,606,580,611,388
"2672",3,64218878,64227899,508,552,612,396
"2673",3,64228749,64274204,3156,2899,3182,1951
"2674",3,64284629,64302298,1205,1154,1028,644
"2675",3,64303129,64307747,390,381,460,260
"2676",3,64326903,64333997,282,296,413,276
"2677",3,64337725,64363405,1628,1613,1449,831
"2678",3,64371608,64375158,177,175,232,163
"2679",3,64378444,64396864,994,951,1268,876
"2680",3,64447352,64459723,872,806,1105,675
"2681",3,64472263,64480295,384,371,507,319
"2682",3,64482253,64491089,402,324,519,335
"2683",3,64553566,64572923,1294,1290,1105,734
"2684",3,64596550,64663640,4764,4699,4179,2748
"2685",3,64665343,64680844,956,837,1009,689
"2686",3,64681819,64701703,1478,1400,1325,922
"2687",3,64709827,64732570,1878,1707,1476,1014
"2688",3,64734782,64737481,240,245,238,141
"2689",3,64738259,64766418,1993,1977,1887,1171
"2690",3,64777480,64779320,51,64,127,77
"2691",3,64798743,64808377,648,608,601,342
"2692",3,64809416,64811219,111,129,144,91
"2693",3,64821874,64861559,2870,2740,2879,1743
"2694",3,64862487,64881753,1060,1030,1776,1181
"2695",3,64887345,64904010,1406,1314,1315,797
"2696",3,64905607,64918512,632,667,633,411
"2697",3,64922530,64928531,397,397,413,288
"2698",3,65006746,65008152,70,62,118,95
"2699",3,65012342,65014979,91,96,128,70
"2700",3,65023061,65024881,84,65,77,54
"2701",3,65051733,65055166,267,262,229,135
"2702",3,65106901,65118210,779,714,702,468
"2703",3,65148715,65153155,248,211,372,254
"2704",3,65180309,65185423,302,294,354,214
"2705",3,65224745,65227659,156,161,203,148
"2706",3,65290695,65292807,118,102,207,174
"2707",3,65307310,65312359,372,310,578,455
"2708",3,65313253,65318173,393,350,431,296
"2709",3,65353950,65360066,443,432,478,296
"2710",3,65368976,65401286,1761,1670,1783,1126
"2711",3,65413626,65421666,479,458,752,495
"2712",3,65470523,65472527,88,84,168,127
"2713",3,65485450,65494249,203,186,648,418
"2714",3,65529054,65549393,1050,1042,1079,650
"2715",3,65550933,65562416,883,903,1390,982
"2716",3,65569261,65600943,2145,2153,1922,1169
"2717",3,65609329,65617970,446,452,528,346
"2718",3,65649138,65660474,564,575,653,472
"2719",3,65691998,65700561,477,490,544,360
"2720",3,65710986,65715279,151,152,249,157
"2721",3,65716311,65721024,308,285,419,252
"2722",3,65743984,65745901,128,116,120,99
"2723",3,65774736,65804633,2486,2296,1776,1195
"2724",3,65831891,65836049,212,216,316,174
"2725",3,65857091,65874026,923,904,1070,681
"2726",3,65884330,65894701,619,525,651,412
"2727",3,65901913,65903758,106,116,168,121
"2728",3,65909196,65923277,783,769,995,635
"2729",3,65987313,65989696,117,122,180,151
"2730",3,66005839,66009201,189,169,328,236
"2731",3,66019796,66028495,514,488,435,321
"2732",3,66045004,66052441,501,457,531,315
"2733",3,66066639,66072639,260,222,478,329
"2734",3,66118286,66120183,35,29,163,95
"2735",3,66217206,66225429,266,289,459,270
"2736",3,66255265,66260577,249,213,275,163
"2737",3,66260648,66270708,637,611,675,450
"2738",3,66272010,66300948,1936,1850,1765,1110
"2739",3,66321672,66342695,1833,1694,1530,941
"2740",3,66359624,66373638,890,870,925,562
"2741",3,66384616,66390121,228,217,318,222
"2742",3,66402669,66425810,1186,1198,1371,893
"2743",3,66438302,66440919,151,150,167,140
"2744",3,66464986,66469155,194,166,245,147
"2745",3,66545802,66569573,1371,1386,1241,865
"2746",3,66676633,66678834,70,69,143,106
"2747",3,66684856,66695254,555,511,550,398
"2748",3,66719102,66730376,509,521,623,462
"2749",3,66878076,66884039,416,391,663,395
"2750",3,66892026,66895086,92,85,212,191
"2751",3,66950138,66959364,356,371,612,445
"2752",3,66967682,66971928,138,144,402,331
"2753",3,66973982,66979669,262,241,454,321
"2754",3,66981119,66990187,720,706,901,650
"2755",3,67018876,67035163,1438,1352,2001,1330
"2756",3,67038577,67063218,1987,1789,1661,1149
"2757",3,67064581,67084041,942,970,994,658
"2758",3,67238772,67241631,139,135,467,265
"2759",3,67260443,67273992,752,680,831,550
"2760",3,67299094,67316155,1165,1072,1014,640
"2761",3,67317203,67319152,105,121,140,110
"2762",3,67348155,67359439,640,665,1137,689
"2763",3,67363095,67385956,1263,1237,1999,1273
"2764",3,67386833,67394617,417,402,562,309
"2765",3,67403198,67425951,2127,1976,1540,1012
"2766",3,67431580,67460061,1756,1558,1393,842
"2767",3,67463880,67469619,297,305,339,200
"2768",3,67482783,67487256,280,271,300,225
"2769",3,67488289,67509891,1282,1128,1190,701
"2770",3,67514517,67528076,796,762,652,440
"2771",3,67574513,67581805,385,401,380,309
"2772",3,67610766,67620405,602,542,585,335
"2773",3,67626212,67637568,726,752,736,460
"2774",3,67638430,67651051,1093,1095,893,482
"2775",3,67660726,67669248,749,747,562,337
"2776",3,67670301,67672007,119,105,100,48
"2777",3,68001574,68046316,2380,2287,2808,1761
"2778",3,68140559,68152851,710,688,954,564
"2779",3,68162515,68164873,26,35,122,66
"2780",3,68214132,68227088,628,526,648,398
"2781",3,68295926,68300811,377,381,320,196
"2782",3,68309859,68312403,173,151,162,103
"2783",3,68313316,68318630,302,282,331,223
"2784",3,68327721,68334218,262,299,315,232
"2785",3,68346784,68359414,693,679,763,567
"2786",3,68647232,68670958,2055,1884,1714,1088
"2787",3,68676947,68696282,1231,1134,1165,712
"2788",3,68703381,68713087,406,383,564,369
"2789",3,68731179,68735940,239,236,286,202
"2790",3,68990420,68995403,244,274,194,120
"2791",3,68996392,69015972,1368,1292,1061,663
"2792",3,69070248,69082384,696,674,788,497
"2793",3,69083154,69090587,502,428,549,293
"2794",3,69093397,69124995,2181,2220,2251,1418
"2795",3,69129782,69133010,236,261,257,199
"2796",3,69165234,69174098,518,491,589,436
"2797",3,69196134,69205772,554,525,612,358
"2798",3,69243824,69253562,512,545,615,374
"2799",3,69263958,69278906,871,772,777,526
"2800",3,69280162,69291214,591,612,657,477
"2801",3,69292278,69304782,1246,1195,1315,843
"2802",3,69305759,69322575,1320,1226,1554,1096
"2803",3,69370451,69387416,976,913,909,588
"2804",3,69414659,69421763,308,276,383,269
"2805",3,69427465,69456898,1757,1579,1973,1191
"2806",3,69459927,69506220,3825,3721,3107,2137
"2807",3,69521042,69534719,720,645,671,412
"2808",3,69535852,69547305,685,649,860,534
"2809",3,69586860,69588792,65,64,202,132
"2810",3,69640338,69641480,79,73,97,61
"2811",3,69643008,69667059,1419,1452,1628,980
"2812",3,69682876,69687885,269,284,279,168
"2813",3,69693829,69695694,74,68,105,61
"2814",3,69695703,69713639,926,899,1041,652
"2815",3,69714407,69735120,1246,1294,1615,1005
"2816",3,69744368,69755049,701,687,725,438
"2817",3,69787523,69793227,353,333,312,247
"2818",3,69795839,69803586,373,371,418,243
"2819",3,69804429,69843958,2612,2530,2573,1631
"2820",3,69859984,69869982,623,551,673,369
"2821",3,69871262,69886269,989,908,883,568
"2822",3,69887129,69896409,700,609,829,467
"2823",3,69899331,69932815,2386,2361,2133,1295
"2824",3,69945836,69959437,731,721,1048,718
"2825",3,69960736,69971372,472,424,500,374
"2826",3,70013045,70024304,574,527,670,421
"2827",3,70072130,70118625,2933,2799,2912,1892
"2828",3,70119725,70121334,102,107,169,79
"2829",3,70122594,70124960,209,162,188,116
"2830",3,70127133,70138147,901,860,635,436
"2831",3,70139054,70175683,2399,2048,2397,1601
"2832",3,70176938,70188189,760,734,687,460
"2833",3,70189682,70193931,241,257,294,182
"2834",3,70195394,70196527,84,67,114,73
"2835",3,70201628,70204703,89,70,193,131
"2836",3,70230887,70236720,262,277,473,348
"2837",3,70244048,70249763,233,190,478,291
"2838",3,70250641,70253192,107,91,222,124
"2839",3,70420079,70426046,240,277,471,233
"2840",3,70460107,70469221,498,456,619,412
"2841",3,70471356,70511240,2277,2186,2680,1707
"2842",3,70518094,70519466,102,82,148,102
"2843",3,70520323,70556063,2313,2224,2478,1610
"2844",3,70557015,70559761,163,147,203,140
"2845",3,70566296,70587357,1212,1144,1617,932
"2846",3,70647367,70651694,170,179,230,158
"2847",3,70755304,70764029,481,521,586,341
"2848",3,70782728,70789986,326,323,424,290
"2849",3,70925719,70929014,86,98,116,90
"2850",3,71077705,71085228,351,372,397,281
"2851",3,71127790,71130364,157,187,172,136
"2852",3,71138123,71141895,193,165,175,122
"2853",3,71234693,71242895,462,405,564,384
"2854",3,71280392,71288179,357,325,546,411
"2855",3,71296213,71299881,182,170,234,181
"2856",3,71348525,71350328,111,101,134,80
"2857",3,71566183,71578731,667,642,646,472
"2858",3,72069034,72071022,26,31,140,97
"2859",3,72226990,72252006,1337,1276,1262,774
"2860",3,72429705,72432959,119,117,180,130
"2861",3,72463963,72471776,278,307,334,275
"2862",3,72570537,72571956,120,106,128,88
"2863",3,72573421,72621706,3884,3704,3931,2523
"2864",3,72622632,72689973,4701,4581,4790,3056
"2865",3,72735643,72760710,1286,1241,1412,991
"2866",3,72762564,72791411,1769,1772,1692,1133
"2867",3,72812672,72819716,453,467,621,391
"2868",3,72820258,72826974,396,396,413,259
"2869",3,72828214,72833805,315,281,351,254
"2870",3,73172629,73179171,349,335,400,284
"2871",3,73184985,73197559,679,673,1104,766
"2872",3,73232221,73243851,699,638,820,520
"2873",3,73262977,73275708,744,707,770,496
"2874",3,73279938,73298830,1053,945,1200,844
"2875",3,73305577,73318978,712,686,803,517
"2876",3,73330668,73336914,321,310,474,356
"2877",3,73371590,73396754,1435,1329,1394,850
"2878",3,73427866,73430612,53,47,149,129
"2879",3,73645659,73656654,434,415,705,460
"2880",3,73956004,73959506,176,182,233,159
"2881",3,73963432,73966538,211,173,246,178
"2882",3,74138168,74139766,21,18,118,105
"2883",3,74169807,74172480,77,78,259,152
"2884",3,74318086,74319586,25,38,125,118
"2885",3,74634026,74637033,44,42,166,130
"2886",3,74724053,74735161,576,541,605,438
"2887",3,74929075,74930964,48,66,153,117
"2888",3,74942590,74943823,54,53,141,139
"2889",3,75028175,75037066,319,300,605,379
"2890",3,75140384,75153766,697,655,822,578
"2891",3,75275827,75294295,999,980,1116,785
"2892",3,75323759,75326945,137,131,245,164
"2893",3,75328079,75330575,109,111,332,217
"2894",3,75333233,75353297,1155,1075,1781,1165
"2895",3,75425539,75453429,1838,1779,1832,1205
"2896",3,75460003,75474542,951,968,1039,756
"2897",3,75490031,75493287,128,107,247,170
"2898",3,75547663,75550895,184,171,238,162
"2899",3,75654487,75656840,88,75,140,127
"2900",3,75812664,75817360,158,181,349,281
"2901",3,76148773,76155728,313,258,374,243
"2902",3,76274339,76293887,1192,1066,911,605
"2903",3,76444419,76446320,64,68,195,135
"2904",3,76577091,76580985,178,169,246,163
"2905",3,76692220,76703705,580,559,733,532
"2906",3,76721256,76727461,378,383,455,328
"2907",3,76747316,76754409,324,338,430,300
"2908",3,76778521,76790479,827,777,931,659
"2909",3,76791873,76801839,610,572,751,474
"2910",3,76802787,76809429,276,267,449,286
"2911",3,76823481,76825839,76,64,254,176
"2912",3,76836053,76842130,226,223,468,343
"2913",3,77063653,77075755,733,608,905,568
"2914",3,77080778,77091934,616,552,679,435
"2915",3,77100336,77108778,558,505,703,446
"2916",3,77109700,77114291,223,207,416,278
"2917",3,77589500,77590996,68,75,163,95
"2918",3,78573616,78575909,45,56,155,116
"2919",3,78645169,78650375,210,220,319,213
"2920",3,78714069,78717170,135,112,229,161
"2921",3,79098231,79101042,111,130,143,120
"2922",3,79400198,79402765,65,92,115,83
"2923",3,79410912,79415767,125,123,331,238
"2924",3,79435453,79443815,524,498,547,324
"2925",3,79492686,79494611,95,106,157,91
"2926",3,82694682,82697012,103,101,151,98
"2927",3,82717052,82718843,51,59,125,85
"2928",3,82857885,82859233,25,19,130,82
"2929",3,82899235,82902864,112,112,289,199
"2930",3,83068369,83072630,61,93,293,211
"2931",3,83256671,83258311,43,35,115,104
"2932",3,85685374,85686572,52,53,136,97
"2933",3,85889799,85892392,63,59,169,130
"2934",3,86150306,86153059,61,56,212,202
"2935",3,86172350,86177629,111,104,379,310
"2936",3,86453412,86465888,332,300,931,692
"2937",3,86515337,86517983,42,43,160,136
"2938",3,86632105,86641774,220,194,662,427
"2939",3,86643724,86645597,49,39,183,127
"2940",3,87037122,87038285,56,51,130,82
"2941",3,87352646,87355645,179,135,222,150
"2942",3,90256185,90257728,108,106,185,86
"2943",3,91921701,91923811,39,31,165,132
"2944",3,91947181,91948512,75,73,159,113
"2945",3,93024265,93025815,18,7,105,75
"2946",3,93031154,93034913,60,86,274,204
"2947",3,93234287,93237167,139,134,267,163
"2948",3,94149052,94154505,142,135,348,254
"2949",3,94192410,94197314,120,109,322,219
"2950",3,94728766,94733097,107,104,305,213
"2951",3,94788011,94792997,134,132,386,263
"2952",3,94874755,94878072,62,86,223,131
"2953",3,94881475,94886935,235,214,381,255
"2954",3,95088883,95093909,193,185,446,281
"2955",3,95107479,95112266,108,104,404,265
"2956",3,95131774,95136040,96,98,324,227
"2957",3,95146776,95151981,99,115,348,237
"2958",3,95228281,95233803,81,104,335,258
"2959",3,95296407,95300285,137,129,311,248
"2960",3,95451875,95456669,131,136,395,281
"2961",3,95510936,95514134,49,44,203,177
"2962",3,96012110,96014654,45,44,192,150
"2963",3,96122184,96124360,45,56,201,169
"2964",3,96186918,96188911,31,26,130,135
"2965",3,96337884,96343855,121,153,558,429
"2966",3,96463945,96465123,30,35,83,46
"2967",3,96793008,96794574,72,63,71,51
"2968",3,102390648,102391897,56,40,121,69
"2969",3,102551199,102554304,42,45,307,212
"2970",3,102603019,102605498,40,43,152,106
"2971",3,103892072,103894025,46,51,145,84
"2972",3,105609280,105612393,177,145,245,152
"2973",3,106076724,106078421,39,61,134,99
"2974",3,106398036,106401286,48,48,194,155
"2975",3,107016383,107019739,184,172,251,158
"2976",3,107839349,107841333,108,116,203,165
"2977",3,108115193,108116236,39,37,109,93
"2978",3,108591934,108594107,72,86,158,119
"2979",3,108957632,108961807,87,99,366,240
"2980",3,110523420,110527263,101,85,287,218
"2981",3,110563654,110567768,181,153,355,254
"2982",3,111282763,111286005,119,121,182,124
"2983",3,111434877,111441829,328,318,514,337
"2984",3,111444186,111450988,264,240,346,228
"2985",3,111718151,111721372,87,59,213,150
"2986",3,111935171,111943207,188,146,514,358
"2987",3,112128169,112130106,33,26,144,136
"2988",3,112320010,112322890,104,101,267,182
"2989",3,112522758,112528427,212,223,497,332
"2990",3,112563332,112566506,110,115,265,194
"2991",3,112779973,112781781,72,78,106,75
"2992",3,112795228,112799270,154,158,298,205
"2993",3,112902436,112904487,68,78,70,65
"2994",3,112956774,112960091,89,73,163,135
"2995",3,113161797,113165864,127,112,308,223
"2996",3,113202069,113204002,65,66,137,125
"2997",3,113255869,113275150,1219,1204,1537,1045
"2998",3,113384601,113385821,69,50,91,84
"2999",3,113473564,113478172,272,261,301,179
"3000",3,113549596,113551375,65,56,146,102
"3001",3,113576814,113582095,284,292,412,304
"3002",3,113672928,113676882,111,127,400,319
"3003",3,113679343,113684884,271,207,360,252
"3004",3,113689560,113691586,93,116,222,134
"3005",3,113705103,113707174,87,109,172,141
"3006",3,113950634,113953071,136,140,133,94
"3007",3,113974736,113981372,367,314,484,305
"3008",3,114044115,114045197,86,81,116,83
"3009",3,114147756,114188562,3262,3082,3504,2230
"3010",3,114190787,114199128,436,447,551,423
"3011",3,114250172,114266548,989,827,1012,625
"3012",3,114277520,114281566,189,155,345,210
"3013",3,114377377,114380046,56,47,220,145
"3014",3,114439338,114440605,38,43,140,76
"3015",3,115461474,115463291,27,31,124,88
"3016",3,115575872,115582456,229,197,545,364
"3017",3,115612148,115615241,162,153,333,222
"3018",3,115616350,115628193,496,479,1196,817
"3019",3,115682161,115683574,57,46,184,153
"3020",3,115891715,115899804,189,182,720,533
"3021",3,115924757,115932259,275,238,643,496
"3022",3,115939449,115942796,92,101,204,153
"3023",3,115964393,115967499,102,94,253,186
"3024",3,116070775,116076019,258,239,415,278
"3025",3,116214449,116219802,213,186,398,275
"3026",3,116691795,116698513,387,349,437,230
"3027",3,116720902,116734565,736,657,643,466
"3028",3,116741043,116744436,132,138,273,184
"3029",3,116851709,116855743,152,168,269,244
"3030",3,117313860,117316613,155,125,230,126
"3031",3,117424536,117433572,507,501,451,314
"3032",3,117435094,117445802,746,655,683,441
"3033",3,117581941,117584870,116,126,251,190
"3034",3,117801388,117811855,514,459,632,426
"3035",3,117812871,117844347,1908,1760,2480,1613
"3036",3,117904062,117920424,915,837,1054,705
"3037",3,117944502,117947856,192,165,235,183
"3038",3,117949607,117954578,230,220,304,204
"3039",3,117968483,117973357,204,175,409,256
"3040",3,118055199,118062849,411,442,427,313
"3041",3,118128708,118177647,3105,2891,2945,2006
"3042",3,118179659,118182578,176,135,147,121
"3043",3,118240781,118243490,55,83,175,115
"3044",3,118311156,118320331,526,486,698,484
"3045",3,118434353,118439098,201,170,411,233
"3046",3,118572311,118573654,29,25,95,67
"3047",3,118612517,118626206,544,533,1233,885
"3048",3,118655664,118664849,554,534,678,467
"3049",3,118687300,118697357,557,512,614,441
"3050",3,118906308,118933828,1775,1751,2678,1687
"3051",3,118937456,118942353,299,265,433,304
"3052",3,118952829,118962206,700,674,676,470
"3053",3,119055666,119058420,102,109,245,132
"3054",3,119120731,119122813,99,83,206,130
"3055",3,119143756,119163807,1233,1138,1134,894
