"CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"12",132186038,132192636,330,352,247,160
"12",132193378,132210659,1088,1106,825,472
"12",132213370,132217416,245,234,193,113
"12",132269591,132288000,880,880,813,519
"12",132555916,132562873,388,354,269,162
"12",132588794,132594468,295,302,202,119
"12",132597764,132612325,753,645,607,404
"13",19633469,19634977,56,35,97,96
"13",19957764,19960492,44,64,115,73
"13",20362203,20364961,126,122,235,156
"13",20424331,20427634,110,114,286,188
"13",20882302,20883437,31,31,151,106
"13",21033019,21034794,39,23,152,93
"13",21637267,21638590,53,33,110,75
"13",24148662,24150489,52,32,109,103
"13",24270283,24273258,95,80,214,156
"13",24629486,24632244,73,75,148,116
"13",24683779,24686156,100,75,166,95
"13",25114249,25117917,143,118,156,111
"13",25752520,25754097,134,117,217,167
"13",26016818,26026777,308,310,511,343
"13",26707074,26708136,79,69,134,82
"13",26925312,26927625,87,74,168,90
"13",26941486,26942640,59,53,112,89
"13",27053823,27055389,61,63,145,100
"13",27193833,27196518,34,47,175,124
"13",27338183,27340664,48,74,114,64
"13",27424262,27427254,117,104,244,162
"13",27824319,27828724,217,206,291,210
"13",29463365,29466432,114,82,175,111
"13",29847322,29851008,30,34,166,119
"13",30142334,30144158,90,96,174,127
"13",30465858,30467315,31,31,95,67
"13",30569238,30570334,26,21,86,68
"13",30576604,30578329,47,54,192,136
"13",30696196,30699654,153,151,298,225
"13",30742413,30746655,94,103,389,266
"13",30828349,30834766,151,167,537,362
"13",30904614,30909003,201,214,349,227
"13",31036267,31039905,173,162,316,194
"13",31067593,31068963,61,54,142,100
"13",34155791,34157504,34,31,117,94
"13",36030784,36031993,19,24,91,62
"13",36345176,36347255,44,34,184,114
"13",36431522,36434832,121,130,200,132
"13",39599987,39604127,87,82,221,136
"13",40058767,40066085,145,159,499,400
"13",40109120,40110552,14,15,100,81
"13",40189444,40191221,51,41,142,140
"13",41543778,41548234,240,227,455,263
"13",42354334,42356285,94,92,153,106
"13",44147461,44149065,36,47,170,106
"13",44241829,44244721,76,75,263,231
"13",44757882,44760788,54,66,232,181
"13",44762798,44765276,65,76,235,181
"13",44814856,44819571,81,95,288,188
"13",44903549,44907556,52,77,246,175
"13",44921570,44922890,26,28,118,92
"13",48000665,48002223,27,28,84,66
"13",49443858,49445196,33,43,136,80
"13",49934787,49937158,50,40,114,74
"13",50080424,50084090,35,38,163,122
"13",50208267,50209459,31,28,91,74
"13",50244469,50245746,39,44,167,205
"13",50526906,50529783,56,48,170,99
"13",50587845,50590379,48,59,210,165
"13",51063512,51067185,232,199,383,254
"13",51583529,51586094,52,40,158,111
"13",51844550,51846360,83,71,116,71
"13",51895150,51897225,81,77,110,59
"13",52009534,52012516,103,94,184,95
"13",52785780,52788319,65,83,161,120
"13",60590516,60593010,131,116,231,192
"13",61413103,61415631,91,91,182,87
"13",72204363,72206493,29,27,114,82
"13",97141602,97142776,18,22,111,65
"13",99043055,99044548,66,89,115,75
"13",105773905,105775407,38,52,126,112
"13",106471454,106473778,46,44,155,78
"13",109998237,110000003,31,26,101,83
"13",110106050,110110401,165,133,378,194
"13",110346448,110348481,86,80,219,152
"13",110418801,110421454,91,80,161,158
"13",110454171,110459422,206,192,374,260
"13",110545641,110549242,104,116,208,126
"13",110706026,110707441,58,75,213,97
"13",112332955,112334695,57,49,105,63
"13",112605459,112607679,66,71,116,70
"13",112709933,112713127,117,129,171,116
"13",112942747,112948937,234,219,298,175
"13",113373013,113375129,137,129,170,118
"13",113410144,113412212,135,141,163,118
"13",113728467,113738704,528,476,422,241
"13",113741929,113751448,526,429,492,294
"13",113753275,113756787,150,163,204,141
"13",113757774,113760235,113,116,107,71
"13",113774243,113778229,210,204,268,147
"13",113809902,113828714,1118,985,916,582
"13",113830853,113845363,913,846,819,469
"13",113852045,113858136,282,252,374,226
"13",113896866,113897989,33,33,107,83
"13",113923744,113932425,467,425,520,333
"13",113941523,113954377,666,643,768,498
"13",114062841,114069116,209,215,398,250
"14",20468910,20470802,69,66,177,113
"14",21068392,21076976,398,432,537,340
"14",21091855,21094700,122,133,182,89
"14",22386346,22393137,282,273,610,428
"14",22431885,22433486,34,40,151,136
"14",22653098,22655375,54,78,124,88
"14",22778788,22782176,81,65,329,258
"14",22814679,22816081,66,38,149,67
"14",22918680,22920547,40,51,94,80
"14",22976304,22983715,314,295,567,415
"14",23114335,23124323,503,467,471,278
"14",23285352,23286694,89,90,151,127
"14",23320954,23322778,32,42,93,80
"14",23588944,23590198,60,80,104,52
"14",24089327,24090930,57,49,97,79
"14",24135414,24138806,118,127,190,96
"14",24145462,24148479,93,123,220,126
"14",24429900,24433137,98,98,172,105
"14",24481576,24484414,111,103,318,228
"14",31263519,31264642,20,17,93,77
"14",33937857,33939035,25,30,110,72
"14",35341099,35342937,110,100,219,155
"14",35383786,35386166,144,132,312,184
"14",35533045,35535769,172,173,174,113
"14",36661493,36664135,116,131,219,134
"14",37122158,37123580,15,20,99,82
"14",49999257,50003863,119,110,300,198
"14",50038441,50041267,79,71,225,164
"14",51092525,51096360,178,185,331,186
"14",51327226,51329353,40,30,171,126
"14",51452957,51455903,38,45,178,110
"14",51827651,51829396,75,68,207,120
"14",54251884,54254702,63,54,256,155
"14",55102278,55104477,37,26,124,97
"14",55446226,55448780,44,45,166,126
"14",55514707,55517161,69,78,175,157
"14",55556748,55558233,49,42,129,104
"14",55720613,55723002,26,21,148,129
"14",55806982,55808336,36,40,128,79
"14",59188081,59190744,70,86,189,112
"14",61148097,61149323,23,25,133,74
"14",61492694,61494392,25,25,120,115
"14",61523190,61529298,278,287,509,370
"14",61534852,61538372,86,104,219,125
"14",61551469,61558881,155,148,551,377
"14",61607977,61612240,135,110,375,259
"14",63542041,63543771,37,37,111,79
"14",64231419,64236995,298,254,465,340
"14",64295568,64297604,88,71,116,100
"14",64753046,64772639,945,932,1082,716
"14",64821882,64825300,152,143,156,118
"14",64840678,64842306,63,56,125,71
"14",65179916,65181092,33,27,112,86
"14",65236973,65240261,84,80,304,206
"14",65356443,65357566,18,27,79,73
"14",65791364,65793751,81,99,148,68
"14",66507856,66509514,67,80,124,63
"14",67424642,67428869,198,177,269,197
"14",67526225,67529855,151,125,237,176
"14",68444301,68445368,31,39,118,117
"14",68545623,68550315,102,75,330,228
"14",68633203,68634845,85,53,118,116
"14",68979136,68982027,114,105,181,102
"14",69254752,69264143,470,452,405,269
"14",69579545,69581688,97,62,136,83
"14",69716074,69718333,64,58,154,98
"14",70704966,70707971,63,75,216,148
"14",70754882,70756112,18,29,147,89
"14",70781240,70783295,60,66,163,127
"14",70808273,70810282,95,93,153,101
"14",71206327,71208001,82,64,100,58
"14",72801049,72802996,55,38,145,126
"14",72891177,72895205,163,143,224,135
"14",73227057,73230636,121,104,271,202
"14",73231777,73247325,858,775,928,590
"14",73457419,73459056,58,50,131,98
"14",73723615,73726459,98,92,229,167
"14",73728672,73730246,50,53,111,84
"14",73784913,73787372,91,85,148,89
"14",74251648,74254218,153,161,142,94
"14",74294375,74295590,60,49,75,34
"14",74458772,74460706,109,123,163,102
"14",74492063,74494265,62,67,134,105
"14",74513807,74518417,218,174,401,319
"14",74613546,74622292,360,363,810,579
"14",74938566,74942188,126,129,195,125
"14",75307046,75308140,29,33,81,57
"14",75399215,75400765,62,61,163,113
"14",75577618,75582032,228,211,255,180
"14",75711253,75713335,35,25,111,65
"14",75875998,75878763,65,46,237,190
"14",76091023,76092491,85,69,88,47
"14",76348326,76357039,465,401,585,388
"14",76386714,76389177,163,133,180,119
"14",76900630,76902146,58,59,155,134
"14",76903436,76905310,52,95,177,143
"14",77031718,77034333,51,62,138,109
"14",77068027,77071050,124,125,183,127
"14",77301006,77304909,79,87,304,218
"14",77615351,77617256,54,85,155,119
"14",81399822,81403667,90,67,381,328
"14",89137429,89140315,135,139,265,181
"14",90516938,90524201,398,373,542,320
"14",90624296,90625492,36,32,102,67
"14",90657901,90661634,94,80,299,240
"14",91113531,91116399,91,82,186,153
"14",91227698,91230709,87,76,217,138
"14",91250008,91258884,453,418,512,308
"14",91269192,91270691,101,80,127,72
"14",91286605,91288538,85,85,123,82
"14",92599352,92601504,96,84,208,163
"14",92684591,92690938,294,309,354,182
"14",92728398,92731275,69,73,184,149
"14",92747428,92748953,67,73,133,91
"14",92949961,92955009,235,177,235,158
"14",92971463,92976934,274,226,400,279
"14",93002446,93017069,678,646,1112,699
"14",93026771,93037808,511,528,792,519
"14",93038816,93047851,535,461,790,507
"14",93064849,93067289,83,64,112,74
"14",94003138,94005469,162,199,191,137
"14",94019682,94030691,433,405,663,405
"14",94035821,94037185,50,51,67,44
"14",94345449,94347282,82,75,132,99
"14",95293865,95297172,77,56,150,117
"14",95442265,95443457,64,87,102,62
"14",95460665,95464101,199,168,179,138
"14",95478242,95487068,347,325,379,213
"14",95500338,95503474,164,149,224,113
"14",95504372,95511166,278,295,404,236
"14",95514103,95518841,263,247,259,137
"14",95533866,95536291,81,83,144,92
"14",95772975,95775704,79,68,112,53
"14",96051962,96056625,157,129,251,154
"14",96245657,96247762,24,43,131,90
"14",96250837,96254115,94,87,205,120
"14",96754345,96755929,73,88,65,25
"14",96797150,96798361,35,25,71,36
"14",98906209,98910376,158,125,379,274
"14",99271146,99275360,190,166,232,147
"14",99529951,99538882,404,430,395,250
"14",99622338,99623571,61,76,103,73
"14",99724428,99736136,592,545,501,310
"14",100415640,100418042,119,126,223,151
"14",100475346,100477227,36,60,131,94
"14",100627850,100630931,153,171,249,183
"14",100643453,100646086,149,112,185,100
"14",100663434,100670563,393,311,467,285
"14",100686936,100695596,490,462,403,267
"14",101760214,101762598,73,63,112,81
"14",102523417,102528164,159,118,231,156
"14",103069956,103076044,405,391,272,157
"14",103078229,103079953,91,116,150,77
"14",103084057,103114327,1796,1601,1350,796
"14",103127698,103131881,267,253,329,193
"14",103136365,103140024,108,121,164,112
"14",103155099,103158882,158,135,209,147
"14",103499554,103501776,51,44,122,77
"14",103516466,103553883,1933,1876,2158,1237
"14",103594165,103596849,81,75,184,138
"14",103606901,103609373,157,144,190,116
"14",103711292,103718022,250,286,298,230
"14",104632095,104645425,635,652,508,325
"14",104705467,104712693,392,377,273,182
"14",104721683,104736565,976,1004,725,444
"14",104752026,104754587,115,122,165,123
"14",104785536,104806489,1180,1106,841,474
"14",104965624,104971001,280,234,283,150
"14",104971859,104987164,966,880,911,526
"14",105084167,105098496,1089,1009,971,500
"14",105142846,105186240,2669,2507,1821,1029
"14",105189394,105212745,1423,1438,1290,768
"14",105315295,105318445,164,162,164,113
"14",105340536,105342162,90,79,105,58
"14",105410015,105415289,273,271,286,149
"14",105466670,105495279,1446,1340,1029,548
"14",105524888,105539264,849,844,628,413
"14",105587775,105590063,186,174,73,53
"14",105600780,105603939,251,233,233,153
"14",105621742,105623391,98,124,57,41
"14",105640647,105642021,100,139,67,35
"14",105707140,105711271,291,245,191,102
"14",106841968,106844058,72,77,81,63
"15",22786064,22788657,122,127,151,91
"15",22887374,22890630,89,65,237,163
"15",22915976,22919138,119,98,227,125
"15",22978130,22981344,139,123,270,182
"15",23038831,23040467,92,98,152,95
"15",25709815,25712702,105,110,116,79
"15",28084680,28086531,71,84,115,72
"15",28953161,28956469,130,143,329,224
"15",28977340,28979340,53,58,170,107
"15",28983600,28986536,127,135,215,130
"15",29402293,29406135,186,152,283,178
"15",29451156,29453754,126,116,202,140
"15",29566916,29569963,107,116,245,165
"15",29612780,29614437,66,75,129,84
"15",29669549,29675531,111,129,345,253
"15",29843693,29846260,58,66,213,151
"15",30984037,30987012,78,90,219,172
"15",31088998,31093038,179,194,314,256
"15",31214295,31218922,271,254,313,193
"15",31295824,31312752,1143,1098,1357,816
"15",31349421,31354445,287,276,381,233
"15",31433190,31440740,439,400,443,307
"15",31456424,31459740,177,153,370,227
"15",31463614,31466451,178,142,211,141
"15",33152622,33155500,118,121,308,207
"15",33192157,33195410,124,144,168,125
"15",33199704,33203194,108,113,194,133
"15",33278935,33280250,55,60,145,125
"15",33309706,33316586,344,275,345,215
"15",33699873,33702752,136,151,182,136
"15",33860020,33861420,59,33,96,73
"15",34721846,34722872,45,54,90,75
"15",35305370,35307382,19,21,131,104
"15",37823912,37825433,43,48,187,95
"15",38128692,38131681,57,67,208,167
"15",38397299,38398872,73,54,148,130
"15",38440321,38442929,190,164,274,184
"15",38530289,38532004,68,63,157,143
"15",38561632,38567095,271,230,304,217
"15",38816914,38819588,78,79,171,127
"15",39127359,39132517,72,90,345,272
"15",39139879,39141280,43,39,110,88
"15",39171942,39174680,97,87,287,197
"15",39193971,39196561,58,74,278,233
"15",39403341,39405351,27,27,173,134
"15",39426680,39428957,120,98,216,131
"15",39510213,39513052,132,114,197,145
"15",39578708,39590019,347,297,909,578
"15",39623935,39632019,181,182,518,346
"15",40043048,40056850,712,697,1507,1004
"15",40057865,40066877,333,292,687,487
"15",40068239,40073424,262,229,325,205
"15",40080346,40085704,221,184,405,258
"15",40087059,40094529,414,370,630,400
"15",40097524,40116267,1325,1252,1799,1258
"15",40145099,40152181,252,213,517,376
"15",40237911,40259527,1254,1142,1781,1106
"15",40264624,40299306,2124,2013,2218,1430
"15",40301119,40316658,737,670,801,540
"15",40319537,40325341,304,294,371,248
"15",40336756,40341617,236,227,451,316
"15",40342597,40373073,1956,1834,1840,1185
"15",40420132,40425217,273,237,385,262
"15",40426896,40444351,1039,1065,977,628
"15",40464330,40472843,430,406,485,327
"15",40564258,40565693,61,64,131,123
"15",40679054,40680515,44,53,102,82
"15",40763320,40777310,1005,982,1133,707
"15",40786690,40789718,104,123,259,206
"15",40806762,40811527,178,203,325,205
"15",40852249,40859929,479,406,483,305
"15",40862835,40867187,269,235,329,187
"15",40869601,40875024,344,328,369,219
"15",40890783,40896278,364,356,494,271
"15",40902314,40946117,3681,3630,3035,1872
"15",40952257,40967275,1043,934,991,622
"15",41490353,41509517,1357,1221,1062,718
"15",41557711,41565332,716,673,616,442
"15",41584850,41586176,69,77,118,82
"15",41602675,41604712,146,92,208,154
"15",41772979,41777922,228,195,464,351
"15",41903678,41909741,322,286,339,236
"15",41916438,41923747,274,274,519,366
"15",41932718,41938355,201,193,410,259
"15",41940172,41948117,323,302,609,442
"15",41969697,41973099,115,114,291,222
"15",41980757,42021990,2485,2380,2913,1941
"15",42053025,42054447,58,67,114,67
"15",42055710,42058412,203,203,262,182
"15",42059379,42067296,481,378,724,491
"15",42068357,42074599,507,507,549,361
"15",42077662,42099045,1646,1572,1894,1221
"15",42099909,42101071,51,67,152,92
"15",42118765,42124304,345,349,437,342
"15",42127311,42135995,442,409,662,452
"15",42136912,42162533,1942,1780,2139,1344
"15",42272488,42275145,52,52,151,151
"15",42575097,42577934,122,146,245,157
"15",42919264,42922795,113,92,314,218
"15",43183313,43187922,118,112,355,222
"15",43201601,43221249,1051,993,1151,762
"15",43248692,43257388,291,259,624,465
"15",43266459,43271126,288,268,353,217
"15",43274173,43283368,522,465,587,389
"15",43284126,43288494,272,291,314,250
"15",43492362,43493892,48,33,112,97
"15",43508701,43512953,226,226,408,283
"15",43773984,43777890,236,221,346,238
"15",43791849,43793796,81,84,182,108
"15",43910258,43914854,80,104,487,371
"15",43958014,43959804,24,17,139,89
"15",44100552,44103397,65,71,275,265
"15",44192077,44196078,121,158,363,273
"15",44426781,44429470,47,34,127,108
"15",44536049,44538220,68,65,168,105
"15",44662546,44664517,62,60,149,139
"15",44710122,44712882,66,68,232,144
"15",44726254,44730284,108,101,362,282
"15",45020625,45024439,229,206,244,187
"15",45087197,45110842,1394,1204,1515,1136
"15",45111818,45124174,1216,1163,1013,693
"15",45127960,45135418,481,453,403,263
"15",45137989,45166129,1483,1394,1870,1210
"15",45167381,45170242,252,198,272,173
"15",45179267,45191021,631,598,879,631
"15",45278533,45280547,71,53,149,123
"15",45453878,45459585,220,254,550,401
"15",45614339,45617602,96,54,186,133
"15",45640398,45643339,95,96,324,295
"15",45714579,45717207,135,119,169,134
"15",46311223,46313263,68,83,156,115
"15",47194421,47197391,94,66,175,142
"15",47987301,47989046,54,53,105,101
"15",48111942,48113632,47,54,115,87
"15",48119320,48121120,36,48,105,74
"15",48250688,48252176,32,47,77,64
"15",48372756,48375243,82,71,198,136
"15",48432664,48434299,26,31,121,103
"15",48802833,48805030,29,26,150,110
"15",48809319,48814659,133,139,358,286
"15",48923963,48930161,137,181,424,297
"15",48937799,48941414,57,91,269,208
"15",48960318,48967326,305,317,509,374
"15",50136675,50138346,50,55,165,120
"15",50883715,50886281,33,57,168,127
"15",51051228,51053503,126,85,224,151
"15",51119307,51121609,62,58,272,187
"15",51192577,51194623,120,93,132,85
"15",51230002,51233461,89,76,182,175
"15",51295232,51296425,58,73,90,83
"15",51333347,51344111,505,453,640,436
"15",51726230,51728150,148,135,330,234
"15",51758706,51761477,92,75,221,137
"15",51775058,51777646,84,44,192,138
"15",51874485,51876265,28,29,144,99
"15",51906065,51908718,33,29,148,95
"15",51994929,51996307,32,30,102,76
"15",52005903,52007338,64,43,107,73
"15",52010939,52013446,42,54,159,144
"15",52076705,52079304,124,133,250,187
"15",52093136,52096068,178,149,359,253
"15",52102179,52107193,163,169,313,204
"15",52208328,52209734,34,37,122,90
"15",52226251,52227868,54,51,99,101
"15",52252819,52264248,342,274,696,445
"15",52481045,52484143,84,69,195,179
"15",53868242,53869500,37,27,78,59
"15",55166742,55168779,55,54,98,87
"15",55279197,55280437,30,24,129,111
"15",55774161,55777690,157,137,247,164
"15",56047440,56051541,104,88,260,189
"15",56464606,56466495,60,55,113,90
"15",56821247,56823172,55,40,115,78
"15",57345142,57348174,211,186,192,110
"15",57371002,57377891,300,315,375,268
"15",57394686,57397201,46,41,160,119
"15",57559844,57563432,96,116,239,177
"15",57771253,57772929,80,64,133,140
"15",58259831,58261837,94,86,290,201
"15",58330340,58333633,83,82,281,194
"15",58474730,58478135,172,154,238,168
"15",58544663,58556415,844,770,765,536
"15",58731697,58733271,31,20,128,102
"15",58770439,58774273,99,109,255,192
"15",59168509,59172661,131,164,360,258
"15",59190266,59193437,74,53,205,181
"15",59282028,59285287,64,79,276,217
"15",59294077,59296753,49,49,333,213
"15",59313372,59318787,122,127,505,407
"15",59368892,59373782,106,117,358,255
"15",59492101,59495563,93,115,231,173
"15",59885753,59887189,105,102,121,96
"15",59916272,59920342,158,135,317,248
"15",60212502,60216222,192,153,238,165
"15",60298557,60300739,98,88,181,114
"15",60368599,60378341,173,173,1168,869
"15",60386053,60395728,124,82,665,464
"15",61042062,61055901,607,544,1026,640
"15",61195213,61198018,105,93,152,116
"15",61459351,61461427,71,77,180,167
"15",61554630,61558219,76,72,239,156
"15",61826942,61835880,466,483,697,403
"15",62059232,62060995,64,54,142,111
"15",62112400,62113957,67,56,159,123
"15",62225771,62227385,114,91,104,64
"15",62239769,62245931,322,281,326,217
"15",62305961,62308141,64,48,172,121
"15",62389999,62393343,144,135,227,115
"15",62443742,62445666,79,89,160,128
"15",62469324,62473712,156,130,400,283
"15",62545294,62547329,82,91,170,125
"15",62605969,62608941,82,102,269,198
"15",62641755,62647990,224,267,326,250
"15",62736433,62744421,318,299,833,624
"15",62753177,62759825,234,216,477,299
"15",62767983,62771884,126,120,292,211
"15",62778250,62784711,312,285,623,388
"15",62839986,62858942,734,696,1503,969
"15",62885718,62892230,286,260,487,351
"15",62895274,62901072,177,204,538,385
"15",62927837,62929873,73,66,289,207
"15",62938071,62949014,396,368,820,587
"15",62956446,62960191,126,128,328,226
"15",62985281,62990847,106,116,408,249
"15",63039184,63046230,404,357,604,384
"15",63086380,63094993,184,230,517,383
"15",63121419,63122772,37,56,141,100
"15",63155486,63158318,42,39,206,148
"15",63187655,63191199,121,95,296,229
"15",63233194,63236663,48,47,222,173
"15",63249364,63252116,48,57,216,200
"15",63320107,63356172,2939,2552,2610,1830
"15",63370877,63386551,884,838,1178,812
"15",63466597,63470574,174,155,201,136
"15",63471566,63475377,174,161,259,154
"15",63481118,63484690,125,107,202,171
"15",63487415,63488621,33,44,85,50
"15",63607929,63611723,139,119,282,174
"15",63869824,63873522,170,145,279,199
"15",63904790,63910760,218,201,495,312
"15",63941273,63949615,370,359,638,448
"15",64002722,64007651,135,105,336,257
"15",64008847,64012231,108,115,463,347
"15",64013221,64020078,229,216,686,512
"15",64027796,64031289,159,109,248,193
"15",64041168,64052272,574,586,816,552
"15",64144330,64154779,540,487,754,445
"15",64161882,64163999,79,59,140,136
"15",64379774,64382184,72,56,161,121
"15",64459121,64462509,120,111,289,240
"15",64521163,64522567,51,62,129,117
"15",64726023,64733833,415,331,451,310
"15",64735068,64743986,518,508,445,305
"15",64745581,64768751,1312,1353,1181,846
"15",64770684,64780478,649,589,509,315
"15",64805724,64814144,537,456,591,406
"15",64817988,64826306,443,391,412,265
"15",64838452,64848801,522,420,611,388
"15",64882189,64885319,153,141,304,229
"15",65028445,65035136,227,248,429,281
"15",65049238,65095248,2726,2599,4282,2958
"15",65285915,65288882,152,136,250,173
"15",65318381,65341113,1762,1614,1544,1023
"15",65353985,65381291,2016,1713,1779,1209
"15",65382155,65397513,1500,1363,1368,868
"15",65398342,65404322,392,388,437,288
"15",65408289,65426854,1252,1139,1349,901
"15",65434145,65436506,112,89,158,129
"15",65832609,65834957,74,59,171,127
"15",65900808,65904815,96,79,281,202
"15",65939038,65950697,574,550,784,556
"15",65951362,65955257,187,176,309,251
"15",65960445,65967704,386,363,487,364
"15",65973219,65986018,678,675,791,546
"15",66016857,66031765,776,736,1159,810
"15",66062777,66074555,625,560,822,612
"15",66075274,66085693,701,614,795,501
"15",66090670,66111780,1279,1218,1408,997
"15",66112681,66161648,2949,2772,3234,2274
"15",66163058,66174767,708,642,768,494
"15",66176376,66191901,1014,925,1242,856
"15",66247273,66258105,939,774,841,629
"15",66288034,66295334,202,188,535,382
"15",66476581,66485676,193,204,677,435
"15",66563122,66568467,248,262,452,300
"15",66578217,66582526,177,133,343,225
"15",66609833,66616125,328,317,336,220
"15",66617267,66623590,317,284,375,254
"15",66694449,66710023,881,772,1175,722
"15",66716077,66730963,808,731,1243,800
"15",66744339,66781245,2213,2031,3656,2507
"15",66800642,66805588,207,195,510,333
"15",66830035,66833635,133,145,278,178
"15",66834734,66846474,558,563,874,545
"15",66847349,66854872,477,519,617,380
"15",66858631,66860067,32,40,137,86
"15",66861235,66866779,322,277,476,324
"15",66934562,66948995,670,687,933,635
"15",66953093,66960395,388,360,517,312
"15",67003118,67004689,62,57,147,127
"15",67009695,67014985,193,195,320,246
"15",67021519,67026991,251,220,550,400
"15",67047309,67052092,236,230,502,400
"15",67061239,67071308,368,379,785,547
"15",67079448,67099390,674,616,1776,1301
"15",67100349,67111222,381,401,1393,1042
"15",67124196,67135900,338,356,1182,796
"15",67138027,67151273,307,331,1262,955
"15",67161262,67182709,700,659,2110,1318
"15",67253902,67257350,108,131,269,197
"15",67413013,67415579,94,81,286,216
"15",67456851,67459961,155,123,228,182
"15",67689768,67692560,189,175,145,148
"15",67817371,67829501,688,639,499,276
"15",67936606,67938346,77,47,154,140
"15",67940080,67947833,212,204,587,397
"15",68186212,68188676,40,40,173,141
"15",68299004,68308087,398,373,793,468
"15",68310546,68332537,1396,1258,1516,990
"15",68333521,68356873,1158,1109,1959,1290
"15",68381940,68391596,459,425,689,493
"15",68418187,68434526,953,845,1198,823
"15",68484678,68489852,231,196,493,340
"15",68491807,68495566,113,139,286,227
"15",68497314,68513044,559,565,1218,839
"15",68514724,68519391,178,155,684,518
"15",68541550,68546764,195,196,468,310
"15",68548374,68563388,1113,1028,1349,865
"15",68565743,68610580,2485,2328,3297,2178
"15",68614650,68628048,529,451,937,609
"15",68694263,68702149,457,447,500,325
"15",68992827,68996297,149,124,200,199
"15",69044861,69048421,173,180,557,360
"15",69054121,69061555,390,377,540,395
"15",69073446,69076857,148,134,231,173
"15",69139075,69142067,146,145,234,180
"15",69159498,69162546,130,162,314,204
"15",69384701,69404430,1144,1106,1647,1047
"15",69467586,69470393,199,202,387,245
"15",69473850,69479594,273,234,378,230
"15",69507976,69509967,78,71,224,164
"15",69523020,69525266,91,105,135,107
"15",69526603,69533737,290,262,393,302
"15",69535266,69536795,45,42,103,67
"15",69556453,69561506,158,173,368,277
"15",69570932,69581830,878,814,968,721
"15",69590610,69610965,1225,1054,1472,1014
"15",69656524,69677864,1240,1115,1369,874
"15",69685502,69687487,126,120,149,101
"15",69712700,69715884,157,156,311,177
"15",69718457,69722217,269,274,275,212
"15",69723157,69728816,536,476,462,290
"15",69754453,69764296,417,373,705,523
"15",69793061,69796268,157,105,255,159
"15",69851628,69858615,342,328,536,352
"15",69974809,69985116,399,376,794,559
"15",69986202,69992908,420,382,620,416
"15",70012291,70038096,1605,1591,1926,1334
"15",70048801,70071539,1209,1122,1384,816
"15",70086211,70104598,958,1005,1518,1016
"15",70109295,70136069,1479,1537,1992,1356
"15",70137237,70145100,399,409,666,464
"15",70151797,70167820,986,967,1228,761
"15",70192931,70206515,687,621,981,648
"15",70234260,70282688,3431,3079,4466,3035
"15",70283613,70295307,422,405,739,475
"15",70327722,70330160,168,169,305,259
"15",70373696,70385741,669,606,1026,708
"15",70421327,70430276,457,429,695,490
"15",70436620,70445403,563,517,522,399
"15",70446543,70449394,203,198,209,133
"15",70461670,70510266,5452,5230,5683,3900
"15",70512055,70542332,2129,1955,1917,1314
"15",70554402,70564214,641,654,714,437
"15",70568670,70570157,103,116,213,182
"15",70587871,70590067,133,138,205,152
"15",70595833,70599474,149,192,308,287
"15",70601630,70608590,313,317,539,379
"15",70626971,70641075,751,672,826,617
"15",70643061,70645582,37,38,120,94
"15",70762410,70764811,94,94,192,131
"15",70783620,70789664,133,105,394,254
"15",70833820,70836964,104,84,276,184
"15",70851554,70859060,289,276,664,501
"15",70862103,70865095,126,117,236,191
"15",71109183,71112938,139,130,319,249
"15",71114316,71121569,338,336,453,275
"15",71135743,71137568,101,82,222,154
"15",71186359,71191389,154,160,323,264
"15",71293145,71296814,84,61,360,275
"15",71441714,71449216,196,197,557,442
"15",71571971,71576656,130,134,327,283
"15",71728507,71733144,220,181,245,217
"15",71744069,71749690,271,269,491,290
"15",71789141,71792945,161,138,376,266
"15",71804311,71815021,651,685,831,516
"15",72116568,72121855,142,132,349,266
"15",72153409,72156541,188,152,254,216
"15",72160668,72184924,1301,1293,1369,833
"15",72193556,72205019,594,538,964,642
"15",72222274,72224353,69,62,198,134
"15",72271101,72275195,121,118,276,176
"15",72755778,72758931,80,79,257,172
"15",72796369,72797924,102,79,153,85
"15",73049524,73057108,274,307,388,282
"15",73239494,73245210,145,142,305,210
"15",73301061,73310329,423,424,581,431
"15",73373284,73380893,430,404,570,397
"15",73385418,73388758,134,127,320,213
"15",73563693,73567710,178,136,309,239
"15",73599917,73603296,64,55,263,193
"15",73630328,73635012,126,125,376,235
"15",73636322,73637975,97,85,218,144
"15",73676834,73700673,1149,1086,1854,1180
"15",73702007,73705670,172,159,218,119
"15",73732212,73764953,2044,1996,1984,1356
"15",73795528,73822185,1585,1486,1906,1237
"15",73851616,73853147,68,52,130,104
"15",73891350,73911919,1027,969,1556,1037
"15",73921610,73938022,956,947,1271,786
"15",73938971,73960204,1587,1463,1598,1068
"15",73964240,73967052,108,94,203,146
"15",73971938,73974238,122,112,158,99
"15",73981547,73998733,1007,889,1872,1320
"15",74119360,74140514,1313,1186,1446,896
"15",74167690,74189427,1594,1532,2220,1356
"15",74190682,74245993,3543,3440,5136,3581
"15",74250038,74265222,927,888,996,670
"15",74266319,74348681,5480,5285,5970,3783
"15",74364203,74398745,2484,2208,2730,1795
"15",74399778,74404536,338,316,401,314
"15",74405756,74446377,3323,3262,3715,2489
"15",74460363,74462444,61,51,163,88
"15",74488357,74490430,90,77,146,121
"15",74525416,74527850,45,40,147,118
