"gene_id","gene_name","YAF_1","YAF_2","YAF_3","GFP_1","GFP_2","GFP_3","YAF_avg","GFP_avg","log2FC_binding","seqnames","start","end","strand"
"ENSG00000290398.1","ASNSP1",0,3.3304509622486,2.03954563396318,0,0,0,1.78999886540393,0,4.24031346326142,"chr8",46579213,46638886,"-"
"ENSG00000259684.1","ENSG00000259684",29.6378200531006,0.227621003985405,1.54343998432159,0,1.37836003303528,0,10.4696270138025,0.459453344345093,4.23976283430759,"chr15",50557601,50560500,"+"
"ENSG00000206944.1","RNU6-708P",1.80379998683929,3.55088505744934,0,0,0,0,1.78489501476288,0,4.23641226511926,"chr18",48169784,48169890,"-"
"ENSG00000099338.23","CATSPERG",43.013650894165,1.93477551142375,13.016339969635,0,0,2.79668563604355,19.3215887917413,0.932228545347849,4.23382688806974,"chr19",38335775,38370943,"+"
"ENSG00000229756.1","RPL31P20",0,1.77193987369537,3.5617823600769,0,0,0,1.77790741125743,0,4.23105402869233,"chr3",24430748,24431107,"+"
"ENSG00000168306.13","ACOX2",0,3.26256330808004,2.05791997909546,0,0,0,1.7734944290585,0,4.22765978262558,"chr3",58505136,58537283,"-"
"ENSG00000248115.1","ENSG00000248115",28.5436281476702,1.59334557006756,0.257239997386932,1.35350926433291,0,0,10.1314045717082,0.451169754777636,4.21436367936748,"chr4",52945649,52958087,"+"
"ENSG00000207547.1","MIR25",19.4602435827255,7.39767915010452,6.17375402450562,0.526364982128143,0,0.978839993476868,11.0105589191119,0.501734991868337,4.20665932914885,"chr7",100093560,100093643,"-"
"ENSG00000270842.1","ENSG00000270842",4.16261488199234,0,5.91651406288147,0.263182491064072,0,0,3.35970964829127,0.0877274970213572,4.20393907988608,"chr4",82775461,82776101,"+"
"ENSG00000223586.6","LINC01312",0,0.455241599678993,4.77063183350997,0,0,0,1.74195781106299,0,4.20316811263189,"chr6",133821147,133872922,"+"
"ENSG00000254638.1","ENSG00000254638",0,1.36572563052177,3.85860002040863,0,0,0,1.74144188364347,0,4.20276396103491,"chr11",112165197,112172606,"-"
"ENSG00000234173.1","ENSG00000234173",0,3.64193410873413,1.54343998432159,0,0,0,1.72845803101858,0,4.19255560746423,"chr10",54486230,54656051,"+"
"ENSG00000162063.13","CCNF",2.4975700378418,0.341431248933077,2.31516000628471,0,0,0,1.7180537643532,0,4.1843229591162,"chr16",2429394,2458854,"+"
"ENSG00000273062.1","RALGPS2-AS1",3.05258588989576,0.862562752083728,1.23475198745728,0,0,0,1.71663354314559,0,4.18319551896847,"chr1",178724306,178726285,"-"
"ENSG00000252084.1","RN7SKP12",0.832523724862507,0.455241599678993,3.85859748721123,0,0,0,1.71545427058424,0,4.18225868548694,"chr1",242188647,242188789,"-"
"ENSG00000264564.1","DYNAPP1",0,0,5.14479676882426,0,0,0,1.71493225627475,0,4.18184379442495,"chr18",54525434,54525563,"+"
"ENSG00000252130.1","RNU6-1045P",0,2.04858875274658,3.08687746524811,0,0,0,1.7118220726649,0,4.17936937947253,"chr2",191370938,191371044,"+"
"ENSG00000160323.19","ADAMTS13",0,2.5417666832606,2.57240001360575,0,0,0,1.70472223228878,0,4.17370490156395,"chr9",133414358,133459402,"+"
"ENSG00000258331.1","LINC02461",3.05258418122927,0,2.05792000293732,0,0,0,1.7035013947222,0,4.172728633709,"chr12",43155315,43163110,"+"
"ENSG00000249343.3","LINC01333",19.4532900810242,3.30050331354141,0,0,0,0.978839993476868,7.58459779818853,0.326279997825623,4.17209648614655,"chr5",74321293,74341236,"+"
"ENSG00000091157.15","WDR7",39.9611002604167,0.455241501331329,5.57353007793427,1.57909299135208,0.689180254936218,0,15.3299572798941,0.7560910820961,4.1718259599338,"chr18",56651343,57029811,"+"
"ENSG00000207293.1","Y_RNA",1.6650464619909,1.87787336111069,1.54344000135149,0,0,0,1.69545327481769,0,4.16627620343661,"chr5",57169108,57169209,"-"
"ENSG00000248092.8","NNT-AS1",0.83252377808094,0,4.24445998668671,0,0,0,1.69232792158922,0,4.16376270972146,"chr5",43571594,43603230,"-"
"ENSG00000211862.1","TRAJ27",31.9596169789632,0.227621003985405,1.15757983922958,1.57909497618675,0,0,11.1149392740594,0.526364992062251,4.16227441666776,"chr14",22516273,22516331,"+"
"ENSG00000289309.1","ENSG00000289309",2.4975700378418,0,2.57239998380343,0,0,0,1.68999000721508,0,4.16187962842075,"chr12",83888705,84186576,"-"
"ENSG00000251171.1","ENSG00000251171",2.10321592343481,0.659314422771848,2.23798795044422,0,0,0,1.66683943221696,0,4.14309903071915,"chr4",169201794,169220349,"+"
"ENSG00000198093.11","ZNF649",10.8227998018265,3.18669225109948,4.93900604248047,0.789546236395836,0,0,6.31616603180214,0.263182078798612,4.14294655526324,"chr19",51889235,51905040,"-"
"ENSG00000132329.11","RAMP1",4.99514007568359,0,0,0,0,0,1.66504669189453,0,4.14163444341141,"chr2",237858893,237912106,"+"
"ENSG00000226089.2","ENSG00000226089",0,0.964040666818619,4.01937156915665,0,0,0,1.66113741199176,0,4.13843557411039,"chr6",81527102,81534915,"-"
"ENSG00000286747.1","ENSG00000286747",11.6553024053574,6.48719251155853,12.6476083596547,0,0,1.46825973689556,10.2633677588569,0.48941991229852,4.13605329848319,"chr1",247105405,247108929,"+"
"ENSG00000290496.1","LINC03003",2.91383004188538,0.630333545116278,1.42471385002136,0,0,0,1.65629247900767,0,4.13446121474766,"chr6",29223973,29292963,"+"
"ENSG00000226080.1","RPL6P4",0,0.682861572131515,4.2671535190414,0,0,0,1.65000503039097,0,4.12928716397907,"chr2",11102142,11102997,"+"
"ENSG00000289068.2","ENSG00000289068",0.416261501610279,2.2079230427742,2.31516000628471,0,0,0,1.6464481835564,0,4.12635193405003,"chrX",39653211,39671314,"+"
"ENSG00000142621.21","FHAD1",19.4255182743073,6.35061675086618,1.35050985962152,0,0.229726999998093,1.04409599304199,9.04221496159832,0.424607664346695,4.12323295136638,"chr1",15236521,15400283,"+"
"ENSG00000290865.1","RRN3P3",0,4.92379614632381,0,0,0,0,1.64126538210794,0,4.12206419234724,"chr16",22418672,22437715,"-"
"ENSG00000254256.1","RPSAP71",0,0.227621003985405,4.69462877511978,0,0,0,1.6407499263684,0,4.12163705726667,"chr5",171365595,171367693,"+"
"ENSG00000188873.4","RPL10AP2",0,1.25191003084183,3.65852443377177,0,0,0,1.63681148820453,0,4.11836926874491,"chr8",47157118,47157771,"+"
"ENSG00000183336.9","BOLA2",12.2797173857689,1.93085176985839,2.66767404918317,0,0.689180302619934,0,5.62608106827015,0.229726767539978,4.11820517949573,"chr16",29453590,29454351,"-"
"ENSG00000252335.1","RNU6-62P",1.11003170410792,3.41431168715159,2.64589694568089,0.131591007113457,0,0,2.39008011231347,0.0438636690378189,4.11341794958859,"chr13",95019235,95019336,"+"
"ENSG00000254859.1","ENSG00000254859",1.38753998279572,0,3.50489497184753,0,0,0,1.63081165154775,0,4.11337683278521,"chr8",143541973,143549729,"-"
"ENSG00000289021.1","ENSG00000289021",0,1.0242912620306,3.85859748721123,0,0,0,1.62762958308061,0,4.11072202075788,"chr17",48944890,48945763,"+"
"ENSG00000253294.1","IGHVII-40-1",2.87598911198703,1.29384469985962,0.71235676912161,0,0,0,1.62739686032275,0,4.11052766741519,"chr14",106440950,106441007,"-"
"ENSG00000159842.16","ABR",4.16261488199234,0.455241599678993,0.257239997386932,0,0,0,1.62503215968609,0,4.10855135311855,"chr17",1003519,1229738,"-"
"ENSG00000207721.1","MIR186",14.1528899669647,1.82096534470717,0.771719992160797,0,0.689180254936218,0,5.5818584346109,0.229726751645406,4.10702004003188,"chr1",71067631,71067716,"-"
"ENSG00000260102.2","LINC01070",0,3.44400111229523,1.42471385002136,0,0,0,1.62290498743887,0,4.10677123874256,"chr13",112197350,112201000,"+"
"ENSG00000273272.2","ENSG00000273272",0,4.86758013413503,0,0,0,0,1.62252671137834,0,4.10645444999358,"chr22",50541108,50543011,"+"
"ENSG00000268471.6","MIR4453HG",4.57887631654739,7.50113769011064,6.36668669184049,0.789546281099319,0,0,6.14890023283284,0.263182093699773,4.10483732787831,"chr4",152536264,152539263,"+"
"ENSG00000289307.2","ENSG00000289307",0,0,4.85080717291151,0,0,0,1.61693572430384,0,4.10176412609472,"chr16",54929495,54930588,"-"
"ENSG00000251604.1","LINC01385",0,0.682861261069775,4.16728594303131,0,0,0,1.61671573470036,0,4.10157926288761,"chr5",73451498,73453395,"+"
"ENSG00000287466.1","ENSG00000287466",0.83252377808094,1.36572582349181,2.6458956854684,0,0,0,1.61471509568038,0,4.09989698370878,"chr10",129621988,129626664,"-"
"ENSG00000186529.16","CYP4F3",54.5302505493164,3.30050003528595,7.8886833190918,0,1.03377102315426,2.51701719420297,21.9064779678981,1.18359607245241,4.09966508173374,"chr19",15640897,15662825,"+"
"ENSG00000211654.2","IGLV5-37",0,1.36572003364563,3.47273999452591,0,0,0,1.61282000939051,0,4.09830164957667,"chr22",22427540,22428035,"+"
"ENSG00000274475.1","RN7SL650P",13.8555592213358,0.945502019845522,1.61359636891972,0.67675427028111,0,0,5.47155253670035,0.22558475676037,4.0969743345214,"chr14",21429508,21429806,"-"
"ENSG00000248515.2","ENSG00000248515",32.3927251642401,4.72129646424324,0.257239997386932,0.789546281099319,0,1.11867427825928,12.4570872086234,0.636073519786199,4.0925081682362,"chr4",19455418,19938448,"+"
"ENSG00000280200.1","ENSG00000280200",16.9626446068287,0.455241670211156,1.6720599681139,0,0,0.839005708694458,6.36331541505125,0.279668569564819,4.08946192089788,"chr12",130976786,130978812,"+"
"ENSG00000111912.20","NCOA7",1.6650450527668,2.34124188763755,0.771719992160797,0,0,0,1.59266897752171,0,4.08122795874015,"chr6",125781161,125932034,"+"
"ENSG00000278580.1","ENSG00000278580",13.0265355846461,1.876797596801,2.20797617733479,0.728812291071965,0,0,5.70376978626063,0.242937430357322,4.08097301141861,"chr13",85837126,85837532,"-"
"ENSG00000277146.1","ENSG00000277146",3.3300901055336,0.585310007844652,0.857466657956441,0,0,0,1.5909555904449,0,4.07976686564281,"chrY",26453982,26454092,"+"
"ENSG00000207217.1","SNORA80D",0,0.910481681426366,3.85860002040863,0,0,0,1.58969390061167,0,4.07869001117749,"chr7",6016877,6017011,"+"
"ENSG00000213432.2","RPL17P34",0.768483239870805,3.27773905619979,0.71235676912161,0,0,0,1.58619302173073,0,4.07569778867301,"chr10",93284004,93284558,"-"
"ENSG00000284646.1","ENSG00000284646",0,2.18516204357147,2.57239999771118,0,0,0,1.58585401376088,0,4.07540770664662,"chr1",11311734,11319093,"-"
"ENSG00000207771.1","MIR550A1",16.6504497528076,2.58918753266335,1.95502400398254,0,0,0.978839993476868,7.0648870964845,0.326279997825623,4.07107070386282,"chr7",30289794,30289890,"+"
"ENSG00000253115.1","ENSG00000253115",17.0422361528172,0.964678161201023,0,0.789546236395836,0,0,6.00230477133941,0.263182078798612,4.07058931538031,"chr8",74103516,74106744,"+"
"ENSG00000224647.2","ENSG00000224647",0,1.14800123611222,3.59017388976139,0,0,0,1.57939170862454,0,4.06986686487636,"chr17",7330452,7335413,"+"
"ENSG00000111879.20","FAM184A",9.99027506510417,3.36878604888916,4.63031741976738,0.789544999599457,0,0,5.99645951125357,0.263181666533152,4.06920836573783,"chr6",118959763,119149387,"-"
"ENSG00000177374.13","HIC1",1.77604806423187,2.18516027430693,0.771719992160797,0,0,0,1.57764277689987,0,4.06836364805497,"chr17",2054154,2063241,"+"
"ENSG00000113812.14","ACTR8",0.971277013421059,3.75573998689651,0,0,0,0,1.57567233343919,0,4.0666681620999,"chr3",53867066,53882152,"-"
"ENSG00000099995.19","SF3A1",17.6911125183105,4.58493351404156,6.38152506718269,1.42870354652405,0,0,9.55252369984493,0.476234515508016,4.0661782081417,"chr22",30331988,30356919,"-"
"ENSG00000044524.11","EPHA3",0.83252377808094,0,3.85859751701355,0,0,0,1.56370709836483,0,4.05632955905649,"chr3",89107621,89482134,"+"
"ENSG00000275173.1","ENSG00000275173",16.6504648327827,0.682861261069775,0.823167991638184,0,0,0.815699994564056,6.05216469516357,0.271899998188019,4.04810747913164,"chr17",37798894,37802788,"-"
"ENSG00000234394.8","LINC03025",0,2.04858802817762,2.60455501079559,0,0,0,1.55104767965774,0,4.04530987850166,"chr9",68306528,68330626,"+"
"ENSG00000053254.16","FOXN3",0,0,4.63032007217407,0,0,0,1.54344002405802,0,4.03864690234124,"chr14",89124871,89619149,"-"
"ENSG00000290046.1","ENSG00000290046",0,0,4.63031750917435,0,0,0,1.54343916972478,0,4.03864615236397,"chr3",37176387,37209817,"+"
"ENSG00000252501.1","RNU4-77P",14.6011827909029,0.682861675818761,2.31516000628471,0.789546236395836,0,0,5.86640149100214,0.263182078798612,4.03809614296964,"chr1",233448626,233448781,"-"
"ENSG00000171928.14","TVP23B",25.9909630374211,4.50006286993623,7.6519802976662,1.13694797515869,0,0.903544453474192,12.7143354016745,0.680164142877628,4.03783715471761,"chr17",18781111,18806714,"+"
"ENSG00000284202.1","MIR137",0,4.6093225479126,0,0,0,0,1.5364408493042,0,4.0324895506414,"chr1",98046070,98046171,"-"
"ENSG00000279783.1","ENSG00000279783",19.2237045846202,4.68248604876654,1.21694303705142,1.25742692086432,0,0,8.37437789014606,0.419142306954772,4.0289054943664,"chr21",9810501,9810848,"+"
"ENSG00000206772.1","RNU6-44P",1.11003161668777,1.17062229982444,2.31515981753667,0,0,0,1.53193791134963,0,4.02851426451788,"chr11",112352556,112352662,"-"
"ENSG00000226486.2","LINC01035",0,3.82402601242065,0.771719992160797,0,0,0,1.53191533486048,0,4.02849430590671,"chr1",188905688,189037564,"+"
"ENSG00000104881.16","PPP1R13L",3.94352998859004,0.64692137586443,0,0,0,0,1.53015045481816,0,4.02693321910011,"chr19",45379638,45406349,"-"
"ENSG00000189077.11","TMEM120A",16.6504497528076,3.79367995262146,0,0,0,0.978839993476868,6.81470990180969,0.326279997825623,4.01979545916943,"chr7",75986831,75994656,"-"
"ENSG00000289342.2","ENSG00000289342",0,3.23980317811171,1.32294855798994,0,0,0,1.52091724536722,0,4.01873853198221,"chr4",121950963,121990023,"+"
"ENSG00000214145.8","LINC00887",0,4.0465910964542,0.514479994773865,0,0,0,1.52035703040935,0,4.01823982728719,"chr3",194296191,194322871,"-"
"ENSG00000230516.1","ENSG00000230516",0.83252377808094,6.67687786950005,0.771719992160797,0,0.229726999998093,0,2.76037387991393,0.0765756666660309,4.01784528566433,"chr9",32643103,32645026,"-"
"ENSG00000232892.1","RGS5-AS1",3.33009338378906,1.36572503617832,13.9873999357224,0,0.872962212562561,0,6.22773945189658,0.29098740418752,4.01649616087533,"chr1",163161675,163213023,"+"
"ENSG00000132518.7","GUCY2D",0,1.6692190070947,2.88108801841736,0,0,0,1.51676900850402,0,4.01504166727301,"chr17",8002615,8020342,"+"
"ENSG00000103381.12","CPPED1",17.3719882965088,23.5424860545567,14.3586455258456,1.71068435162306,0,1.43563199043274,18.4243732923037,1.0487721140186,4.01126019582235,"chr16",12659799,12803887,"-"
"ENSG00000087088.21","BAX",27.5921854291643,2.50382840633392,1.43319411788668,1.6777883656323,0,0,10.5097359844616,0.559262788544098,4.00839129394095,"chr19",48954815,48961798,"+"
"ENSG00000233807.1","AMZ2P3",0,3.755745023489,0.771719992160797,0,0,0,1.5091550052166,0,4.00823139825535,"chrX",27218131,27218678,"-"
"ENSG00000248138.5","ENSG00000248138",42.4586734771729,1.96323025971651,1.23475198745728,1.57908999919891,0,0.978839993476868,15.2188852414489,0.852643330891927,4.00723133458899,"chr4",16400430,16512187,"+"
"ENSG00000287982.1","ENSG00000287982",6.3271719455719,8.55854001045227,2.31515997648239,0.789545804262161,0,0,5.73362397750219,0.263181934754054,4.00562804871715,"chr12",114733757,114735244,"-"
"ENSG00000263841.2","RN7SL44P",0.83252377808094,3.32895500957966,16.0631779564752,0,0,0.978839993476868,6.74155224804525,0.326279997825623,4.00445042166201,"chr1",153500463,153500764,"-"
"ENSG00000202164.1","RNA5SP117",7.49270510673523,4.2289563354693,3.8071520169576,0,0.689180254936218,0,5.17627115305404,0.229726751645406,4.00017586137355,"chr2",208920547,208920664,"-"
"ENSG00000271204.1","ENSG00000271204",9.99029517173767,5.09870600700378,5.04190001487732,0,0,0.978839993476868,6.71030039787292,0.326279997825623,3.99784516899919,"chr7",130930209,130932206,"-"
"ENSG00000252622.1","RNU6-881P",0.832525014877319,3.64193375408649,0,0,0,0,1.49148625632127,0,3.99230279316012,"chr9",131126990,131127091,"+"
"ENSG00000185651.16","UBE2L3",4.46535076065497,0,0,0,0,0,1.48845025355166,0,3.98954800390123,"chr22",21549447,21624034,"+"
"ENSG00000286876.1","ENSG00000286876",0,0.682861151439803,3.77285055981742,0,0,0,1.48523723708574,0,3.98662685648579,"chr10",83708841,83724834,"-"
"ENSG00000202377.1","SNORA25B",14.1528899669647,5.04017421177455,0.771719992160797,0,0,0.978839993476868,6.65492805696669,0.326279997825623,3.98606713730791,"chr7",115581315,115581442,"-"
"ENSG00000181803.3","OR6S1",23.3106498718262,2.18516006469727,4.84468674659729,1.63757887151506,0,0,10.1134988943736,0.545859623838354,3.98311274021159,"chr14",20640696,20641691,"-"
"ENSG00000252269.1","RNU4ATAC12P",0,0,4.43738746643066,0,0,0,1.47912915547689,0,3.98105726757116,"chr12",132995190,132995302,"-"
"ENSG00000238183.2","RPS27P5",15.4611399514335,4.55241707393101,5.98082500696182,0.394773505628109,0,0.978839993476868,8.66479401077543,0.457871166368326,3.97371629274706,"chr1",226781501,226781744,"+"
"ENSG00000244125.1","ENSG00000244125",0,13.0685713404212,14.3928813178365,0.789546236395836,0.689180254936218,0,9.15381755275254,0.492908830444018,3.96416646649436,"chr2",142131178,142137830,"-"
"ENSG00000230102.8","LINC02028",1.28906785768847,3.08913940049353,0,0,0,0,1.459402419394,0,3.96292137285692,"chr3",194005259,194071025,"-"
"ENSG00000264966.1","MIR5094",21.0905783573786,1.57911982759833,5.34267482849268,0.67675427028111,0,0.839005708694458,9.33745767115655,0.505253326325189,3.9627872605102,"chr15",89850637,89850721,"-"
"ENSG00000280107.1","ENSG00000280107",1.6650450527668,0.569051337738832,2.14366668462753,0,0,0,1.45925435837772,0,3.9627843863853,"chr6",28170845,28172521,"+"
"ENSG00000270456.1","ENSG00000270456",19.5642748276393,1.70715610969525,4.05152821115085,1.3535099710737,0,0,8.44098638282846,0.451169990357899,3.953833449026,"chrX",120981529,120981779,"+"
"ENSG00000169021.6","UQCRFS1",0,1.9632289968431,2.36660802364349,0,0,0,1.44327900682886,0,3.94792700279767,"chr19",29205320,29213151,"-"
"ENSG00000203837.5","PNLIPRP3",15.8179497718811,0.682861261069775,0,0.789546236395836,0,0,5.50027034431696,0.263182078798612,3.94673155292071,"chr10",116427847,116477957,"+"
"ENSG00000250365.7","HEATR5A-DT",0,4.32479500770569,0,0,0,0,1.4415983359019,0,3.9463550142988,"chr14",31420286,31452883,"+"
"ENSG00000201001.1","RNU6-270P",16.0029275682237,1.96323002874851,1.41482001543045,0,0,0.978839993476868,6.4603258708009,0.326279997825623,3.94389421258414,"chr10",28760699,28760803,"-"
"ENSG00000175084.13","DES",0.555015027523041,1.43075957468578,2.31516000628471,0,0,0,1.43364486949784,0,3.93889254622299,"chr2",219418377,219426735,"+"
"ENSG00000290060.1","ENSG00000290060",7.49270510673523,3.12978506088257,4.24445736408234,0,0.689180254936218,0,4.95564917723338,0.229726751645406,3.93855350844587,"chr2",216395085,216399748,"+"
"ENSG00000165066.13","NKX6-3",1.6650450527668,2.63389715126583,0,0,0,0,1.43298073467754,0,3.93826766131666,"chr8",41645177,41650817,"-"
"ENSG00000248848.2","PPBPP2",2.77507712940375,0.75114730745554,0.771719992160797,0,0,0,1.4326481430067,0,3.93795462384526,"chr4",74054041,74054820,"-"
"ENSG00000167525.15","PROCA1",3.77410407066345,0.520275575774057,0,0,0,0,1.43145988214584,0,3.93683566973326,"chr17",28703197,28711888,"-"
"ENSG00000288604.1","ENSG00000288604",0,2.15183746246333,2.12222991387049,0,0,0,1.42468912544461,0,3.93044321107162,"chr15",79923142,79923490,"-"
"ENSG00000240108.2","NCOR1P1",0,2.51805589348078,1.74771875143051,0,0,0,1.4219248816371,0,3.92782524770773,"chr20",26103489,26113986,"-"
"ENSG00000240116.3","RN7SL303P",0,2.51805589348078,1.74771875143051,0,0,0,1.4219248816371,0,3.92782524770773,"chr8",22977877,22978127,"+"
"ENSG00000197279.5","ZNF165",27.4732446670532,4.26788872480392,2.31516000628471,0,0,1.95767998695374,11.3520977993806,0.652559995651245,3.92766148458703,"chr6",28080568,28089563,"+"
"ENSG00000144583.5","MARCHF4",0,2.09411206245422,2.16816556453705,0,0,0,1.42075920899709,0,3.92671983540121,"chr2",216257865,216372483,"-"
"ENSG00000291090.1","CCDC144BP",0,0.682861261069775,3.55848582585653,0,0,0,1.41378236230877,0,3.92008589770923,"chr17",18537800,18625653,"-"
"ENSG00000242241.3","RN7SL306P",1.66504502296448,1.59334587554137,0.977512013912201,0,0,0,1.41196763747268,0,3.91835535497721,"chr7",128970734,128971029,"+"
"ENSG00000288977.1","ENSG00000288977",0,1.28036684729159,2.94656682014465,0,0,0,1.40897788914541,0,3.91549976128611,"chr6",131125625,131125922,"+"
"ENSG00000111262.6","KCNA1",18.3155025243759,8.56287038893927,7.44482351050657,0.131591007113457,0,1.87610998749733,11.4410654746073,0.669233664870262,3.90721070753752,"chr12",4909905,4918256,"+"
"ENSG00000180974.5","OR52E4",0,0.341431248933077,3.85860002040863,0,0,0,1.4000104231139,0,3.90690062049018,"chr11",5880629,5887079,"+"
"ENSG00000188038.8","NRN1L",0,2.65557669268714,1.54343998432159,0,0,0,1.39967222566958,0,3.90657530889228,"chr16",67884885,67888855,"+"
"ENSG00000206908.1","RNU1-136P",60.9991534980568,6.37338222969662,10.276049464941,0,1.37835927307606,3.52382358789444,25.8828617308981,1.63406095365683,3.90533382030421,"chr6",53219261,53219424,"+"
"ENSG00000227254.1","VDAC1P12",16.6504993438721,3.94542666276296,5.74501999219259,0.789546281099319,0.689180254936218,0,8.78031533294254,0.492908845345179,3.90472868150873,"chr13",34082429,34083310,"-"
"ENSG00000287610.1","ENSG00000287610",17.4829998016357,0.910481681426366,1.54343998432159,1.05272831519445,0,0,6.6456404891279,0.350909438398149,3.90304581777855,"chr7",155534964,155536825,"+"
"ENSG00000249514.1","TMEM251P1",16.483948135376,0,2.31516000628471,0,0,0.978839993476868,6.26636938055356,0.326279997825623,3.90059759845875,"chr5",91030990,91031307,"-"
"ENSG00000288939.1","ENSG00000288939",9.26634367911712,1.57265241353801,2.79748376458883,0,0.636166008619162,0,4.54549328574799,0.212055336206387,3.89595801119173,"chr18",9102011,9102492,"-"
"ENSG00000215105.4","TTC3P1",4.16261488199234,0,0,0,0,0,1.38753829399745,0,3.89485490337456,"chrX",75740831,75746911,"-"
"ENSG00000226067.7","LINC00623",0,2.30872509238266,1.82640388607979,0,0,0,1.37837632615415,0,3.88594165447213,"chr1",120913184,121009291,"+"
"ENSG00000135913.11","USP37",24.7259238183498,2.79973700046539,5.51228138378688,0,0,1.95767998695374,11.0126474008674,0.652559995651245,3.88425214410329,"chr2",218450251,218568351,"-"
"ENSG00000124157.7","SEMG2",1.66504506270091,1.66922052701314,0.771719992160797,0,0,0,1.36866186062495,0,3.8764303681447,"chr20",45221373,45224458,"+"
"ENSG00000142657.21","PGD",27.639760017395,2.04858702917894,0.385859742760658,0.789546236395836,0,0.978839993476868,10.0247355964449,0.589462076624235,3.87626922334346,"chr1",10398592,10420511,"+"
"ENSG00000140307.11","GTF2A2",28.4445247650146,4.87108597755432,1.15757983922958,1.57909497618675,0,0.489419743418694,11.4910635272662,0.689504906535149,3.8759209033072,"chr15",59638062,59657541,"-"
"ENSG00000185615.16","PDIA2",16.4126145499093,0,0,0,0,0.839005708694458,5.47087151663644,0.279668569564819,3.87509056576509,"chr16",283164,287215,"+"
"ENSG00000236253.7","SLC25A3P1",2.22006007035573,1.36572447419167,0.514479994773865,0,0,0,1.36675484644042,0,3.87455585384671,"chr1",53413149,53440020,"-"
"ENSG00000260101.2","AFTPH-DT",0,2.66743045859039,1.42471385002136,0,0,0,1.36404810287058,0,3.87189105058088,"chr2",64522187,64524110,"-"
"ENSG00000198843.14","SELENOT",14.1528899669647,0,0,0,0.689180254936218,0,4.71762998898824,0.229726751645406,3.8689807470352,"chr3",150602875,150630436,"+"
"ENSG00000099954.19","CECR2",0,1.97271394398477,2.10936801433563,0,0,0,1.3606939861068,0,3.86858206155155,"chr22",17359949,17558151,"+"
"ENSG00000213924.3","HNRNPH1P2",26.6407434046268,4.92978765619429,1.54343998432159,1.15800098180771,0,0.839005708694458,11.0379903483809,0.665668896834056,3.8626244843235,"chrX",143677153,143678362,"-"
"ENSG00000232850.3","PTGES2-AS1",12.8446516309466,0.227621003985405,2.46950399875641,0.789546236395836,0,0,5.18059221122946,0.263182078798612,3.86193481515861,"chr9",128128529,128130628,"+"
"ENSG00000171505.5","OR1N1",10.8227998018265,3.93784108161926,0.771719992160797,0.789546236395836,0,0,5.17745362520218,0.263182078798612,3.86107707638754,"chr9",122526358,122527296,"-"
"ENSG00000224895.1","VPS26BP1",0,1.24696478765944,2.81126493215561,0,0,0,1.35274323993835,0,3.86070783626102,"chr3",47960327,47961081,"-"
"ENSG00000136738.15","STAM",0,2.94086051523685,1.10934736952186,0,0,0,1.35006929491957,0,3.85804993929868,"chr10",17644151,17716824,"+"
"ENSG00000207818.1","MIR105-2",5.94659328886441,3.30050078183413,4.73944852207646,0,0.689180254936218,0,4.66218086425833,0.229726751645406,3.85227956746772,"chrX",152394412,152394492,"-"
"ENSG00000265702.2","ENSG00000265702",0,0.455241501331329,3.5617823600769,0,0,0,1.33900795380274,0,3.84700266116993,"chr17",62699244,62754973,"+"
"ENSG00000273576.1","ENSG00000273576",3.33009004592896,0.682861151439803,0,0,0,0,1.33765039912292,0,3.84564098570525,"chr17",39566915,39567559,"+"
"ENSG00000207067.1","SNORA72",0,4.01181620359421,0,0,0,0,1.33727206786474,0,3.84526127693786,"chr8",98042086,98042217,"-"
"ENSG00000257548.1","ENSG00000257548",0,1.45677464008331,2.55261225883777,0,0,0,1.33646229964036,0,3.84444822431497,"chr12",107093298,107123314,"+"
"ENSG00000252136.1","ENSG00000252136",9.99029501279195,6.53271698951721,1.54343998432159,0,0,0.978839993476868,6.02215066221025,0.326279997825623,3.84416528213217,"chr4",105105987,105106094,"+"
"ENSG00000252349.1","ENSG00000252349",0,2.3672580242157,1.6399050205946,0,0,0,1.33572101493677,0,3.8437035310469,"chr17",19662000,19662090,"+"
"ENSG00000236499.3","LINC00896",47.3428068161011,5.05507567338645,5.31629501779874,3.15818812698126,0,0.587303996086121,19.2380591690954,1.24849737435579,3.84201839085108,"chr22",20206380,20208524,"+"
"ENSG00000213896.4","ENSG00000213896",18.0379996299744,0,0,0,0,0.978839993476868,6.01266654332479,0.326279997825623,3.84192860073448,"chr5",60429903,60430276,"-"
"ENSG00000219302.2","ENSG00000219302",0,3.99962285586766,0,0,0,0,1.33320761862255,0,3.84117571262468,"chr6",129819637,129820170,"-"
"ENSG00000138160.7","KIF11",11.1002998352051,1.57058283835649,2.62384796142578,0.789546236395836,0,0,5.09824354499578,0.263182078798612,3.83925930789457,"chr10",92574105,92655395,"+"
"ENSG00000251321.1","PCAT4",43.6797008514404,7.5683925151825,6.94547134637833,3.78982598781586,0,0,19.3978549043338,1.26327532927195,3.83816654602617,"chr4",79827471,79877770,"+"
"ENSG00000108654.16","DDX5",0,3.21514497697353,0.771719992160797,0,0,0,1.32895498971144,0,3.83688856895385,"chr17",64498254,64508199,"-"
"ENSG00000108666.10","C17orf75",0,3.21514497697353,0.771719992160797,0,0,0,1.32895498971144,0,3.83688856895385,"chr17",32324565,32350023,"-"
