"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR"
"X",135049220,135052640,3421,"*",6.51524697509339,6.96908503551706,5.84940508806306,0.944677754077063,0.00014613332559492,0.000890862051875421
"X",154710602,154720428,9827,"*",8.80505085922572,9.16660974416182,8.32144239792306,0.744022326727194,0.000146628811354294,0.00089319504393435
"12",132291517,132298558,7042,"*",7.46387590802297,6.90358267707816,7.8664187612178,-0.826849048520047,0.000146915849253349,0.000894255657369152
"10",3041431,3050698,9268,"*",8.13514657106114,8.50621885563679,7.63428835521747,0.763550008191114,0.000148511545913224,0.000903274141387728
"14",105737717,105740164,2448,"*",6.76065894010605,6.08853936239307,7.21737681554629,-0.943393118200928,0.000150284826031102,0.000913358048611128
"1",172740402,172751569,11168,"*",8.24765776869012,8.59563960371126,7.78812371403694,0.713676335431231,0.000151181411519227,0.000917968416304605
"8",127975498,127998086,22589,"*",9.3853364513277,9.7555490204644,8.88605028394131,0.761359921038599,0.000151279105246045,0.000917968416304605
"22",50691280,50707612,16333,"*",9.48583218287546,8.97063784153423,9.86467817073597,-0.777032913066687,0.000151391179655741,0.000917968416304605
"7",151618353,151653127,34775,"*",9.99731952939626,10.3428184254148,9.54212084493938,0.707510617162508,0.00015165915414446,0.000918889702884455
"8",128753775,128755691,1917,"*",5.77611321473264,6.32415909562968,4.88151252574142,1.14666334018418,0.00015220391164041,0.000921485302966672
"3",52476500,52539174,62675,"*",11.2739485569741,10.7602317696139,11.6519988389441,-0.77602294124116,0.000152525453682492,0.000922726560513106
"17",18996264,19025575,29312,"*",10.8997168912707,10.4122092867892,11.263441662605,-0.745255745897858,0.000152759891715154,0.000923439375948325
"9",33150840,33152827,1988,"*",6.19682257019076,6.69510615148686,5.42940467169382,1.04694453708025,0.000153133538544303,0.000924991984540301
"5",36650590,36660665,10076,"*",8.13627994883764,8.48800821116487,7.67016540899964,0.720729629269805,0.000154567752013476,0.00093294361905085
"7",30251667,30257283,5617,"*",7.2451995067836,7.64172953014698,6.69655456990316,0.819254562774006,0.000154752057934854,0.000933344666249894
"8",139748389,139755690,7302,"*",7.70313537439782,7.17294842721478,8.08998494231717,-0.791538848656958,0.000156435248737807,0.000942638797381149
"5",1291129,1306660,15532,"*",8.75908969201057,8.30589895336739,9.10343461956999,-0.703003924800882,0.000156556305040572,0.000942638797381149
"3",192830255,192835059,4805,"*",7.73369221483352,8.10513625343491,7.23215339998923,0.76355223266615,0.000156650165090743,0.000942638797381149
"4",139241342,139244856,3515,"*",6.56975447609302,7.0178615266114,5.91628806940057,0.929720850836476,0.000162431524528401,0.000976685833515873
"3",185795666,185800375,4710,"*",7.74698553549875,8.11387944465541,7.25374300788698,0.752198064835682,0.000162671003111268,0.00097738366740374
"4",1707692,1781316,73625,"*",12.2523368707487,11.7038147737297,12.6488030910686,-0.814791906984584,0.000163757258285843,0.000983164312635022
"16",1883238,1910816,27579,"*",9.871454793401,9.41320513405187,10.2187022564917,-0.709122263017799,0.000163883615641872,0.000983177539596958
"2",131532786,131537684,4899,"*",7.06046976347226,6.47513649151504,7.47569261264232,-0.851925026014556,0.000164785243112861,0.000987838259054309
"1",99736915,99739200,2286,"*",5.93189290612821,6.45662816603673,5.09881512199802,1.10403950568027,0.000165169359435418,0.00098939194959839
"19",3923714,3937414,13701,"*",8.78902723893929,8.33218397648603,9.13546939403593,-0.706473772879826,0.000166839579836009,0.000998641445745545
"17",75989960,76047350,57391,"*",11.3846952724669,10.8994894135719,11.747142577073,-0.741486088388015,0.000167043878757095,0.000999109120753351
"19",37217525,37219865,2341,"*",6.0563170202305,6.57300604455222,5.24365885342695,1.08289534161291,0.000169287005947517,0.00101176135856482
"10",132369119,132427080,57962,"*",11.0546663209607,10.5527019348764,11.4263426756177,-0.760805634631306,0.000169630912185248,0.00101305218219832
"5",176801797,176829050,27254,"*",10.6685235485756,10.163436057364,11.0419015460215,-0.764187574322153,0.000171082041418011,0.00102094851996174
"8",142520708,142563148,42441,"*",11.3896367221746,10.8561322301071,11.7782401627358,-0.796775179139194,0.000173402275416866,0.00103361220944747
"7",158072061,158084531,12471,"*",8.34782142056415,7.84295253624335,8.7210804938236,-0.76154644233673,0.00017346516307055,0.00103361220944747
"22",20164655,20224818,60164,"*",11.4530206393954,10.9315570381555,11.8352289072008,-0.783054050216388,0.000173643912716189,0.00103362582916642
"6",41916762,41918331,1570,"*",5.43028804826404,6.01719974037679,4.42442462305987,1.23573967670353,0.000173728498373595,0.00103362582916642
"1",99441438,99442862,1425,"*",5.37995296838793,5.98564038196293,4.31592968537988,1.25684364219616,0.000174326308078536,0.00103590029133135
"22",38432891,38437915,5025,"*",7.24750316382504,6.7004055958447,7.64322888022737,-0.809858461031998,0.000174372406660524,0.00103590029133135
"21",43845140,43888295,43156,"*",10.3418281562978,9.85399548659478,10.7057330833233,-0.743615782522933,0.000174941551266546,0.00103850235718124
"5",176829580,176870866,41287,"*",11.1995495248828,10.6667584301593,11.5877763367454,-0.795636334289451,0.000176407123451677,0.00104618810208854
"4",20615000,20618825,3826,"*",6.93134165953525,7.37277287369833,6.29209741095943,0.917191643351168,0.000176500480412968,0.00104618810208854
"7",157734276,157761074,26799,"*",10.7244027986916,10.2445219166017,11.083882560365,-0.734253756640263,0.000177253458594205,0.0010498654739024
"19",54235640,54262635,26996,"*",10.1196961114119,9.62812493609052,10.4856684439989,-0.747626490882366,0.000177870753717514,0.00105273430395291
"16",344688,408574,63887,"*",10.9539550067836,10.4418602498203,11.3311303327776,-0.771796639820652,0.000178391989697317,0.00105455325893134
"7",139724496,139757713,33218,"*",10.3231313045602,10.6803970019589,9.84720349348002,0.730641451647346,0.000178444420629877,0.00105455325893134
"14",104922438,104942168,19731,"*",9.39475012630747,8.90440295126049,9.76004649861277,-0.745599453236669,0.000179478248591472,0.00105987192438171
"12",132213267,132222837,9571,"*",8.19902172396007,7.68302400266157,8.57829982954402,-0.773511375236846,0.000183195596989406,0.00108101783350157
"21",45400531,45446311,45781,"*",11.3132175337628,10.7768347718443,11.7033376331996,-0.799067811122253,0.000183715324353238,0.00108327747844623
"19",912003,957918,45916,"*",11.269180075846,10.7336968078377,11.6588266973607,-0.797846958513361,0.000186091466877719,0.00109647196890227
"16",88373066,88422278,49213,"*",10.5064603951523,10.0051398734768,10.8777852280819,-0.758422632293413,0.000187288090724417,0.00110270214903097
"8",40348593,40351564,2972,"*",6.17483844342133,6.66887568163699,5.41757976100237,1.02515564155236,0.000188164613702766,0.00110703980379807
"16",1269136,1307569,38434,"*",10.4909995100564,9.97574826457617,10.869876117391,-0.774242906918008,0.000190948350832622,0.00112187094448009
"2",130864059,130866662,2604,"*",6.31477518574586,6.78323414654588,5.61664202721444,0.972842007383829,0.00019106596402328,0.00112187094448009
"1",200483093,200485507,2415,"*",6.46308765525073,6.91600079120424,5.79925357571699,0.934090121458509,0.000191110481639556,0.00112187094448009
"3",50200773,50223629,22857,"*",10.0758037843163,9.57322178379841,10.4478171015672,-0.759416870845735,0.000191885941266854,0.00112558871769794
"10",1537461,1540814,3354,"*",6.16951747859258,5.44781640062107,6.64835260330734,-0.99048008754967,0.000192489479845671,0.00112829325751138
"6",122032924,122034354,1431,"*",4.83424718496303,5.50383972701914,3.54574678968213,1.37905610055325,0.000193192652646498,0.00113157737892576
"13",113038969,113056309,17341,"*",9.33470869101092,8.84173842736723,9.70145258787048,-0.747201559114789,0.000197412428376078,0.00115543903940145
"6",3204750,3213652,8903,"*",8.58160293496046,8.93924016740597,8.10501295066285,0.732026822471895,0.000197636628551228,0.00115561569539973
"17",55791805,55797805,6001,"*",7.7146027766949,7.20811346519021,8.08874271666732,-0.761473224255961,0.00019773446991623,0.00115561569539973
"7",37030641,37034638,3998,"*",6.87501722892217,7.30173914901818,6.2663980988749,0.883425474818526,0.000198186153281848,0.00115740128896678
"22",17705665,17707009,1345,"*",4.83862474852581,5.51403763655173,3.5272839832134,1.39631874447533,0.000198582460657651,0.0011580210977984
"15",76274257,76275388,1132,"*",4.72190782614298,5.42969773997602,3.27457951456305,1.4436539563967,0.000198711210279751,0.0011580210977984
"8",103182257,103188538,6282,"*",8.41672093835134,8.77590205287416,7.93737425855507,0.734379567432863,0.000198730985213792,0.0011580210977984
"4",2328925,2346076,17152,"*",10.0007379502114,9.47765372470096,10.3838117354393,-0.782149568999517,0.00020006117761784,0.0011649150482027
"9",137060946,137093757,32812,"*",10.7573191808152,10.2409308853976,11.1368072326857,-0.774775182591872,0.000201956808368956,0.00117508887984847
"1",1887726,1934347,46622,"*",11.1314683932522,10.6222898912004,11.5070668167018,-0.76659037461343,0.000202398352647126,0.0011767933587464
"19",6571769,6594425,22657,"*",9.51972888057389,9.85498339497115,9.08220342553984,0.682924871472678,0.000207722016098705,0.00120686034151551
"X",153678544,153711937,33394,"*",9.81211567717591,9.3355162949843,10.1697581807173,-0.727745844503984,0.000208721949879122,0.00121178088056654
"2",29876090,29882231,6142,"*",7.58613441188232,7.95349066379369,7.09205225632294,0.75032131838934,0.000209897640723504,0.0012163339297472
"1",152179309,152194297,14989,"*",9.10132460434221,9.4423534098655,8.65387963943843,0.695555960187622,0.00020995016119507,0.0012163339297472
"11",134507712,134523268,15557,"*",8.6239412900085,8.09223530366433,9.01159468727881,-0.789688158763182,0.000209966975876301,0.0012163339297472
"16",89996743,90003446,6704,"*",7.21991433678974,6.63922289684236,7.63281155466807,-0.842667743604655,0.00021117979093411,0.00122171794507416
"4",55877917,55879768,1852,"*",5.63354257014984,6.21433279913344,4.64598747302561,1.19360055293714,0.000211204933300482,0.00122171794507416
"7",111498457,111500277,1821,"*",5.37238946224841,5.9560247839914,4.37636368939597,1.20619160715632,0.000211800247208097,0.00122426726835104
"2",133812247,133816518,4272,"*",7.29049806352598,7.69696655962885,6.72252237540333,0.835085983531688,0.000212266353832006,0.00122606656163068
"5",96892455,96894119,1665,"*",5.85754765259647,6.37385033441915,5.04585986537519,1.07467958727613,0.000213374836372737,0.00123157093967617
"17",51045161,51047435,2275,"*",5.94025672458377,6.45133121297246,5.14161157226715,1.0582886098157,0.000213965597856339,0.00123358370938691
"2",240610660,240640068,29409,"*",10.0199859393627,9.54773247954353,10.3751851691966,-0.722467511090218,0.000214035107551157,0.00123358370938691
"7",105757702,105772351,14650,"*",9.0393550039173,9.38439681263555,8.58495219388883,0.703244901942063,0.00021622461661122,0.001245296537414
"8",142389032,142413492,24461,"*",10.4663005335262,9.92345765693657,10.8598079290062,-0.803234983059936,0.000216723375095093,0.0012472619239666
"2",20443381,20460296,16916,"*",8.97246958353045,9.3290327065621,8.49779264915909,0.728091691029636,0.000217102321491188,0.00124853542766065
"14",63893439,63895188,1750,"*",5.61174592909156,6.18045422362968,4.65943783651897,1.16985537962371,0.000217800101248223,0.00125163933366087
"8",144368572,144380198,11627,"*",9.30702851576326,8.84464740568911,9.65663453944726,-0.710054702426043,0.000218390268725938,0.00125412076725214
"6",167381664,167383893,2230,"*",6.41062251247248,5.74178033607934,6.86583920015603,-0.9349480520951,0.000218793013612654,0.00125535226604333
"19",45567158,45570790,3633,"*",7.12083088765096,7.5304763701094,6.54659233721898,0.844609263125358,0.000218921767824958,0.00125535226604333
"14",104366594,104380966,14373,"*",8.51535595057854,7.99017117591626,8.89954934756566,-0.78122077840911,0.000221405670457989,0.0012686769206634
"17",4579178,4628249,49072,"*",11.6545004853142,11.1628441560097,12.0205198115058,-0.745083090629847,0.000222836609087209,0.00127595307835257
"X",110322293,110323737,1445,"*",5.09396980516845,5.71537237843709,3.97877856249037,1.28729280216753,0.000223528037687166,0.00127898737748892
"8",144231317,144280959,49643,"*",11.6439538479622,11.0992114820512,12.0384528336059,-0.80518311033756,0.000223886090602557,0.00128011115630444
"2",112275063,112276831,1769,"*",5.21665960669174,5.83471465827559,4.11256815286116,1.26606125596141,0.00022585394625362,0.00129043102480694
"9",75447327,75457367,10041,"*",8.32642189772673,8.68854107714623,7.84180633553474,0.739482669020173,0.000228059455343523,0.00130120967575394
"5",655512,679684,24173,"*",9.88855904417465,9.4205527278736,10.2413593897708,-0.716582892369615,0.000228169512602357,0.00130120967575394
"16",87673542,87712648,39107,"*",9.9884288137144,9.49191275186283,10.3571229462952,-0.749694673530892,0.000228233393057485,0.00130120967575394
"9",121971685,121974331,2647,"*",6.19204589412268,6.66718929508886,5.47879368870881,0.98183598998533,0.000230723751047942,0.00131340494304523
"1",169482840,169488352,5513,"*",7.3515275303347,7.73947526855453,6.81926469998094,0.794023778220587,0.000230764749811451,0.00131340494304523
"9",136919103,136966809,47707,"*",10.7487006116679,10.2404289964696,11.1238076531921,-0.763406025460401,0.000230956611695919,0.00131340494304523
"22",20599817,20639844,40028,"*",10.5016140892398,10.0255039168288,10.8589821332955,-0.726150029063227,0.000231175877924861,0.00131340494304523
"7",105846757,105854837,8081,"*",7.93469200332716,8.29035143901302,7.46162152394773,0.722829292096462,0.000231201728830035,0.00131340494304523
"7",158524555,158551469,26915,"*",10.286061053274,9.76436551685608,10.6683932808367,-0.77835677866703,0.000231465991757207,0.00131396357614719
"2",232361192,232392509,31318,"*",9.62452348956812,9.16306228813025,9.97360527394173,-0.708368783199162,0.000232514304559897,0.0013186224316079
"13",113069804,113107269,37466,"*",10.2995968675462,9.80563173248079,10.666888706916,-0.746683297022113,0.000232619716751639,0.0013186224316079
"5",85096059,85097751,1693,"*",5.75068283197186,6.29788528056195,4.85837226402065,1.12011858599045,0.000234110406998689,0.0013261232568116
"7",158274549,158286833,12285,"*",8.38555362811104,7.90038676457613,8.74797926301025,-0.734455160804644,0.00023571415385785,0.00133425331265212
"4",72317338,72321171,3834,"*",6.63167417290894,7.07031521192391,5.99831350121699,0.894741372988374,0.000236597321197735,0.00133829584754633
"1",115688612,115734970,46359,"*",10.5183217695187,10.8495227360523,10.0876957949644,0.672252387037229,0.000238691554348537,0.00134917802918348
"15",79634169,79644562,10394,"*",8.2282371640854,8.59814885991649,7.72950053865641,0.755764010758784,0.00023966889804094,0.0013533118406609
"14",61465834,61483938,18105,"*",9.12327433562163,9.45403313529683,8.69339780576297,0.672098912043872,0.000239764681455643,0.0013533118406609
"4",21202220,21204374,2155,"*",6.35926018648901,6.82220488898431,5.67342925186963,0.957051041132084,0.000240924724802335,0.00135889095136018
"14",102503551,102520484,16934,"*",9.02625650821697,8.51977133978329,9.40039419795624,-0.75944338096288,0.000241978893174188,0.00136386537725722
"17",3687959,3701302,13344,"*",9.62544914155467,9.14683255447104,9.98422181692665,-0.72777924514031,0.000243187131954788,0.00136875038128904
"8",23066644,23076530,9887,"*",8.3115804052085,8.68326742263966,7.80959648172167,0.759674968707598,0.00024319128507055,0.00136875038128904
"4",37278285,37281769,3485,"*",6.57211125583312,7.00884761123757,5.94274671082257,0.895533506943404,0.000244626726929695,0.00137585159840643
"20",4215852,4240176,24325,"*",9.50835150851793,9.87025414124636,9.02412530773807,0.736402325794459,0.00024482217549346,0.00137597360378475
"5",58294355,58297576,3222,"*",6.51566621177682,6.95849692459913,5.8734575072752,0.911240794103677,0.000245426965855653,0.00137839442738363
"2",232986695,232989054,2360,"*",6.21978875870073,6.69751762555856,5.50062692819352,0.97615388358883,0.000246476776564175,0.00138330942141155
"4",3491091,3506995,15905,"*",9.45607554699615,8.97839234546881,9.8143255844098,-0.726504559430582,0.000246865233245953,0.00138374001778304
"20",63078651,63111297,32647,"*",10.8469049957404,10.3285326309796,11.2274582012716,-0.773825930601627,0.000246902973245035,0.00138374001778304
"3",172545895,172554065,8171,"*",7.8178852117913,8.21117819126083,7.27545257020041,0.805989294670757,0.000251699976205219,0.00140962667013376
"7",105928520,105948941,20422,"*",9.31233915066385,9.64217657188496,8.88402231210743,0.669654291610213,0.000251912746061771,0.00140982122689976
"22",29699990,29742941,42952,"*",10.9902902627005,10.4909896854911,11.3605107188054,-0.751863135917805,0.000252370124981413,0.00141138348850834
"2",240981197,240984680,3484,"*",7.52283555749751,6.96021895531559,7.9265689594969,-0.818467697738572,0.000253116157833636,0.00141455670704627
"4",11640316,11641858,1543,"*",5.16157081863348,5.77347190773936,4.07759875784743,1.26092182066457,0.000253403132643409,0.00141516178237176
"7",43516583,43517982,1400,"*",5.63448367545732,6.18909682239139,4.72187934534002,1.13308858473624,0.000255197650893666,0.00142417913842632
"4",118940190,118943029,2840,"*",6.26265326353139,6.73220257479525,5.56206947208387,0.961540495229222,0.000256446059837438,0.00143013827313568
"10",71961217,71992588,31372,"*",11.0077619912665,11.3701222306876,10.5227127991345,0.736051905740913,0.000256866145827225,0.00143147291260084
"20",61480296,61491585,11290,"*",8.91480129234445,9.27316873026214,8.43690850583652,0.729010371653657,0.000259329306875686,0.00144418339039983
"7",47438073,47510454,72382,"*",11.071629264537,11.4384329071386,10.5785505752465,0.745020999083027,0.000260123356340237,0.00144735526953848
"12",118306740,118308275,1536,"*",4.91631692430001,5.56924976044249,3.69078097065674,1.33127767536408,0.000260264415181562,0.00144735526953848
"2",96087883,96128185,40303,"*",11.3187101943758,10.8178616410807,11.6897771991608,-0.753157788854968,0.000261878119977394,0.00145530725059718
"22",47187490,47210960,23471,"*",9.52188499251899,9.02492793036065,9.89082116215721,-0.747738185761285,0.000263284185584233,0.00146209499694358
"11",2710872,2756406,45535,"*",10.9557221158082,10.4692218060443,11.3188882294497,-0.736422384838374,0.000265484132745502,0.00147327879972784
"2",111067153,111073100,5948,"*",7.67095933072002,8.03100459959419,7.19006605743008,0.731027770826813,0.000265865102611851,0.00147435976721516
"14",104721668,104763859,42192,"*",10.6268824990441,10.1442023196652,10.987924400447,-0.731759933071146,0.00026758244921747,0.00148284493726602
"2",215793341,215797767,4427,"*",7.204128328153,7.59101528922022,6.67387077136511,0.789264108694932,0.000273577653284473,0.00151452058509142
"15",89120701,89124529,3829,"*",6.80619106759368,7.22330142073873,6.21707390290273,0.854306591129651,0.000273680888655868,0.00151452058509142
"9",22682516,22685291,2776,"*",6.22001125051433,6.89586450600716,4.90692379118985,1.36600724167649,0.000273893066570671,0.00151463630878013
"9",136070953,136113071,42119,"*",11.1622332033427,10.6329153799512,11.5486222748265,-0.784270019069247,0.000276399774894603,0.00152743183348943
"11",1552096,1601120,49025,"*",10.7403165320637,10.2318459427732,11.1155314252587,-0.760768325122372,0.000276669667505834,0.00152785711086381
"18",9821336,9835716,14381,"*",8.94674175882853,9.2826061151898,8.50817375603452,0.679769555776883,0.000277742676065426,0.00153271376429415
"11",69586782,69588834,2053,"*",6.83016419250615,7.26016652558429,6.21479813257199,0.881559081647649,0.000278741331961435,0.00153715362660348
"1",228266967,228296617,29651,"*",10.1327157187351,9.62650790259292,10.5067027469747,-0.75774814981846,0.000279209718285336,0.0015386651072384
"15",82098231,82134671,36441,"*",10.2656535258604,10.609661950145,9.81304748681683,0.697033567434011,0.000279570708217954,0.00153920111995635
"10",77541568,77567887,26320,"*",9.64027675481678,9.9800486698462,9.19500017351831,0.688096596836726,0.000279695720623462,0.00153920111995635
"8",80630235,80635207,4973,"*",7.23464425963874,7.62286098968519,6.70187225414471,0.791440704919542,0.000279972286508075,0.00153964432462686
"4",57093464,57172729,79266,"*",11.8250911499955,12.1782546624598,11.3564431146995,0.715447513640395,0.000280165105668305,0.00153964432462686
"17",31668247,31681364,13118,"*",9.38428292951478,9.7248676640331,8.93760466278829,0.690790871614213,0.00028153593443478,0.00154610476060265
"17",64347993,64363910,15918,"*",9.17048784878917,9.50115057780116,8.74077407076102,0.670349290361859,0.000282746741191772,0.00155167806202193
"13",50207821,50209481,1661,"*",5.85209531445811,6.36156530177642,5.057419936135,1.04692700290977,0.000284496545896808,0.00156019954775403
"15",76234424,76237357,2934,"*",6.39401415611359,6.84270372744716,5.73929693167004,0.918388665306258,0.000289481458723442,0.00158643852708024
"22",46568291,46602723,34433,"*",10.1904457818842,9.70965837435709,10.5504319446132,-0.728099116873811,0.000291427491888807,0.00159599883006048
"11",35482295,35495431,13137,"*",8.58484925891128,8.91852762585485,8.15001276665955,0.67441203411664,0.000291759821782239,0.00159671460172326
"4",7842596,7846038,3443,"*",7.15923297591368,7.58726779330816,6.54791919431151,0.879187715994645,0.000293769497992437,0.00160660266201803
"14",105765025,105767892,2868,"*",6.80166950774975,6.18360282179526,7.2329785354137,-0.873087812858883,0.000296308373505186,0.00161936922690654
"17",69731749,69735226,3478,"*",6.84197551949301,7.26533056059993,6.24023267900182,0.868420460465169,0.000296919922574595,0.00162159232197808
"15",83281852,83290731,8880,"*",8.00066547831685,8.36903946743382,7.50473240890529,0.748637639806444,0.000297532903683371,0.00162382016834501
"8",66266347,66294581,28235,"*",9.77295065102726,10.1223390928364,9.31095145441259,0.707531003896391,0.000298629954357091,0.00162868499211695
"4",55847850,55858035,10186,"*",8.08746919477769,8.46473950979118,7.57519847894787,0.766490674680536,0.000300212348980514,0.00163618829427164
"7",157648628,157656946,8319,"*",8.79351288138734,8.31732172274801,9.15092637087137,-0.72112357120955,0.000302664217696325,0.00164841673998432
"4",54389940,54404665,14726,"*",9.21405807099736,9.56262290660325,8.75350308413626,0.706314921916418,0.000304847216746613,0.0016591650236539
"1",23777847,23780602,2756,"*",6.31189494300037,6.80128226749859,5.56564568637673,1.00086252130285,0.000305277021144316,0.00166036313903972
"8",139670871,139684439,13569,"*",9.17448655936704,8.70648944920092,9.52728169311108,-0.711873551142547,0.000306239288812117,0.00166445362258281
"3",185744657,185748189,3533,"*",6.8142324212999,7.23615280470527,6.21540485038005,0.859742390394714,0.000308312045055476,0.00167457001700571
"17",16853540,16862600,9061,"*",7.89519267037342,7.43845624992447,8.24157359687165,-0.698581312523973,0.00030872759930778,0.00167567776485148
"4",156672610,156673951,1342,"*",4.94373996967408,5.59356997198317,3.72955562240881,1.32060349429118,0.000309086414300999,0.00167647624304768
"4",135276799,135279212,2414,"*",5.69591985006637,6.22812250023681,4.84352505173644,1.08652925368294,0.00030953744324602,0.00167708489105824
"1",3448620,3474921,26302,"*",11.3834665318614,10.8634098743098,11.7649221906207,-0.772037578694822,0.00030962218849945,0.00167708489105824
"7",76163494,76179299,15806,"*",8.79874381331927,8.37057306085489,9.12849485384663,-0.664799859911478,0.000310441064915769,0.001680371013717
"4",87974818,87976031,1214,"*",4.94972394723129,5.59327355154885,3.75817328580273,1.3055500921101,0.000312785097476867,0.0016919024500815
"10",1398380,1409579,11200,"*",8.30229528147792,7.83139316664948,8.65673243884978,-0.713912110671493,0.000314102468944362,0.00169786856762485
"5",127956387,127962884,6498,"*",7.53266759388395,7.93693868824462,6.96899982076492,0.824926887388533,0.000314327648564659,0.00169792677284007
"17",57394000,57410600,16601,"*",9.27677523453603,9.61729567260972,8.83020792369877,0.688923627940969,0.000317089261390556,0.0017116767968315
"6",152741400,152746762,5363,"*",7.46767765030321,7.84198767917702,6.96087512236516,0.760986972055109,0.000317530000295165,0.00171288833265491
"17",34231289,34263359,32071,"*",10.4811163430986,10.8344834632019,10.0121083357198,0.714606459132659,0.00031815114819752,0.00171507075736975
"2",232509934,232548039,38106,"*",10.824599468096,10.3353227410101,11.1893039498601,-0.736696437918014,0.000319470607144518,0.00172101206665132
"8",48560991,48602908,41918,"*",10.2747165383635,10.619113760397,9.8214349006355,0.695825471956874,0.000321514699687319,0.00173028085294049
"4",6655298,6698901,43604,"*",10.6793916501176,10.2033522979917,11.0367199501008,-0.721404393524622,0.000321628162082132,0.00173028085294049
"14",103219041,103235613,16573,"*",8.78081659521668,8.30015327180806,9.14073347166625,-0.725147250312113,0.000324602468861753,0.00174477846936908
"12",6430202,6431942,1741,"*",5.78095892351512,6.29288230486455,4.98020726554241,1.04557123003054,0.000324932265636299,0.00174477846936908
"1",201547677,201576515,28839,"*",10.0777324356226,10.4143258707588,9.63791647649522,0.67978998155922,0.00032498399322129,0.00174477846936908
"7",155967322,156007752,40431,"*",11.3393516550377,10.8706663458686,11.6925362540657,-0.712912151215565,0.000325591086791522,0.00174685353407999
"14",101191078,101203411,12334,"*",8.1548477337751,7.6781138770788,8.51256565558029,-0.720381260850059,0.000326687775820001,0.0017506337604535
"8",139688136,139718482,30347,"*",10.3444855080724,9.87384501431058,10.6987749987888,-0.714790112871515,0.000326737807545179,0.0017506337604535
"14",85233659,85234857,1199,"*",4.86620451516731,5.51731682816953,3.64734266181543,1.31657680641148,0.000328024892640814,0.00175634153132022
"1",2399116,2422673,23558,"*",10.02761180966,9.54708318961092,10.3874534597283,-0.725861525056621,0.000329574859753155,0.00176344818539543
"15",90357310,90359043,1734,"*",5.5021214004072,6.06333442225829,4.57111047525891,1.13598754599589,0.000330351718411606,0.00176641138291797
"15",38023538,38025205,1668,"*",5.38766076196707,5.96828619491622,4.40059428051596,1.18503026123559,0.000330789704877128,0.00176755983328068
"7",48188076,48189550,1475,"*",5.14608492881963,5.74604616078547,4.10012981554228,1.21817751413596,0.000333371271741586,0.00178015313615753
"3",42495227,42521578,26352,"*",9.52724751068738,9.08404441827415,9.86581474487227,-0.682087521884838,0.000333641073071931,0.0017803933003077
"7",151327742,151337947,10206,"*",8.34783553063455,8.67710212002477,7.92048364070544,0.665365149861345,0.0003354649642954,0.00178830059753507
"11",18382624,18385013,2390,"*",6.64081108633698,7.06680235156743,6.03368834965354,0.863113613417174,0.00033557452808904,0.00178830059753507
"19",17959443,18004518,45076,"*",11.1329719354823,10.6577473778478,11.4898427567176,-0.719923436997062,0.000336073041793391,0.00178975280293333
"13",24736098,24750017,13920,"*",8.66925768804178,8.1601180114678,9.04483508429241,-0.756370008149882,0.000340269258184614,0.00181088189218008
"20",3642075,3682997,40923,"*",10.9125548025975,10.4476884003472,11.2635745291798,-0.707664703635524,0.000342958313098402,0.00182396701237491
"1",24020708,24024214,3507,"*",6.65508494934768,7.07609800559322,6.05809656695609,0.851637252803913,0.000343441981594549,0.00182531345788405
"9",124445622,124460789,15168,"*",9.15643546066345,8.67675274226737,9.51580445853436,-0.723713626322014,0.000343828471514339,0.00182614196238903
"1",1351361,1364712,13352,"*",9.61375115402697,9.12577046231846,9.97773809601576,-0.733447235955335,0.000344066839052132,0.00182618317590739
"8",120396891,120400475,3585,"*",6.92301991552062,7.33047602416378,6.35310171173974,0.827547531809925,0.00034768691340369,0.00184389654172478
"4",75511608,75515334,3727,"*",7.01346299401944,7.61026553552281,5.97734844318894,1.21276011706152,0.00034786986151494,0.00184389654172478
"10",44945421,44954660,9240,"*",8.0681515673733,8.42034423674277,7.60121802135142,0.712053929203058,0.000359352582171712,0.00190348702221926
"20",44579345,44588443,9099,"*",8.09975816479705,8.46312110104611,7.61290309631134,0.736798936438323,0.000363032284917938,0.00192169295739649
"7",1837789,1870300,32512,"*",9.60876504448821,9.11879657296228,9.97385209546756,-0.734730880803416,0.000364307147312419,0.00192652971550395
"1",193320196,193322673,2478,"*",5.90621280714841,6.40731493730283,5.13199525127481,1.01361035651433,0.00036443256898913,0.00192652971550395
"8",142594172,142642067,47896,"*",12.0350403216918,11.517002265249,12.4154142104433,-0.766894408792472,0.000367641598860242,0.00194219734581338
"4",2295030,2309379,14350,"*",8.92396911902815,8.45658742770313,9.2764157286897,-0.708218818542319,0.000372104312848381,0.00196446270229755
"17",7682995,7691871,8877,"*",8.16165791338228,8.51071138828147,7.70024636178105,0.704896343064557,0.000373269215166101,0.00196929974343794
"19",49523439,49535809,12371,"*",9.05997085229507,8.60933265959218,9.40284517162504,-0.688780121534893,0.000373658775710224,0.00197004250655743
"9",108771382,108791210,19829,"*",9.18832355416357,9.53165433150673,8.7368938453868,0.692671878095575,0.000375001037673611,0.00197548803463945
"6",13908639,13920558,11920,"*",8.42622440564173,8.76313296554072,7.98586852113202,0.680485470061254,0.000375410139691682,0.00197548803463945
"11",65756852,65805800,48949,"*",11.1877469342367,10.7385556193953,11.529785834591,-0.688178202388474,0.000375440016685488,0.00197548803463945
