seqnames,start,end,width,strand,Conc,Conc_YAF,Conc_GFP,Fold,p.value,FDR,YAF_1,YAF_2,YAF_3,GFP_1,GFP_2,GFP_3
7,90594353,90600573,6221,*,7.10571889820731,7.6048203137645,6.33633266594095,1.22177924456695,1.45416914960385e-13,2.7342582813562696e-11,172.98,214.68,196.32,72.94,87.83,81.63
5,143376301,143379946,3646,*,6.31158801951715,6.93148585490577,5.20139997774476,1.54856687530506,1.45831517939502e-13,2.7388876715092698e-11,142,105.92,118.27,30.71,40.4,39.27
2,94866629,94881627,14999,*,9.15413527337482,8.38845717998049,9.65169465657195,-1.17597460734765,1.46648496714689e-13,2.7510547575733e-11,294.33,376.68,334.3,867.65,611.32,934.1
3,181634327,181639945,5619,*,6.53101139432282,7.11408372359111,5.53666709530878,1.42269905750513,1.4830286774214e-13,2.77888478386179e-11,157.49,128.01,130.09,42.23,47.43,49.6
4,1590441,1614974,24534,*,9.75642668741385,8.89115519052351,10.2935307869439,-1.29202565475447,1.4871425573943899e-13,2.7833866656779198e-11,379.53,556.8,488.05,1376.34,920.49,1468.32
11,112157044,112160310,3267,*,5.33597137300325,6.11911015808758,3.49497634036508,2.11678463799085,1.49342034081166e-13,2.79192357852084e-11,67.13,65.71,75.69,14.4,7.03,12.4
16,57286724,57293488,6765,*,7.8284951560967,7.15764183978584,8.28463361985393,-1.05518553460959,1.50565038824e-13,2.8115557680286396e-11,131.67,134.24,162.42,334.01,303.9,297.59
14,75875991,75879320,3330,*,6.65554824029507,7.21755629504289,5.72229835743733,1.37149592984086,1.5200673126971699e-13,2.8352218815783397e-11,139.42,143.87,163.21,62.39,47.43,48.57
19,45655138,45662491,7354,*,7.48545033965918,6.76520032980994,7.96365362902922,-1.13585340748243,1.52750263308031e-13,2.8458266409776298e-11,105.85,105.36,115.11,267.78,207.29,273.82
7,108234345,108238598,4254,*,6.10371770981177,6.7359622329876,4.95179622028141,1.596523159454,1.54324114113412e-13,2.8694147537679198e-11,103.27,101.39,115.11,31.67,28.11,33.07
20,51658988,51662660,3673,*,6.58747200619785,7.17361281256469,5.58393130402252,1.43520194155119,1.54369203452116e-13,2.8694147537679198e-11,139.42,125.75,167.94,51.83,40.4,51.66
15,98886984,98892365,5382,*,6.63800994905251,7.21033504959647,5.67527123252898,1.39786212616217,1.56623509681162e-13,2.9079943758096498e-11,129.09,161.43,153.75,58.55,36.89,57.86
1,910099,934092,23994,*,10.8808141124689,9.86414915236917,11.4712890945792,-1.46227967632249,1.59722652365782e-13,2.96215402440508e-11,684.18,1186.11,925.64,3264.25,2078.14,3175.33
3,129340228,129349590,9363,*,7.66882709159379,6.83813232884903,8.19263149161583,-1.22003447887593,1.61122762451518e-13,2.98004280804068e-11,82.62,115.55,145.08,326.33,242.42,308.96
1,168465937,168471524,5588,*,6.96151957299051,7.51594428604431,6.04943611209922,1.37242904198927,1.61204410545783e-13,2.98004280804068e-11,188.47,150.1,210.52,52.79,80.81,65.1
7,1339129,1356574,17446,*,9.34938991120034,8.630930071547,9.82681245250772,-1.11377713099321,1.61420130584023e-13,2.98004280804068e-11,333.05,448.61,407.63,1000.1,744.83,979.57
17,13344778,13348924,4147,*,7.77546803060477,8.23104383455446,7.10584281696804,1.05358931328512,1.61770577204809e-13,2.9831264772648596e-11,322.73,283.78,294.88,126.69,138.78,147.76
20,17568141,17572732,4592,*,6.62816139863665,7.20844353122111,5.6421120830485,1.39379259405625,1.61956442592364e-13,2.98317164274462e-11,154.91,134.24,154.54,59.51,38.65,51.66
16,259132,293962,34831,*,9.8936245663196,8.91705654976179,10.4706910630251,-1.41339503492766,1.63201378396037e-13,3.0027022838488e-11,343.38,595.88,510.92,1608.61,1006.57,1641.91
6,128568614,128571182,2569,*,5.74463545171662,6.44114316298566,4.34651389041075,1.80798707307467,1.64028439823506e-13,3.01450910679031e-11,92.95,81,86.73,22.08,19.32,19.63
2,54481278,54484510,3233,*,6.85206651811589,7.38717063161983,5.99206840189903,1.32521693643916,1.64448696010142e-13,3.0188214630439695e-11,149.75,160.87,191.59,66.23,72.02,52.7
16,50201181,50205347,4167,*,6.47223566520759,7.04208692107632,5.51664231430822,1.42293099053881,1.65206172820454e-13,3.02930755111419e-11,121.35,133.68,140.34,40.31,47.43,49.6
22,24214250,24217233,2984,*,6.21594882439439,4.8971504321884,6.89323724184051,-1.63919328872479,1.65594317840917e-13,3.03300538572478e-11,12.91,40.22,36.27,140.13,96.62,119.86
5,109865083,109866645,1563,*,6.09414592447196,6.71976752205964,4.96480515178242,1.63537597813403,1.66156660331319e-13,3.03988189196709e-11,100.69,105.92,109.59,28.79,42.16,22.73
5,1291761,1302717,10957,*,8.23148600567902,7.54830799605658,8.69323262014009,-1.05912451745821,1.66658237978081e-13,3.0456324849376397e-11,157.49,202.22,201.84,453.98,354.85,432.95
9,135519786,135528569,8784,*,7.90571007844509,6.99051654337204,8.46125854386058,-1.32858408861481,1.68850434843823e-13,3.0822310858780695e-11,98.11,154.07,129.31,374.32,245.93,437.09
6,163457610,163460900,3291,*,5.7767520015287,6.50597567456223,4.22988792296535,1.8741028490867,1.6947805653194499e-13,3.09021956330024e-11,113.6,81,78.06,19.2,12.3,24.8
12,131383521,131392595,9075,*,7.64212559173281,6.86137332838501,8.14591881273299,-1.19321267342096,1.70159810536901e-13,3.09917607892208e-11,103.27,117.82,127.73,310.97,214.31,324.46
6,167702283,167723520,21238,*,9.45551795590742,8.81824433825912,9.89601650313497,-1.01288857463919,1.74774656641811e-13,3.1796671173945595e-11,402.76,507.52,443.9,1002.02,851.98,1004.37
10,132440918,132469780,28863,*,10.2183573558757,9.15758428160864,10.8230216613313,-1.50265560844311,1.77316449713509e-13,3.2223054707993e-11,371.78,727.3,614.2,2085.63,1287.64,2061.43
8,67687251,67690069,2819,*,5.8107013960134,6.49189570621801,4.47621566098315,1.80643044282324,1.77562013344661e-13,3.2231667031743697e-11,95.53,79.87,94.61,17.28,29.86,19.63
22,29617442,29622609,5168,*,6.31991060856701,6.92383640947311,5.26147764478081,1.52707022023341,1.78262740604956e-13,3.23227909093568e-11,123.93,111.02,129.31,28.79,43.92,42.37
18,2977359,2981756,4398,*,6.50008322972373,7.0982474868268,5.45973726850665,1.4438069715397,1.8110724483107e-13,3.2801990908184094e-11,160.07,124.05,126.94,48.95,38.65,44.43
1,1596245,1605561,9317,*,9.02898206601513,8.14253472206782,9.57401676593036,-1.30479253182445,1.84024125298473e-13,3.3293218975717595e-11,203.96,326.83,316.96,877.25,556.86,852.47
10,58434641,58440962,6322,*,6.98187712881061,7.5039365543485,6.15563483608436,1.26549011789692,1.84377120150456e-13,3.33200185631899e-11,193.64,164.83,186.07,62.39,84.32,67.16
11,86115538,86118653,3116,*,6.43558026581861,7.04777263877731,5.35066412017511,1.51543691108477,1.8621446631937998e-13,3.3614707962836395e-11,147.16,107.06,142.71,35.51,40.4,46.5
7,1328944,1334958,6015,*,7.68792038115358,6.88890365796841,8.19914473387248,-1.20893136836718,1.87288338919977e-13,3.3771077476319003e-11,103.27,130.85,121.42,331.13,217.83,332.72
9,137376874,137399386,22513,*,8.98201821464085,8.10057267142608,9.52519408243765,-1.30015319607061,1.88491582776039e-13,3.3950402525591294e-11,206.54,333.06,283.84,812.94,535.78,861.77
4,113958689,113963169,4481,*,5.49335636923822,6.22713782798364,3.92420997666613,1.97894240747584,1.8881199286162998e-13,3.39704940032962e-11,77.45,70.8,76.48,12.48,17.57,15.5
18,14144547,14150594,6048,*,6.35617795776092,5.0662344511496,7.0261416776802,-1.68417784481827,1.89346369287643e-13,3.40289947323632e-11,23.24,40.22,37.06,153.57,77.29,160.16
3,46108814,46113179,4366,*,6.57896102019655,7.16116861564197,5.58719431210813,1.39894322754839,1.93930444763498e-13,3.4786247010929895e-11,149.75,131.41,148.23,55.67,36.89,51.66
6,82143286,82146762,3477,*,6.63239474211296,7.18289386187613,5.73110452453345,1.35011921224595,1.9408753892223299e-13,3.4786247010929895e-11,142,143.31,150.59,47.03,54.46,57.86
4,1635474,1649837,14364,*,8.56606683944538,7.71473427318243,9.09786245138727,-1.260656110017,1.94201557293027e-13,3.4786247010929895e-11,160.07,254.89,215.25,632.5,405.79,605.51
10,133343200,133363396,20197,*,9.11761367647542,8.20946677260197,9.67061126776916,-1.32957317250136,1.94552275473751e-13,3.48107314020113e-11,216.87,381.77,289.36,941.56,609.56,893.8
2,53129564,53131965,2402,*,5.36237380763874,6.16111757907585,3.42125427233203,2.21450847113283,1.95114145988597e-13,3.48729014003465e-11,92.95,55.51,66.23,6.72,14.05,11.37
18,48005981,48013384,7404,*,7.44850194992515,6.55941973738051,7.99451230544148,-1.26324269644158,1.95360471678702e-13,3.4878599249377e-11,61.96,116.12,104.86,260.1,212.56,292.42
3,42497109,42517507,20399,*,8.94982216040651,8.28917275170432,9.40126436994431,-1.04086104999204,1.95777078058018e-13,3.49146522595902e-11,273.67,333.63,331.15,733.28,570.92,724.34
8,30802599,30805352,2754,*,6.42699080484261,7.04514522447338,5.32257146052499,1.51641086973768,1.96516943946402e-13,3.5008212867647896e-11,162.65,108.19,125.36,39.35,40.4,40.3
11,277696,301661,23966,*,9.667758458507,8.68216597268701,10.2478863025652,-1.42162379422321,1.98351150685498e-13,3.5296305145779794e-11,296.91,500.16,435.23,1407.05,822.12,1418.72
22,42733874,42737918,4045,*,6.54590717053627,5.59149267322332,7.11534869957699,-1.40433140500339,2.01940271858221e-13,3.58957109468638e-11,49.05,53.81,41.79,131.49,121.21,163.26
11,71393925,71403426,9502,*,8.15811011692458,7.39421706026092,8.6549251872785309,-1.16413275934162,2.05893745264259e-13,3.65585024001151e-11,144.58,193.72,166.36,444.38,309.17,455.69
8,121143296,121147966,4671,*,6.68551192104231,7.25071569128979,5.74321455547942,1.38535538151247,2.09304843359758e-13,3.7123649125679195e-11,149.75,133.68,173.46,47.03,52.7,60.96
19,1517893,1549777,31885,*,10.0089226237051,9.22240631517105,10.515075334926,-1.20182743243823,2.1070330355732899e-13,3.7330979092681696e-11,503.45,649.13,639.43,1655.64,1122.51,1611.95
17,47262157,47268675,6519,*,7.65167662251218,8.1073590539536,6.98181879291399,1.06185722792982,2.11254267803441e-13,3.73758738956837e-11,260.76,276.42,290.15,128.61,114.18,136.4
7,94619753,94622051,2299,*,5.89301580726771,6.55807308430509,4.62200300863398,1.80767055268191,2.11416299203966e-13,3.73758738956837e-11,74.87,97.43,110.38,16.32,36.89,20.67
10,43248595,43268912,20318,*,10.0533432063583,9.10713677976218,10.6199193572087,-1.37949440167539,2.1255607807519e-13,3.75365725499883e-11,387.27,683.68,583.45,1730.5,1182.24,1808.27
21,25934015,25939412,5398,*,6.47504580789705,7.07386020584936,5.43267379297292,1.54503649630212,2.13200405412975e-13,3.7609522709754093e-11,121.35,117.25,165.57,36.47,57.97,35.13
16,2736392,2746766,10375,*,8.22157630954212,7.54322387757971,8.68113542235388,-1.05000477106794,2.15351396779453e-13,3.7947809240730397e-11,157.49,211.28,190.81,432.87,358.36,440.19
15,29773111,29777306,4196,*,5.78088011347202,6.47365402883235,4.39859831381671,1.80585954420695,2.16486757145585e-13,3.81065894111944e-11,103.27,82.13,81.21,21.12,24.59,17.57
1,116507732,116512163,4432,*,7.56470628445203,8.03401270443639,6.86466892771413,1.13700868015029,2.17006904508953e-13,3.81568518744417e-11,219.45,269.62,297.25,104.62,128.24,116.76
19,8326869,8345601,18733,*,9.25508389587003,8.53875765768181,9.73157408854862,-1.10563736659918,2.17383049627158e-13,3.8180284083680195e-11,296.91,417.46,401.32,922.36,716.72,911.37
11,1395014,1415026,20013,*,9.17573846178591,8.2944336621675,9.71886189667493,-1.30428449885083,2.17827796188238e-13,3.8180284083680195e-11,247.85,385.74,308.28,947.31,604.29,976.47
1,9518298,9522357,4060,*,6.69968247925564,5.80346119608386,7.24832410570918,-1.34119023713417,2.1784440732672499e-13,3.8180284083680195e-11,56.8,63.44,47.31,167,129.99,159.13
5,176859987,176870839,10853,*,9.26819668651148,8.35569942594409,9.82277110665997,-1.33563502064054,2.19613843459977e-13,3.8448970473140894e-11,237.53,414.06,331.15,994.34,667.53,1055
3,188671797,188675493,3697,*,6.60861297574413,7.18023672666689,5.64790485552077,1.42644692326306,2.22883549406329e-13,3.8979456874400496e-11,152.33,127.45,155.33,48.95,63.24,38.23
8,10798849,10802858,4010,*,6.36696682171913,6.95673764153981,5.3524449570118,1.46247542346495,2.25045889544848e-13,3.9315347696049094e-11,121.35,121.22,130.09,47.03,40.4,35.13
4,57017574,57021128,3555,*,5.95078408814267,6.61969368418071,4.66493420192523,1.70291910570794,2.25965678979175e-13,3.9433677958763796e-11,116.18,92.89,85.94,24.95,26.35,24.8
5,517919,536433,18515,*,9.64611343835745,8.86399281795989,10.1504679945598,-1.19662443443014,2.26648046415783e-13,3.95103660335424e-11,410.51,538.68,448.63,1253.49,862.52,1293.69
10,72173137,72177610,4474,*,7.035142501932,7.57479165530802,6.16312179909228,1.29064213075038,2.2768504320578e-13,3.96486443813749e-11,211.71,163.13,197.11,81.58,75.54,57.86
11,130846257,130850012,3756,*,6.75029613088265,7.3064672818128,5.83337532711523,1.35183990342063,2.28565023605078e-13,3.9730019865443893e-11,165.24,139.34,170.31,47.99,57.97,65.1
10,75528567,75534782,6216,*,7.57311603177198,8.07233750541782,6.80344052786031,1.23937879075223,2.28640896394328e-13,3.9730019865443893e-11,214.29,284.91,308.28,95.98,144.05,95.06
17,13519950,13523129,3180,*,6.05934535077104,6.74437059281867,4.70926385361655,1.77610725539149,2.30128691793047e-13,3.9945870946296794e-11,142,96.86,82.79,18.24,33.38,26.87
15,92428493,92478211,49719,*,10.4446050524376,9.792452185991,10.8920995739706,-1.03427825410538,2.31275445988228e-13,4.0093350711178e-11,764.22,969.73,926.43,1897.51,1797.07,2006.67
4,4400704,4420465,19762,*,9.22475784031847,8.58087146707863,9.66837869555917,-1.01643219096455,2.31471341374135e-13,4.0093350711178e-11,327.89,424.26,396.59,876.29,723.75,841.11
1,178237366,178240359,2994,*,5.24914637509855,6.05769776445375,3.24074320488328,2.23546089789801,2.32249025101429e-13,4.01852581783211e-11,64.55,61.17,74.11,4.8,7.03,16.53
15,82131948,82134557,2610,*,6.86746125448599,7.42483659959852,5.94719213404293,1.34939195135365,2.3418928706718e-13,4.04779134910111e-11,209.13,155.77,150.59,57.59,73.78,53.73
8,89724189,89729434,5246,*,6.21142660439445,6.82229417506144,5.1307977875011,1.58187191949995,2.40095227176896e-13,4.1410698010802e-11,105.85,124.05,109.59,23.99,43.92,37.2
4,48912601,48916969,4369,*,6.43471661712308,7.02264936315486,5.42576901282664,1.43867653264246,2.41207521710834e-13,4.1558471788833294e-11,129.09,138.78,122.21,43.19,35.13,50.63
2,27700502,27707335,6834,*,7.99150488272682,8.42613333648357,7.36654384276323,1.01176739424057,2.41675102830124e-13,4.1594970475984697e-11,345.96,331.93,354.02,146.85,175.67,172.56
3,46536446,46548893,12448,*,8.05451911073806,8.50393587180708,7.39823819478408,1.04958068785105,2.43120967966132e-13,4.1799587563268e-11,325.31,390.84,372.94,194.84,151.07,160.16
1,67888001,67893570,5570,*,6.73594284722201,7.27970621842839,5.85291900190089,1.3278656511213,2.4686896529648797e-13,4.2399158247779596e-11,154.91,143.31,167.94,49.91,61.48,62
3,181686080,181688496,2417,*,5.47950003393301,6.21962843216952,3.8786186625053,2.00422632464899,2.47999147595981e-13,4.2538886465195e-11,82.62,66.84,74.11,13.44,19.32,11.37
1,115208935,115214572,5638,*,7.05052570718885,7.57540894137057,6.2170686010556,1.25657575683979,2.48205621171694e-13,4.2538886465195e-11,211.71,166.53,193.96,75.82,84.32,63.03
8,117996532,118001180,4649,*,6.10747007171001,6.73781366559167,4.96207664644911,1.60032979700901,2.48941294250442e-13,4.2620059793013794e-11,118.76,103.66,97.77,29.75,36.89,26.87
1,178093176,178098766,5591,*,7.13270746539583,7.63338561436566,6.35951565084302,1.19794281591793,2.5110275220920497e-13,4.28705249541324e-11,214.29,193.72,187.65,72.94,94.86,78.53
5,34608244,34611256,3013,*,6.13431352177209,6.76674462993515,4.98174921277711,1.66247007129249,2.51113220511582e-13,4.28705249541324e-11,92.95,99.69,134.04,27.83,42.16,24.8
19,47017210,47029094,11885,*,8.94812840520493,8.30788773743042,9.39003049423862,-1.0028311224428,2.51194996964482e-13,4.28705249541324e-11,263.34,362.52,324.84,682.41,641.18,689.21
11,134355723,134407879,52157,*,10.494227129482,9.74128037348633,10.9864492027841,-1.16223255284131,2.5580312443312497e-13,4.3565548872697e-11,735.82,970.86,860.99,2183.53,1661.81,2241.23
21,43876360,43886803,10444,*,8.13397934518654,7.37812875464752,8.62742467509836,-1.14293046852296,2.74312748090739e-13,4.6620268456863397e-11,134.25,193.72,171.09,407.91,319.71,458.79
6,16723930,16727080,3151,*,6.20170275466899,6.81982703445288,5.09738287480624,1.57705907770803,2.751299129827e-13,4.671033893222469e-11,116.18,107.62,115.11,23.03,40.4,39.27
16,1139826,1147295,7470,*,7.92430884129792,7.18670183308525,8.41001047292973,-1.13579130410849,2.75871626426456e-13,4.6765367008885495e-11,129.09,159.73,148.23,383.92,263.5,373.02
9,137422576,137439983,17408,*,9.64725951093804,8.67256047585357,10.223688784334101,-1.40910347217517,2.76029096059086e-13,4.6765367008885495e-11,304.65,512.62,406.84,1346.59,811.58,1429.05
2,75499232,75503794,4563,*,6.42391861899311,7.01073971908924,5.41832841112634,1.49998704607973,2.78819803499202e-13,4.7189018668187e-11,92.95,147.27,146.65,45.11,43.92,39.27
12,11795561,11799730,4170,*,6.22761218578055,6.82777492780503,5.18102627176653,1.5242116262344,2.79977517559981e-13,4.7335699941313003e-11,103.27,112.15,125.36,37.43,40.4,31
4,1615818,1624767,8950,*,7.82612023616019,6.97189237438922,8.35902432656953,-1.25516434047715,2.86847617814514e-13,4.8446864796928004e-11,95.53,143.87,137.19,367.6,237.15,380.25
6,45605932,45612166,6235,*,7.38172233975999,7.85939528062373,6.66268870865502,1.12508731672802,2.87554698517049e-13,4.85159065770803e-11,216.87,232.24,247.57,97.9,91.35,114.7
10,75544524,75549535,5012,*,6.63992501573063,7.18752637197411,5.74653193774044,1.38389446242515,2.8842528028821797e-13,4.86123623963495e-11,116.18,156.33,164.79,48.95,61.48,50.63
2,232473034,232509044,36011,*,10.5527127157645,9.65607297273517,11.101508023372,-1.32832556729539,2.8926230585701e-13,4.87029686709248e-11,619.63,933.48,867.3,2480.1,1644.24,2467.52
2,29112957,29118429,5473,*,7.28278839547575,7.77834667566582,6.52190232828326,1.1830160066288,2.90046134509422e-13,4.8756147475390004e-11,206.54,208.45,243.63,79.66,89.59,106.43
22,44924450,44936582,12133,*,8.29916540306039,7.55551536726104,8.78744753711569,-1.13702450827288,2.90183503476497e-13,4.8756147475390004e-11,162.65,224.31,177.4,453.98,360.12,511.48
14,33646676,33652975,6300,*,6.4897834160853,7.06959152942806,5.50513699883558,1.4084874767821,2.90477462594318e-13,4.8756147475390004e-11,149.75,122.35,130.88,45.11,45.67,45.47
10,133121626,133135496,13871,*,8.49453859865309,7.63016057238781,9.03130454884467,-1.27076131905105,2.91151834596727e-13,4.8818958905138894e-11,144.58,234.5,215.25,551.88,386.47,631.35
7,130872044,130883951,11908,*,7.74258243385168,8.21760927287299,7.02959583694839,1.13932291497841,2.9623808113875497e-13,4.962064130464769e-11,258.18,359.68,275.17,123.81,131.75,136.4
8,27430235,27446695,16461,*,8.82216957391082,8.14658700822357,9.28046825313208,-1.05659086922753,2.98915706598625e-13,5.00176389914953e-11,245.27,315.5,289.36,657.46,519.97,688.18
11,27212699,27217093,4395,*,6.50736154301866,7.0699427722512604,5.57249457092079,1.40654314745786,3.04107336405465e-13,5.0834057276122094e-11,121.35,142.17,139.56,51.83,52.7,38.23
10,43224446,43238830,14385,*,9.08222086196265,8.40871162170185,9.53957376220385,-1.06451982793574,3.09314188506611e-13,5.1598365322726003e-11,320.14,376.11,323.27,807.18,606.05,819.41
1,2637235,2646382,9148,*,8.13993285275456,7.35567556787332,8.64516242384888,-1.19809522566352,3.10345529429231e-13,5.17173654037062e-11,154.91,197.68,138.77,421.35,312.69,467.05
1,225651266,225656499,5234,*,6.58476119100913,7.13679215342134,5.679272332979,1.3760715902953,3.10886603859602e-13,5.17545053068014e-11,123.93,138.21,160.06,48.95,56.21,48.57
11,1046948,1058249,11302,*,8.68974510963468,7.88157107516534,9.20464579725563,-1.20892438897587,3.15527078972121e-13,5.24733146824342e-11,180.73,285.48,241.27,629.62,458.49,681.98
2,203807945,203813807,5863,*,6.94210652840529,7.45339130349428,6.14293995710976,1.26230629868983,3.17937274481075e-13,5.2802070772539194e-11,165.24,178.43,182.13,65.27,87.83,58.9
13,111387184,111391929,4746,*,7.1063455541114,6.30820845597489,7.61721504316222,-1.1898349977851,3.18153213176479e-13,5.2802070772539194e-11,69.71,92.33,75.69,207.31,179.18,202.53
20,11260523,11262412,1890,*,6.26476599598081,6.86605118019557,5.21465975150648,1.50744702922506,3.20288758368427e-13,5.3102308975364795e-11,103.27,118.95,127.73,33.59,33.38,44.43
1,67791258,67796157,4900,*,6.73691608910755,7.29057617716501,5.82694358134003,1.36214363731174,3.2139587565117e-13,5.3231601013528e-11,134.25,176.16,159.27,70.06,52.7,47.53
11,364039,384907,20869,*,9.67867069087523,8.78657193889682,10.2257950368194,-1.31377176194807,3.22788323241623e-13,5.3407840115599e-11,307.24,527.91,489.63,1289,924.01,1379.46
17,57981928,57991199,9272,*,7.62079783541976,8.07932772999502,6.94470774159258,1.07171081831859,3.27623598617898e-13,5.4152784753260095e-11,263.34,271.32,276.75,111.34,117.7,140.53
6,134532858,134538528,5671,*,6.67696739477415,7.22288823565796,5.78812720155229,1.34713139176935,3.30395810695071e-13,5.45555600309643e-11,131.67,172.19,144.29,57.59,54.46,53.73
5,14235066,14240751,5686,*,5.82735919271026,6.49622360230753,4.54168445893945,1.75326076345159,3.35160257684797e-13,5.5286146157346595e-11,95.53,83.83,91.46,17.28,29.86,22.73
4,175810996,175814249,3254,*,5.43815698313775,6.18946712708893,3.77925100817734,2.03567740904858,3.36080089002797e-13,5.538170828354609e-11,80.04,64.01,74.9,15.36,17.57,8.27
4,779619,800343,20725,*,10.1210207614366,9.26160099564304,10.6559049149969,-1.28395745335419,3.36842243865925e-13,5.5451120195924494e-11,480.22,697.28,663.88,1810.17,1198.05,1832.04
10,74096885,74101410,4526,*,5.80653094502766,6.47555751544401,4.52022751645204,1.72273195880996,3.44559947501842e-13,5.66070228903405e-11,85.2,93.46,88.31,23.99,21.08,23.77
17,16025003,16028706,3704,*,6.40609008783201,6.98701023326651,5.41814963598188,1.43441920147819,3.4576163588422497e-13,5.674712539696239e-11,134.25,131.98,114.33,41.27,45.67,41.33
16,65409311,65418599,9289,*,7.8566884739658,8.32750600823952,7.15324668536208,1.10136444389728,3.47990649519511e-13,5.70553822490937e-11,364.04,276.42,323.27,128.61,165.13,133.3
1,84351717,84355962,4246,*,6.28756669956019,6.88086963022582,5.2622521439988,1.49050237914178,3.51378682591621e-13,5.7494955563495096e-11,121.35,111.59,120.63,37.43,45.67,32.03
8,94436410,94437717,1308,*,5.58150700891455,6.30888969821944,4.04352687240472,1.96671894932945,3.57724839069843e-13,5.840644605866949e-11,92.95,66.84,78.06,12.48,24.59,12.4
4,74768679,74771677,2999,*,6.39190047434517,6.97440312797846,5.39925495051367,1.47207478336426,3.58026540751289e-13,5.840644605866949e-11,118.76,114.99,143.5,37.43,50.94,38.23
22,50025448,50037339,11892,*,8.89384223387456,8.03050648271599,9.43021335209276,-1.27433819431612,3.58757463455452e-13,5.84670417271664e-11,191.05,312.67,280.69,756.32,509.43,803.91
9,124464733,124508565,43833,*,10.7956905901284,9.84153326338391,11.3650426760239,-1.39112734665278,3.62733943524719e-13,5.90559181627407e-11,668.69,1096.61,987.14,2960,1965.71,2987.27
5,61449122,61451332,2211,*,5.79646800415543,6.50656166619147,4.33883375972701,1.80036408407622,3.64109801560033e-13,5.92206386747315e-11,108.44,77.6,86.73,24.95,14.05,21.7
1,2799580,2841936,42357,*,10.2181882003112,9.33206374616516,10.7631031705204,-1.31408857033872,3.67690179716963e-13,5.97432260540114e-11,495.71,751.09,686.74,1957.01,1278.86,1977.74
9,112045430,112052930,7501,*,7.35798779768204,7.82733699327799,6.65785422995065,1.1084495883845,3.69669364515444e-13,6.00048640634875e-11,224.62,218.64,238.11,101.74,107.16,94.03
5,772974,778228,5255,*,7.03505969570376,6.06535582808911,7.60978043715226,-1.36009930454198,3.71963445029506e-13,6.0317043386664e-11,46.47,78.73,75.69,206.36,144.05,235.59
1,232470976,232476605,5630,*,6.34004147822954,6.92747137106784,5.33261388100595,1.48476190130893,3.73237614366727e-13,6.042607835034639e-11,116.18,129.15,119.84,29.75,45.67,45.47
16,53741989,53747318,5330,*,7.70235312188445,8.18708665587671,6.96700391733357,1.15851755323685,3.73378884946344e-13,6.042607835034639e-11,304.65,250.36,319.32,103.66,152.83,118.83
12,24863626,24865242,1617,*,5.19081656991534,6.0111733730112,3.09636672729664,2.22874934907602,3.76786459575051e-13,6.09169321248351e-11,69.71,58.34,65.44,7.68,3.51,14.47
8,130300631,130305285,4655,*,6.59965107335991,7.15048171113371,5.69745360842251,1.37345270220009,3.80945502006614e-13,6.15281838866591e-11,131.67,137.64,156.9,51.83,61.48,42.37
8,142435728,142501568,65841,*,11.5691893430373,10.5470925877471,12.1614428544441,-1.46640164650266,3.81706385323695e-13,6.154989339488639e-11,1156.65,1780.29,1551.67,5057.14,3256.86,5428.96
9,136272826,136307747,34922,*,10.6252424827266,9.59019905147782,11.2216994875384,-1.47512069491224,3.81836776017956e-13,6.154989339488639e-11,521.53,970.86,819.99,2601.03,1725.05,2838.47
19,7693384,7713194,19811,*,9.12742620757104,8.48861280565357,9.56865366943548,-1.00827237964058,3.82356259216851e-13,6.15726077032918e-11,304.65,375.54,397.38,780.31,676.32,821.47
1,198775807,198778689,2883,*,6.40586170874696,6.9859822536371,5.42029083009226,1.43557914720131,3.86755974011573e-13,6.22195107745918e-11,121.35,135.94,123,37.43,40.4,50.63
3,150370109,150373056,2948,*,5.78475413348817,6.45557802243258,4.4914593643083,1.74200109779793,3.8862383398018297e-13,6.245822478034269e-11,87.78,83.27,92.25,20.16,24.59,22.73
16,28055046,28063454,8409,*,7.48648126093249,6.60334517598625,8.03028637837072,-1.25529798675334,3.9325432393716297e-13,6.314002913796629e-11,69.71,133.68,88.31,269.7,245.93,268.66
2,36379431,36384490,5060,*,7.13957728556537,7.63514475788874,6.37866925755858,1.19346280549815,3.99143213671436e-13,6.39743671517339e-11,178.14,220.34,197.9,75.82,80.81,93
9,4124335,4129374,5040,*,5.79938402027357,6.47537437629209,4.4857522181279,1.7428174720041,3.99237496750653e-13,6.39743671517339e-11,90.36,90.63,85.94,18.24,21.08,27.9
11,69017172,69027697,10526,*,7.64870353950798,6.94760252598228,8.1184826345989,-1.06589727432694,4.02329036150703e-13,6.43675822564731e-11,100.69,130.85,138.77,287.94,256.47,289.32
10,113026493,113031260,4768,*,6.75472455953707,7.30790922546712,5.84606246387754,1.37498899996096,4.02482899288838e-13,6.43675822564731e-11,157.49,158.6,159.27,63.35,72.02,37.2
5,148790473,148797308,6836,*,7.20303313659022,7.70538652453716,6.42578238046358,1.17679102403301,4.03914385026556e-13,6.453306007135979e-11,214.29,186.36,225.5,93.1,79.05,85.76
3,191244410,191248831,4422,*,5.73820946653337,6.41127867468091,4.43612046956262,1.78961308896342,4.0527999333214597e-13,6.468769824878009e-11,77.45,83.27,94.61,18.24,28.11,18.6
1,115724617,115728389,3773,*,6.87945409219497,7.39245946012337,6.07601124458384,1.25320099652078,4.06315158497971e-13,6.47893421116691e-11,149.75,168.23,186.07,65.27,72.02,65.1
