seqnames,start,end,width,strand,Conc,Conc_YAF,Conc_GFP,Fold,p.value,FDR,YAF_1,YAF_2,YAF_3,GFP_1,GFP_2,GFP_3
17,81649982,81657498,7517,*,8.36483669525349,7.63143545427007,8.84873324259341,-1.14065280516525,1.1047028452590599e-11,2.9580637267858003e-10,178.14,228.27,188.44,496.21,367.14,519.75
5,142816079,142832815,16737,*,9.01820744666813,9.47217730574847,8.35207912127419,1.07869617350451,1.11009872568812e-11,2.9684009216775203e-10,624.8,726.16,779.78,285.06,358.36,336.86
5,518142,529358,11217,*,8.90215693711249,8.12390012816905,9.40492452286123,-1.19630766756163,1.11405313904853e-11,2.97486040569408e-10,247.85,321.73,267.29,742.88,519.97,770.84
21,36691320,36710498,19179,*,9.41461066524944,8.60212220291248,9.93123215041927,-1.2317606794671,1.1331940889306799e-11,3.01970595647179e-10,309.82,459.38,396.59,1047.13,783.47,1098.4
4,1528259,1545403,17145,*,9.68146683074317,8.81062780196745,10.2206715703626,-1.29824263122629,1.1339712017785798e-11,3.01970595647179e-10,343.38,525.08,478.59,1301.48,920.49,1357.76
20,53913474,53918069,4596,*,6.83873706735066,7.33647767666828,6.07262387711525,1.22676125514869,1.1601796844887e-11,3.08524812107565e-10,157.49,166.53,160.84,56.63,84.32,60.96
5,122182528,122184729,2202,*,6.20555176457005,6.79303321510621,5.19796841856308,1.43378030034733,1.2032949310893898e-11,3.19550836576253e-10,118.76,101.96,111.96,42.23,36.89,31
2,219547633,219555051,7419,*,8.38196544081536,7.64198455488802,8.86868260916684,-1.13701269015774,1.2137367984737699e-11,3.21881667008139e-10,162.65,233.94,202.63,524.05,386.47,491.85
7,127665950,127668871,2922,*,6.57688638313388,7.1139907738388,5.71161411656181,1.28854212547768,1.2200134159439e-11,3.23103005074567e-10,134.25,129.15,152.17,54.71,45.67,56.83
1,43782258,43784374,2117,*,6.60613667916352,7.14380359865453,5.7393763855852,1.29546337154267,1.2227362405106899e-11,3.2338111816406503e-10,157.49,124.05,142.71,49.91,59.73,50.63
1,1913410,1930721,17312,*,9.78471333939697,8.83022957951117,10.354178954078,-1.38745408820316,1.2488409603525799e-11,3.2983391101771e-10,338.22,553.4,473.86,1474.24,939.82,1512.75
6,16698118,16701579,3462,*,6.50098383722263,7.049306692394,5.6056300105675,1.40873187957199,1.25990847692143e-11,3.32303009335907e-10,113.6,141.04,142.71,35.51,70.27,40.3
21,37982394,37985052,2659,*,6.19607691142847,6.76156912575631,5.25295913465709,1.43112792219252,1.2720646532223001e-11,3.35052124533334e-10,95.53,113.29,116.69,33.59,45.67,35.13
2,27700770,27707233,6464,*,7.9767481303161,8.40965962478199,7.35535925970698,1.01561841465952,1.27773262230335e-11,3.36087139959056e-10,340.8,328.53,350.86,146.85,173.91,170.49
20,32600113,32612779,12667,*,9.45615268687088,8.70607673075708,9.94716197339846,-1.16125009003109,1.29134011157051e-11,3.39204869252617e-10,353.71,471.84,427.34,1046.17,822.12,1093.23
11,46504327,46506398,2072,*,6.20833485051864,6.7948195718471,5.20375852812684,1.41898954023027,1.3357564720969698e-11,3.49946193525403e-10,108.44,108.75,115.9,43.19,28.11,39.27
22,50170955,50188097,17143,*,8.77839738388165,7.8230741584842,9.34815479374588,-1.37713916014485,1.33585212239046e-11,3.49946193525403e-10,157.49,279.82,242.05,751.52,451.46,752.24
1,910202,934091,23890,*,10.8795067135927,9.8632720537801,11.4698404223224,-1.4537349592028,1.3575320079391499e-11,3.54810251810036e-10,684.18,1184.41,925.64,3258.49,2076.38,3174.3
5,113089559,113097778,8220,*,7.91780035928441,8.36302224055651,7.27050578995449,1.06617116968959,1.3589128716261099e-11,3.54810251810036e-10,281.42,330.23,376.09,151.65,166.88,144.66
11,95510936,95514134,3199,*,6.47095430342844,7.01790560876346,5.57932468954395,1.32801370428762,1.3599254983253299e-11,3.54810251810036e-10,134.25,114.99,139.56,47.03,50.94,45.47
4,1398697,1414102,15406,*,8.98277617452221,8.0737526222665,9.5360920369614,-1.3278644492013,1.3863349146599398e-11,3.61013295067867e-10,185.89,347.22,275.17,830.22,579.7,817.34
7,27994671,27996795,2125,*,5.8185530729254,6.44412944729749,4.68936492604342,1.59458918854558,1.3874353604480699e-11,3.61013295067867e-10,80.04,88.93,92.25,26.87,29.86,20.67
12,1523070,1539062,15993,*,9.07324610340861,8.37072162992162,9.54365697852589,-1.09981905301851,1.3946164444184e-11,3.6239408225727e-10,278.84,366.48,347.71,787.99,642.94,808.04
2,239908445,239914155,5711,*,7.65415897793066,6.8974237232734,8.14797628282309,-1.14694560172736,1.4358988616726e-11,3.72620573056596e-10,95.53,139.91,122.21,316.73,228.37,305.86
1,8396250,8398972,2723,*,6.1775423018933,6.75950771236553,5.18649639537316,1.49445353648925,1.44626087213051e-11,3.74806453631357e-10,80.04,121.22,123.79,37.43,43.92,27.9
17,62818584,62822328,3745,*,6.84385716486802,7.33762991860953,6.08722790636289,1.17717301793398,1.45590220486935e-11,3.76799964213376e-10,162.65,158.6,164,66.23,68.51,69.23
2,157932483,157933845,1363,*,6.17804122378249,5.21418101848119,6.75075310758688,-1.41534904155034,1.4781085560545597e-11,3.82035731473299e-10,41.31,38.52,31.54,95.02,124.72,103.33
5,88682812,88694481,11670,*,8.46283158620811,8.89228122050319,7.84860556855809,1.01169997116229,1.5003406590849698e-11,3.86584626937561e-10,415.67,497.33,512.49,236.11,230.12,225.26
16,88956066,88979300,23235,*,9.60004794271665,8.74582522679713,10.1329500657381,-1.28087392726925,1.5012905186791398e-11,3.86584626937561e-10,345.96,481.47,460.46,1265.96,832.66,1269.93
8,128321322,128325303,3982,*,6.93962310597061,7.44664539067553,6.1509742914319,1.20480975154751,1.5017072095903798e-11,3.86584626937561e-10,178.14,151.24,193.96,76.78,70.27,66.13
11,33721241,33724990,3750,*,7.64473158980411,8.08713058713508,7.00343831347314,1.0412651330811,1.52263617768578e-11,3.91451133287222e-10,263.34,292.28,260.19,119.97,126.48,138.46
7,92730375,92731832,1458,*,5.91235815721916,6.54550269939357,4.75733252430255,1.60242991679037,1.5252748300121698e-11,3.9160874221282004e-10,98.11,76.47,105.65,23.99,33.38,23.77
3,46536481,46548854,12374,*,8.05257932653692,8.50109382481565,7.39823819478408,1.05444414964258,1.53188883673935e-11,3.9278523714432203e-10,325.31,390.27,371.36,194.84,151.07,160.16
10,60825550,60829006,3457,*,6.42472787595151,7.01065294962946,5.42183629767228,1.44897304710921,1.53549395962139e-11,3.93188142004774e-10,136.84,110.45,139.56,51.83,50.94,25.83
15,85406225,85408682,2458,*,6.02297778208658,6.64247887819212,4.91410513242612,1.56809601908046,1.5431431087585e-11,3.94213136783476e-10,111.02,83.83,104.86,21.12,40.4,28.93
8,80083259,80086144,2886,*,6.64129458672709,7.16164267638894,5.81940042215927,1.27960962267322,1.54357494721508e-11,3.94213136783476e-10,126.51,142.17,160.84,61.43,61.48,46.5
10,60312463,60315619,3157,*,5.99637782427975,6.64178239337737,4.79818921477712,1.59738595972964,1.5546954438857798e-11,3.96529380166804e-10,121.35,84.4,93.83,19.2,28.11,36.17
1,1279478,1288255,8778,*,8.81705692892649,7.76083707698129,9.42028285238871,-1.47528534267302,1.5679538996297598e-11,3.99384094091465e-10,136.84,274.15,239.69,821.58,444.44,789.44
17,72454456,72470638,16183,*,9.1257566380797,9.57077178611229,8.47890281951512,1.04627762840909,1.5833893107814398e-11,4.0278507296496803e-10,666.11,829.25,786.09,383.92,332.01,354.42
14,55720613,55723002,2390,*,5.93219368367535,6.54981833062546,4.82952134062008,1.57655576306842,1.60285343320356e-11,4.07200596900452e-10,95.53,83.83,101.71,24.95,38.65,21.7
19,14321501,14327104,5604,*,7.26392826240915,6.52873927519792,7.74859301635218,-1.12117905654564,1.6095265941264198e-11,4.08359286669897e-10,82.62,111.59,82.79,218.83,207.29,219.06
5,61407885,61410306,2422,*,5.81330853889365,6.44672478872648,4.6573440976489,1.59823161493038,1.6234263761025002e-11,4.11346030526732e-10,92.95,80.43,88.31,22.08,29.86,23.77
16,66739309,66742172,2864,*,6.60674008114236,7.13365195550445,5.76806867301124,1.27451174893401,1.6280129467813e-11,4.11968250001608e-10,152.33,132.54,136.4,53.75,63.24,46.5
5,159823480,159827403,3924,*,7.48178753353566,7.95204870153947,6.77960054765499,1.12857183391104,1.6447081780232e-11,4.15648930793758e-10,206.54,250.93,285.42,98.86,103.64,127.1
4,57402533,57407682,5150,*,7.38193764144054,7.8603522109801,6.66120264031621,1.15665290745103,1.701607825955e-11,4.29467155341881e-10,237.53,207.31,252.3,84.46,128.24,90.93
6,158170124,158171771,1648,*,5.7082871576171,6.36634536205114,4.463747889874,1.63819117391809,1.7249743678239398e-11,4.34796994173927e-10,87.78,79.3,80.42,22.08,19.32,24.8
11,40140124,40142840,2717,*,6.25018655926906,6.86232056846395,5.16545964214644,1.56553974880118,1.7372568035489e-11,4.3732273154962006e-10,129.09,94.59,125.36,29.75,56.21,21.7
7,157717165,157724976,7812,*,8.73411171280077,7.91499077236523,9.25336455536714,-1.22445526385024,1.7402725337126098e-11,4.37512209288244e-10,170.4,283.22,270.44,650.74,497.14,683.01
16,561057,570763,9707,*,8.36213368616079,7.38212760438119,8.94036949412699,-1.39709946365765,1.74959655839537e-11,4.39285068356593e-10,116.18,208.45,175.82,572.04,317.96,583.81
14,104705467,104712693,7227,*,7.87623575296109,7.04527786781447,8.40014303935635,-1.23173370571336,1.76357783298973e-11,4.42221144554999e-10,98.11,154.64,143.5,376.24,247.69,389.55
1,115544357,115548334,3978,*,7.78063640704817,8.2203568999832,7.14500370990881,1.04336039980397,1.7749182544384198e-11,4.4448827218987e-10,258.18,303.04,333.52,140.13,138.78,145.7
14,22778788,22782176,3389,*,6.95170856013512,7.44854442327713,6.1877656799617196,1.22053743070222,1.7899424806322098e-11,4.47670866469113e-10,134.25,186.36,203.42,77.74,73.78,67.16
10,62915465,62918698,3234,*,6.60916689302344,7.14461681318567,5.74825888455938,1.29614255662752,1.8008435156652e-11,4.49815344810791e-10,160.07,128.01,136.4,51.83,65,44.43
10,133036215,133053289,17075,*,9.21880242830751,8.31762389470939,9.76926071785205,-1.3273142955966999,1.82049502986693e-11,4.54004110769917e-10,245.27,374.41,337.46,973.23,616.59,1028.13
13,50675738,50679975,4238,*,6.80779425765189,7.31958405822777,6.00737436307937,1.23525296631753,1.8223099878831798e-11,4.54004110769917e-10,152.33,141.61,185.29,65.27,66.75,60.96
3,192898752,192902985,4234,*,7.42417685347989,7.88884424022574,6.73451893337314,1.12449783271743,1.82987687651638e-11,4.55302569545576e-10,188.47,245.83,276.75,101.74,107.16,110.56
5,137468190,137472269,4080,*,7.06248146399039,7.5305478944489,6.36522907197767,1.1215906253691,1.8322566883104797e-11,4.5530872178800103e-10,170.4,190.32,193.96,84.46,84.32,78.53
7,6519940,6540302,20363,*,9.4844466004943,8.64798355548853,10.0105005475007,-1.25412975999849,1.8535654301744598e-11,4.60012586156133e-10,291.74,474.1,437.59,1103.76,851.98,1138.7
5,167791030,167794749,3720,*,6.18218258519941,6.76054892200265,5.2017920342395,1.45499831465559,1.88559394812661e-11,4.673613820401501e-10,103.27,97.43,124.58,31.67,45.67,33.07
2,110104122,110108053,3932,*,7.1865584666838,7.64655195917277,6.50724966828215,1.08786518927985,1.9026042922914497e-11,4.7097373601627e-10,191.05,209.01,201.06,93.1,87.83,91.96
7,94374015,94376006,1992,*,5.71792321134194,6.37170954383643,4.4892447344291,1.63389630508721,1.9328743270780098e-11,4.77854979097176e-10,82.62,79.87,85.94,20.16,19.32,27.9
21,43876539,43885981,9443,*,8.08142132280088,7.31722971800247,8.5783609706843,-1.15979445605152,1.94728065407809e-11,4.80801748215731e-10,126.51,186.36,165.57,391.59,305.66,449.49
3,159836921,159838153,1233,*,5.07619137766258,5.86342589250358,3.20968549040128,2.05365879948063,1.9606995399780498e-11,4.83497502632596e-10,64.55,50.98,59.13,8.64,8.78,10.33
7,135979558,135981701,2144,*,6.03091536973599,6.67998372335691,4.81950017851502,1.61060036289273,1.9634124837163898e-11,4.835497267221521e-10,121.35,71.94,114.33,25.91,29.86,28.93
4,2457249,2466261,9013,*,8.83473055045572,8.09491914893452,9.32137529301616,-1.14620383430387,1.97827557363419e-11,4.86590351972898e-10,234.94,299.08,286.21,651.7,511.19,756.38
5,93078164,93079452,1289,*,5.76839162398175,6.40313172974863,4.60784167671465,1.62335900219939,2.0143430297159297e-11,4.9483219559718e-10,69.71,83.27,100.92,23.03,26.35,23.77
4,53475671,53477534,1864,*,6.88618792915111,7.38708631525341,6.11246342166115,1.25834433444779,2.0633765237351298e-11,5.06234242809281e-10,134.25,185.79,182.13,55.67,87.83,64.06
15,39127359,39132517,5159,*,7.03323234948173,7.53667657661092,6.25332990051793,1.22131647021199,2.0869675969296298e-11,5.11373188231186e-10,147.16,195.42,214.46,69.1,66.75,93
5,392405,397020,4616,*,7.53961561753837,6.64953120270465,8.08599643438499,-1.25762427454537,2.1175057963384697e-11,5.18199234944452e-10,56.8,130.85,113.54,309.05,235.39,270.72
11,1433158,1440980,7823,*,7.79619480023121,6.84862459285084,8.36324856226934,-1.37425038478648,2.15505317014915e-11,5.267211496649e-10,95.53,128.01,122.21,404.07,193.23,390.59
4,1591407,1614971,23565,*,9.74584820737902,8.86430497228156,10.2890604653824,-1.30923073569002,2.2391361098524e-11,5.46581040552732e-10,369.2,547.17,481.74,1370.58,918.74,1464.19
2,38178313,38179708,1396,*,5.33509260486072,6.07272423799871,3.74679528917467,1.89852710382339,2.24973884062781e-11,5.48476683554318e-10,67.13,54.38,80.42,12.48,12.3,15.5
1,58583444,58587199,3756,*,7.12645070772622,7.59516775391373,6.42773802882406,1.13543372886832,2.3048954473949098e-11,5.61215915421736e-10,165.24,198.82,216.04,77.74,89.59,90.93
7,1190778,1196028,5251,*,7.58748730731175,6.725150046166,8.12347981101911,-1.22691067303909,2.34616471740009e-11,5.705459431634711e-10,59.38,130.28,127.73,287.94,245.93,302.76
20,62950707,62971281,20575,*,10.3532228467095,9.40257544168541,10.9213520413133,-1.38342275092942,2.3646354723091897e-11,5.74315296308462e-10,508.62,814.53,707.24,2184.49,1408.85,2224.69
16,2981981,3001789,19809,*,9.51445231137149,8.55193638778043,10.0867005260934,-1.38628498990376,2.3766133958009097e-11,5.76500210552309e-10,237.53,438.98,449.42,1191.1,846.71,1224.46
2,47189601,47196002,6402,*,7.72820917352416,8.1546525963843,7.12016068292497,1.00201309208476,2.3988928838126e-11,5.81175390009385e-10,268.51,296.24,290.15,136.29,140.53,140.53
1,1596245,1605557,9313,*,9.02898206601513,8.14253472206782,9.57401676593036,-1.30575683738547,2.41454649322149e-11,5.84235636463718e-10,203.96,326.83,316.96,877.25,556.86,852.47
15,62927837,62929956,2120,*,6.83506271352468,7.32436593017096,6.08901149910373,1.16665017207604,2.4190789032570197e-11,5.84600655458348e-10,152.33,163.7,164.79,71.02,65,68.2
1,113041718,113044122,2405,*,6.62901188679629,7.16139631397465,5.77614236234785,1.25910968783478,2.4308412969772497e-11,5.86709797683659e-10,139.42,137.08,152.96,63.35,42.16,58.9
6,168535028,168542560,7533,*,8.21659063590699,7.55925079792277,8.66649919006165,-1.03718384800856,2.45080144183325e-11,5.90789828864865e-10,162.65,204.48,198.69,431.91,353.09,433.99
3,191141686,191144219,2534,*,5.84151128092668,6.46059063624506,4.73403520621088,1.56123948487795,2.4698050831768196e-11,5.94629410623382e-10,85.2,84.4,94.61,22.08,29.86,27.9
8,47428768,47433498,4731,*,6.87634576626069,7.39566374968673,6.05706009353396,1.26492913985766,2.4740669536631398e-11,5.94914632029471e-10,134.25,158.03,212.88,70.06,61.48,68.2
5,55437677,55440496,2820,*,6.36131540358481,6.91980847897088,5.43792890350009,1.37157272120114,2.4977786738044e-11,5.99870249697645e-10,136.84,118.38,108.02,38.39,54.46,37.2
14,69254752,69264143,9392,*,8.33624029917707,7.69632952367661,8.7779865450217809,-1.01445866027095,2.55382535447753e-11,6.125695481155591e-10,180.73,229.4,212.09,451.1,398.76,467.05
2,207632106,207633825,1720,*,6.07424815357335,6.65775172966714,5.07861609626688,1.47525268359235,2.5715792974205698e-11,6.1606372437462e-10,90.36,97.43,115.11,26.87,40.4,34.1
17,42409382,42410561,1180,*,7.12873732062292,7.61703017011308,6.38506211595243,1.13099407225333,2.6111284744048498e-11,6.24764193015705e-10,211.71,180.12,197.11,81.58,72.02,97.13
5,124527455,124529253,1799,*,5.59750883088052,6.25636424912059,4.34998498561187,1.6741693261051,2.6256380494398698e-11,6.27459337575043e-10,67.13,81,81.21,20.16,19.32,21.7
3,123869087,123871040,1954,*,6.06105510451084,6.68703004834489,4.93052108696565,1.52419541819566,2.6312571564878598e-11,6.28025859338023e-10,129.09,83.83,96.19,27.83,31.62,32.03
19,474055,475731,1677,*,6.42986483664259,5.53931871519626,6.97641620352293,-1.34942332748833,2.6595477640623e-11,6.33995523090214e-10,46.47,40.22,52.83,129.57,98.37,149.83
1,93779354,93781296,1943,*,6.22077612968989,6.79746547136428,5.245314704201,1.40766836197744,2.6699657586071098e-11,6.35695172551124e-10,98.11,111.02,124.58,37.43,29.86,46.5
9,2573995,2575678,1684,*,5.87158976446784,6.49625326057214,4.74547806216983,1.54063663827373,2.6791775325085e-11,6.37103803640673e-10,92.95,83.27,94.61,25.91,24.59,29.97
9,130654784,130668928,14145,*,9.33695852863951,8.49878546524301,9.86367696024578,-1.26022269927196,2.7286370684625196e-11,6.47272888890624e-10,299.49,425.39,360.32,1004.9,688.61,1101.5
8,81363434,81365973,2540,*,5.71197932952659,6.37710654836063,4.44069885900244,1.6670665309636,2.74952941652589e-11,6.51429561393321e-10,87.78,68.54,93.04,18.24,21.08,25.83
11,95505374,95507256,1883,*,6.22454645230939,6.79640017554546,5.26317292384516,1.40149050746666,2.7747205387316097e-11,6.56013384420587e-10,123.93,103.09,106.44,36.47,45.67,33.07
1,183022083,183027278,5196,*,6.69204167422302,7.19063464978917,5.92387958380014,1.21504484972567,2.7756631068951498e-11,6.56013384420587e-10,136.84,156.33,145.08,58.55,66.75,56.83
2,241849024,241861148,12125,*,9.12984480802472,8.29959142074057,9.65347656236208,-1.24850040914756,2.78268976211345e-11,6.56871076568246e-10,253.02,368.18,324.05,870.53,599.02,946.5
3,188270305,188281040,10736,*,8.45377713255669,8.88774581196914,7.83019031645265,1.01827121175434,2.7917720571833897e-11,6.58211331482029e-10,472.47,438.42,510.13,226.51,254.72,201.49
3,190056296,190059818,3523,*,6.79332812878838,7.35031117047924,5.87415098659344,1.31266828184882,2.8134610232526696e-11,6.61710972780339e-10,167.82,142.74,178.98,59.51,36.89,79.56
11,124812392,124815274,2883,*,6.62044749303661,7.17891144804534,5.69714232666048,1.41346766180321,2.8865945844773e-11,6.780866719526081e-10,131.67,124.05,178.98,37.43,73.78,44.43
11,128465733,128470041,4309,*,6.80498649741358,7.31368276914566,6.01221993669385,1.21399631929534,2.9054538179448e-11,6.81688575999112e-10,139.42,165.96,171.88,66.23,50.94,76.46
4,3419967,3452850,32884,*,10.2903663564161,9.31170085505075,10.8681466672247,-1.41035350719357,2.93837758352355e-11,6.885776220880101e-10,467.31,761.85,677.28,2162.41,1312.23,2132.73
19,33577542,33584281,6740,*,8.14802009480248,7.46500368892221,8.6096936239553,-1.07639747771218,3.03034807137009e-11,7.09270209004818e-10,157.49,188.05,184.5,420.39,314.44,437.09
3,171261021,171263946,2926,*,6.15696373710631,6.74875118735232,5.13629300295596,1.4228089668873,3.0579672133718196e-11,7.14248231215341e-10,121.35,97.99,103.29,33.59,31.62,40.3
3,158709477,158712296,2820,*,6.43851016980039,6.96593982079863,5.59850369532841,1.30137669650719,3.0618518458106495e-11,7.14248231215341e-10,108.44,136.51,130.09,48.95,50.94,45.47
X,21797535,21800807,3273,*,6.53781363094448,7.08083678661707,5.65677795441318,1.34522274557234,3.06269996212444e-11,7.14248231215341e-10,139.42,116.12,150.59,42.23,66.75,42.37
20,3994909,3996852,1944,*,5.88394310472493,6.49850653495053,4.79131188218173,1.59802606767228,3.07088322502069e-11,7.15293799871386e-10,77.45,88.93,104.86,23.03,40.4,19.63
17,71438062,71442383,4322,*,7.01456341825214,7.50871350810219,6.25703605116502,1.20090850129214,3.07926801026317e-11,7.16383735769169e-10,165.24,168.23,212.88,61.43,84.32,83.7
18,5626225,5633424,7200,*,7.92083800746659,7.24393646120755,8.37973733078309,-1.04876759711148,3.09496483576892e-11,7.191701342538521e-10,126.51,178.43,149.81,357.04,307.42,334.79
1,171792223,171794626,2404,*,5.9085533113175,6.53393773702647,4.7800127474998,1.55709221966717,3.1219514926374096e-11,7.24570086520516e-10,95.53,77.6,104.86,28.79,29.86,23.77
1,94298967,94301883,2917,*,6.68948737192639,7.21266028404205,5.86040612040145,1.23374902183277,3.1350891329248196e-11,7.25876385710605e-10,170.4,134.24,140.34,55.67,59.73,58.9
19,38682780,38686834,4055,*,7.06191013785263,7.53861112738963,6.34510190533045,1.11759320105942,3.1720593153754e-11,7.33557688327183e-10,180.73,188.62,188.44,80.62,70.27,93
1,1115907,1139059,23153,*,10.0306620547136,9.08582064829928,10.5967595494013,-1.37430014633516,3.18742439643839e-11,7.36230296969454e-10,407.93,687.65,534.57,1728.58,1134.81,1782.44
9,124464912,124508481,43570,*,10.7924998890043,9.83459842925326,11.363152055009,-1.39034867648073,3.20417246724596e-11,7.392155884160641e-10,666.11,1091.51,981.62,2959.04,1960.44,2983.14
8,51869883,51871493,1611,*,5.76500406932287,6.41657540467401,4.54446312610113,1.61167298045468,3.21652160078809e-11,7.406286598018101e-10,74.87,88.36,93.04,24.95,14.05,31
19,1695687,1702972,7286,*,8.08439292611355,7.38693079832035,8.55255286073884,-1.07362436161779,3.2179593142994897e-11,7.406286598018101e-10,134.25,195.98,171.88,372.4,335.52,418.49
11,277718,301510,23793,*,9.66449023964633,8.67688432352248,10.2452976041345,-1.41522031056002,3.28664506345984e-11,7.55537562566816e-10,294.33,499.03,434.44,1406.09,818.61,1416.65
7,150933417,150966430,33014,*,11.3366840471244,10.4240471961375,11.8913089559999,-1.34512093763572,3.29511657742173e-11,7.562117354303e-10,1048.22,1639.25,1434.19,4186.61,2961.74,4247.9
4,168707224,168708714,1491,*,5.74615972299056,6.39119652882844,4.54929025463863,1.62378847629496,3.2974007808811e-11,7.562117354303e-10,77.45,96.29,78.06,19.2,21.08,29.97
8,30698314,30700485,2172,*,6.04177307479115,6.63944240757233,5.00296694522012,1.45961519304764,3.32174628681956e-11,7.60521672283736e-10,90.36,99.13,109.59,36.47,24.59,35.13
16,65412752,65416503,3752,*,7.16622287784546,7.65222860749883,6.42790560717134,1.14546085104998,3.32406151699041e-11,7.60521672283736e-10,222.04,169.36,212.09,78.7,94.86,84.73
5,176859987,176870829,10843,*,9.26819668651148,8.35569942594409,9.82277110665997,-1.333978940018,3.3481570998949e-11,7.65129092343594e-10,237.53,414.06,331.15,994.34,667.53,1055
19,4276979,4283611,6633,*,8.03596581545992,7.30739499684178,8.5177798742582,-1.12111340719422,3.4144566071390195e-11,7.79358790859726e-10,129.09,171.06,175.04,413.67,288.09,397.82
17,27616518,27634633,18116,*,9.70370029840811,8.94948843924163,10.1964557337369,-1.16130192906081,3.43503694129676e-11,7.831317121001221e-10,384.69,516.58,581.88,1216.06,1043.46,1260.63
5,180113775,180123097,9323,*,8.66570849271544,7.79749051385754,9.20392569614447,-1.27276797732129,3.4847707219968e-11,7.93534421299931e-10,149.75,294.54,223.13,634.42,484.84,649.95
6,53325477,53328152,2676,*,6.82961834007288,7.31277281473973,6.09794102420224,1.15749623224531,3.5181761845923094e-11,8.00198825608507e-10,154.91,162,160.06,65.27,72.02,68.2
20,10113448,10115973,2526,*,6.666703336768,7.16827097337455,5.89135838894206,1.23828988947982,3.5281003005959595e-11,8.01513080040209e-10,121.35,150.1,160.06,57.59,66.75,53.73
7,34837355,34838715,1361,*,5.84953662854629,6.46839011100398,4.74280779803039,1.55635318286737,3.53968400285826e-11,8.03200831305853e-10,95.53,84.96,85.15,21.12,33.38,25.83
11,86172350,86177629,5280,*,7.36013180956741,7.81033097947446,6.70216568640423,1.05421988242345,3.5906325516055896e-11,8.13806554750186e-10,214.29,214.68,244.42,106.54,98.37,107.46
9,136272925,136307693,34769,*,10.623671269492,9.58949208512286,11.2198492260302,-1.46365606891402,3.66131252840178e-11,8.28854275311378e-10,521.53,969.73,819.99,2598.16,1719.78,2837.44
7,22582921,22584361,1441,*,5.96805868421051,6.56126751338372,4.94303305774168,1.49133961906464,3.6738567723379695e-11,8.30721321398948e-10,82.62,93.46,107.23,26.87,33.38,32.03
8,124270459,124275740,5282,*,7.39503232840844,7.84840824693756,6.73019415992509,1.05236063124039,3.67968428550275e-11,8.31067012752625e-10,222.04,236.77,232.59,114.22,89.59,114.7
4,3700373,3718675,18303,*,9.27874288830737,8.40237634953869,9.82002215961896,-1.29414483833976,3.6955571956698695e-11,8.33678031083845e-10,242.69,415.19,357.17,974.19,693.88,1043.63
11,27932984,27935188,2205,*,5.71965877677405,6.36067135639602,4.53712393865933,1.65437491333569,3.70009961806588e-11,8.337299057816741e-10,69.71,75.9,100.92,20.16,29.86,19.63
4,83552069,83553687,1619,*,5.83416382117836,6.49378336384804,4.58377191706473,1.61781137538452,3.7611683066310593e-11,8.465036888486421e-10,105.85,69.1,95.4,23.99,21.08,26.87
10,33237906,33239641,1736,*,5.84215817267076,6.46625170881621,4.71796295756009,1.53894615092394,3.7943466205717793e-11,8.52977944366445e-10,82.62,87.23,95.4,26.87,21.08,31
7,129948410,129953609,5200,*,6.97301523045244,7.45088993809259,6.25351901149565,1.13484078747449,3.8100470237172395e-11,8.555126493556951e-10,165.24,176.73,182.92,70.06,72.02,86.8
9,137422756,137439965,17210,*,9.63992735151001,8.65962383830911,10.2182641427231,-1.4074795815753,3.8256980652586296e-11,8.58030402501682e-10,299.49,509.22,404.48,1345.63,806.31,1421.82
8,80167390,80169340,1951,*,6.03080130209196,6.6167080223944,5.02796492982126,1.44353486172007,3.89445382849237e-11,8.72438886051483e-10,100.69,95.16,98.56,30.71,35.13,32.03
4,780584,800339,19756,*,10.1088469416213,9.23575084550159,10.6489001027362,-1.29913311794126,3.99333584825985e-11,8.92119231104018e-10,472.47,686.51,649.68,1800.57,1194.54,1821.71
4,566103,582216,16114,*,9.25288841545603,8.56087205908977,9.7186141377027,-1.08831788319571,3.99614779980386e-11,8.92119231104018e-10,327.89,416.33,388.71,916.6,707.94,903.1
10,43224932,43238731,13800,*,9.06922764591615,8.37807461022446,9.5345662484707,-1.09336844933398,4.0081246584968695e-11,8.937609460521351e-10,314.98,369.31,313.8,804.31,604.29,816.31
5,507997,516811,8815,*,8.36300379218815,7.64020441271798,8.84231654182105,-1.12776614783422,4.06105995805192e-11,9.03736802666785e-10,185.89,236.77,175.82,504.85,368.9,503.22
7,155979187,156006483,27297,*,10.684593123062,9.86402656391193,11.2044172594765,-1.241736446956,4.06221114942035e-11,9.03736802666785e-10,704.83,1078.48,1012.37,2495.46,2055.3,2528.48
20,50540636,50542695,2060,*,6.13687278455073,6.724172698747,5.1298377357974,1.44225849232994,4.1214459819614897e-11,9.158610938995571e-10,85.2,108.19,123.79,38.39,26.35,40.3
X,37912154,37913650,1497,*,5.4052384780337,6.1214910156638,3.91960231567469,1.79123219089935,4.1311022905749496e-11,9.16078237500037e-10,67.13,66.84,74.9,21.12,8.78,15.5
3,190531482,190535391,3910,*,7.12213135561414,7.6000497283255,6.40253499831866,1.14138148885777,4.1318999798274e-11,9.16078237500037e-10,209.13,175.03,197.9,76.78,103.64,73.36
7,155665194,155666487,1294,*,6.62733805207457,7.15636192039765,5.78321015660813,1.27830228396665,4.25017169140804e-11,9.41220725200362e-10,162.65,125.75,139.56,46.07,68.51,50.63
