"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr4",84690507,84692272,1766,"*",1.5827456119198,1.14603447769014e-10,8.02051538829227e-09,"Exon (ENST00000295888.9/23001, exon 60 of 68)",4,84672291,84682948,10658,2,"23001","ENST00000425179.2",-7559
"chr21",35196713,35199742,3030,"*",1.51094947278289,1.14694845048232e-10,8.02345938618053e-09,"Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-147369
"chr6",144283654,144291177,7524,"*",1.00404704098014,1.14911099950952e-10,8.03167849227444e-09,"Promoter (<=1kb)",6,144285335,144853034,567700,1,"7402","ENST00000367545.8",0
"chr3",46856339,46886617,30279,"*",-1.12852305497055,1.16008116363302e-10,8.10487117092322e-09,"Promoter (<=1kb)",3,46835111,46863444,28334,2,"4634","ENST00000653454.1",0
"chr1",20714686,20734457,19772,"*",-1.09082778057837,1.16737025930421e-10,8.14879552894994e-09,"Promoter (<=1kb)",1,20719731,20732703,12973,2,"400745","ENST00000444387.7",0
"chr8",142414318,142421047,6730,"*",-1.11852140145849,1.17084812797179e-10,8.16956644246984e-09,"Distal Intergenic",8,142344353,142403182,58830,2,"203062","ENST00000518720.5",-11136
"chr5",3216454,3221316,4863,"*",-1.16621658316767,1.17293857846723e-10,8.18064301435686e-09,"Distal Intergenic",5,3179449,3181489,2041,1,"102467074","ENST00000692105.1",37005
"chr6",139763992,139765201,1210,"*",1.64197570663736,1.17671095590571e-10,8.20079005126703e-09,"Intron (ENST00000644936.1/100132735, intron 1 of 2)",6,139705620,139860476,154857,1,"100132735","ENST00000647420.1",58372
"chr7",943919,968630,24712,"*",-1.02220638705756,1.17683568383026e-10,8.20079005126703e-09,"Promoter (<=1kb)",7,897900,954680,56781,2,"11033","ENST00000265846.10",0
"chr5",659674,679625,19952,"*",-1.14090049820523,1.18016716395235e-10,8.21696439987285e-09,"5' UTR",5,655455,667168,11714,1,"55722","ENST00000514507.1",4219
"chr8",94211845,94214487,2643,"*",1.31080944475983,1.18902914212824e-10,8.27158446627232e-09,"Promoter (2-3kb)",8,94128240,94217303,89064,2,"1015","ENST00000450165.6",2816
"chrX",151868891,151873312,4422,"*",1.30028993102974,1.19321723741788e-10,8.29717048225015e-09,"Distal Intergenic",23,151904432,151911199,6768,2,"105373368","ENST00000445330.1",37887
"chr1",44488945,44490037,1093,"*",1.75703576597944,1.19470269261572e-10,8.30394954873865e-09,"Intron (ENST00000355387.6/55182, intron 2 of 14)",1,44545493,44545552,60,1,"100847089","ENST00000581357.1",-55456
"chr11",128471078,128476470,5393,"*",1.14898205057361,1.19609108288298e-10,8.30693007237808e-09,"Intron (ENST00000535549.5/2113, intron 2 of 3)",11,128462544,128463950,1407,2,"2113","ENST00000530924.2",-7128
"chr9",18543145,18546214,3070,"*",1.65079854105853,1.19793495854829e-10,8.31575464503142e-09,"Intron (ENST00000680146.1/92949, intron 4 of 29)",9,18573306,18573379,74,1,"100422869","ENST00000579801.1",-27092
"chr11",96242794,96244963,2170,"*",1.56761197113758,1.19984792851865e-10,8.32193033406892e-09,"Intron (ENST00000524717.6/84441, intron 1 of 4)",11,96341438,96341526,89,1,"100422991","ENST00000582890.3",-96475
"chr1",12368490,12371935,3446,"*",1.70129043055839,1.20664276143826e-10,8.36192637128788e-09,"Promoter (<=1kb)",1,12367670,12512047,144378,1,"55187","ENST00000543710.5",820
"chr9",115996068,116000002,3935,"*",1.26793704901887,1.20862120268537e-10,8.37206965548392e-09,"Distal Intergenic",9,116012361,116012965,605,1,"105376236","ENST00000416507.1",-12359
"chr2",75587045,75588392,1348,"*",2.14693073595325,1.21057427633906e-10,8.38202865794664e-09,"Distal Intergenic",2,75492318,75569722,77405,2,"84141","ENST00000233712.5",-17323
"chr6",34510832,34557847,47016,"*",-1.110547572396,1.21392524228184e-10,8.40165408642255e-09,"Promoter (<=1kb)",6,34537802,34556329,18528,2,"25803","ENST00000374037.8",0
"chr9",4260854,4263646,2793,"*",1.45370044093056,1.21635944187355e-10,8.41492051992869e-09,"Intron (ENST00000381971.8/169792, intron 2 of 10)",9,4118745,4298496,179752,2,"169792","ENST00000478844.5",34850
"chr1",6120280,6149673,29394,"*",-1.09861227613077,1.22480148207593e-10,8.46972096310545e-09,"Promoter (<=1kb)",1,6105081,6144104,39024,2,"26038","ENST00000462991.5",0
"chr17",66506792,66510511,3720,"*",1.07400037218472,1.22736220816601e-10,8.48382177420997e-09,"Intron (ENST00000413366.8/5578, intron 3 of 16)",17,66398069,66416854,18786,2,"101928001","ENST00000584715.5",-89938
"chr3",129030570,129037301,6732,"*",-1.10673109912672,1.23207859303629e-10,8.51280470536902e-09,"Promoter (<=1kb)",3,129030449,129040740,10292,1,"79825","ENST00000481536.2",121
"chr5",180587392,180606747,19356,"*",-1.10071349950219,1.23394811526097e-10,8.52210153743608e-09,"Promoter (<=1kb)",5,180590105,180591163,1059,2,"92304","ENST00000512120.1",0
"chr7",80829673,80834603,4931,"*",1.37655823466276,1.23783751010654e-10,8.54170902975303e-09,"Intron (ENST00000265361.8/10512, intron 2 of 17)",7,80815949,80818409,2461,2,"10512","ENST00000459652.1",-11264
"chr1",115122579,115123885,1307,"*",2.22963670003105,1.2482118707416e-10,8.60636062073186e-09,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",22999
"chr6",18241434,18243567,2134,"*",1.80518481959908,1.24826491464887e-10,8.60636062073186e-09,"Promoter (2-3kb)",6,18224191,18246124,21934,2,"7913","ENST00000652292.1",2557
"chr6",81734177,81736370,2194,"*",1.86847130864804,1.24919643988213e-10,8.60913368494189e-09,"Promoter (<=1kb)",6,81724722,81736353,11632,2,"105377872","ENST00000457116.1",0
"chr6",167102726,167111096,8371,"*",-1.04054080776325,1.24991154105785e-10,8.6104134940853e-09,"Promoter (<=1kb)",6,167111807,167139141,27335,1,"1235","ENST00000400926.5",-711
"chr22",41899612,41930455,30844,"*",-1.0747734868196,1.25627299092098e-10,8.65057242202974e-09,"Promoter (<=1kb)",22,41923222,41923297,76,2,"100616259","ENST00000582688.1",0
"chr8",94017651,94021212,3562,"*",1.1476563797409,1.25918073600578e-10,8.66692555258825e-09,"Distal Intergenic",8,93919879,93922500,2622,1,"54704","ENST00000521144.1",97772
"chrX",45758323,45760883,2561,"*",1.72154749482991,1.26211433421523e-10,8.68344271947702e-09,"Intron (ENST00000602461.1/ENST00000602461.1, intron 1 of 1)",23,45768380,45770269,1890,2,"104457406","ENST00000602507.1",9386
"chr5",56345480,56347749,2270,"*",1.36857526125064,1.2653293698843e-10,8.70188141077517e-09,"Distal Intergenic",5,56099680,56233330,133651,2,"79722","ENST00000341048.9",-112150
"chr22",46583732,46602595,18864,"*",-1.12570741175451,1.26626203995743e-10,8.70461494035825e-09,"Intron (ENST00000447351.5/23151, intron 1 of 2)",22,46577129,46626899,49771,1,"23151","ENST00000431155.1",6603
"chr5",170218740,170223794,5055,"*",1.13618090319538,1.26896166344277e-10,8.71948752643219e-09,"Distal Intergenic",5,170232447,170246228,13782,1,"133874","ENST00000521850.5",-8653
"chr19",41961005,41983134,22130,"*",-1.00516350320692,1.27006307369431e-10,8.72304913382683e-09,"Promoter (1-2kb)",19,41956683,41959321,2639,2,"10567","ENST00000222008.11",-1684
"chr16",994591,1016006,21416,"*",-1.24082683719249,1.27055263906273e-10,8.72304913382683e-09,"Promoter (<=1kb)",16,991151,1000926,9776,2,"107984898","ENST00000599946.2",0
"chr7",28060668,28063095,2428,"*",1.342386334768,1.27409703918129e-10,8.7436925290144e-09,"Intron (ENST00000283928.10/221895, intron 1 of 4)",7,27832913,28071684,238772,2,"221895","ENST00000430432.5",8589
"chr3",31076568,31080085,3518,"*",1.51948794745727,1.27628836753307e-10,8.75134576464657e-09,"Distal Intergenic",3,31161704,31161787,84,2,"100423038","ENST00000580653.1",81702
"chr8",139821273,139853595,32323,"*",-1.02592507418768,1.27876311864721e-10,8.76461978223244e-09,"Intron (ENST00000438773.4/83696, intron 21 of 22)",8,139731006,139806233,75228,2,"83696","ENST00000521700.5",-15040
"chr3",123787911,123794610,6700,"*",1.09292733021499,1.28253085229501e-10,8.78674096341713e-09,"Promoter (<=1kb)",3,123614067,123793844,179778,2,"4638","ENST00000686406.1",0
"chr9",96096453,96101681,5229,"*",-1.17197099735117,1.28453306120093e-10,8.79675283111684e-09,"Promoter (1-2kb)",9,96095211,96101912,6702,1,"158435","ENST00000432783.1",1242
"chr8",143373848,143410285,36438,"*",-1.32516408126106,1.30026998775419e-10,8.90077492248656e-09,"Promoter (<=1kb)",8,143379337,143382779,3443,1,"114822","ENST00000522899.1",0
"chr1",59391150,59394547,3398,"*",1.4289730406417,1.30245816470973e-10,8.91200286912973e-09,"Promoter (<=1kb)",1,59393208,59626023,232816,1,"55277","ENST00000475949.5",0
"chr1",182961833,182964028,2196,"*",1.67166323869495,1.30609460912648e-10,8.93312690081482e-09,"Distal Intergenic",1,182899865,182953525,53661,2,"81626","ENST00000488956.5",-8308
"chr1",183059076,183061511,2436,"*",1.44213334869202,1.31181127379034e-10,8.96468674897602e-09,"Intron (ENST00000258341.5/3915, intron 1 of 27)",1,183096544,183110631,14088,1,"3915","ENST00000484114.2",-35033
"chr9",136648805,136737111,88307,"*",-1.27937757866858,1.31254676477389e-10,8.96594576046406e-09,"Promoter (<=1kb)",9,136647872,136660457,12586,2,"101928612","ENST00000674687.3",0
"chr3",171261021,171265158,4138,"*",1.22938680302221,1.31477502278418e-10,8.97739645595018e-09,"Intron (ENST00000436636.7/23043, intron 2 of 32)",3,171157551,171225711,68161,2,"23043","ENST00000468757.1",-35310
"chr10",13613161,13616162,3002,"*",1.4416238879572,1.31779346655855e-10,8.99091408008261e-09,"Promoter (<=1kb)",10,13616531,13645072,28542,1,"8559","ENST00000595538.5",-369
"chr5",68302486,68305795,3310,"*",1.48961226027236,1.31786031952516e-10,8.99091408008261e-09,"Distal Intergenic",5,68293814,68297937,4124,1,"5295","ENST00000697470.1",8672
"chr7",135761618,135763455,1838,"*",1.31074636773357,1.34945636047484e-10,9.19875648572634e-09,"Distal Intergenic",7,135729592,135748813,19222,2,"389558","ENST00000338588.8",-12805
"chr22",28976742,28979614,2873,"*",1.42869484359358,1.36491181552785e-10,9.30021291313475e-09,"Intron (ENST00000544604.7/84133, intron 1 of 8)",22,28987052,29053965,66914,1,"84133","ENST00000406323.3",-7438
"chr1",16003902,16034644,30743,"*",-1.11379172253533,1.37364504849133e-10,9.35188358777194e-09,"Promoter (<=1kb)",1,16018875,16034050,15176,1,"1187","ENST00000464764.5",0
"chr15",39781651,39790159,8509,"*",1.12990174821314,1.37474837214801e-10,9.35547903715539e-09,"Promoter (<=1kb)",15,39782571,39785617,3047,1,"105370941","ENST00000564211.1",0
"chr1",12462208,12465966,3759,"*",1.27336724486608,1.379881100583e-10,9.38255692325758e-09,"Promoter (<=1kb)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",0
"chr2",55111595,55121306,9712,"*",1.00215576067999,1.38576122846636e-10,9.41466729339645e-09,"Promoter (<=1kb)",2,55027207,55112621,85415,2,"57142","ENST00000427710.5",0
"chr19",33228952,33257986,29035,"*",-1.09729021210688,1.39003035498126e-10,9.43972806204289e-09,"Distal Intergenic",19,33208664,33225850,17187,2,"56301","ENST00000253188.8",-3102
"chr5",178251794,178258476,6683,"*",-1.07564315958121,1.39398397268612e-10,9.46262617852813e-09,"3' UTR",5,178237634,178247552,9919,2,"91522","ENST00000679888.1",-4242
"chr11",68990308,69016249,25942,"*",-1.1063939592716,1.39501421313193e-10,9.4656690319083e-09,"Promoter (<=1kb)",11,69012283,69014066,1784,1,"101928200","ENST00000569432.1",0
"chr7",131071806,131073733,1928,"*",1.80227810928706,1.39760821157474e-10,9.47931557846428e-09,"Intron (ENST00000642963.1/378805, intron 1 of 6)",7,130944169,131081013,136845,2,"378805","ENST00000646587.1",7280
"chr11",101866412,101869032,2621,"*",1.68730447020226,1.40115554051767e-10,9.4994140428302e-09,"Intron (ENST00000526713.1/7225, intron 1 of 1)",11,101504705,101872562,367858,2,"7225","ENST00000526713.1",3530
"chr1",1290083,1316070,25988,"*",-1.29265197034944,1.41585855547685e-10,9.58710719215369e-09,"Promoter (<=1kb)",1,1296110,1296170,61,2,"102465434","ENST00000613751.1",0
"chr5",78596670,78599737,3068,"*",1.83303734863607,1.4199683663588e-10,9.61093445469939e-09,"Intron (ENST00000380345.7/10184, intron 2 of 4)",5,78510039,78590192,80154,2,"10184","ENST00000510949.1",-6478
"chr2",186485402,186487449,2048,"*",1.74932594753984,1.42350446195996e-10,9.63086036670038e-09,"Promoter (<=1kb)",2,186033613,186486005,452393,2,"101927217","ENST00000703419.1",0
"chr11",74932301,74933861,1561,"*",1.7524453136281,1.43344086631729e-10,9.68599874126199e-09,"Promoter (<=1kb)",11,74931724,74936937,5214,1,"107984352","ENST00000655254.1",577
"chr5",142957560,142961571,4012,"*",1.31690185827727,1.43642070166421e-10,9.70210319859536e-09,"Intron (ENST00000645722.2/23092, intron 11 of 22)",5,142969331,143054526,85196,1,"23092","ENST00000645625.1",-7760
"chr1",225699665,225701877,2213,"*",1.21054475833342,1.44830519612139e-10,9.77425720428064e-09,"Promoter (<=1kb)",1,225700264,225716413,16150,1,"102723834","ENST00000651661.2",0
"chr19",54060674,54066333,5660,"*",-1.12062717541694,1.45915230769154e-10,9.83521869392829e-09,"Promoter (<=1kb)",19,54040825,54063897,23073,2,"284415","ENST00000338372.7",0
"chr11",129616076,129619357,3282,"*",-1.29729585904372,1.46561120892361e-10,9.87397884659737e-09,"Promoter (<=1kb)",11,129612116,129617269,5154,2,"101929557","ENST00000631195.1",0
"chr13",50399504,50403128,3625,"*",1.26651297957585,1.46611693655093e-10,9.87397884659737e-09,"Promoter (<=1kb)",13,50401226,50528643,127418,1,"10301","ENST00000469095.6",0
"chr11",115461087,115464996,3910,"*",1.27536706165827,1.46718345712489e-10,9.87707174602973e-09,"Intron (ENST00000331581.11/23705, intron 1 of 11)",11,115175341,115504389,329049,2,"23705","ENST00000545380.5",39393
"chr17",21416549,21420273,3725,"*",-1.14199788453092,1.47138795882073e-10,9.90127821937931e-09,"3' UTR",17,21405136,21417170,12035,1,"3768","ENST00000331718.5",11413
"chr3",191900724,191904153,3430,"*",1.33819397350261,1.47217833949297e-10,9.90249983568378e-09,"Distal Intergenic",3,191568535,191573509,4975,1,"103344926","ENST00000438488.1",332189
"chr6",25359078,25361050,1973,"*",1.38404251357292,1.48403043409472e-10,9.97249210582154e-09,"Intron (ENST00000461945.1/55604, intron 2 of 8)",6,25279675,25619729,340055,1,"55604","ENST00000700669.1",79403
"chr7",130069965,130073683,3719,"*",1.26270774262348,1.4844233384484e-10,9.97249210582154e-09,"Promoter (<=1kb)",7,130070534,130135705,65172,1,"23008","ENST00000335420.10",0
"chr16",1483883,1491946,8064,"*",-1.15777287379588,1.48845905283626e-10,9.99547574932093e-09,"Promoter (<=1kb)",16,1485886,1488944,3059,2,"390667","ENST00000447419.7",0
"chr20",37292901,37296256,3356,"*",1.1216933541476,1.48959974743663e-10,9.99900746685229e-09,"Promoter (<=1kb)",20,37296896,37317260,20365,1,"63905","ENST00000373605.7",-640
"chr10",62421545,62422960,1416,"*",1.71354152222194,1.50342658611262e-10,1.00793411829467e-08,"Intron (ENST00000395255.7/22891, intron 3 of 4)",10,62375544,62376352,809,1,"22891","ENST00000421210.1",46001
"chr11",134661531,134672070,10540,"*",-1.13101821609746,1.50962386746794e-10,1.0116719156338e-08,"Exon (ENST00000529417.1/ENST00000529417.1, exon 1 of 2)",11,134712539,134715929,3391,1,"105369584","ENST00000670056.1",-40469
"chrX",45621050,45624449,3400,"*",1.7358821280811,1.5113108835895e-10,1.01238533221341e-08,"Intron (ENST00000422047.1/101927528, intron 2 of 4)",23,45730752,45731688,937,1,"392452","ENST00000377927.3",-106303
"chr16",88320835,88330857,10023,"*",-1.1467630727217,1.52192907464682e-10,1.01907844522821e-08,"Distal Intergenic",16,88382959,88440753,57795,1,"84627","ENST00000565624.3",-52102
"chr8",91069036,91071169,2134,"*",1.41970214105012,1.53168907550763e-10,1.02476992877803e-08,"Promoter (<=1kb)",8,91059318,91070192,10875,2,"100506365","ENST00000522817.3",0
"chr11",93024211,93025859,1649,"*",1.8153784885282,1.54050303853835e-10,1.03024307854881e-08,"Distal Intergenic",11,92969784,92985066,15283,1,"4544","ENST00000528076.1",54427
"chr6",136920375,136925084,4710,"*",-1.13355523129721,1.54240189286645e-10,1.03108900889957e-08,"Promoter (<=1kb)",6,136922301,136925660,3360,1,"340146","ENST00000331858.5",0
"chr8",142391216,142413440,22225,"*",-1.18350794717119,1.54473579513545e-10,1.03180104065628e-08,"Promoter (<=1kb)",8,142212080,142403182,191103,2,"203062","ENST00000524325.6",0
"chr1",184490118,184493001,2884,"*",1.59813557383426,1.55090746611866e-10,1.03549813147319e-08,"Intron (ENST00000235307.7/81563, intron 2 of 5)",1,184504537,184621652,117116,1,"81563","ENST00000675405.1",-11536
"chr16",1374216,1385653,11438,"*",-1.09102913008811,1.5616519409213e-10,1.04224407029604e-08,"Promoter (<=1kb)",16,1363205,1379683,16479,2,"64718","ENST00000248104.11",0
"chr7",22725182,22731756,6575,"*",1.15057932755006,1.56417533718246e-10,1.04349999063184e-08,"Promoter (<=1kb)",7,22725884,22732002,6119,1,"3569","ENST00000404625.5",0
"chr8",128282860,128285430,2571,"*",1.77219424905012,1.56525750921728e-10,1.04363205923039e-08,"Distal Intergenic",8,128406261,128415381,9121,2,"101927774","ENST00000517583.1",129951
"chr1",218479582,218481716,2135,"*",1.69974586924675,1.56565662917529e-10,1.04363205923039e-08,"Intron (ENST00000663551.1/440714, intron 1 of 2)",1,218494822,218525976,31155,1,"440714","ENST00000668967.1",-13106
"chr5",179190292,179199510,9219,"*",-1.00657041563848,1.56763600111765e-10,1.04444673252796e-08,"Intron (ENST00000251582.12/9509, intron 4 of 21)",5,179114289,179122839,8551,2,"9509","ENST00000523450.1",-67453
"chr7",158399097,158405667,6571,"*",-1.09232318799348,1.56816312879786e-10,1.04444673252796e-08,"Intron (ENST00000389413.7/5799, intron 2 of 21)",7,158532718,158532813,96,2,"693180","ENST00000384905.1",127146
"chr1",228343749,228381282,37534,"*",-1.14249816279676,1.5756601161042e-10,1.04901039534903e-08,"Promoter (<=1kb)",1,228357012,228368554,11543,2,"101927401","ENST00000653257.1",0
"chr11",57791287,57793889,2603,"*",1.75513361713353,1.58691419549151e-10,1.05607061917233e-08,"Promoter (<=1kb)",11,57793386,57797163,3778,1,"1500","ENST00000682814.1",0
"chrX",11664075,11667792,3718,"*",-1.27580986563744,1.6044488738056e-10,1.06686666835696e-08,"Promoter (<=1kb)",23,11137544,11665701,528158,2,"395","ENST00000495242.5",0
"chr9",116141654,116145687,4034,"*",1.18756232419256,1.61939850875721e-10,1.07504926717068e-08,"Distal Intergenic",9,116153791,116402321,248531,1,"5069","ENST00000328252.4",-8104
"chr7",3436699,3441121,4423,"*",1.16972918351447,1.62059997242687e-10,1.0754079253993e-08,"Intron (ENST00000404826.7/221935, intron 1 of 44)",7,3264032,3302452,38421,2,"105375132","ENST00000437354.1",-134247
"chr5",56675583,56679264,3682,"*",1.2106978652016,1.62616041733988e-10,1.077778570001e-08,"Distal Intergenic",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",-69351
"chr3",197220742,197225879,5138,"*",1.52969986780238,1.63391886086146e-10,1.08247956466319e-08,"Promoter (<=1kb)",3,197042943,197223014,180072,2,"1739","ENST00000653583.1",0
"chr19",48735022,48759287,24266,"*",-1.03965664143483,1.63599170550803e-10,1.08341152663824e-08,"Promoter (<=1kb)",19,48748011,48752641,4631,2,"2523","ENST00000645652.2",0
"chr4",73256757,73261078,4322,"*",1.3211888148796,1.63684511413543e-10,1.08353550504093e-08,"Promoter (<=1kb)",4,73259209,73317953,58745,1,"102724832","ENST00000502790.1",0
"chr8",54773523,54776414,2892,"*",1.39217838805069,1.64186263027241e-10,1.08641475793595e-08,"Intron (ENST00000637698.1/6101, intron 23 of 28)",8,54796514,54869985,73472,1,"6101","ENST00000650534.1",-20100
"chr6",56849488,56852967,3480,"*",1.11611817148442,1.64396521356529e-10,1.08736365254301e-08,"Promoter (<=1kb)",6,56457989,56851916,393928,2,"667","ENST00000312431.10",0
"chr7",43697490,43702593,5104,"*",1.44037898504671,1.6515017223082e-10,1.0919044618895e-08,"Intron (ENST00000415076.6/55744, intron 1 of 6)",7,43646297,43729474,83178,2,"55744","ENST00000451651.5",26881
"chr5",73938151,73941686,3536,"*",1.36897296780796,1.67222978203467e-10,1.10417021118108e-08,"3' UTR",5,73908400,73911702,3303,1,"64283","ENST00000503341.1",29751
"chr3",30654437,30659978,5542,"*",1.25938625671019,1.67276916004191e-10,1.10417021118108e-08,"Intron (ENST00000295754.10/7048, intron 3 of 6)",3,30673973,30693820,19848,1,"7048","ENST00000673203.1",-13995
"chr1",172588162,172589976,1815,"*",1.79946047625382,1.68374196366559e-10,1.11038245250993e-08,"5' UTR",1,172602149,172603205,1057,1,"51430","ENST00000486569.1",-12173
"chr5",113080925,113085420,4496,"*",1.15476138258222,1.68685842853311e-10,1.11166567710198e-08,"Exon (ENST00000302475.8/4163, exon 7 of 17)",5,113048563,113064040,15478,2,"4163","ENST00000624689.3",-16885
"chr9",134248271,134305540,57270,"*",-1.19211325839102,1.69008751520837e-10,1.11323696303222e-08,"Promoter (<=1kb)",9,134293931,134295397,1467,2,"105376310","ENST00000417135.1",0
"chr8",60618967,60620446,1480,"*",1.37406635402005,1.69061163803965e-10,1.11323696303222e-08,"3' UTR",8,60591690,60620938,29249,1,"5862","ENST00000396696.1",27277
"chr4",1743675,1816562,72888,"*",-1.42075052368066,1.69759656197913e-10,1.11738402599391e-08,"Promoter (<=1kb)",4,1744439,1745076,638,1,"10460","ENST00000484264.1",0
"chr11",1099792,1115339,15548,"*",-1.18085220522251,1.69875528934217e-10,1.1176943933457e-08,"Promoter (<=1kb)",11,1099770,1110508,10739,1,"4583","ENST00000674892.1",22
"chr21",35302509,35303513,1005,"*",1.89554787557109,1.70203067032717e-10,1.11939659674631e-08,"Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",161816
"chr6",100662942,100665336,2395,"*",1.73451959011691,1.70667928697542e-10,1.12200021273289e-08,"Intron (ENST00000369162.7/10973, intron 14 of 41)",6,100509218,100510308,1091,2,"10973","ENST00000518006.1",-152634
"chr12",116387400,116391531,4132,"*",1.18040698039995,1.71482642586362e-10,1.12655136575027e-08,"Exon (ENST00000548506.1/ENST00000548506.1, exon 5 of 5)",12,116428252,116428318,67,2,"100616309","ENST00000582069.1",36787
"chr5",159205667,159211699,6033,"*",1.01900758822233,1.72178723263456e-10,1.13056150364089e-08,"Promoter (<=1kb)",5,159157409,159207826,50418,2,"153830","ENST00000274542.6",0
"chr6",82859534,82863108,3575,"*",1.44281683869278,1.73079170459608e-10,1.13601540272005e-08,"Distal Intergenic",6,82892467,82894033,1567,2,"90025","ENST00000503942.1",30925
"chr3",64046522,64049990,3469,"*",1.34352803704845,1.73232178112616e-10,1.13656101690707e-08,"Distal Intergenic",3,64067964,64103131,35168,1,"100652759","ENST00000482609.1",-17974
"chr4",47349082,47349969,888,"*",2.03894889312076,1.74917151136506e-10,1.14715322768537e-08,"Intron (ENST00000295454.8/2560, intron 5 of 8)",4,47463590,47470475,6886,1,"107986277","ENST00000634784.2",-113621
"chr1",45891184,45892994,1811,"*",2.02651389066061,1.75959802306771e-10,1.15306132337569e-08,"Intron (ENST00000470809.1/23139, intron 4 of 4)",1,45913588,46030759,117172,1,"23139","ENST00000372008.6",-20594
"chr15",89847509,89850970,3462,"*",1.28749306413993,1.76173126507224e-10,1.15399428758629e-08,"Promoter (<=1kb)",15,89850637,89850721,85,2,"100847059","ENST00000578766.1",0
"chr1",52053859,52057825,3967,"*",1.34185003031354,1.76872499379793e-10,1.15810900409124e-08,"Promoter (<=1kb)",1,52020131,52055191,35061,2,"51060","ENST00000371626.9",0
"chr5",151895384,151898162,2779,"*",1.30609319439544,1.7700127716529e-10,1.1584858239255e-08,"Intron (ENST00000274576.9/2741, intron 1 of 8)",5,151849691,151924832,75142,2,"2741","ENST00000471351.2",26670
"chr7",92809410,92811476,2067,"*",1.91699562737501,1.77827372272669e-10,1.16342449570749e-08,"Intron (ENST00000265734.8/1021, intron 2 of 7)",7,92604921,92833917,228997,2,"1021","ENST00000265734.8",22441
"chr7",80721426,80724172,2747,"*",1.26631136079535,1.77909648390125e-10,1.16349476326545e-08,"Distal Intergenic",7,80673376,80676404,3029,1,"948","ENST00000488048.1",48050
"chr7",1230946,1271317,40372,"*",-1.157754893799,1.78419932102012e-10,1.16589432931827e-08,"Promoter (<=1kb)",7,1232872,1237326,4455,1,"340260","ENST00000316333.9",0
"chr11",47990814,47994553,3740,"*",1.18755144559359,1.7870990505412e-10,1.1673201810252e-08,"Intron (ENST00000698881.1/5795, intron 1 of 24)",11,47980727,48123700,142974,1,"5795","ENST00000527952.1",10087
"chr4",133865697,133866802,1106,"*",1.90672816367871,1.79661079854676e-10,1.17306207679501e-08,"Distal Intergenic",4,133871246,134010690,139445,2,"132430","ENST00000507844.1",143888
"chr17",3671849,3680113,8265,"*",-1.01077777534957,1.79935097401366e-10,1.17437977194403e-08,"Promoter (2-3kb)",17,3673230,3682871,9642,2,"5026","ENST00000549063.1",2758
"chr10",1399186,1405155,5970,"*",-1.09675956943291,1.80204144644008e-10,1.17519258643242e-08,"Intron (ENST00000381312.6/105, intron 1 of 9)",10,1526637,1556984,30348,1,"642394","ENST00000421697.2",-121482
"chr5",756207,767381,11175,"*",-1.00466373584142,1.81318980360413e-10,1.18151544714421e-08,"Promoter (1-2kb)",5,767382,768930,1549,2,"653082","ENST00000506203.2",1549
"chr17",21503243,21508595,5353,"*",-1.08730953762878,1.81535685541602e-10,1.18245380756563e-08,"Exon (ENST00000482905.2/ENST00000482905.2, exon 1 of 1)",17,21519514,21521269,1756,1,"105371589","ENST00000584594.1",-10919
"chr7",17094302,17097028,2727,"*",1.32634427152295,1.82014144633895e-10,1.18509569871817e-08,"Intron (ENST00000645559.1/107986772, intron 1 of 1)",7,17132190,17346150,213961,1,"196","ENST00000642825.1",-35162
"chr15",55989504,55994637,5134,"*",1.07787334507354,1.82153901520378e-10,1.18553106493725e-08,"Promoter (<=1kb)",15,55826922,55993612,166691,2,"4734","ENST00000435532.8",0
"chr12",132314526,132348843,34318,"*",-1.09304784942607,1.82608081653727e-10,1.18801165762282e-08,"Promoter (<=1kb)",12,132329850,132331575,1726,1,"101928416","ENST00000537720.1",0
"chr8",8599864,8602421,2558,"*",1.57267533287565,1.82876488867606e-10,1.1892821484155e-08,"Distal Intergenic",8,8564648,8574033,9386,1,"105379224","ENST00000670256.1",35216
"chr16",86843843,86850560,6718,"*",-1.0145300259126,1.83754594816036e-10,1.19451503092943e-08,"Distal Intergenic",16,86764298,86771041,6744,1,"107984819","ENST00000658013.1",79545
"chr15",63220468,63222226,1759,"*",1.58677322243472,1.83925403146308e-10,1.19467041512505e-08,"Intron (ENST00000558990.5/51762, intron 1 of 6)",15,63189606,63267776,78171,1,"51762","ENST00000321437.9",30862
"chr8",125212312,125215068,2757,"*",1.47181445593215,1.84785407919569e-10,1.19977735213886e-08,"Intron (ENST00000517532.5/286053, intron 5 of 6)",8,125124144,125367118,242975,1,"286053","ENST00000517315.1",88168
