"seqnames","start","end","width","strand","Conc","Conc_GFP","Conc_YAF","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",85654276,85654676,401,"*",4.0469840794196,2.71826790705087,4.72674802517388,-1.14547802073863,0.000188946729956096,0.00432876519937932,"Intron (ENST00000370574.4/54680, intron 9 of 9)",1,85649417,85708433,59017,2,"54680","ENST00000370574.4",53757
"chr3",54120785,54121185,401,"*",3.86713296170644,4.54756176956397,2.53573856182587,1.1451986127428,0.000189257496381395,0.00433397240357964,"Promoter (1-2kb)",3,54122552,55074557,952006,1,"55799","ENST00000474759.6",-1367
"chr16",14511502,14511902,401,"*",4.40364480474254,3.48758484376656,4.95950574606182,-1.0656336327084,0.000189261803530771,0.00433397240357964,"Intron (ENST00000651865.1/5073, intron 20 of 22)",16,14446957,14501689,54733,2,"5073","ENST00000564882.5",-9813
"chr1",164587864,164588264,401,"*",4.15718875699749,3.14740623144535,4.74539741429983,-1.10078155438617,0.000189452166352322,0.00433732571527034,"Promoter (2-3kb)",1,164590350,164847101,256752,1,"5087","ENST00000496120.6",-2086
"chr19",1311800,1312200,401,"*",5.15415552790745,5.70744599816075,4.245201942734,1.0269279318051,0.000189533845082746,0.0043381898310525,"Distal Intergenic",19,1285873,1301431,15559,1,"1943","ENST00000215368.4",25927
"chr13",48791144,48791544,401,"*",3.32039258493269,1.76208161987548,4.05196827703967,-1.18119626020437,0.000189579114702784,0.00433822038099242,"Distal Intergenic",13,48653929,48711226,57298,1,"57105","ENST00000682523.1",137215
"chr11",64567963,64568363,401,"*",4.45089709851297,5.01197503934429,3.52026611857903,1.06280765603022,0.000189762660661796,0.00434138499475988,"Promoter (<=1kb)",11,64567600,64571527,3928,1,"55867","ENST00000416590.1",363
"chr3",172169067,172169467,401,"*",4.56873427469579,3.60548841337643,5.14123433132583,-1.05430666746344,0.000189805341418833,0.00434138499475988,"Intron (ENST00000415807.7/64778, intron 3 of 25)",3,172126974,172251456,124483,1,"64778","ENST00000443501.1",42093
"chr6",148885695,148886095,401,"*",4.79871173018131,3.94423324666163,5.33171162782158,-1.02032395026025,0.000189866412984466,0.00434177613499587,"Intron (ENST00000367463.5/10090, intron 1 of 7)",6,148953907,149005588,51682,1,"10090","ENST00000473631.1",-67812
"chr6",31246027,31246427,401,"*",4.63036629392967,3.75407372665907,5.17161787505968,-1.02825865733387,0.000189979147876289,0.00434334823329486,"Distal Intergenic",6,31268749,31269666,918,2,"3107","ENST00000466892.5",23239
"chr20",57470651,57471051,401,"*",5.1040143603739,5.59820602306391,4.34638799599572,0.947541443624669,0.000190471596606898,0.00435359870188849,"Distal Intergenic",20,57499554,57524257,24704,2,"140690","ENST00000608440.5",53206
"chr6",142802164,142802564,401,"*",3.61080140528629,2.34704412059664,4.27395658910136,-1.16249004386741,0.000190672668825492,0.00435718599055003,"Intron (ENST00000012134.7/3097, intron 2 of 8)",6,142770506,142837047,66542,2,"3097","ENST00000474532.2",34483
"chr15",74218748,74219148,401,"*",5.00242373957988,5.54357450269046,4.12640045334204,1.00590648697362,0.000190784585194831,0.00435873473190838,"Promoter (1-2kb)",15,74217201,74336141,118941,1,"80125","ENST00000635913.2",1547
"chr2",108594309,108594709,401,"*",3.2624222965055,1.71945853014979,3.99083940844728,-1.17954104581105,0.000191247884455137,0.00436812575803524,"5' UTR",2,108588497,108684433,95937,1,"3987","ENST00000695521.1",5812
"chrX",153705501,153705901,401,"*",5.19749369810105,5.70273100873764,4.41321749442305,0.95138736351266,0.000191284111905211,0.00436812575803524,"Promoter (<=1kb)",23,153700503,153705456,4954,2,"10134","ENST00000646514.1",-45
"chr20",45059237,45059637,401,"*",4.26090499733831,3.25159480779879,4.84895759077303,-1.12875608038362,0.00019132985896699,0.00436816021598116,"Intron (ENST00000372806.8/6789, intron 10 of 10)",20,45063977,45079188,15212,1,"6789","ENST00000698228.1",-4340
"chr16",48075452,48075852,401,"*",4.21144089794986,3.25435070869428,4.78181175105596,-1.08958148626182,0.000191382575211293,0.00436835373127913,"Distal Intergenic",16,48084055,48086640,2586,2,"94160","ENST00000532355.1",10788
"chr13",114034315,114034715,401,"*",3.15682826952468,3.96243166791059,1.16902975329563,1.17888541297815,0.000191550514397856,0.00437117654094595,"Promoter (1-2kb)",13,114021409,114036193,14785,2,"22821","ENST00000542651.2",1478
"chr7",68691134,68691534,401,"*",4.39132878393513,3.5258722612861,4.9285028735775,-1.06943282783262,0.000191760267769894,0.00437495202406075,"Distal Intergenic",7,69026433,69046803,20371,1,"105375342","ENST00000447158.2",-334899
"chr3",197761044,197761444,401,"*",3.81430214421627,2.6738393002687,4.44320260113061,-1.14938933536304,0.000191891162802439,0.00437692704953532,"Intron (ENST00000428738.5/84248, intron 2 of 6)",3,197750390,197782380,31991,1,"84248","ENST00000424384.2",10654
"chr12",26097074,26097474,401,"*",3.3296957429208,0.999772328898688,4.17857828927614,-1.1518062235494,0.000192075003564205,0.00438010854548192,"Distal Intergenic",12,26121991,26231014,109024,1,"8082","ENST00000538142.5",-24517
"chr1",54810429,54810829,401,"*",5.30936406352615,5.82208376853059,4.50663241998073,0.934473800079894,0.000192144982433388,0.00438040122357423,"Intron (ENST00000358193.7/163747, intron 4 of 10)",1,54806063,54842252,36190,1,"163747","ENST00000371273.4",4366
"chr1",231049568,231049968,401,"*",4.57179211610401,5.10976021792623,3.70423425110685,1.02405480052433,0.000192176562157173,0.00438040122357423,"Distal Intergenic",1,231018958,231040254,21297,2,"375061","ENST00000366654.5",-9314
"chr6",167219382,167219782,401,"*",4.74777348677606,5.29660507166863,3.85103493977195,1.00546113527826,0.000192263022296881,0.00438136056949888,"Distal Intergenic",6,167228200,167237517,9318,1,"112590798","ENST00000626424.2",-8418
"chr2",120674344,120674744,401,"*",5.37960290975901,5.83903936967086,4.70152035378515,0.914398430029834,0.0001924300644999,0.0043832134602684,"Distal Intergenic",2,120735623,120951445,215823,1,"2736","ENST00000482119.6",-60879
"chr4",8285233,8285633,401,"*",5.34354462339547,5.7832693414553,4.70790302287253,0.905707075850952,0.000192433112052252,0.0043832134602684,"Intron (ENST00000307358.7/94031, intron 2 of 8)",4,8269777,8296474,26698,1,"94031","ENST00000382512.3",15456
"chr3",149586898,149587298,401,"*",3.89559449447093,2.81561717866221,4.50626029707434,-1.13959848823288,0.000192561725846031,0.00438513144222527,"Intron (ENST00000360632.8/25937, intron 2 of 6)",3,149520841,149576252,55412,2,"25937","ENST00000472417.1",-10646
"chr1",201625129,201625529,401,"*",4.44038836949558,3.42669645442547,5.0298861170804,-1.06232212179331,0.000192651827234218,0.00438617171426358,"Promoter (1-2kb)",1,201623283,201629540,6258,1,"89796","ENST00000491403.1",1846
"chr5",180161597,180161997,401,"*",4.74036310139827,5.22896909552618,3.99595209264048,1.01277507490774,0.000192746224365913,0.00438729279414546,"Intron (ENST00000361132.9/255426, intron 1 of 13)",5,180100804,180138349,37546,2,"255426","ENST00000393371.6",-23248
"chr17",31437315,31437715,401,"*",6.1751218807362,6.59687800064352,5.5766275381632,0.80513589645823,0.000192789931678487,0.00438729279414546,"Intron (ENST00000621161.5/84440, intron 3 of 14)",17,31431813,31448495,16683,1,"84440","ENST00000579908.1",5502
"chr8",74629499,74629899,401,"*",4.43318279289733,3.45705131007122,5.01010055387244,-1.07411031930362,0.000192854906676501,0.00438776018319148,"Intron (ENST00000518190.4/441355, intron 4 of 5)",8,74609698,74633320,23623,2,"105375904","ENST00000522127.1",3421
"chr19",45913646,45914046,401,"*",4.89471546608968,5.37611982901911,4.16709223522936,0.981932555549828,0.000192946640012429,0.00438883601200351,"Promoter (<=1kb)",19,45913214,45914778,1565,2,"339345","ENST00000341294.4",732
"chr8",52897684,52898084,401,"*",4.76023857054307,3.84081901617555,5.31730873593785,-1.03293206684934,0.00019299588939013,0.00438894521192082,"Distal Intergenic",8,52939182,52943734,4553,1,"2831","ENST00000674939.1",-41098
"chr19",32373797,32374197,401,"*",3.7867350032023,2.66263371824438,4.41080057942161,-1.15318957508097,0.000193097003935383,0.00439023356264968,"Intron (ENST00000311921.8/22847, intron 4 of 5)",19,32382032,32383248,1217,1,"22847","ENST00000586664.1",-7835
"chr14",61662462,61662862,401,"*",4.14056720353602,3.16426953150641,4.71754159559344,-1.11095669434282,0.000193252158363539,0.00439274968258116,"Distal Intergenic",14,61647420,61654001,6582,1,"400221","ENST00000556717.2",15042
"chr11",113048880,113049280,401,"*",4.3106459359832,3.3067741882663,4.89689671369762,-1.07375862262451,0.000193412837792158,0.00439539020236438,"Intron (ENST00000619839.4/4684, intron 1 of 20)",11,113130694,113205666,74973,1,"4684","ENST00000525973.5",-81414
"chr12",14836342,14836742,401,"*",3.67872961289892,2.08873368719472,4.41669978815101,-1.17716318190063,0.000193534682063014,0.00439714716435025,"Intron (ENST00000533472.1/144608, intron 1 of 1)",12,14829354,14843062,13709,2,"420","ENST00000430129.6",6320
"chr5",1662397,1662797,401,"*",5.35010445844786,5.80098690621978,4.69066428248177,0.91446285472457,0.000193647340655933,0.00439869466552753,"Distal Intergenic",5,1628512,1634014,5503,2,"728613","ENST00000690916.2",-28383
"chr17",45807218,45807618,401,"*",5.14543343117889,5.65953975695167,4.33924496626528,0.945206384071847,0.000193816468893318,0.00440099457151733,"Promoter (<=1kb)",17,45807074,45835795,28722,1,"1394","ENST00000580955.6",144
"chr1",115179334,115179734,401,"*",5.82347604223325,5.22527751942467,6.24508629157186,-0.867402251403493,0.00019384178226265,0.00440099457151733,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",79754
"chr22",17780035,17780435,401,"*",4.42325853197514,4.98553612055161,3.48924852284095,1.0685258907326,0.000193882303235709,0.00440099457151733,"Promoter (2-3kb)",22,17777322,17779481,2160,1,"200298","ENST00000600723.1",2713
"chr15",69668540,69668940,401,"*",5.09004728414866,5.58443509214514,4.33195370933007,0.966339910700584,0.000194175796311584,0.00440516467395406,"Promoter (<=1kb)",15,69667617,69695750,28134,1,"104472713","ENST00000662698.2",923
"chr15",66941219,66941619,401,"*",4.84095335788959,5.36924319322262,3.99872513612037,0.98176786210291,0.000194187349605751,0.00440516467395406,"Intron (ENST00000558436.2/102723481, intron 2 of 2)",15,66931537,66956518,24982,2,"102723481","ENST00000558436.2",14899
"chr7",26959312,26959712,401,"*",3.74332046972056,2.40403448459617,4.42569941089794,-1.16534052264961,0.000194252314535488,0.00440516467395406,"Intron (ENST00000432747.1/8935, intron 1 of 6)",7,26738840,26995239,256400,2,"8935","ENST00000432747.1",35527
"chr6",25389582,25389982,401,"*",3.57054935460885,2.24390386344524,4.24979820254081,-1.17347641347738,0.000194268488278472,0.00440516467395406,"Intron (ENST00000461945.1/55604, intron 2 of 8)",6,25081109,25452184,371076,2,"8418","ENST00000643807.1",62202
"chr11",128488570,128488970,401,"*",4.06415840797029,2.85661222078878,4.71215947528886,-1.14329522548498,0.000194289078153875,0.00440516467395406,"Intron (ENST00000535549.5/2113, intron 1 of 3)",11,128489470,128505394,15925,2,"2113","ENST00000608978.1",16424
"chr19",1533380,1533780,401,"*",4.9350117366375,5.41678140564934,4.2065436304647,0.980518746588874,0.000194410055660193,0.00440689571074353,"Exon (ENST00000642079.2/126520, exon 13 of 15)",19,1528369,1531748,3380,1,"126520","ENST00000673829.1",5011
"chr2",201854414,201854814,401,"*",3.78987730012282,2.63272752961219,4.4236362796716,-1.14130329554968,0.000194585173944461,0.00440985293679688,"Promoter (<=1kb)",2,201854760,201893360,38601,1,"65061","ENST00000460149.5",0
"chr6",142853938,142854338,401,"*",4.13162710951002,3.1263075558532,4.71835844493035,-1.09391133456351,0.000194677977275784,0.00441040195063832,"Intron (ENST00000012134.7/3097, intron 1 of 8)",6,142770506,142837047,66542,2,"3097","ENST00000474532.2",-16891
"chr5",14250124,14250524,401,"*",4.93663989689651,4.15108168232368,5.44240133585646,-0.974864638346141,0.000194710542721553,0.00441040195063832,"Intron (ENST00000698541.1/7204, intron 1 of 36)",5,14290977,14297513,6537,1,"7204","ENST00000504606.1",-40453
"chr15",69926044,69926444,401,"*",3.54515676402679,2.17119231799326,4.23594969170241,-1.16783013971958,0.000194743396981862,0.00441040195063832,"Distal Intergenic",15,69835215,69842967,7753,1,"414926","ENST00000674476.1",90829
"chr22",27436561,27436961,401,"*",4.78104922045229,5.30218398102881,3.95715856582765,0.998046816958157,0.000194830852282946,0.00441070512671785,"Promoter (<=1kb)",22,27436292,27441774,5483,1,"105372980","ENST00000654206.1",269
"chrX",74449636,74450036,401,"*",3.77975830830784,2.56028102683145,4.4310389433791,-1.14623949097462,0.000194862359636912,0.00441070512671785,"Intron (ENST00000587091.6/6567, intron 1 of 5)",23,74421892,74533917,112026,1,"6567","ENST00000636771.1",27744
"chr17",38658179,38658579,401,"*",5.64228935300397,6.07705727008512,5.01703758094101,0.850959183629123,0.000194928863205434,0.00441070512671785,"Distal Intergenic",17,38671703,38674957,3255,2,"100170841","ENST00000621654.2",16378
"chr15",77636362,77636762,401,"*",4.87600488430179,5.3987034600684,4.04813395747027,0.993797562800302,0.000194935459814433,0.00441070512671785,"Promoter (2-3kb)",15,77614944,77634353,19410,2,"84894","ENST00000557798.1",-2009
"chr6",45650791,45651191,401,"*",4.44315072964937,3.59106036749346,4.97523676486008,-1.04854174134596,0.000195317663228894,0.00441751218540402,"Intron (ENST00000576263.5/860, intron 6 of 6)",6,45573346,45576770,3425,2,"105375077","ENST00000563807.1",-74021
"chr12",26010473,26010873,401,"*",3.80084031757174,2.28709378850595,4.52313093245676,-1.1590588600865,0.000195325839235903,0.00441751218540402,"Promoter (<=1kb)",12,26011736,26065053,53318,1,"11228","ENST00000542004.5",-863
"chr22",32533807,32534207,401,"*",4.24753621231948,4.83665380496557,3.23499864812756,1.08109977375483,0.000195370518256257,0.00441751218540402,"Exon (ENST00000358763.7/8224, exon 10 of 14)",22,32518052,32530202,12151,2,"8224","ENST00000459990.5",-3605
"chr8",67692840,67693240,401,"*",4.81616148370694,3.92772754926058,5.36193201717082,-1.03365969154066,0.000195527998461332,0.00442006081137107,"Intron (ENST00000297770.10/57094, intron 1 of 10)",8,67422125,67746343,324219,2,"57094","ENST00000479862.6",53103
"chr10",72073023,72073423,401,"*",4.62580630966982,5.18782843546747,3.69251675773649,1.02724334799513,0.000195690094102512,0.00442221108659425,"Promoter (2-3kb)",10,72062864,72070151,7288,2,"9806","ENST00000469121.5",-2872
"chr6",56525218,56525618,401,"*",3.60862787577598,1.96216313159587,4.35758544197331,-1.17676242762047,0.000195727278783499,0.00442221108659425,"Intron (ENST00000244364.10/667, intron 50 of 83)",6,56458252,56542204,83953,2,"667","ENST00000340834.10",16586
"chr7",143360032,143360432,401,"*",5.93767928857615,6.36457330939102,5.32870735704669,0.820781549091911,0.000195808322602262,0.00442221108659425,"Promoter (<=1kb)",7,143353401,143359757,6357,2,"9715","ENST00000410085.5",-275
"chr4",169225418,169225818,401,"*",3.70013338632735,2.54230996171314,4.33408698657224,-1.15983096190567,0.000195847012483491,0.00442221108659425,"Intron (ENST00000284637.14/57630, intron 2 of 11)",4,169116269,169269093,152825,2,"57630","ENST00000508685.1",43275
"chr5",392436,392836,401,"*",4.76249689904998,5.29675802836507,3.90471354335835,0.994987295366002,0.000195847046663797,0.00442221108659425,"Intron (ENST00000505113.6/116412618, intron 6 of 12)",5,420920,435110,14191,1,"57491","ENST00000506456.1",-28084
"chr4",145734474,145734874,401,"*",3.74991710878109,2.45688499166972,4.42067367342321,-1.14969646775484,0.000196050525843949,0.00442579355804371,"Promoter (2-3kb)",4,145732454,145771032,38579,1,"646603","ENST00000510096.1",2020
"chr4",113673431,113673831,401,"*",3.90585551220883,2.80503405694744,4.52291797018038,-1.14180383406543,0.000196141490707999,0.00442683498868325,"Intron (ENST00000683023.1/817, intron 2 of 19)",4,113451045,113616634,165590,2,"817","ENST00000699415.1",-56797
"chr9",7320079,7320479,401,"*",4.83031238307612,4.05811677745531,5.33057834973214,-1.01311673550769,0.000196302475701656,0.00442891402669817,"Intron (ENST00000654575.1/105375970, intron 1 of 2)",9,7304551,7343556,39006,1,"105375970","ENST00000654575.1",15528
"chr11",40140986,40141386,401,"*",4.239210207728,3.15145643203867,4.85227659110553,-1.11496199538139,0.00019632331424174,0.00442891402669817,"Intron (ENST00000278198.2/57689, intron 1 of 1)",11,40116170,40241883,125714,2,"57689","ENST00000533474.1",100497
"chr5",96084722,96085122,401,"*",3.63449747982069,2.34032397627315,4.30554649848924,-1.16306604206192,0.000196652469746221,0.00443473813116209,"Intron (ENST00000502645.2/101929710, intron 1 of 4)",5,96079138,96079212,75,1,"693168","ENST00000384846.1",5584
"chr21",45876301,45876701,401,"*",5.28215418086755,5.75097323363839,4.58321235748037,0.92418506205671,0.000196671307815912,0.00443473813116209,"Intron (ENST00000400314.5/54039, intron 3 of 15)",21,45893877,45896309,2433,1,"54039","ENST00000549265.1",-17176
"chr1",21652929,21653329,401,"*",5.29998469979873,5.76103129858884,4.61835346190418,0.938776436295543,0.000196831616512545,0.00443733960677665,"Promoter (<=1kb)",1,21617932,21653307,35376,2,"5909","ENST00000447293.5",0
"chr20",64067383,64067783,401,"*",5.82129967988266,6.28667693950478,5.13006046818369,0.901459059804738,0.000196913468074113,0.00443817157374437,"Promoter (1-2kb)",20,64066211,64071941,5731,1,"6919","ENST00000458442.1",1172
"chr1",19892502,19892902,401,"*",4.36008338262902,3.379103012412,4.93864987490455,-1.07000207775161,0.000197086667706752,0.00444106155698314,"Promoter (2-3kb)",1,19890458,19897815,7358,1,"23252","ENST00000466697.1",2044
"chr2",67346922,67347322,401,"*",3.79014314962003,2.36818370984845,4.49217553329719,-1.15887146502606,0.000197368355896918,0.00444639429568182,"Intron (ENST00000652561.2/644838, intron 3 of 9)",2,67397322,67412089,14768,1,"54465","ENST00000645739.1",-50000
"chr2",200302880,200303280,401,"*",3.46769242832344,2.07998138566369,4.16175185184654,-1.17206087239309,0.000197787036055744,0.00445368318699003,"Promoter (2-3kb)",2,200305881,200419333,113453,1,"26010","ENST00000439084.5",-2601
"chr17",74737928,74738328,401,"*",5.53330942623461,5.98526377547558,4.87155236084031,0.884223725159806,0.000197793242133556,0.00445368318699003,"Promoter (<=1kb)",17,74737271,74747335,10065,1,"326624","ENST00000481224.5",657
"chr20",62411627,62412027,401,"*",5.4163847773303,5.86643986428894,4.75872920675327,0.901406015049452,0.000197827210894435,0.00445368318699003,"Intron (ENST00000252998.2/140893, intron 13 of 13)",20,62388634,62407285,18652,2,"81928","ENST00000279101.10",-4342
"chr5",177967026,177967426,401,"*",4.04828667224875,4.68495851759375,2.88101180174098,1.10921608435686,0.000197909869594893,0.00445452845761087,"Exon (ENST00000623288.1/ENST00000623288.1, exon 1 of 1)",5,177953165,177957759,4595,1,"100128340","ENST00000503263.1",13861
"chr5",67287766,67288166,401,"*",4.31769192935111,3.17563969994091,4.94705828172618,-1.10392465439564,0.000198061243506644,0.00445691962313879,"Distal Intergenic",5,67356663,67366303,9641,2,"124900989","ENST00000653057.1",78137
"chr3",184770469,184770869,401,"*",6.1098328137331,6.52834950166805,5.51788666294778,0.827726925455201,0.000198533762121633,0.00446653468658335,"Promoter (2-3kb)",3,184756389,184773155,16767,2,"101928992","ENST00000457449.1",2286
"chr7",414972,415372,401,"*",4.73234915194232,5.29418236870799,3.79959204876064,1.01863800957435,0.000198751801801456,0.00447042150648733,"Distal Intergenic",7,425373,430834,5462,1,"116435278","ENST00000659509.1",-10001
"chr3",27360331,27360731,401,"*",2.81951301858391,0.477353361977744,3.66974046265061,-1.11723370943818,0.000199081672016911,0.00447682132960461,"Intron (ENST00000691995.1/152110, intron 1 of 35)",3,27309157,27369196,60040,2,"152110","ENST00000491627.1",8465
"chr8",129236622,129237022,401,"*",3.49479885093745,1.97318978314287,4.21875293689127,-1.17718435150157,0.000199266429002939,0.00447995576789803,"Intron (ENST00000675388.1/137196, intron 4 of 8)",8,129216786,129241205,24420,2,"728724","ENST00000675432.1",4183
"chr19",45660756,45661156,401,"*",4.63116799291284,5.19567385962565,3.6908530442889,1.03272968441954,0.000199385116812375,0.00448160373418793,"Distal Intergenic",19,45668221,45683684,15464,1,"2696","ENST00000652180.1",-7065
"chr8",61786082,61786482,401,"*",4.22406789474511,3.2617959102479,4.79623190778734,-1.08150605002081,0.000199461434856689,0.00448229881670896,"Promoter (1-2kb)",8,61785047,61852765,67719,1,"101929628","ENST00000520862.5",1035
"chr15",68186653,68187053,401,"*",4.44613287278811,3.59081089700042,4.97945505019017,-1.0558498525693,0.000199609504925267,0.0044846056280616,"Intron (ENST00000249636.11/8554, intron 13 of 13)",15,68181211,68190758,9548,1,"8554","ENST00000563996.1",5442
"chr9",130327263,130327663,401,"*",5.17003326579837,5.63771322692513,4.47364728162715,0.921720397008838,0.000199711372745393,0.004484890240313,"Exon (ENST00000683500.2/256158, exon 22 of 98)",9,130307519,130338606,31088,1,"256158","ENST00000611173.1",19744
"chr2",220576141,220576541,401,"*",3.70875186896275,2.32499035036867,4.40187673791667,-1.16085709192811,0.000199713013577366,0.004484890240313,"Intron (ENST00000414512.1/105373895, intron 1 of 4)",2,220602410,220670768,68359,1,"105373895","ENST00000657044.1",-25869
"chr4",3231609,3232009,401,"*",5.31251167317319,5.78949708877621,4.5950527235496,0.906360108407143,0.000200103969594899,0.00449264805951331,"Promoter (2-3kb)",4,3228713,3235396,6684,1,"3064","ENST00000513806.1",2896
"chr15",89410129,89410529,401,"*",5.35803988309579,5.79840831025454,4.721040880991,0.902320207648348,0.000200197459372595,0.00449372528605791,"Intron (ENST00000701636.1/254559, intron 4 of 4)",15,89387332,89398484,11153,1,"254559","ENST00000671447.1",22797
"chr7",44323989,44324389,401,"*",4.8498978555785,5.36007306340688,4.05347954595304,0.99964116418203,0.000200271938480853,0.00449437539760826,"Promoter (<=1kb)",7,44243470,44323962,80493,2,"816","ENST00000415369.5",-27
"chr5",73256806,73257206,401,"*",3.80905315466196,2.74092747675536,4.41602761225442,-1.14191881465701,0.000200388772449821,0.00449597549857765,"Intron (ENST00000515556.6/124901002, intron 1 of 3)",5,73213983,73295021,81039,1,"124901002","ENST00000692101.1",42823
"chr22",38457459,38457859,401,"*",5.00106177933196,5.50443934159165,4.22132158175672,0.996926851798794,0.000200479023576,0.00449697858835561,"Promoter (2-3kb)",22,38426327,38455199,28873,2,"3761","ENST00000303592.3",-2260
"chr20",63032302,63032702,401,"*",5.77978307467109,6.2128369431498,5.15809848950865,0.867384817491594,0.000200560642785073,0.00449714462525136,"Intron (ENST00000606208.5/63930, intron 1 of 1)",20,63034383,63036353,1971,2,"100144596","ENST00000456634.1",3651
"chr14",69261891,69262291,401,"*",4.99261053727234,5.46652012881849,4.28216623687017,0.953244481721562,0.000200577514427569,0.00449714462525136,"Promoter (1-2kb)",14,69239166,69260567,21402,2,"105370550","ENST00000556316.1",-1324
"chr15",32855892,32856292,401,"*",3.86633595422882,2.81033532205719,4.46949247437636,-1.13511477074479,0.000200708661536537,0.00449906348636567,"Intron (ENST00000616417.5/342184, intron 17 of 20)",15,32774323,32860837,86515,2,"342184","ENST00000558882.1",4545
"chr17",386799,387199,401,"*",5.35321944053305,5.81478391224233,4.67044412988136,0.89844217901422,0.000201094027729794,0.00450600149361094,"Promoter (<=1kb)",17,281769,386254,104486,2,"9501","ENST00000573780.5",-545
"chr22",41028751,41029151,401,"*",4.21951315184909,3.20800612318787,4.8082910230386,-1.09690336423366,0.0002011189483147,0.00450600149361094,"Distal Intergenic",22,40966201,40972662,6462,1,"9978","ENST00000467617.1",62550
"chr13",44317824,44318224,401,"*",3.65384634440407,2.34645316236384,4.32826152473079,-1.15779864896835,0.000201155076703298,0.00450600149361094,"Distal Intergenic",13,44373665,44397441,23777,1,"387923","ENST00000474333.5",-55441
"chr15",49627373,49627773,401,"*",3.56696882815084,2.14693375428117,4.26855937838763,-1.16838086541035,0.000201224359707178,0.00450653112411118,"Intron (ENST00000557968.5/56986, intron 3 of 3)",15,49621099,49656232,35134,1,"56986","ENST00000251250.7",6274
"chr4",48899943,48900343,401,"*",3.63809348768666,2.12295059103724,4.36068033374664,-1.17561654696003,0.000201306897619909,0.00450735729813719,"Promoter (2-3kb)",4,48897166,48897848,683,2,"132299","ENST00000514155.1",-2095
"chr1",203669688,203670088,401,"*",4.64129868192836,3.78575647871966,5.17470496050163,-1.01494874999808,0.000201361886454138,0.00450756640042042,"Intron (ENST00000341360.7/493, intron 1 of 21)",1,203630097,203741076,110980,1,"493","ENST00000705901.1",39591
"chr7",128847770,128848170,401,"*",5.18434055086791,5.63244834460654,4.5308725493082,0.937119925455002,0.000201538620488622,0.00451050010523289,"Exon (ENST00000325888.13/2318, exon 25 of 48)",7,128841331,128842858,1528,1,"2318","ENST00000388853.3",6439
"chr12",100688468,100688868,401,"*",3.38454254929775,1.87655668122409,4.10560739159466,-1.17597089451348,0.000201687263951687,0.00451280394677486,"Distal Intergenic",12,100717526,101020124,302599,1,"121601","ENST00000549155.6",-28658
"chr7",151043402,151043802,401,"*",5.67219943978144,6.17916290866234,4.88369500272616,0.940915870358999,0.000202058545602431,0.00451908772557425,"Intron (ENST00000542328.5/11194, intron 13 of 14)",7,151048292,151052753,4462,1,"9311","ENST00000357922.8",-4490
"chr19",39890294,39890694,401,"*",4.88514887058697,5.4114173838664,4.04813395747027,1.00692837142274,0.000202059633270648,0.00451908772557425,"Intron (ENST00000616721.6/8857, intron 14 of 27)",19,39886266,39887292,1027,2,"8857","ENST00000595713.1",-3002
"chr16",57500753,57501153,401,"*",5.08076691042235,5.54460242383419,4.39295885550337,0.938243786586258,0.000202228745706611,0.00452184574469253,"Distal Intergenic",16,57475863,57487327,11465,2,"55715","ENST00000567175.1",-13426
"chr9",32525279,32525679,401,"*",4.39933928104966,3.41029318857585,4.98063191888456,-1.0727509337402,0.000202301995246611,0.00452245950071109,"Promoter (<=1kb)",9,32492900,32526164,33265,2,"23586","ENST00000680883.1",485
"chr2",28062940,28063340,401,"*",3.97163906650535,2.91548067358173,4.57484553390894,-1.11871168127632,0.000202366424362416,0.00452246324184778,"Intron (ENST00000344773.6/9577, intron 6 of 12)",2,27996367,27996449,83,1,"100422965","ENST00000584745.1",66573
"chr1",231202522,231202922,401,"*",4.29865697961329,4.86425171684056,3.35524744866459,1.07452403933711,0.000202393764211028,0.00452246324184778,"Intron (ENST00000366653.6/440730, intron 5 of 9)",1,231184098,231187627,3530,2,"149373","ENST00000425559.1",-14895
"chr8",74251072,74251472,401,"*",4.15054331172285,3.14761234032518,4.73648148116936,-1.1099824123032,0.000202998102085368,0.00453494085884918,"Intron (ENST00000342232.5/56704, intron 3 of 5)",8,74236803,74244788,7986,2,"56704","ENST00000518195.1",-6284
"chr1",59043801,59044201,401,"*",4.03375196624673,2.89501732200435,4.66214508327635,-1.11048897631645,0.000203072500615217,0.00453557675995199,"Intron (ENST00000634502.1/101926925, intron 7 of 13)",1,59056447,59088973,32527,1,"101926925","ENST00000655640.1",-12246
"chr8",89983610,89984010,401,"*",3.58613803218839,2.26597297047934,4.26376884216006,-1.16063016646027,0.000203385918369256,0.00454154960461717,"Promoter (<=1kb)",8,89931000,89984242,53243,2,"4683","ENST00000517337.2",232
"chr1",101002670,101003070,401,"*",3.48402291727299,2.09673060233093,4.17798340936931,-1.16708815988087,0.000203838485743246,0.00455062621733203,"Intron (ENST00000370105.7/51611, intron 5 of 8)",1,100995473,100996260,788,1,"148867","ENST00000414686.1",7197
"chr3",111729488,111729888,401,"*",3.8574228681395,2.70694311246472,4.48924852284095,-1.12872223905767,0.000203982326487858,0.00455280806556603,"Promoter (2-3kb)",3,111732461,111778458,45998,1,"90102","ENST00000474484.1",-2573
